GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001EA,C21001B_001MA,C21001B_002EA,C21001B_002MA,C21001B_003EA,C21001B_003MA,C21001B_004MA,C21001B_004EA,C21001B_005MA,C21001B_005EA,C21001B_006MA,C21001B_006EA,C21001B_007MA,C21001B_007EA,C21001B_008EA,C21001B_008MA,C21001B_009MA,C21001B_009EA,C21001B_010MA,C21001B_010EA,C21001B_011MA,C21001B_011EA,C21001B_012EA,C21001B_012MA,C21001B_013EA,C21001B_013MA,C21001B_014MA,C21001B_014EA,C21001B_015EA,C21001B_015MA,state
0400000US27,177174,3393,91386,2170,87271,2178,5167,1253,82104,2155,4115,508,1391,513,2724,510,85788,2159,79737,2169,1170,509,78567,2190,6051,602,0,211,6051,602,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,774732,4069,354131,2835,317677,3123,35189,2697,282488,4157,36454,1285,10245,1454,26209,1516,420601,2531,363557,2543,5110,1340,358447,3031,57044,940,0,287,57044,940,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,497214,5492,226312,3567,203270,3538,30479,2969,172791,4541,23042,695,10683,1324,12359,1206,270902,3203,231247,3304,4058,1114,227189,3819,39655,992,594,394,39061,1062,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,54342,1935,27595,1307,25419,1275,4109,808,21310,1475,2176,259,1189,426,987,318,26747,1233,23757,1222,650,394,23107,1228,2990,170,0,228,2990,170,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,155855,3072,78386,1863,69352,1839,12224,1853,57128,2234,9034,547,5762,744,3272,688,77469,2220,66953,2072,2322,726,64631,2154,10516,504,281,257,10235,642,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10797,1248,6239,1160,5959,1157,287,284,5672,1135,280,172,234,155,46,75,4558,703,4275,745,91,114,4184,750,283,255,0,257,283,255,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,874345,6460,399150,3454,355120,3564,33521,3452,321599,5292,44030,886,16471,1327,27559,1588,475195,4383,403402,4323,5770,1268,397632,4340,71793,1071,462,326,71331,1113,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30092,2045,17453,1748,15443,1582,4381,993,11062,1540,2010,640,851,434,1159,608,12639,1316,10508,1256,359,297,10149,1279,2131,620,122,155,2009,613,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2258476,12494,1005704,7836,889477,7412,58429,3649,831048,7774,116227,1697,28933,2531,87294,2896,1252772,7704,1050994,6861,8971,1907,1042023,6815,201778,2699,880,405,200898,2804,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1488162,6787,665865,4721,590901,4685,93894,4439,497007,6073,74964,1601,26225,2046,48739,2187,822297,4520,700905,4439,19333,2701,681572,5033,121392,1588,753,384,120639,1463,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1011159,5401,468150,4148,413611,4051,59341,4124,354270,5705,54539,1040,26663,1790,27876,1905,543009,3465,459036,3270,7453,1495,451583,3609,83973,1237,256,167,83717,1237,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,191601,2559,93542,2092,84456,2021,15025,1888,69431,2549,9086,782,4716,823,4370,816,98059,2015,85116,1988,2130,769,82986,2014,12943,807,124,120,12819,793,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,50016,2130,28273,1506,25928,1533,3180,1028,22748,1646,2345,287,1299,408,1046,383,21743,1403,19035,1382,320,270,18715,1381,2708,383,0,277,2708,383,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,992308,6764,457306,5798,407159,5559,47907,3378,359252,5803,50147,1252,23445,1913,26702,1873,535002,4205,453400,4085,6572,1528,446828,4455,81602,1138,945,613,80657,1329,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,44217,2384,20216,1153,18819,1194,1043,498,17776,1308,1397,232,445,251,952,340,24001,1739,21563,1676,354,294,21209,1706,2438,523,0,291,2438,523,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,939629,3979,426153,2778,377301,2950,59393,3469,317908,4454,48852,1087,16458,1562,32394,1583,513476,2037,437410,2054,13331,1911,424079,2908,76066,708,275,211,75791,786,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,760841,4942,345981,3218,314012,3198,45106,3584,268906,4583,31969,1469,12605,1525,19364,1744,414860,3224,360145,2798,7951,1558,352194,2819,54715,1415,347,289,54368,1411,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2106737,9414,986875,6400,899498,6060,141779,6484,757719,8002,87377,1845,36869,2128,50508,2507,1119862,5815,985867,5572,26738,2524,959129,6147,133995,2199,1237,495,132758,2133,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17422,1280,10851,1123,10498,1127,1705,563,8793,1090,353,193,212,149,141,159,6571,657,5755,671,194,207,5561,683,816,350,38,67,778,351,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1148484,6457,530578,4413,472332,4954,99840,5163,372492,6644,58246,1614,26374,2081,31872,2148,617906,4160,529236,3998,25071,2849,504165,5059,88670,2203,468,264,88202,2212,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,165917,3803,89699,3163,82703,3170,18742,2140,63961,2801,6996,608,5037,707,1959,592,76218,2519,68547,2654,3910,1140,64637,2569,7671,657,0,277,7671,657,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44821,2455,24997,1658,22703,1639,3589,1016,19114,1583,2294,513,997,359,1297,411,19824,1758,15971,1627,847,557,15124,1676,3853,705,0,269,3853,705,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,233636,2528,111602,2014,103088,2033,10275,1609,92813,2427,8514,510,2954,638,5560,765,122034,1746,109819,1753,1370,507,108449,1705,12215,376,55,80,12160,372,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,220830,8947,109347,5218,91474,4787,4968,1041,86506,4751,17873,1785,4496,845,13377,1547,111483,5553,89632,4628,162,163,89470,4643,21851,1927,112,140,21739,1912,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
