GEO_ID,C20005D_001E,C20005D_001M,C20005D_002E,C20005D_002M,C20005D_003E,C20005D_003M,C20005D_004E,C20005D_004M,C20005D_005E,C20005D_005M,C20005D_006E,C20005D_006M,C20005D_007E,C20005D_007M,C20005D_008E,C20005D_008M,C20005D_009E,C20005D_009M,C20005D_010E,C20005D_010M,C20005D_011E,C20005D_011M,C20005D_012E,C20005D_012M,C20005D_013E,C20005D_013M,C20005D_014E,C20005D_014M,C20005D_015E,C20005D_015M,C20005D_016E,C20005D_016M,C20005D_017E,C20005D_017M,C20005D_018E,C20005D_018M,C20005D_019E,C20005D_019M,C20005D_020E,C20005D_020M,C20005D_021E,C20005D_021M,C20005D_022E,C20005D_022M,C20005D_023E,C20005D_023M,C20005D_024E,C20005D_024M,C20005D_025E,C20005D_025M,C20005D_026E,C20005D_026M,C20005D_027E,C20005D_027M,C20005D_028E,C20005D_028M,C20005D_029E,C20005D_029M,C20005D_030E,C20005D_030M,C20005D_031E,C20005D_031M,C20005D_032E,C20005D_032M,C20005D_033E,C20005D_033M,C20005D_034E,C20005D_034M,C20005D_035E,C20005D_035M,C20005D_036E,C20005D_036M,C20005D_037E,C20005D_037M,C20005D_038E,C20005D_038M,C20005D_039E,C20005D_039M,NAME,C20005D_001EA,C20005D_001MA,C20005D_002EA,C20005D_002MA,C20005D_003EA,C20005D_003MA,C20005D_004EA,C20005D_004MA,C20005D_005MA,C20005D_005EA,C20005D_006EA,C20005D_006MA,C20005D_007EA,C20005D_007MA,C20005D_008EA,C20005D_008MA,C20005D_009EA,C20005D_009MA,C20005D_010MA,C20005D_010EA,C20005D_011EA,C20005D_011MA,C20005D_012EA,C20005D_012MA,C20005D_013MA,C20005D_013EA,C20005D_014EA,C20005D_014MA,C20005D_015MA,C20005D_015EA,C20005D_016MA,C20005D_016EA,C20005D_017EA,C20005D_017MA,C20005D_018MA,C20005D_018EA,C20005D_019EA,C20005D_019MA,C20005D_020EA,C20005D_020MA,C20005D_021MA,C20005D_021EA,C20005D_022MA,C20005D_022EA,C20005D_023EA,C20005D_023MA,C20005D_024MA,C20005D_024EA,C20005D_025EA,C20005D_025MA,C20005D_026EA,C20005D_026MA,C20005D_027EA,C20005D_027MA,C20005D_028EA,C20005D_028MA,C20005D_029EA,C20005D_029MA,C20005D_030EA,C20005D_030MA,C20005D_031EA,C20005D_031MA,C20005D_032MA,C20005D_032EA,C20005D_033EA,C20005D_033MA,C20005D_034MA,C20005D_034EA,C20005D_035MA,C20005D_035EA,C20005D_036EA,C20005D_036MA,C20005D_037MA,C20005D_037EA,C20005D_038MA,C20005D_038EA,C20005D_039MA,C20005D_039EA,state
0400000US13,247147,3877,118057,2806,66133,2984,0,300,66133,2984,1011,511,7866,1320,11561,1903,13779,1811,11646,1848,20270,2213,51924,2900,28646,2789,23278,2336,8791,1329,5829,1303,3527,1144,2828,863,1261,565,1042,543,129090,2276,44765,3193,0,300,44765,3193,1237,505,9236,1830,8590,1479,10292,1554,7153,1247,8257,1309,84325,3696,56782,3538,27543,2730,14321,2106,7232,1283,2140,688,1796,717,1240,526,814,440,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,460912,7127,210758,4309,102044,3938,0,275,102044,3938,1883,603,10160,1838,16547,1929,31076,2338,25065,2364,17313,1841,108714,4512,67557,2971,41157,3725,16238,2060,8920,1569,4662,1028,6239,1107,3689,883,1409,536,250154,4098,101724,3448,0,275,101724,3448,2250,812,9693,1599,21176,2565,39658,3035,19808,2345,9139,1462,148430,4792,98572,3480,49858,3903,19652,2392,13034,1832,7387,1170,5388,888,2912,830,1485,615,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14208,1336,5887,739,3337,774,0,267,3337,774,93,148,616,458,191,190,771,468,276,242,1390,658,2550,837,1351,527,1199,606,703,428,183,194,192,254,41,71,0,267,80,114,8321,1021,2510,859,0,267,2510,859,0,267,1073,708,542,419,470,347,236,226,189,174,5811,901,3541,774,2270,701,1063,498,446,342,193,174,264,295,184,160,120,156,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,473903,4328,224122,3951,119354,4429,0,267,119354,4429,2832,971,8416,1734,14672,2235,27716,2933,24409,2300,41309,2871,104768,3730,55032,3402,49736,3102,20044,2182,11852,2031,6777,1165,5127,914,2744,835,3192,863,249781,4150,89880,4038,0,267,89880,4038,1214,556,10032,1886,13017,1638,21958,2566,21558,1861,22101,2172,159901,5063,94768,3844,65133,4151,31858,3390,16023,2163,5310,1190,5947,1375,3270,908,2725,833,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,80098,2631,38343,1848,16849,1503,0,267,16849,1503,9,18,1589,624,2674,811,2363,904,3865,792,6349,1220,21494,2041,9464,1441,12030,1674,5615,1333,2968,860,883,448,1073,631,812,507,679,459,41755,1941,13816,1547,0,267,13816,1547,176,172,1880,701,3133,946,3015,727,3207,894,2405,683,27939,2122,16316,1738,11623,1659,6039,1127,2575,836,1485,700,1060,522,215,196,249,241,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39047,1677,19100,1298,11587,1278,0,228,11587,1278,1065,730,927,442,2216,908,3238,796,1684,747,2457,657,7513,1051,2162,643,5351,959,2561,840,1719,708,414,327,343,205,198,226,116,158,19947,1168,7173,1277,0,228,7173,1277,243,230,1083,405,2226,600,1933,635,1183,552,505,337,12774,1195,5651,905,7123,1085,2551,527,2664,999,950,483,600,289,205,263,153,132,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,53380,1835,25049,1130,13142,1320,0,248,13142,1320,164,160,1397,627,1693,690,3045,946,3489,864,3354,783,11907,1492,5857,984,6050,1179,3028,930,1210,550,392,347,708,444,511,502,201,195,28331,1342,10856,1557,0,248,10856,1557,180,179,1490,600,3144,990,3265,945,1545,554,1232,461,17475,1540,9926,1454,7549,1061,4074,1003,1629,492,1012,474,586,373,79,138,169,196,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,35914,2030,15954,1228,9244,1541,0,271,9244,1541,130,257,1535,853,1203,531,884,427,2057,733,3435,1099,6710,1340,2697,646,4013,1089,2288,931,512,280,391,297,280,210,90,99,452,346,19960,1464,7610,1136,0,271,7610,1136,100,132,1732,661,1551,517,2280,705,747,487,1200,655,12350,1456,7268,1388,5082,1342,3087,1112,799,465,286,366,411,274,170,210,329,239,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,56810,2443,27573,1495,12841,1457,0,281,12841,1457,403,293,1714,749,1922,798,4296,1021,2138,695,2368,780,14732,1620,5858,1089,8874,1294,4460,925,2264,792,874,503,732,408,257,189,287,202,29237,1575,10736,1275,0,281,10736,1275,831,473,1858,557,1275,458,3554,885,1846,558,1372,551,18501,1845,12027,1427,6474,1276,3036,894,1829,622,432,315,853,563,151,163,173,178,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10613,947,4247,626,1780,447,0,230,1780,447,0,230,164,211,362,278,578,485,162,145,514,414,2467,664,933,551,1534,439,576,273,764,385,80,163,0,230,114,238,0,230,6366,751,2362,544,0,230,2362,544,67,116,129,141,476,264,937,492,482,285,271,200,4004,749,1832,601,2172,727,1277,586,516,444,176,170,203,209,0,230,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,255207,3538,118752,2323,69820,3068,50,86,69770,3084,681,371,5420,1245,6990,1394,14128,1888,13312,1642,29239,2174,48932,2830,24128,2307,24804,2717,9205,1429,3885,960,4329,1112,3467,1046,2281,762,1637,737,136455,1845,57214,2919,0,289,57214,2919,480,396,4598,1256,8438,1411,13837,2046,12868,1669,16993,1828,79241,3093,45935,2625,33306,2126,13646,1449,7344,1315,3479,1046,3459,662,3119,878,2259,731,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,280703,3767,131120,2424,68428,2721,0,285,68428,2721,401,313,3880,1250,7322,1397,13389,1868,14144,2067,29292,2596,62692,3241,34501,3110,28191,2673,11586,1721,6276,1564,3529,1011,3350,1104,1954,544,1496,630,149583,2237,54579,2951,0,285,54579,2951,629,441,5028,1378,6979,1444,14788,2124,12906,1764,14249,1754,95004,3321,55254,2876,39750,2967,17672,2192,10105,1697,3984,1009,3425,862,2335,870,2229,723,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,182022,3135,87109,2275,45123,2287,0,244,45123,2287,901,489,3141,940,4590,950,6334,1123,9029,1357,21128,1651,41986,2856,22409,1882,19577,2155,8906,1287,4129,932,1785,504,1865,864,1490,506,1402,519,94913,1831,28815,1939,0,244,28815,1939,756,380,3643,821,4237,1021,6924,1183,6843,1232,6412,1116,66098,2378,40118,2066,25980,2347,14743,1657,5012,1071,1961,536,2563,706,834,374,867,405,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,150668,2851,72067,1892,35797,1948,0,211,35797,1948,560,362,2910,863,5903,1094,9589,1446,6238,1161,10597,1537,36270,2239,18280,2135,17990,1572,8134,1204,3094,926,2608,690,2711,909,731,566,712,406,78601,2086,28582,2165,0,211,28582,2165,510,326,3280,810,6251,1080,10518,1561,3895,874,4128,976,50019,2680,27858,2593,22161,2264,11604,1645,4884,1066,2043,680,1734,659,1117,452,779,522,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20956,2290,9741,1560,4990,1048,0,287,4990,1048,0,287,1117,523,1375,671,455,312,1355,504,688,326,4751,1359,1461,696,3290,1247,1470,649,894,563,304,360,374,416,146,203,102,152,11215,1334,5972,1270,0,287,5972,1270,349,333,1127,656,1511,752,1298,598,910,497,777,564,5243,1230,2990,973,2253,798,1053,570,227,221,291,289,500,419,119,122,63,108,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,74731,2856,34609,1945,17180,1706,0,259,17180,1706,518,485,1479,650,2433,848,3191,750,3897,985,5662,1131,17429,1682,8961,1328,8468,1485,4246,1068,1380,685,1037,542,1095,501,397,304,313,248,40122,1887,15282,1536,0,259,15282,1536,676,373,2796,861,3026,873,3872,962,2782,903,2130,678,24840,2088,13131,1566,11709,1497,5322,1101,3217,966,1133,427,1150,665,637,354,250,189,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21944,1641,9814,916,5030,989,0,228,5030,989,204,175,231,175,313,214,1544,620,1180,517,1558,678,4784,850,2972,897,1812,545,1145,522,248,196,366,289,53,89,0,228,0,228,12130,1139,4636,925,0,228,4636,925,326,260,1094,509,1433,663,855,441,450,421,478,375,7494,1113,3844,873,3650,966,1745,588,847,397,408,342,522,529,73,123,55,95,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,163437,3340,71458,2007,34211,2251,0,309,34211,2251,633,470,3496,1172,6417,1392,10354,1735,7427,1190,5884,1329,37247,2244,21352,1708,15895,2048,5256,1503,4246,953,3408,1006,1480,692,754,457,751,442,91979,2209,37357,2954,0,309,37357,2954,964,579,4155,1115,9078,1661,11464,1624,6495,1303,5201,1217,54622,3280,33686,3081,20936,2220,9366,1513,4406,1050,3101,957,3083,946,674,395,306,284,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20435,1117,9453,1016,5394,720,0,257,5394,720,139,147,671,419,618,348,966,434,556,283,2444,539,4059,1011,1813,731,2246,565,1246,445,227,157,41,76,299,184,0,257,433,276,10982,780,3806,705,0,257,3806,705,81,145,471,281,363,210,1335,583,955,543,601,275,7176,987,4065,899,3111,730,1322,480,566,359,265,203,210,184,488,375,260,196,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
