GEO_ID,C19101F_001E,C19101F_001M,C19101F_002E,C19101F_002M,C19101F_003E,C19101F_003M,C19101F_004E,C19101F_004M,C19101F_005E,C19101F_005M,C19101F_006E,C19101F_006M,C19101F_007E,C19101F_007M,C19101F_008E,C19101F_008M,C19101F_009E,C19101F_009M,C19101F_010E,C19101F_010M,C19101F_011E,C19101F_011M,NAME,C19101F_001EA,C19101F_001MA,C19101F_002EA,C19101F_002MA,C19101F_003EA,C19101F_003MA,C19101F_004EA,C19101F_004MA,C19101F_005EA,C19101F_005MA,C19101F_006EA,C19101F_006MA,C19101F_007MA,C19101F_007EA,C19101F_008EA,C19101F_008MA,C19101F_009EA,C19101F_009MA,C19101F_010EA,C19101F_010MA,C19101F_011EA,C19101F_011MA,state
0400000US13,59117,4277,8787,1843,5594,1467,11950,2358,10053,2107,9564,2001,7102,1473,3266,915,1534,740,726,522,541,455,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3508,871,369,249,406,448,266,291,274,219,435,362,786,462,201,209,626,465,145,155,0,275,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7138,1421,730,513,711,537,1277,572,1357,560,1136,429,1489,605,248,203,118,126,36,60,36,63,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,163690,6076,8628,2026,7838,1496,24594,3084,22144,2360,32671,3547,34161,2968,17899,2306,13401,1824,1305,624,1049,593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25997,2565,1998,1109,1705,644,4747,1280,4641,1092,5732,1596,4831,1043,1684,675,547,315,112,174,0,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8241,1125,926,496,486,445,1078,581,1196,665,1607,638,1696,621,922,488,330,246,0,228,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14101,1651,1102,647,565,412,2298,851,2796,931,2978,843,3023,854,846,453,371,255,66,108,56,95,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,6400,1319,721,592,521,494,1889,853,1135,620,617,372,978,419,375,243,164,136,0,271,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12001,1928,507,303,60,97,1955,847,1744,747,2732,1240,2484,775,832,520,1024,746,332,384,331,277,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33202,2391,1224,586,946,528,2896,1047,3488,1239,6935,1502,6882,1320,5071,1382,4426,1233,880,470,454,290,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56412,3277,9009,1638,4379,1271,9321,1696,6047,1512,8574,1615,8380,1371,5279,1497,3695,855,1383,792,345,270,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,22412,2258,2211,712,1201,708,2705,677,2896,950,4577,1122,4243,1014,1870,748,2267,680,254,192,188,186,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,13000,1824,1066,702,227,173,3384,1367,2367,670,2040,764,1955,739,927,304,399,342,306,197,329,342,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4088,849,412,353,53,95,1028,528,643,494,552,484,692,364,640,381,68,113,0,287,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11639,1671,1088,573,496,414,2863,866,2008,890,1917,774,2039,718,678,383,421,357,129,164,0,259,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7347,1359,567,380,183,175,1162,522,1709,767,1198,464,1322,541,651,515,505,324,50,82,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34373,3250,3198,905,1354,651,4739,1112,5593,1484,6898,1513,6122,1447,3990,917,1995,875,283,309,201,190,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116888,4836,10952,2232,8046,1527,16110,2058,14213,1943,19291,2230,19927,2160,12432,1932,9697,1850,3167,911,3053,982,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53721,3668,6294,1577,3087,1091,8109,1679,5665,1355,8980,1440,8988,1898,6825,1519,4371,967,740,453,662,395,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,345889,7475,41791,3383,25446,2846,54132,4520,39738,3919,53458,3935,57125,4266,31603,2945,29695,2999,8457,1738,4444,1083,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61099,4714,8020,1701,6556,1559,11951,2148,9664,1971,10312,2105,8883,1937,2672,875,2084,714,377,277,580,489,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,17993,2042,2453,892,1088,646,3225,927,3404,942,2364,899,2885,880,934,436,1227,631,148,192,265,329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21005,1945,1395,455,1539,558,4627,1163,3397,989,4000,990,3111,832,1747,824,883,559,276,212,30,57,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31808,2878,3870,1303,1388,622,6077,1517,5102,1222,6517,1491,5525,1274,2120,754,623,444,62,100,524,370,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47051,3344,8323,1544,3631,993,7897,1536,6526,1578,6551,1174,7880,1613,3691,1152,1982,789,473,298,97,123,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13871,1774,1591,650,1143,469,2923,928,1712,821,3081,891,1142,511,1206,643,760,472,261,254,52,87,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12915,1726,1450,817,617,560,3399,1196,2113,933,1924,747,2319,752,699,495,272,261,62,108,60,101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16803,2318,1827,989,1942,854,3297,1069,2622,1006,2862,1100,2526,863,1004,592,356,322,55,89,312,282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,411211,9543,36009,3097,29670,3172,71467,4372,64338,4797,71967,4545,74861,4378,33275,3828,21883,2792,5521,1238,2220,668,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,21197,2174,2269,990,1107,603,3000,1060,3433,1085,3427,854,4812,1032,1840,763,938,639,242,212,129,194,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37019,3635,2087,1007,1187,574,3546,1175,4823,1347,6345,1555,7814,1726,4428,1366,4120,1299,1864,990,805,429,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53596,3514,5041,1359,3963,1274,11339,1960,7569,1612,9200,1587,10000,1999,3467,1063,2633,806,181,191,203,201,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,17334,2045,1693,702,1430,612,3458,1040,2622,661,2755,947,3211,675,1208,537,643,344,109,124,205,175,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,103395,4841,30101,2830,12795,1671,17730,1965,12207,1670,13893,1642,9683,1338,4227,879,1945,608,360,283,454,299,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
