GEO_ID,C15010B_001E,C15010B_001M,C15010B_002E,C15010B_002M,C15010B_003E,C15010B_003M,C15010B_004E,C15010B_004M,C15010B_005E,C15010B_005M,C15010B_006E,C15010B_006M,NAME,C15010B_001EA,C15010B_001MA,C15010B_002MA,C15010B_002EA,C15010B_003EA,C15010B_003MA,C15010B_004MA,C15010B_004EA,C15010B_005MA,C15010B_005EA,C15010B_006EA,C15010B_006MA,state
0400000US19,7506,1565,2201,706,835,467,1948,753,1221,534,1301,551,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18745,2434,5373,979,1149,496,5371,1453,2000,636,4852,1235,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,28588,3273,7082,1400,3346,1025,6178,1297,5193,1351,6789,1531,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,112764,5827,29105,3054,11788,1965,22838,2489,26256,3099,22777,2601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,272037,7895,98102,5024,22858,2286,68344,4987,27483,2804,55250,3453,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,58140,4343,21818,2372,6333,1607,11752,1845,4375,1076,13862,1654,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,130198,5622,35443,2992,12802,2043,32620,2936,19222,2353,30111,2760,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,26416,2618,9167,1427,3282,1141,5873,1279,2666,805,5428,1176,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,84741,5281,19209,2478,8332,1766,14991,2190,23762,2780,18447,2402,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,66291,5040,17907,2111,4863,1241,18136,2857,11430,1504,13955,2232,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,6768,1354,2227,842,383,319,1874,563,653,398,1631,606,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,21089,2898,5953,1776,2590,1098,4249,1104,3288,919,5009,1274,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2543,743,1495,666,124,112,545,409,209,256,170,148,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,152663,6080,51098,4102,13447,2099,35814,3487,17357,1816,34947,3408,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6696,1314,2160,668,832,552,1201,621,903,571,1600,638,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,385726,11691,116978,5665,50101,3864,77535,5441,39627,3218,101485,6231,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,216097,8215,65931,4625,17499,2222,49171,4572,31971,3421,51525,4057,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,118636,4723,32671,2772,11838,1898,28414,2618,19611,2024,26102,2468,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28718,3088,8005,1698,2945,823,6716,1375,4079,875,6973,1514,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,10042,1843,4082,1094,1044,694,1153,501,951,546,2812,955,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,122731,5709,40698,3283,11243,1925,27915,3468,15703,1964,27172,2515,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5200,1286,2202,835,291,340,751,400,310,225,1646,697,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,107891,5586,28373,2948,8617,1675,28807,3087,19426,2277,22668,2726,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,102639,5632,28918,3268,8620,1726,25524,2826,19362,2520,20215,2740,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,351057,10609,103780,5121,35885,4085,89482,5552,51049,3775,70861,4817,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2789,651,772,374,332,280,673,428,178,222,834,442,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,200083,7146,71072,4990,16004,2101,46017,4327,26597,2965,40393,3404,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,28902,2581,11390,1755,2009,732,5196,1288,1639,541,8668,1512,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6044,1317,1870,648,298,255,1552,760,929,387,1395,588,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25338,3042,7715,1555,1519,707,6408,1483,3993,939,5703,1192,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,33927,3115,9466,1705,4108,946,8691,1725,6946,1172,4716,1018,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
