GEO_ID,C19101B_001E,C19101B_001M,C19101B_002E,C19101B_002M,C19101B_003E,C19101B_003M,C19101B_004E,C19101B_004M,C19101B_005E,C19101B_005M,C19101B_006E,C19101B_006M,C19101B_007E,C19101B_007M,C19101B_008E,C19101B_008M,C19101B_009E,C19101B_009M,C19101B_010E,C19101B_010M,C19101B_011E,C19101B_011M,NAME,C19101B_001MA,C19101B_001EA,C19101B_002EA,C19101B_002MA,C19101B_003EA,C19101B_003MA,C19101B_004EA,C19101B_004MA,C19101B_005EA,C19101B_005MA,C19101B_006MA,C19101B_006EA,C19101B_007MA,C19101B_007EA,C19101B_008MA,C19101B_008EA,C19101B_009EA,C19101B_009MA,C19101B_010EA,C19101B_010MA,C19101B_011MA,C19101B_011EA,state
0400000US13,673901,8986,74067,4866,46121,4289,99612,6373,86398,5496,102203,5980,119385,5883,68513,4159,53950,3947,13877,2176,9775,1578,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,413432,7306,53536,3533,28283,2678,60959,4060,44670,3347,57751,4420,72589,3991,41448,3364,36179,2958,11242,1719,6775,1460,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,130949,4349,17704,2031,7163,1467,21156,2519,21716,2592,20523,2477,19674,2275,10857,1670,9302,1478,1440,518,1414,513,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17665,1559,3927,1165,1554,626,2725,796,2557,976,2423,772,2402,777,1422,614,336,234,231,226,88,114,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35778,2156,4780,1120,2410,786,5348,1140,3198,930,4881,957,8044,1567,3541,789,2543,766,577,324,456,351,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,76275,3191,10894,1579,6050,1391,10874,1498,11698,1828,12414,1639,11928,1788,5926,931,4649,947,1459,660,383,258,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,333145,6572,39160,2905,32848,3261,60682,4328,46113,3413,47242,3300,50155,3832,29899,2990,20579,2695,3612,835,2855,740,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2773,652,347,227,507,346,433,299,338,223,508,361,367,281,244,237,0,230,0,230,29,54,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,396752,6871,25251,2875,11636,1856,30933,2861,36438,3247,50390,3374,73843,5648,56259,3890,66340,4664,28152,2772,17510,2308,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,97709,3161,10436,1793,5212,1081,10188,1912,10705,1721,14359,1872,18105,2432,10892,1908,11552,1820,4148,1020,2112,580,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,309430,6650,47249,3020,26192,2677,46544,3415,37928,3128,44951,3273,51333,3015,23152,2570,22291,2606,6410,1289,3380,929,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53180,2357,9434,1727,3764,1041,9920,1568,6453,1405,7028,1462,6641,1257,4312,1317,3980,955,756,422,892,493,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,251361,5919,34972,2645,26120,3017,48990,3281,35577,3340,38012,3306,36334,2898,17985,2070,10009,1511,2138,839,1224,590,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,156158,5616,19264,2064,10887,1743,21805,2643,22785,2352,24034,2472,28748,2769,12508,1791,11927,1583,2328,859,1872,758,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16700,1395,2219,746,1579,617,2224,736,2872,835,2267,761,2362,744,1854,597,996,456,296,333,31,52,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48923,2456,5497,1461,2636,806,6128,1512,6895,1785,6585,1617,7425,1453,5919,1188,5210,1179,1097,597,1531,717,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3296,693,398,345,0,257,538,346,185,224,419,321,395,382,684,350,546,320,71,80,60,91,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,266521,6278,25685,2498,13838,1958,23350,2737,25509,2481,32974,2856,51258,3877,32960,2879,38263,2863,14140,2351,8544,1666,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8722,1319,588,389,254,259,914,503,733,503,1429,538,1198,532,1369,686,1321,582,346,428,570,528,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,686022,9824,73709,4761,34423,2785,75679,4438,74514,4640,95838,4821,121682,5522,76549,3819,84899,4471,29892,2371,18837,2118,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,494604,8309,59984,4393,38029,3662,76689,4554,68661,3891,79391,4004,86191,4674,43889,3853,29690,2828,7595,1658,4485,1001,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,323039,5509,49750,3553,24442,3031,51351,2869,44234,3468,47438,3688,50360,3113,28174,2604,20374,2396,3925,949,2991,835,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62435,2775,8920,1567,4765,1261,8287,1350,8914,1481,8526,1378,11569,1910,6111,1124,3733,948,774,424,836,502,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16057,1481,2775,1030,772,623,2022,907,2388,787,1453,728,2497,847,1692,748,1762,820,331,255,365,279,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,289121,7063,39283,3305,20568,2385,38028,3308,36050,3533,43627,3244,52575,3742,27976,2601,21135,2184,7179,1367,2700,912,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14014,1540,1629,701,1198,576,2134,836,2878,1085,1218,524,2780,863,935,614,690,361,318,285,234,214,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,297318,5946,40291,3365,23531,2695,54637,4178,41049,3356,47757,3760,45419,3427,24040,3238,17270,2532,2466,779,858,406,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,244467,5721,33048,2705,17411,2120,33383,3043,33203,2825,39341,3211,43663,2892,20383,2128,17371,2074,3362,830,3302,961,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,673425,8886,68804,4981,43356,3400,86882,5135,85132,5448,95784,5191,124293,4930,71150,5049,70115,4376,18741,2387,9168,1559,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4274,773,213,212,243,224,709,443,415,298,565,370,725,406,540,324,623,409,186,188,55,104,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,361652,6975,26052,2898,19710,2099,40142,3864,45887,3744,52850,3565,68977,4216,42748,3474,40346,3048,17013,2114,7927,1216,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53978,2805,6161,1525,2527,821,7356,1613,5660,1180,8431,1503,10111,1661,5880,1407,5865,1270,1470,405,517,318,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13181,1809,1610,861,1462,631,1848,759,1672,590,2049,763,2289,779,1397,498,502,363,352,345,0,269,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73474,3129,12362,1891,7154,1464,13540,1906,9286,1475,10991,1516,8987,1250,5694,1294,3739,808,912,425,809,332,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,77469,3980,19945,2159,8349,1329,14945,1768,10844,1658,11628,1756,7385,1070,2710,759,1024,566,331,254,308,234,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
