GEO_ID,C17010B_001E,C17010B_001M,C17010B_002E,C17010B_002M,C17010B_003E,C17010B_003M,C17010B_004E,C17010B_004M,C17010B_005E,C17010B_005M,C17010B_006E,C17010B_006M,C17010B_007E,C17010B_007M,C17010B_008E,C17010B_008M,C17010B_009E,C17010B_009M,C17010B_010E,C17010B_010M,C17010B_011E,C17010B_011M,C17010B_012E,C17010B_012M,C17010B_013E,C17010B_013M,C17010B_014E,C17010B_014M,C17010B_015E,C17010B_015M,C17010B_016E,C17010B_016M,C17010B_017E,C17010B_017M,NAME,C17010B_001EA,C17010B_001MA,C17010B_002MA,C17010B_002EA,C17010B_003MA,C17010B_003EA,C17010B_004MA,C17010B_004EA,C17010B_005EA,C17010B_005MA,C17010B_006MA,C17010B_006EA,C17010B_007EA,C17010B_007MA,C17010B_008MA,C17010B_008EA,C17010B_009EA,C17010B_009MA,C17010B_010EA,C17010B_010MA,C17010B_011EA,C17010B_011MA,C17010B_012EA,C17010B_012MA,C17010B_013MA,C17010B_013EA,C17010B_014MA,C17010B_014EA,C17010B_015MA,C17010B_015EA,C17010B_016EA,C17010B_016MA,C17010B_017MA,C17010B_017EA,state
0400000US13,673901,8986,155793,6371,26763,3148,17242,2451,129030,5835,14528,2323,9808,2105,114502,5555,98562,5014,518108,9422,285904,8332,146097,6080,232204,7958,43029,4234,21268,2943,189175,6944,120678,6088,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,413432,7306,105777,5764,12357,1838,8180,1469,93420,5389,10102,1641,7387,1365,83318,4883,73310,4805,307655,7148,144986,6005,67857,4356,162669,5533,28831,3137,15145,2451,133838,5437,80351,4205,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,130949,4349,31697,2838,4718,1222,2919,917,26979,2686,2946,971,2139,897,24033,2733,21508,2558,99252,3943,47930,2921,21733,2297,51322,3319,8370,1585,3368,1029,42952,2744,28014,2531,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,17665,1559,6783,1348,1509,731,1247,627,5274,1085,335,282,34,58,4939,1070,4741,1047,10882,1316,5270,893,3432,789,5612,1169,905,473,608,398,4707,1012,3155,945,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35778,2156,8418,1288,546,321,211,227,7872,1249,836,420,765,416,7036,1213,6011,1196,27360,1998,15734,1814,7169,1315,11626,1548,2180,717,1473,692,9446,1459,6472,1283,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,76275,3191,21175,2333,2830,885,2013,776,18345,2368,2587,981,1872,906,15758,2054,14300,1972,55100,2867,30034,2205,11820,1647,25066,2725,4628,1185,2721,1039,20438,2320,13328,1968,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,333145,6572,94271,4649,11219,1748,7669,1466,83052,4278,8940,1662,6812,1645,74112,4033,65342,3856,238874,5875,123608,4980,58068,4058,115266,5063,21073,2881,9852,2178,94193,4768,56962,4176,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2773,652,1137,366,378,272,327,248,759,383,92,153,92,153,667,410,667,410,1636,588,1001,517,598,376,635,355,224,231,155,208,411,270,411,270,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,396752,6871,48417,4040,6600,1763,4608,1507,41817,3546,5721,1260,3670,1080,36096,3483,31406,3304,348335,7359,182741,6678,91325,5059,165594,5748,32196,3278,17537,2799,133398,5498,85688,4485,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,97709,3161,20627,2295,2665,812,1876,610,17962,2331,3232,1218,2650,1109,14730,2100,13359,2102,77082,3033,38512,2846,19669,2310,38570,2616,9265,1463,5805,1216,29305,2450,18781,2012,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,309430,6650,90940,4684,12927,1707,9040,1751,78013,4539,10222,1720,7322,1460,67791,4139,59610,4345,218490,6370,104801,4587,44902,3287,113689,5672,23114,3148,12291,2154,90575,4390,54307,3865,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53180,2357,18395,2107,4364,1046,3795,1061,14031,1902,2211,785,1979,739,11820,1735,11252,1715,34785,2372,16384,1898,11276,1794,18401,2144,4521,1093,2660,864,13880,1978,9374,1751,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,251361,5919,79536,4747,13657,2007,9122,1465,65879,4095,7445,1531,4671,1196,58434,3711,49876,3410,171825,5380,94811,4154,43546,3578,77014,3989,14375,2281,6466,1380,62639,3370,37130,3016,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,156158,5616,37387,2807,5866,1337,4206,1123,31521,2383,3554,1006,2994,984,27967,2270,25012,2111,118771,4462,57065,3587,25384,2304,61706,4001,12302,1992,7343,1569,49404,3660,31522,3341,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16700,1395,5237,1125,1039,629,845,600,4198,1027,884,517,641,479,3314,892,3087,869,11463,1325,6040,1025,2711,742,5423,1036,607,374,239,187,4816,1007,3213,838,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48923,2456,10345,1856,1818,859,933,624,8527,1699,1468,843,1375,865,7059,1486,6332,1392,38578,2548,21811,1871,10015,1486,16767,1988,4847,1198,3344,1056,11920,1763,8412,1601,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3296,693,651,424,38,62,38,62,613,434,0,257,0,257,613,434,613,434,2645,729,1339,565,662,420,1306,515,444,321,180,204,862,406,715,402,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,266521,6278,46054,3571,6586,1437,3662,1115,39468,3284,4714,1240,3717,1161,34754,3133,30570,3267,220467,5890,116936,4428,55638,3496,103531,5001,22027,2441,12022,2060,81504,4591,48655,3711,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8722,1319,1274,535,737,458,737,458,537,355,125,198,125,198,412,276,342,265,7448,1230,4789,1002,2013,687,2659,799,1569,618,1068,557,1090,498,605,437,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,686022,9824,136169,5498,20443,2235,14556,1770,115726,5399,13333,2189,10420,2023,102393,4956,87786,4956,549853,9029,255520,6104,130782,5429,294333,8383,56396,4268,26235,2681,237937,7957,140337,7129,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,494604,8309,120399,5457,18152,2598,11540,2147,102247,4902,13128,2272,8957,1924,89119,4701,79256,4538,374205,8243,207610,6985,94326,4496,166595,5738,33148,2960,18082,2374,133447,5640,80227,4817,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,323039,5509,92486,4149,11512,1652,7792,1380,80974,3976,7739,1583,5568,1356,73235,3739,66984,3704,230553,5674,111431,4520,49871,3289,119122,5075,21886,2517,11820,2291,97236,4263,59561,3488,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62435,2775,16635,1984,3020,912,1790,707,13615,1921,2173,800,1700,754,11442,1777,10918,1792,45800,2612,27090,2318,12475,1680,18710,1756,3302,899,1805,764,15408,1625,10072,1457,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16057,1481,5522,1474,1223,743,1123,735,4299,1288,212,274,212,274,4087,1221,3675,1199,10535,1511,6637,1234,2686,930,3898,995,903,504,431,402,2995,919,2024,838,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,289121,7063,72667,4322,8904,1640,5957,1355,63763,4147,6711,1475,4472,1140,57052,3893,48048,3732,216454,6260,100841,4667,48149,3687,115613,5019,22615,2914,11437,2132,92998,4819,58232,4195,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14014,1540,4057,1100,1333,683,1123,621,2724,920,172,224,135,216,2552,857,2226,866,9957,1604,4367,1015,2706,863,5590,1358,937,520,848,511,4653,1239,3201,1155,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,297318,5946,77994,4278,13525,2094,7635,1561,64469,4053,6108,1381,3779,1125,58361,3807,49390,3766,219324,5887,115998,5086,51094,3986,103326,4207,19968,2540,9050,1916,83358,3367,48724,2971,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2683,561,707,545,174,215,174,215,533,449,17,27,17,27,516,445,516,445,1976,691,1478,679,1129,601,498,307,341,323,341,323,157,142,157,142,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,244467,5721,60701,3416,6736,1395,3760,1065,53965,3118,5807,1477,3989,1253,48158,3220,40449,3154,183766,5601,91816,4242,40564,2899,91950,4738,17891,2243,9865,1785,74059,4374,43696,3401,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,673425,8886,141035,5770,24679,2454,14718,1973,116356,5474,15097,2230,10018,1932,101259,5118,91374,5221,532390,9207,297501,7398,149098,6204,234889,8023,45593,3886,24814,2993,189296,7372,120044,6236,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4274,773,862,413,245,228,245,228,617,342,120,141,120,141,497,310,497,310,3412,797,2202,658,1383,567,1210,575,671,431,493,353,539,367,238,236,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,361652,6975,56615,3792,9296,1737,4984,1141,47319,3262,4557,1121,3633,930,42762,3143,37689,3180,305037,6902,178260,5937,84293,5073,126777,5614,23295,2910,11175,1948,103482,4937,62237,3934,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53978,2805,12227,2000,2927,980,2267,896,9300,1746,671,439,491,399,8629,1707,7559,1518,41751,2714,25756,2473,14743,2024,15995,1967,4338,1226,3168,1185,11657,1788,6919,1518,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13181,1809,3243,1100,436,394,373,378,2807,1040,790,561,587,526,2017,850,1732,805,9938,1443,6120,966,3155,953,3818,960,769,495,527,398,3049,884,1624,828,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73474,3129,26066,2564,1686,587,1246,547,24380,2418,3946,1257,3560,1164,20434,2272,18989,2243,47408,2319,20797,1978,9799,1504,26611,2254,4071,1174,2659,987,22540,2181,15588,1906,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,77469,3980,32326,2561,11131,1458,5840,1106,21195,2101,3483,887,2373,780,17712,2024,13009,1685,45143,3241,27123,2352,10589,1428,18020,2229,4387,971,1831,673,13633,1987,5987,1308,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
