GEO_ID,C19037I_001E,C19037I_001M,C19037I_002E,C19037I_002M,C19037I_003E,C19037I_003M,C19037I_004E,C19037I_004M,C19037I_005E,C19037I_005M,C19037I_006E,C19037I_006M,C19037I_007E,C19037I_007M,C19037I_008E,C19037I_008M,C19037I_009E,C19037I_009M,C19037I_010E,C19037I_010M,C19037I_011E,C19037I_011M,C19037I_012E,C19037I_012M,C19037I_013E,C19037I_013M,C19037I_014E,C19037I_014M,C19037I_015E,C19037I_015M,C19037I_016E,C19037I_016M,C19037I_017E,C19037I_017M,C19037I_018E,C19037I_018M,C19037I_019E,C19037I_019M,C19037I_020E,C19037I_020M,C19037I_021E,C19037I_021M,C19037I_022E,C19037I_022M,C19037I_023E,C19037I_023M,C19037I_024E,C19037I_024M,C19037I_025E,C19037I_025M,C19037I_026E,C19037I_026M,C19037I_027E,C19037I_027M,C19037I_028E,C19037I_028M,C19037I_029E,C19037I_029M,C19037I_030E,C19037I_030M,C19037I_031E,C19037I_031M,C19037I_032E,C19037I_032M,C19037I_033E,C19037I_033M,C19037I_034E,C19037I_034M,C19037I_035E,C19037I_035M,C19037I_036E,C19037I_036M,C19037I_037E,C19037I_037M,C19037I_038E,C19037I_038M,C19037I_039E,C19037I_039M,C19037I_040E,C19037I_040M,C19037I_041E,C19037I_041M,C19037I_042E,C19037I_042M,C19037I_043E,C19037I_043M,C19037I_044E,C19037I_044M,C19037I_045E,C19037I_045M,NAME,C19037I_001EA,C19037I_001MA,C19037I_002EA,C19037I_002MA,C19037I_003MA,C19037I_003EA,C19037I_004EA,C19037I_004MA,C19037I_005MA,C19037I_005EA,C19037I_006EA,C19037I_006MA,C19037I_007EA,C19037I_007MA,C19037I_008MA,C19037I_008EA,C19037I_009MA,C19037I_009EA,C19037I_010MA,C19037I_010EA,C19037I_011EA,C19037I_011MA,C19037I_012EA,C19037I_012MA,C19037I_013MA,C19037I_013EA,C19037I_014MA,C19037I_014EA,C19037I_015MA,C19037I_015EA,C19037I_016EA,C19037I_016MA,C19037I_017EA,C19037I_017MA,C19037I_018EA,C19037I_018MA,C19037I_019MA,C19037I_019EA,C19037I_020MA,C19037I_020EA,C19037I_021EA,C19037I_021MA,C19037I_022EA,C19037I_022MA,C19037I_023EA,C19037I_023MA,C19037I_024EA,C19037I_024MA,C19037I_025MA,C19037I_025EA,C19037I_026EA,C19037I_026MA,C19037I_027MA,C19037I_027EA,C19037I_028EA,C19037I_028MA,C19037I_029EA,C19037I_029MA,C19037I_030MA,C19037I_030EA,C19037I_031MA,C19037I_031EA,C19037I_032MA,C19037I_032EA,C19037I_033MA,C19037I_033EA,C19037I_034EA,C19037I_034MA,C19037I_035EA,C19037I_035MA,C19037I_036MA,C19037I_036EA,C19037I_037EA,C19037I_037MA,C19037I_038MA,C19037I_038EA,C19037I_039EA,C19037I_039MA,C19037I_040EA,C19037I_040MA,C19037I_041MA,C19037I_041EA,C19037I_042MA,C19037I_042EA,C19037I_043MA,C19037I_043EA,C19037I_044MA,C19037I_044EA,C19037I_045MA,C19037I_045EA,state
0400000US13,201168,5673,16884,2049,2505,861,1523,747,4155,1117,3038,1120,2878,1034,2303,880,160,267,248,303,74,78,0,300,128493,4375,12802,2051,9667,1983,23125,2769,19632,2691,23000,2999,22522,2330,9594,2034,5675,1256,1175,432,1301,590,46647,3357,5171,1437,2471,949,6210,1525,5744,1407,6392,1429,9015,1487,4087,1045,4981,1030,1343,725,1233,613,9144,1442,802,413,1443,736,1693,816,856,428,1326,584,1488,599,807,401,602,327,78,133,49,83,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31780,2058,2147,719,225,295,120,196,676,519,512,367,446,295,0,275,168,226,0,275,0,275,0,275,13228,1924,1120,591,436,315,1914,770,822,526,2551,848,2539,807,1749,658,1620,689,289,252,188,163,12449,1245,1510,533,553,461,683,496,481,291,2567,767,2317,765,1837,723,2074,762,180,176,247,190,3956,725,298,215,706,554,719,444,612,304,424,293,275,205,230,187,552,344,140,125,0,275,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,45626,2066,5827,1469,1691,1006,922,641,959,630,913,483,142,169,998,721,202,237,0,267,0,267,0,267,23759,1658,1848,730,1502,816,3465,1056,4324,1148,5985,1246,3665,855,2423,825,462,375,85,99,0,267,12804,1436,1076,482,928,483,1903,668,1593,501,2072,691,2551,734,1259,615,1107,549,80,94,235,221,3236,698,598,359,563,336,794,316,7,13,662,320,306,218,198,234,108,102,0,267,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,500408,7384,28646,3053,3613,1073,2224,902,5617,1588,6150,1305,5834,1481,2740,982,1455,672,534,423,368,327,111,170,274151,5925,14858,2240,11395,1646,36715,3791,38536,3778,55363,4302,56708,3994,31055,3037,20785,2489,5248,1269,3488,1191,159873,4209,9575,1785,5600,1491,15003,1830,17087,2118,26485,2662,35147,2736,23004,2704,20135,2460,4615,964,3222,1000,37738,2233,3826,982,3303,846,7754,1285,5426,1144,5939,1173,5393,1291,3559,934,1631,583,710,528,197,171,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98431,3064,7165,1191,1907,823,811,622,1683,613,1095,607,902,408,514,294,253,243,0,267,0,267,0,267,56381,3002,4565,1219,3697,1063,11022,2107,10921,2057,9707,1951,9284,1555,3730,1086,2460,856,673,493,322,248,27955,2081,1555,571,1637,584,4850,1201,3480,892,4785,1045,5555,1179,2442,743,2623,805,520,297,508,388,6930,842,856,444,733,311,1408,441,1370,463,1215,574,531,272,751,384,0,267,66,110,0,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35011,2157,4126,1045,684,467,988,681,647,420,594,270,783,509,230,244,49,92,0,228,151,205,0,228,20967,1696,1593,756,1581,665,2953,807,3617,934,3798,943,3211,870,2759,888,919,461,383,327,153,193,8339,1305,384,303,280,311,908,397,1208,573,1492,653,2169,615,1015,435,684,330,124,151,75,124,1579,499,165,212,233,178,324,223,111,110,85,96,456,215,179,157,0,228,0,228,26,40,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,74926,2687,6887,1777,1355,887,659,505,1464,759,1690,816,634,521,837,512,80,126,168,299,0,248,0,248,40697,2484,2146,899,1926,643,7951,1482,7943,1534,8118,1581,7179,1527,2896,944,2031,807,316,257,191,194,22219,1942,1338,528,1051,506,1837,678,4143,1207,3952,895,5477,1171,2193,710,1803,572,206,263,219,202,5123,999,613,342,998,470,467,291,1191,495,1091,509,454,314,90,121,219,269,0,248,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31810,2102,3421,889,266,263,253,424,1044,596,567,466,635,447,656,427,0,271,0,271,0,271,0,271,20268,1700,2275,827,1478,670,4786,1268,3059,875,2902,903,2812,897,2163,826,793,427,0,271,0,271,6297,1382,605,439,348,286,1037,571,591,434,835,515,1224,540,742,472,547,365,179,251,189,167,1824,844,120,147,224,199,260,208,268,267,216,273,478,570,184,226,74,87,0,271,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,58147,2892,3794,937,559,327,15,39,669,437,837,525,963,504,554,401,84,106,113,188,0,281,0,281,29800,2505,1354,652,1444,643,4578,1005,3109,923,5092,1442,6453,1185,3031,1038,3600,1037,494,416,645,269,16861,1843,597,399,1009,495,1878,612,2253,904,1679,539,4134,1084,1962,630,1863,690,848,386,638,315,7692,953,863,420,1332,509,1594,575,871,448,1052,569,833,353,457,294,253,252,219,214,218,199,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,110774,3617,5916,1149,477,419,44,74,465,412,707,472,667,401,2303,993,394,289,667,445,47,98,145,257,64890,3452,2871,991,1471,618,6129,1570,6096,1425,11423,1848,15018,2123,8850,1565,9331,1659,2462,836,1239,602,32957,2070,1256,586,809,416,1625,700,1816,811,4509,1153,6932,1382,5262,1239,5938,1359,2551,730,2259,713,7011,1019,628,327,281,245,891,429,693,400,911,424,1461,565,776,384,752,303,325,248,293,207,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,187663,4319,14208,2179,5625,1454,1695,788,2198,961,1233,627,1375,660,1029,579,394,360,490,378,60,98,109,179,92384,3235,12681,2131,7565,1628,14480,2067,11884,1984,14301,2520,13307,1986,7967,1694,6963,1248,1954,809,1282,506,64046,2608,11156,1754,4765,1283,8639,1566,6693,1396,7492,1466,10430,1765,5979,1510,6348,1532,1059,458,1485,646,17025,1267,6561,1202,2858,803,3309,1031,472,281,1412,692,725,372,511,394,820,424,316,313,41,67,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115826,3986,10588,1634,3245,991,1217,606,1503,624,1475,576,1979,789,618,504,56,99,495,344,0,244,0,244,60445,3188,5495,1346,3377,1129,10518,1661,9115,1706,9693,1705,10487,1447,6037,1178,4624,1164,776,480,323,229,33730,2131,2596,767,3148,1003,3502,921,4037,1040,4781,859,7573,1247,2865,688,3051,850,1435,575,742,337,11063,1268,1051,505,1816,846,2033,568,1444,448,2053,529,1592,565,516,300,341,232,79,125,138,141,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,60152,2936,5741,1079,588,370,743,455,1197,635,1253,668,636,461,546,368,360,282,418,361,0,211,0,211,37017,2264,2965,991,1989,672,6980,1850,6044,1325,5837,1183,6342,1299,2857,902,2261,854,1188,532,554,465,14140,1551,1221,633,218,169,1843,688,979,440,2773,887,2969,808,1678,611,1257,494,740,458,462,264,3254,751,597,318,466,308,493,298,456,317,166,145,692,300,237,185,59,65,88,110,0,211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,17019,2076,1607,893,0,287,120,184,437,447,48,87,653,566,189,202,160,260,0,287,0,287,0,287,9291,1388,948,596,474,366,1969,914,1235,592,1863,807,1612,701,782,350,330,285,78,147,0,287,4777,1477,367,297,385,314,738,712,372,250,816,432,880,548,353,335,625,458,63,106,178,216,1344,496,275,214,94,155,382,279,86,142,168,142,66,116,60,95,184,177,0,287,29,53,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58361,2501,4577,1216,881,612,376,313,737,391,507,377,1155,648,252,188,328,306,341,303,0,259,0,259,31819,2343,3596,1233,1900,685,5001,1215,5637,1547,5532,1332,5224,984,1954,634,2072,774,356,251,547,480,15808,1542,1061,543,1410,594,1986,751,1655,570,2427,738,2742,872,1556,592,2000,721,369,246,602,399,6157,962,834,504,1229,590,814,396,790,381,729,427,1103,483,509,409,47,93,55,85,47,76,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
