GEO_ID,C21001F_001E,C21001F_001M,C21001F_002E,C21001F_002M,C21001F_003E,C21001F_003M,C21001F_004E,C21001F_004M,C21001F_005E,C21001F_005M,C21001F_006E,C21001F_006M,C21001F_007E,C21001F_007M,C21001F_008E,C21001F_008M,C21001F_009E,C21001F_009M,C21001F_010E,C21001F_010M,C21001F_011E,C21001F_011M,C21001F_012E,C21001F_012M,C21001F_013E,C21001F_013M,C21001F_014E,C21001F_014M,C21001F_015E,C21001F_015M,NAME,C21001F_001MA,C21001F_001EA,C21001F_002EA,C21001F_002MA,C21001F_003EA,C21001F_003MA,C21001F_004MA,C21001F_004EA,C21001F_005EA,C21001F_005MA,C21001F_006MA,C21001F_006EA,C21001F_007EA,C21001F_007MA,C21001F_008EA,C21001F_008MA,C21001F_009EA,C21001F_009MA,C21001F_010EA,C21001F_010MA,C21001F_011MA,C21001F_011EA,C21001F_012EA,C21001F_012MA,C21001F_013EA,C21001F_013MA,C21001F_014EA,C21001F_014MA,C21001F_015MA,C21001F_015EA,state
0400000US13,205845,11541,118942,7707,116917,7657,3188,1189,113729,7765,2025,904,425,429,1600,773,86903,5214,84763,5177,513,424,84250,5107,2140,716,65,100,2075,704,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,10124,2047,4828,1141,4264,1143,1180,674,3084,897,564,319,168,146,396,295,5296,1266,4520,1181,373,377,4147,1173,776,373,39,64,737,355,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,21453,2924,10498,1625,10210,1625,305,240,9905,1623,288,184,9,16,279,183,10955,1798,10508,1790,338,503,10170,1719,447,231,0,267,447,231,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,518048,17083,270185,10144,259176,9843,5583,1282,253593,9941,11009,1752,812,460,10197,1721,247863,8567,234878,8234,724,444,234154,8252,12985,1633,0,267,12985,1633,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,82401,5741,44506,3821,43104,3868,1607,626,41497,3857,1402,676,646,468,756,397,37895,2870,36055,2984,0,267,36055,2984,1840,489,0,267,1840,489,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30157,3163,17539,2295,17235,2271,854,520,16381,2231,304,190,67,87,237,179,12618,1562,12431,1573,14,26,12417,1569,187,166,0,228,187,166,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45476,4028,23932,2758,22586,2608,1591,563,20995,2505,1346,575,363,330,983,522,21544,2061,19605,2033,63,82,19542,2027,1939,658,0,248,1939,658,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41729,4261,23382,2905,22150,2718,796,519,21354,2692,1232,624,315,278,917,499,18347,2315,17261,2237,99,129,17162,2229,1086,437,0,281,1086,437,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,127032,8693,70240,5079,67881,5092,1538,586,66343,5018,2359,693,197,235,2162,703,56792,4383,55062,4350,548,449,54514,4280,1730,541,0,289,1730,541,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,175653,7780,86134,5333,81315,5065,2478,929,78837,5343,4819,787,794,468,4025,709,89519,4083,84525,3859,458,368,84067,3802,4994,1132,0,285,4994,1132,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,73459,5763,39065,3458,37148,3475,1942,605,35206,3489,1917,549,248,158,1669,566,34394,3259,32587,3146,53,76,32534,3132,1807,555,0,244,1807,555,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,41437,3724,22981,2215,22658,2203,1270,563,21388,2178,323,157,48,54,275,153,18456,2162,17858,2094,140,164,17718,2078,598,367,0,211,598,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,38477,3856,21086,2176,20122,2144,702,435,19420,2176,964,459,299,205,665,410,17391,2191,16476,2123,101,129,16375,2112,915,429,0,259,915,429,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21309,2790,11048,1675,10726,1674,347,302,10379,1643,322,172,118,121,204,150,10261,1459,9899,1462,303,334,9596,1477,362,230,0,228,362,230,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,110900,8284,56276,4988,53802,4921,1382,581,52420,4840,2474,720,169,169,2305,705,54624,4380,51498,4253,59,101,51439,4253,3126,922,0,309,3126,922,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,376365,15596,194532,10015,185451,9899,5121,1560,180330,9756,9081,1598,935,495,8146,1566,181833,8171,169247,7669,373,412,168874,7697,12586,2080,68,113,12518,2071,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,164919,8530,83585,5167,76014,5035,6826,1479,69188,4935,7571,1202,3175,738,4396,1029,81334,4650,72921,4447,476,386,72445,4472,8413,1085,0,285,8413,1085,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1135293,17798,558028,11383,528251,11164,15031,2089,513220,11018,29777,2435,1824,770,27953,2481,577265,10656,521203,10012,1456,791,519747,10063,56062,2874,134,164,55928,2871,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,185321,9346,105676,6267,104685,6188,4308,1384,100377,6179,991,558,0,289,991,558,79645,4766,77853,4686,872,602,76981,4808,1792,654,0,289,1792,654,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,61770,5611,33609,3682,32513,3593,1409,624,31104,3510,1096,501,462,295,634,387,28161,2998,26635,3053,257,279,26378,3022,1526,453,47,76,1479,439,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63126,4088,36695,2840,35261,2769,2723,836,32538,2472,1434,556,368,247,1066,508,26431,2271,25449,2098,139,159,25310,2103,982,442,0,253,982,442,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,103777,7207,56564,4119,54815,4050,1764,753,53051,4133,1749,542,225,245,1524,546,47213,4088,45169,3975,58,97,45111,3972,2044,610,0,277,2044,610,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,150722,7745,77545,4723,74526,4578,3689,990,70837,4536,3019,878,15,27,3004,882,73177,4602,68757,4437,593,306,68164,4466,4420,896,0,246,4420,896,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,47007,4697,23269,2853,21922,2740,943,555,20979,2704,1347,440,235,251,1112,423,23738,2498,21953,2380,142,233,21811,2398,1785,564,0,291,1785,564,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,49207,5296,29349,3296,28851,3282,795,511,28056,3166,498,326,321,266,177,194,19858,2698,18974,2568,328,330,18646,2616,884,454,0,296,884,454,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,57362,5476,32556,3679,32210,3636,802,411,31408,3554,346,354,83,132,263,334,24806,2770,23509,2711,160,191,23349,2706,1297,776,0,287,1297,776,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1275088,25085,655210,15111,621003,15145,29896,3187,591107,15374,34207,2896,5980,1172,28227,2800,619878,13600,574674,13260,2299,898,572375,13268,45204,2888,192,210,45012,2877,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,67476,6222,34834,3674,33678,3615,557,330,33121,3514,1156,693,63,105,1093,686,32642,3290,31544,3305,70,120,31474,3296,1098,480,0,267,1098,480,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,126675,10372,65091,6121,64428,6126,4779,1459,59649,6133,663,388,52,87,611,368,61584,5332,60291,5266,1766,772,58525,5165,1293,624,0,287,1293,624,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,168291,8864,94205,5478,91827,5509,3109,979,88718,5346,2378,702,606,328,1772,625,74086,4747,70103,4533,398,249,69705,4556,3983,975,70,118,3913,968,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,57777,3996,30860,2584,29822,2514,1316,640,28506,2415,1038,371,314,247,724,275,26917,2168,25690,2075,39,63,25651,2067,1227,500,0,218,1227,500,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,295323,10075,146990,5301,127487,5354,5226,1069,122261,5426,19503,1634,3814,823,15689,1396,148333,6412,125680,5953,401,309,125279,5934,22653,1939,40,65,22613,1948,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
