GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001MA,B10051G_001EA,B10051G_002EA,B10051G_002MA,B10051G_003EA,B10051G_003MA,B10051G_004EA,B10051G_004MA,B10051G_005MA,B10051G_005EA,B10051G_006MA,B10051G_006EA,B10051G_007MA,B10051G_007EA,state
0400000US25,2982,1185,856,418,598,386,258,158,2126,1053,1547,996,579,387,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2626,835,1315,612,841,480,474,296,1311,485,646,334,665,348,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1681,794,612,423,395,325,217,211,1069,695,577,427,492,573,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5321,1326,1150,794,908,718,242,246,4171,1128,1835,863,2336,801,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1051,515,432,281,324,259,108,119,619,382,433,347,186,180,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8459,1487,2814,908,1964,814,850,455,5645,1114,2568,814,3077,830,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4003,1178,1262,633,1122,619,140,200,2741,970,1353,583,1388,658,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2496,683,1241,477,1000,452,241,191,1255,501,533,347,722,344,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,5330,1268,2391,624,1686,509,705,320,2939,1026,2261,948,678,365,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1521,752,578,302,426,286,152,159,943,576,408,298,535,470,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2764,801,946,509,751,441,195,144,1818,676,1226,463,592,393,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1295,596,701,417,583,393,118,128,594,386,496,376,98,128,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11023,1996,4291,1105,2952,888,1339,664,6732,1545,3008,732,3724,1132,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2744,1035,822,406,422,296,400,289,1922,946,944,716,978,485,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3440,890,1538,601,1089,521,449,304,1902,621,975,491,927,408,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1216,450,802,406,353,265,449,359,414,236,290,214,124,136,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16147,2194,7604,1641,4880,1362,2724,1048,8543,1486,4355,1118,4188,1065,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
