GEO_ID,B11002F_001E,B11002F_001M,B11002F_002E,B11002F_002M,B11002F_003E,B11002F_003M,B11002F_004E,B11002F_004M,B11002F_005E,B11002F_005M,B11002F_006E,B11002F_006M,B11002F_007E,B11002F_007M,B11002F_008E,B11002F_008M,B11002F_009E,B11002F_009M,B11002F_010E,B11002F_010M,B11002F_011E,B11002F_011M,B11002F_012E,B11002F_012M,NAME,B11002F_001EA,B11002F_001MA,B11002F_002EA,B11002F_002MA,B11002F_003EA,B11002F_003MA,B11002F_004MA,B11002F_004EA,B11002F_005MA,B11002F_005EA,B11002F_006MA,B11002F_006EA,B11002F_007EA,B11002F_007MA,B11002F_008EA,B11002F_008MA,B11002F_009EA,B11002F_009MA,B11002F_010MA,B11002F_010EA,B11002F_011MA,B11002F_011EA,B11002F_012EA,B11002F_012MA,state
0400000US25,231429,11670,202857,11463,89345,10970,87082,11026,2263,1302,24503,6546,21471,5537,3032,1374,89009,10353,82649,9494,6360,1918,28572,4143,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,104359,9479,96597,9459,64729,9182,63664,8988,1065,852,11762,3837,10190,3244,1572,820,20106,4992,19497,4863,609,357,7762,1926,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58481,6710,54167,6690,29738,5480,29283,5338,455,614,8613,3393,7120,2800,1493,803,15816,4474,13812,3898,2004,1117,4314,1587,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21001,4443,17840,4084,11888,3353,11888,3353,0,287,1568,1372,1186,1162,382,289,4384,2418,3724,1899,660,619,3161,1836,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,53163,5913,45893,5396,29115,4905,28216,4780,899,528,4625,2212,3962,1925,663,401,12153,3909,11594,3829,559,422,7270,2438,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31501,5011,29491,4913,19171,4331,19171,4331,0,228,3158,2165,2394,1596,764,917,7162,2408,6585,2185,577,350,2010,917,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,163667,12948,150229,12731,99903,12573,98649,12395,1254,802,16770,4720,14577,4200,2193,985,33556,7299,30578,6785,2978,1285,13438,2913,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,532487,20990,482289,20090,251525,18480,243190,17522,8335,3098,77982,9538,63312,8153,14670,2806,152782,14094,139656,13146,13126,2595,50198,5707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,223869,13375,192308,12828,120975,11029,120661,11077,314,309,25406,5259,21644,4542,3762,1167,45927,6909,42442,6495,3485,1219,31561,4700,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1538344,29425,1394610,29553,670224,31113,654375,30231,15849,3541,193581,16320,162295,12801,31286,5477,530805,25261,490807,22997,39998,6219,143734,9681,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,284533,14929,258754,16058,153776,12621,151151,12116,2625,1370,43300,8580,35479,7277,7821,1962,61678,9018,55679,8272,5999,1793,25779,4701,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,83483,8221,71079,7739,39874,6783,39140,6634,734,611,10268,3544,8428,2986,1840,1008,20937,5159,19567,4879,1370,847,12404,2803,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96421,7384,89702,7711,59402,7242,58473,7225,929,836,11548,4095,9061,3018,2487,1681,18752,3743,17467,3523,1285,654,6719,2185,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,158394,13261,147816,13323,105996,11224,101077,10022,4919,2300,15975,5490,12060,4179,3915,1860,25845,7143,22854,6280,2991,1550,10578,3050,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,207148,12206,187784,12153,82670,9901,81181,10000,1489,1099,25189,6785,21847,5594,3342,1668,79925,9514,75108,8928,4817,1278,19364,3385,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,66112,6763,60146,6830,25145,5516,24789,5391,356,417,7945,3338,6023,2610,1922,1196,27056,5886,25660,5680,1396,723,5966,2193,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,68113,8066,56511,7303,32952,6931,31858,6768,1094,626,14920,4144,11553,3396,3367,1566,8639,3181,8165,3055,474,385,11602,3473,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,84263,9140,74696,8936,44003,7871,41523,7490,2480,1847,12894,3783,10966,3480,1928,748,17799,4343,14995,3497,2804,1886,9567,3117,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1885624,42980,1727007,44573,1101855,36489,1092401,36294,9454,2506,197967,17974,169918,14498,28049,4768,427185,24514,398649,22558,28536,3756,158617,10379,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,94814,9670,86123,8800,60884,8118,59430,8148,1454,1113,9662,4148,8380,3666,1282,833,15577,4376,14784,4226,793,563,8691,2587,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,181639,16351,168560,16610,89705,10902,86267,10298,3438,1689,35319,8666,27634,6794,7685,3071,43536,9973,38328,8407,5208,2703,13079,3392,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,258778,15850,240754,16108,145431,12779,140859,12336,4572,2103,43685,9223,34762,7220,8923,2775,51638,8948,45156,7597,6482,2168,18024,3465,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,82813,7488,72853,6941,42712,5289,42499,5289,213,281,10642,3660,7946,2647,2696,1301,19499,4152,17988,3855,1511,658,9960,2753,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,408925,15363,367142,15444,190574,11504,189852,11536,722,558,38198,5584,31979,4882,6219,1189,138370,10725,129827,10085,8543,1490,41783,3529,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
