GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001EA,C17010D_001MA,C17010D_002MA,C17010D_002EA,C17010D_003MA,C17010D_003EA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007MA,C17010D_007EA,C17010D_008MA,C17010D_008EA,C17010D_009MA,C17010D_009EA,C17010D_010EA,C17010D_010MA,C17010D_011EA,C17010D_011MA,C17010D_012EA,C17010D_012MA,C17010D_013MA,C17010D_013EA,C17010D_014EA,C17010D_014MA,C17010D_015MA,C17010D_015EA,C17010D_016EA,C17010D_016MA,C17010D_017MA,C17010D_017EA,state
0400000US17,139485,4168,11507,1549,8121,1538,5085,1382,3386,966,1013,594,639,467,2373,781,1857,718,127978,4264,110638,3978,58370,3434,17340,2249,6334,1233,2218,683,11006,1721,4285,1037,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22057,1669,2843,760,2074,692,1922,681,769,423,453,384,299,282,316,266,316,266,19214,1688,16270,1437,8810,1332,2944,982,849,373,297,234,2095,853,1379,692,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10225,1000,856,517,656,461,614,463,200,162,0,228,0,228,200,162,200,162,9369,971,7919,1010,5314,892,1450,571,535,300,158,158,915,503,417,354,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14731,1345,1543,641,885,517,594,382,658,386,89,120,89,120,569,390,514,380,13188,1398,10961,1272,7612,1154,2227,730,1055,504,529,327,1172,525,714,453,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11225,1380,1465,643,1096,586,744,444,369,264,67,113,0,271,302,236,302,236,9760,1469,8251,1461,4501,943,1509,606,401,199,170,146,1108,541,856,516,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16617,1364,2339,780,1057,596,732,562,1282,568,341,256,341,256,941,491,554,366,14278,1266,11333,1289,6235,1162,2945,692,1059,466,464,327,1886,555,1193,478,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77958,2495,4140,1176,2804,1036,1978,833,1336,497,81,141,0,289,1255,506,953,439,73818,2650,65425,2695,37142,2255,8393,1648,2101,739,617,339,6292,1485,2240,923,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,81097,3581,7443,1479,3877,815,1491,585,3566,1018,226,208,57,106,3340,996,2444,912,73654,3035,61188,2683,34908,2322,12466,1843,4313,1085,2040,901,8153,1549,4780,1278,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54160,2130,4877,972,3509,846,2871,769,1368,595,384,284,190,221,984,525,441,397,49283,2009,43559,2015,26726,1580,5724,1004,2405,678,586,364,3319,833,1896,578,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43144,2251,6213,1223,2722,724,2074,600,3491,933,966,547,853,514,2525,778,1891,711,36931,2227,29629,2097,19608,1718,7302,1470,2970,838,1406,452,4332,1060,2839,957,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6145,1138,502,441,390,397,364,405,112,145,38,67,38,67,74,124,74,124,5643,1049,3954,820,1685,589,1689,964,677,540,297,367,1012,740,937,726,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18480,1777,1604,615,1159,504,657,357,445,343,100,175,100,175,345,283,345,283,16876,1684,14528,1723,9437,1365,2348,793,835,460,558,391,1513,623,635,423,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,6342,911,394,283,292,258,129,135,102,95,0,228,0,228,102,95,102,95,5948,901,4851,878,3427,792,1097,620,228,254,0,228,869,578,516,466,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,44931,2623,4415,1201,2080,757,1146,673,2335,905,92,107,92,107,2243,904,1441,690,40516,2480,29932,2238,14607,1922,10584,1622,3837,1116,1552,719,6747,1225,3867,1052,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,183025,3586,10716,1756,7880,1646,4325,1279,2836,726,716,433,539,371,2120,698,1697,663,172309,3355,154694,3503,92166,3127,17615,1896,5858,1137,2035,845,11757,1693,4372,1069,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5569,944,729,536,429,349,392,346,300,320,0,285,0,285,300,320,300,320,4840,921,4191,901,2441,790,649,302,298,232,49,80,351,209,219,183,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,325656,5355,47234,3571,34819,3185,21999,2543,12415,1898,4009,1233,2042,835,8406,1373,5685,1163,278422,5736,229700,5176,118921,4051,48722,3747,17660,2309,4481,1097,31062,2635,11206,1590,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47749,2500,5211,1105,3448,963,2692,869,1763,670,290,216,249,199,1473,640,1201,562,42538,2135,36499,2113,23471,1668,6039,1336,1791,695,700,342,4248,1079,2374,736,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45428,1986,3465,858,2613,822,1777,653,852,328,396,271,153,174,456,247,402,231,41963,1964,36877,2006,22033,1804,5086,953,1887,682,996,608,3199,841,1204,523,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13433,1196,1613,588,700,276,459,218,913,483,107,130,46,68,806,468,687,463,11820,1209,10094,1208,5593,914,1726,715,738,482,509,432,988,504,583,439,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32484,1984,2604,696,1505,599,1075,529,1099,429,201,202,135,167,898,437,757,405,29880,1881,25133,1941,13438,1511,4747,1046,1540,567,500,236,3207,866,1606,698,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,77164,2834,7082,1049,4748,925,3259,861,2334,669,502,355,270,298,1832,629,1065,469,70082,2812,59340,2941,34432,2145,10742,1714,3969,1109,1357,689,6773,1229,4245,929,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5709,812,501,312,82,78,82,78,419,315,108,110,63,90,311,307,223,274,5208,823,4478,806,2639,750,730,295,347,197,129,136,383,307,220,275,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12713,1430,920,599,417,408,118,184,503,407,0,296,0,296,503,407,434,376,11793,1328,9227,1154,4951,954,2566,909,884,604,394,410,1682,642,1095,528,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21746,1597,2278,883,1537,607,1098,513,741,525,36,69,36,69,705,521,457,418,19468,1636,16715,1471,10182,1314,2753,725,984,550,494,396,1769,509,1116,497,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,227836,4242,22215,2627,15588,2164,10172,1667,6627,1440,1612,644,853,488,5015,1288,3368,1031,205621,4901,175462,4981,108760,4225,30159,3094,11731,1883,5009,1245,18428,2351,8968,1531,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11776,1194,1838,708,983,485,800,457,855,505,90,151,0,267,765,477,765,477,9938,1117,8053,1136,4880,845,1885,639,913,530,375,340,972,389,586,288,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,103840,3320,6356,1127,4291,942,3055,869,2065,797,625,523,323,343,1440,509,1222,506,97484,3278,83454,3249,50701,2769,14030,2093,3994,1119,1182,476,10036,1589,5789,1302,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,109951,3503,8549,1353,5633,1075,3544,934,2916,839,318,236,145,149,2598,797,1458,546,101402,3776,82985,3300,47862,2741,18417,2240,6073,1199,2170,757,12344,1913,7264,1573,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26538,1486,4855,1105,2180,800,1725,749,2675,854,911,482,756,466,1764,713,1387,637,21683,1685,17132,1444,11574,1401,4551,1321,2189,998,1075,777,2362,712,1672,683,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3739,986,1867,731,242,199,120,140,1625,663,73,118,73,118,1552,635,1552,635,1872,564,1199,462,756,356,673,392,116,134,0,285,557,379,241,240,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
