C19037C_007E,C19037C_007M,C19037C_008E,C19037C_008M,C19037C_009E,C19037C_009M,C19037C_010E,C19037C_010M,C19037C_011E,C19037C_011M,C19037C_012E,C19037C_012M,C19037C_013E,C19037C_013M,C19037C_014E,C19037C_014M,C19037C_015E,C19037C_015M,C19037C_016E,C19037C_016M,C19037C_017E,C19037C_017M,C19037C_018E,C19037C_018M,C19037C_019E,C19037C_019M,C19037C_020E,C19037C_020M,C19037C_021E,C19037C_021M,C19037C_022E,C19037C_022M,C19037C_023E,C19037C_023M,C19037C_024E,C19037C_024M,C19037C_025E,C19037C_025M,C19037C_026E,C19037C_026M,C19037C_027E,C19037C_027M,C19037C_028E,C19037C_028M,C19037C_029E,C19037C_029M,C19037C_030E,C19037C_030M,C19037C_031E,C19037C_031M,C19037C_032E,C19037C_032M,C19037C_033E,C19037C_033M,C19037C_034E,C19037C_034M,C19037C_035E,C19037C_035M,C19037C_036E,C19037C_036M,C19037C_037E,C19037C_037M,C19037C_038E,C19037C_038M,C19037C_039E,C19037C_039M,C19037C_040E,C19037C_040M,C19037C_041E,C19037C_041M,C19037C_042E,C19037C_042M,C19037C_043E,C19037C_043M,C19037C_044E,C19037C_044M,C19037C_045E,C19037C_045M,GEO_ID,C19037C_001E,C19037C_001M,C19037C_002E,C19037C_002M,C19037C_003E,C19037C_003M,C19037C_004E,C19037C_004M,C19037C_005E,C19037C_005M,C19037C_006E,C19037C_006M,C19037C_007EA,C19037C_007MA,C19037C_008EA,C19037C_008MA,C19037C_009MA,C19037C_009EA,C19037C_010EA,C19037C_010MA,C19037C_011EA,C19037C_011MA,C19037C_012EA,C19037C_012MA,C19037C_013EA,C19037C_013MA,C19037C_014MA,C19037C_014EA,C19037C_015EA,C19037C_015MA,C19037C_016MA,C19037C_016EA,C19037C_017EA,C19037C_017MA,C19037C_018MA,C19037C_018EA,C19037C_019MA,C19037C_019EA,C19037C_020MA,C19037C_020EA,C19037C_021EA,C19037C_021MA,C19037C_022MA,C19037C_022EA,C19037C_023EA,C19037C_023MA,C19037C_024MA,C19037C_024EA,C19037C_025MA,C19037C_025EA,C19037C_026EA,C19037C_026MA,C19037C_027EA,C19037C_027MA,C19037C_028EA,C19037C_028MA,C19037C_029EA,C19037C_029MA,C19037C_030MA,C19037C_030EA,C19037C_031MA,C19037C_031EA,C19037C_032EA,C19037C_032MA,C19037C_033MA,C19037C_033EA,C19037C_034EA,C19037C_034MA,C19037C_035EA,C19037C_035MA,C19037C_036MA,C19037C_036EA,C19037C_037EA,C19037C_037MA,C19037C_038MA,C19037C_038EA,C19037C_039EA,C19037C_039MA,C19037C_040EA,C19037C_040MA,C19037C_041MA,C19037C_041EA,C19037C_042EA,C19037C_042MA,C19037C_043EA,C19037C_043MA,C19037C_044EA,C19037C_044MA,C19037C_045EA,C19037C_045MA,NAME,C19037C_001EA,C19037C_001MA,C19037C_002MA,C19037C_002EA,C19037C_003MA,C19037C_003EA,C19037C_004MA,C19037C_004EA,C19037C_005EA,C19037C_005MA,C19037C_006EA,C19037C_006MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
364,373,301,294,273,325,0,285,58,93,15,26,16084,1528,2667,753,1248,602,2385,770,2557,805,2609,778,2741,854,1090,592,758,408,29,49,0,285,21082,1465,3374,703,847,368,2300,701,2794,798,3260,811,3680,831,2538,736,1884,598,217,190,188,185,9811,793,2049,541,1446,524,2135,628,1091,428,1223,392,793,314,894,546,180,173,0,285,0,285,0400000US35,49759,2281,2782,817,341,193,227,270,815,422,388,322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
282,291,146,182,0,275,116,114,0,275,0,275,8792,1519,906,570,221,156,928,527,1416,626,1916,896,2271,892,453,319,583,336,98,146,0,275,11514,1639,1362,493,1479,703,1111,410,829,377,1902,642,1543,541,1397,631,927,462,486,443,478,394,2946,698,336,217,737,392,638,286,485,303,266,190,22,37,226,174,125,148,18,31,93,116,0400000US36,25097,2292,1845,817,393,291,256,397,378,398,274,276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
187,207,0,289,208,333,0,289,0,289,0,289,12621,1900,1769,872,1199,639,1739,766,2457,1034,2460,808,1063,464,1001,514,599,442,256,189,78,135,14467,1592,1869,763,1074,527,1863,696,2581,795,3778,1208,1548,697,831,383,561,329,204,166,158,161,6564,944,1209,686,720,388,1845,616,504,323,1311,599,394,216,212,178,306,311,0,289,63,119,0400000US37,36072,2443,2420,929,684,500,141,236,307,255,893,613,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
218,212,25,62,39,74,0,211,0,211,0,211,4769,765,1115,461,371,255,860,426,813,346,556,252,556,287,69,124,308,361,56,87,65,62,4090,652,782,327,464,303,323,190,449,275,714,403,557,294,326,232,218,155,166,139,91,159,860,237,26,42,128,110,293,186,75,80,92,125,126,116,120,117,0,211,0,211,0,211,0400000US38,10443,1160,724,294,330,202,27,47,58,69,27,50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
701,416,557,354,133,124,18,32,0,253,0,253,33827,2362,4198,879,2592,698,3858,991,4500,1011,6828,1190,5907,1166,2742,663,2442,673,390,312,370,293,33085,1884,4450,891,2526,561,4063,793,4113,840,5454,1046,5744,861,3894,719,1777,531,536,238,528,262,14181,1230,1870,491,1686,500,3329,717,2730,748,1944,555,1204,414,612,302,358,200,369,243,79,102,0400000US40,85646,2936,4553,977,1267,505,736,418,549,345,592,303,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0,277,0,277,0,277,0,277,0,277,0,277,6725,1323,594,374,91,168,648,416,1570,826,1128,621,1051,565,715,360,712,388,45,64,171,255,6708,1141,530,343,294,256,985,449,870,454,760,343,1744,661,528,335,789,372,208,318,0,277,1664,479,76,90,286,230,197,189,178,174,282,209,207,170,214,176,131,160,93,138,0,277,0400000US41,16117,2044,1020,580,249,279,295,398,398,287,78,99,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
84,119,29,46,0,223,0,223,0,223,0,223,6592,1030,2012,824,495,322,1312,541,1006,457,1086,482,215,211,293,263,173,165,0,223,0,223,7355,1040,1446,499,475,311,1496,742,825,353,766,349,1286,479,554,295,489,323,18,31,0,223,2505,517,768,449,183,142,621,327,99,152,158,134,479,306,154,132,43,76,0,223,0,223,0400000US46,17281,1250,829,353,545,294,38,48,97,142,36,59,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
584,424,0,294,0,294,0,294,0,294,0,294,18195,2160,1667,763,740,515,2581,791,2209,823,2534,833,3360,1034,2170,678,1950,805,437,328,547,309,18815,2190,1772,554,1661,640,2128,751,1581,692,2842,843,3334,840,2932,907,1162,355,750,440,653,403,5446,895,626,367,545,286,759,392,675,287,990,372,1070,432,182,251,599,420,0,294,0,294,0400000US48,44548,3013,2092,718,142,140,302,374,479,396,585,422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
445,445,183,215,66,82,0,277,0,277,0,277,12729,1875,1674,641,442,270,1949,914,1136,507,1780,791,2686,815,1382,609,1061,448,587,443,32,53,12060,1315,1997,561,766,357,1142,509,1315,415,1517,517,2413,713,900,362,1119,435,636,376,255,193,4810,805,392,249,711,337,872,325,892,392,739,352,620,318,381,229,159,147,44,75,0,277,0400000US53,31109,2259,1510,672,392,284,80,123,250,214,94,169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
10,21,56,111,61,98,0,218,0,218,0,218,6940,1030,1101,404,967,514,826,397,1127,509,1134,414,932,443,454,335,353,263,46,63,0,218,8282,1128,667,288,663,384,1666,614,485,346,1849,933,1295,532,827,365,749,614,81,67,0,218,2382,480,202,133,308,171,384,219,670,263,409,212,215,145,55,77,139,189,0,218,0,218,0400000US55,18523,1523,919,374,253,229,67,82,82,85,390,281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
