GEO_ID,B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,NAME,B08105F_001EA,B08105F_001MA,B08105F_002EA,B08105F_002MA,B08105F_003EA,B08105F_003MA,B08105F_004MA,B08105F_004EA,B08105F_005MA,B08105F_005EA,B08105F_006EA,B08105F_006MA,B08105F_007MA,B08105F_007EA,state
0400000US17,335380,12777,219018,9747,55342,4780,33693,3972,12138,2442,8222,1652,6967,1388,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,53016,4753,41297,4344,8785,1931,1102,608,1349,759,431,358,52,86,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20800,2727,13307,2145,5041,1530,64,117,659,404,640,488,1089,640,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,29548,3028,23469,2765,4071,1342,519,348,647,428,395,540,447,349,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,26055,2841,15904,2307,7927,1972,1065,638,208,223,690,451,261,315,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,96604,7451,54222,5718,23399,3451,14110,2711,1993,827,1245,729,1635,755,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,96177,6256,58443,4647,16140,2647,12795,2814,4918,1357,1313,660,2568,1182,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,44621,4062,29838,3164,10046,2423,402,226,1802,774,498,316,2035,1495,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,26830,2595,16614,2259,6039,1508,1926,738,1243,670,170,168,838,594,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,9416,2075,5582,1361,2882,1617,0,287,56,117,559,475,337,289,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23877,2813,16573,2094,3690,1266,555,396,840,465,914,529,1305,563,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16314,2425,11755,1870,3794,1299,75,125,159,154,333,263,198,211,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,70379,6225,55770,6057,8487,1944,3737,1256,842,466,914,673,629,374,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,244768,12059,126579,6598,32531,4573,44339,5057,14870,2951,22458,3111,3991,1301,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,95644,6775,79037,5823,9139,1646,1125,601,1345,678,1200,566,3798,1121,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,671348,13495,200406,9040,53363,6318,311632,10508,63214,5518,24130,4086,18603,2346,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,124386,6457,77535,5862,35474,3473,1972,1075,3258,1652,3448,1425,2699,1301,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37164,4123,24346,3323,8649,1924,622,423,1675,791,949,557,923,489,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,43062,3216,30171,2585,10209,1918,263,301,775,484,601,479,1043,497,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,70996,5213,46042,3981,13091,2575,4903,1358,2282,825,1936,1072,2742,1420,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,80005,5456,46681,3857,14745,2506,10578,2237,4052,1461,1714,966,2235,802,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27341,3336,15365,2230,7135,2384,1944,990,1682,771,706,511,509,449,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,35020,3960,18379,3246,12573,2372,85,141,576,467,2636,1298,771,694,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,40971,4835,28708,4752,10819,2956,0,287,367,442,247,267,830,516,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,816007,18920,584932,15695,152742,9646,17253,2526,15861,2834,28199,4099,17020,2607,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,45964,4331,34155,3660,7433,1989,1224,732,1463,707,498,403,1191,671,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,99445,9318,61631,7205,13908,2902,10808,3107,5822,2769,2496,1376,4780,1962,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,110326,6974,73776,5780,21361,3652,4633,1530,4676,1875,2946,1122,2934,1336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,38646,3104,27258,2464,7431,1825,624,425,1610,521,852,474,871,441,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,117082,5336,91461,4613,12023,1942,3449,1058,4465,1021,3437,998,2247,712,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
