GEO_ID,B13002B_001E,B13002B_001M,B13002B_002E,B13002B_002M,B13002B_003E,B13002B_003M,B13002B_004E,B13002B_004M,B13002B_005E,B13002B_005M,B13002B_006E,B13002B_006M,B13002B_007E,B13002B_007M,NAME,B13002B_001EA,B13002B_001MA,B13002B_002EA,B13002B_002MA,B13002B_003MA,B13002B_003EA,B13002B_004EA,B13002B_004MA,B13002B_005MA,B13002B_005EA,B13002B_006EA,B13002B_006MA,B13002B_007EA,B13002B_007MA,state
0400000US26,371794,3634,26394,3226,6603,1337,19791,2820,345400,4635,77010,4255,268390,5405,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,72985,2540,5713,1200,3190,951,2523,810,67272,2708,19032,2004,48240,2977,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,305778,3682,21048,2533,3440,1085,17608,2313,284730,4213,79032,4847,205698,5884,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,194673,2991,11850,2057,3176,1197,8674,1632,182823,3537,44654,3645,138169,4842,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20397,1164,1264,681,425,334,839,511,19133,1366,5156,1118,13977,1528,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,56556,1990,3392,1124,937,514,2455,953,53164,2245,15796,1929,37368,2161,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4289,832,196,191,89,105,107,140,4093,876,952,613,3141,812,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,331212,4684,17585,2295,6640,1444,10945,1862,313627,4799,86936,4272,226691,5527,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8237,1073,464,365,311,328,153,188,7773,1054,2188,678,5585,1088,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,854854,7028,42412,3604,17340,1984,25072,3111,812442,7405,216154,7244,596288,8974,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,571298,5363,31395,3214,8214,1480,23181,2654,539903,5884,161107,6485,378796,7697,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1524,446,117,116,80,97,37,64,1407,435,985,296,422,334,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,370884,3585,24181,2689,5535,1460,18646,2131,346703,4338,81467,4117,265236,5619,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71524,2316,3811,1105,1372,671,2439,937,67713,2159,19550,1927,48163,2668,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16378,1455,961,511,379,325,582,429,15417,1527,4082,1176,11335,1501,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,373158,4940,21553,2751,5003,1253,16550,2348,351605,5030,83931,4771,267674,6046,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18956,1921,1413,689,236,303,1177,631,17543,1942,4721,924,12822,1827,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,354722,2873,21925,2456,5646,1561,16279,2077,332797,3445,93277,5279,239520,5952,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,299102,3582,27792,3256,8929,1948,18863,2700,271310,4666,70570,3845,200740,4638,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,830734,6357,46704,3795,17594,2092,29110,3190,784030,6997,249707,6725,534323,8927,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,5836,833,210,224,171,208,39,67,5626,820,1478,618,4148,933,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,431606,4685,23581,2696,8689,1732,14892,2430,408025,5861,128164,5153,279861,6978,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,57508,2507,4696,1194,3018,935,1678,757,52812,2495,17344,2227,35468,2973,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12515,1824,452,393,295,300,157,251,12063,1860,3450,864,8613,1716,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,96091,1853,6197,1258,1297,610,4900,1112,89894,2251,15780,1787,74114,2560,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,67978,4281,3179,947,1024,467,2155,808,64799,4050,20394,2098,44405,3454,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
