GEO_ID,C19037B_001E,C19037B_001M,C19037B_002E,C19037B_002M,C19037B_003E,C19037B_003M,C19037B_004E,C19037B_004M,C19037B_005E,C19037B_005M,C19037B_006E,C19037B_006M,C19037B_007E,C19037B_007M,C19037B_008E,C19037B_008M,C19037B_009E,C19037B_009M,C19037B_010E,C19037B_010M,C19037B_011E,C19037B_011M,C19037B_012E,C19037B_012M,C19037B_013E,C19037B_013M,C19037B_014E,C19037B_014M,C19037B_015E,C19037B_015M,C19037B_016E,C19037B_016M,C19037B_017E,C19037B_017M,C19037B_018E,C19037B_018M,C19037B_019E,C19037B_019M,C19037B_020E,C19037B_020M,C19037B_021E,C19037B_021M,C19037B_022E,C19037B_022M,C19037B_023E,C19037B_023M,C19037B_024E,C19037B_024M,C19037B_025E,C19037B_025M,C19037B_026E,C19037B_026M,C19037B_027E,C19037B_027M,C19037B_028E,C19037B_028M,C19037B_029E,C19037B_029M,C19037B_030E,C19037B_030M,C19037B_031E,C19037B_031M,C19037B_032E,C19037B_032M,C19037B_033E,C19037B_033M,C19037B_034E,C19037B_034M,C19037B_035E,C19037B_035M,C19037B_036E,C19037B_036M,C19037B_037E,C19037B_037M,C19037B_038E,C19037B_038M,C19037B_039E,C19037B_039M,C19037B_040E,C19037B_040M,C19037B_041E,C19037B_041M,C19037B_042E,C19037B_042M,C19037B_043E,C19037B_043M,C19037B_044E,C19037B_044M,C19037B_045E,C19037B_045M,NAME,C19037B_001MA,C19037B_001EA,C19037B_002EA,C19037B_002MA,C19037B_003MA,C19037B_003EA,C19037B_004MA,C19037B_004EA,C19037B_005EA,C19037B_005MA,C19037B_006EA,C19037B_006MA,C19037B_007EA,C19037B_007MA,C19037B_008EA,C19037B_008MA,C19037B_009EA,C19037B_009MA,C19037B_010MA,C19037B_010EA,C19037B_011EA,C19037B_011MA,C19037B_012MA,C19037B_012EA,C19037B_013EA,C19037B_013MA,C19037B_014EA,C19037B_014MA,C19037B_015MA,C19037B_015EA,C19037B_016MA,C19037B_016EA,C19037B_017EA,C19037B_017MA,C19037B_018EA,C19037B_018MA,C19037B_019EA,C19037B_019MA,C19037B_020MA,C19037B_020EA,C19037B_021EA,C19037B_021MA,C19037B_022EA,C19037B_022MA,C19037B_023EA,C19037B_023MA,C19037B_024EA,C19037B_024MA,C19037B_025EA,C19037B_025MA,C19037B_026MA,C19037B_026EA,C19037B_027EA,C19037B_027MA,C19037B_028EA,C19037B_028MA,C19037B_029EA,C19037B_029MA,C19037B_030EA,C19037B_030MA,C19037B_031EA,C19037B_031MA,C19037B_032MA,C19037B_032EA,C19037B_033EA,C19037B_033MA,C19037B_034EA,C19037B_034MA,C19037B_035EA,C19037B_035MA,C19037B_036MA,C19037B_036EA,C19037B_037EA,C19037B_037MA,C19037B_038MA,C19037B_038EA,C19037B_039EA,C19037B_039MA,C19037B_040EA,C19037B_040MA,C19037B_041MA,C19037B_041EA,C19037B_042EA,C19037B_042MA,C19037B_043MA,C19037B_043EA,C19037B_044EA,C19037B_044MA,C19037B_045MA,C19037B_045EA,state
0400000US13,1033826,10057,48247,4209,15149,2324,7133,1625,11152,2151,6199,1481,5227,1238,1697,761,1389,785,197,252,0,300,104,168,438843,8777,56139,4305,28230,3560,65449,5767,61249,5395,75258,5551,76890,3699,40982,4216,25266,2580,5381,1257,3999,874,414743,6675,54338,4368,29948,3271,55654,4046,50483,3064,55552,3827,78485,4512,38953,3441,34357,3129,10173,1976,6800,1338,131993,3377,26057,2179,20721,2224,27486,1873,15386,1810,15092,1565,14396,1571,6942,1030,4198,893,1095,509,620,416,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,664462,8446,27187,3058,11604,1898,4336,1286,4550,1290,2581,1005,1963,639,1669,687,378,348,106,127,0,267,0,267,250052,6009,40779,3171,20768,2866,39208,3289,29822,3057,38793,3656,39500,3471,18582,2275,15294,1863,4698,1144,2608,1065,267664,4877,40301,3418,18363,2431,32270,2882,26090,2653,35449,2725,50671,4033,27701,2668,25041,2483,6919,1409,4859,1290,119559,3387,17729,1776,15651,1951,25476,2077,14594,1794,16901,2174,14020,1555,8309,1372,5088,1049,895,372,896,336,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,212576,4560,14394,1910,5440,1287,1777,844,3289,911,1875,666,1479,767,451,323,83,133,0,267,0,267,0,267,85472,3455,12782,1877,5425,1265,15707,2254,13937,2307,15053,2021,12569,2222,5159,1343,3795,961,550,386,495,377,80935,2606,12573,1812,5233,1071,13796,1999,11242,1707,11038,1500,12167,1715,7835,1483,5294,1087,754,339,1003,458,31775,1500,3186,687,4109,948,6289,1153,7400,1212,3955,728,3358,619,1796,590,1183,498,222,215,277,197,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31005,2004,3906,1221,1982,866,541,503,526,406,87,103,630,455,45,77,95,177,0,228,0,228,0,228,13211,1652,3515,1044,1222,641,1220,579,2843,1078,1767,764,1169,585,1065,560,287,187,88,112,35,58,10655,1034,1653,662,1178,596,2478,615,1289,585,1454,622,1613,592,682,348,112,128,143,198,53,89,3233,771,529,372,727,522,888,451,341,248,328,225,339,234,45,68,36,64,0,228,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60543,2736,4690,1004,2059,681,404,374,1182,572,551,306,298,263,173,197,0,248,0,248,23,37,0,248,21700,1991,2816,774,1654,616,3634,964,3060,945,3605,1042,4165,1102,1374,588,1008,549,195,207,189,180,24561,2105,4335,1012,3182,1051,3249,1092,2687,756,2267,717,4581,1034,1644,530,1694,535,600,318,322,273,9592,1037,2200,733,1045,459,1134,531,1122,411,1489,589,1442,571,1036,368,38,64,86,120,0,248,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,125972,3885,8950,1493,2691,988,1482,761,1682,744,2019,922,568,408,332,282,176,268,0,271,0,271,0,271,48621,3238,8964,1578,4322,1365,7339,1391,8434,1809,7897,1502,6190,1363,3425,959,1511,575,521,310,18,38,50488,2685,7602,1632,7125,1635,6757,1424,6930,1272,6944,1390,7292,1408,3399,741,3238,915,818,565,383,258,17913,1474,3367,894,2337,534,3762,808,2550,714,2072,579,1941,538,598,364,1081,507,205,184,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,500625,7498,31030,2789,10277,1728,5704,1513,6805,1468,3635,1150,2123,940,1893,776,507,371,86,104,0,281,0,281,186965,6071,25636,2565,21846,2638,33571,3785,24445,2742,27554,3011,28035,3010,15453,2522,7835,1650,1466,564,1124,567,201459,4998,31442,2879,15660,2003,36059,3147,24741,2516,31109,2976,29220,2948,15677,2083,13648,2144,2015,623,1888,683,81171,2796,14887,1606,11851,1848,18454,1913,10348,1441,9635,1324,8520,1305,4153,861,2443,816,570,297,310,196,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,612865,7118,20989,2648,4604,1037,1641,702,2298,1177,3762,1337,4401,1386,2912,937,607,575,707,451,57,95,0,289,237455,5059,18474,2735,6751,1508,16094,2382,24288,3312,35825,3355,52354,4061,30778,3369,34369,3080,11449,1967,7073,1697,258917,4869,18027,2441,11359,2023,18605,2432,21657,2293,32994,2866,48914,3439,35021,3042,41740,3224,19067,2046,11533,1669,95504,2577,10157,1738,10011,1369,16011,1872,10020,1310,12236,1657,14522,1888,9262,1443,9043,1359,2730,798,1512,537,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,149241,3792,6767,1396,1972,775,1133,623,587,393,1166,542,629,448,1047,651,124,202,0,285,0,285,109,179,62559,3449,7890,1579,3253,983,7451,1627,6266,1156,9639,1816,12105,1873,8004,1660,5071,1335,2019,785,861,433,58731,2840,8754,1502,3207,1046,5093,1140,6163,1122,9033,1727,9119,1365,5911,1455,7398,1688,2488,774,1565,697,21184,1717,4717,1058,2632,798,3033,759,2456,784,2085,765,2629,679,1066,462,1858,598,495,346,213,199,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,506249,7080,26350,2850,11032,2170,4397,1239,5209,1072,2618,987,1769,659,721,432,277,284,208,253,119,163,0,244,188096,4683,36852,3211,19425,2602,29979,3598,22226,2438,26143,2388,30056,2448,13088,1885,7478,1406,1853,766,996,472,201131,3763,37285,2998,14134,1784,26287,2325,23802,2145,30904,2552,32964,2546,13489,1974,15663,2372,4174,1081,2429,813,90672,2510,12604,1526,11170,1442,18752,1735,14741,1715,12110,1388,11909,1427,4263,876,3556,848,1008,495,559,322,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,89286,3163,7702,1403,2532,892,689,386,2389,976,912,595,646,545,267,301,223,356,44,72,0,211,0,211,43372,2445,7099,1438,3597,931,8132,1640,6876,1502,5533,1117,5834,1219,3349,1191,1907,761,645,407,400,271,31867,1809,5869,1188,2265,825,4914,1193,3520,1216,4378,1038,4785,1101,2550,884,2408,771,351,225,827,485,6345,1002,2232,781,932,442,1044,487,493,325,591,369,245,224,355,304,400,308,0,211,53,96,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,368112,6012,17770,2561,6121,1400,2344,899,3772,1332,1839,709,2456,943,920,608,174,237,144,168,0,287,0,287,138589,4645,24112,2420,16240,2066,26354,2781,18934,2766,20875,2851,18430,2335,8154,1745,4031,991,1138,659,321,288,149347,3896,25157,2353,16808,2180,27655,2551,19424,2410,21933,1925,20629,2069,10174,1312,5326,1159,1215,632,1026,539,62406,2270,13034,1598,11321,1667,14015,1616,9529,1484,5739,1035,5369,1016,1807,587,1365,578,182,128,45,90,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
