GEO_ID,B16003_001E,B16003_001M,B16003_002E,B16003_002M,B16003_003E,B16003_003M,B16003_004E,B16003_004M,B16003_005E,B16003_005M,B16003_006E,B16003_006M,B16003_007E,B16003_007M,B16003_008E,B16003_008M,B16003_009E,B16003_009M,B16003_010E,B16003_010M,B16003_011E,B16003_011M,B16003_012E,B16003_012M,NAME,B16003_001MA,B16003_001EA,B16003_002EA,B16003_002MA,B16003_003MA,B16003_003EA,B16003_004MA,B16003_004EA,B16003_005EA,B16003_005MA,B16003_006MA,B16003_006EA,B16003_007MA,B16003_007EA,B16003_008EA,B16003_008MA,B16003_009EA,B16003_009MA,B16003_010MA,B16003_010EA,B16003_011EA,B16003_011MA,B16003_012MA,B16003_012EA,state
0400000US27,116071,8555,26788,4058,1994,878,12197,2437,1101,587,7562,1930,3934,1568,89283,5770,38391,4422,9409,1782,24489,3349,16994,2352,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23009,3385,3953,1072,351,315,2750,824,0,287,797,689,55,92,19056,2888,13570,2300,1752,1115,3230,1278,504,463,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,71939,6823,16337,3179,1307,760,8330,2354,3030,1250,2615,1029,1055,670,55602,4827,23581,3125,12980,2169,14988,2226,4053,1450,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,46950,6030,12473,2401,798,559,9040,1802,298,422,808,452,1529,1241,34477,4229,23767,3380,1740,769,5098,1724,3872,1514,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,177952,13438,43280,5270,2751,1200,35095,4573,1063,600,3796,1431,575,425,134672,10232,99228,8395,8180,2318,22539,4026,4725,1673,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16046,3157,2902,1025,186,246,1802,1087,383,363,379,374,152,239,13144,2661,4470,1827,5620,1863,2896,1241,158,182,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,578816,18416,101538,6185,7246,1697,64494,5174,13181,2677,12814,2393,3803,1695,477278,15249,287161,13031,107237,7805,69232,5473,13648,2511,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,92950,8062,16987,2871,1066,584,14857,2652,188,249,626,424,250,345,75963,6093,62477,6073,1497,674,4342,1311,7647,1890,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1451017,32932,236940,10972,16638,2821,128388,8458,43114,4175,39336,3966,9464,2625,1214077,26239,604329,21923,304120,11310,270233,11100,35395,4283,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,276440,15570,67410,5067,2597,990,56892,4897,1616,721,5420,1542,885,554,209030,11955,165492,10213,12806,2244,25150,3679,5582,2122,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,140214,9340,27605,3469,2172,689,10752,1962,7839,2419,4338,1265,2504,1145,112609,7271,41763,4711,37586,5213,24873,3510,8387,1737,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,81265,6771,18403,2967,386,336,15431,2787,294,322,2292,853,0,253,62862,4881,50308,4595,1539,677,10070,2114,945,440,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,130987,11026,34472,4032,1609,833,22912,3682,4255,1985,5088,1207,608,466,96515,8086,60704,7769,8978,2272,25225,2911,1608,709,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,251454,10785,49838,4669,5157,1431,25553,3720,9550,2092,8365,1871,1213,586,201616,8562,90451,7142,53377,4944,50715,4689,7073,2056,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,55137,6281,10281,2468,1010,637,7527,2362,486,349,968,591,290,259,44856,4879,27117,3956,10952,1877,5084,1908,1703,925,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,79831,6985,14848,2641,570,415,12723,2335,299,494,1016,665,240,323,64983,5930,51203,5242,2883,938,8615,2058,2282,1422,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8446,2649,2185,1051,74,131,860,689,0,223,0,223,1251,770,6261,1931,2221,1346,1036,495,1435,1043,1569,923,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,108766,10101,21333,3558,1884,1179,13199,2294,1351,670,2589,1052,2310,1551,87433,8499,61477,7371,6288,1560,12737,2341,6931,2627,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1963970,41952,500196,16017,23671,3967,437891,14174,10458,2957,24950,2827,3226,1551,1463774,31206,1276982,28023,41654,5012,130459,8124,14679,2937,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,70716,7881,17471,3343,229,308,15173,3197,506,497,992,538,571,532,53245,5360,42183,4886,3364,1400,7094,1546,604,391,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,229653,12930,44302,4850,4147,1455,25797,3935,3448,1432,9760,2216,1150,680,185351,9779,108142,7366,19953,3797,49712,6145,7544,1898,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,287756,13102,72834,5685,2810,1158,45130,4452,9734,2917,12853,1831,2307,1221,214922,9910,99998,6801,33721,4920,70296,5775,10907,2552,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5630,1632,952,649,0,269,723,611,63,95,70,106,96,169,4678,1279,1659,722,614,384,1576,603,829,743,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,86503,8701,20113,3480,515,317,15311,3280,1755,672,2449,899,83,141,66390,6455,42808,5082,10055,1580,11903,2375,1624,854,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2356171,21869,457997,7249,2004,864,455688,7368,246,238,59,97,0,285,1898174,18148,1896347,18189,469,380,1358,772,0,285,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
