GEO_ID,C19101D_001E,C19101D_001M,C19101D_002E,C19101D_002M,C19101D_003E,C19101D_003M,C19101D_004E,C19101D_004M,C19101D_005E,C19101D_005M,C19101D_006E,C19101D_006M,C19101D_007E,C19101D_007M,C19101D_008E,C19101D_008M,C19101D_009E,C19101D_009M,C19101D_010E,C19101D_010M,C19101D_011E,C19101D_011M,NAME,C19101D_001MA,C19101D_001EA,C19101D_002MA,C19101D_002EA,C19101D_003EA,C19101D_003MA,C19101D_004EA,C19101D_004MA,C19101D_005EA,C19101D_005MA,C19101D_006EA,C19101D_006MA,C19101D_007MA,C19101D_007EA,C19101D_008EA,C19101D_008MA,C19101D_009EA,C19101D_009MA,C19101D_010EA,C19101D_010MA,C19101D_011MA,C19101D_011EA,state
0400000US13,72420,2852,3403,956,1879,637,3939,1105,6316,1430,9461,1695,14735,1766,10393,1625,11031,1506,6580,1253,4683,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,128003,3773,2710,845,2162,819,6508,1576,7481,1233,15537,1896,25003,2491,21404,2161,29258,2365,9930,1630,8010,1118,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4241,746,286,188,79,138,741,384,173,227,722,411,544,316,370,269,878,503,266,247,182,189,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,139485,4168,4780,1018,3116,846,9964,1548,9292,1699,15247,2134,24091,2748,20889,2186,26302,2184,13685,1567,12119,1523,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22057,1669,1020,470,794,444,2090,758,2621,838,1457,536,3818,817,3133,934,4122,916,1365,541,1637,506,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10225,1000,148,187,475,441,898,523,929,441,1171,530,2684,654,1884,572,954,438,321,198,761,424,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14731,1345,962,549,394,266,367,267,1222,427,1996,684,3943,842,2248,620,2143,723,606,335,850,390,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11225,1380,1134,611,128,143,1034,414,1381,606,826,433,1769,737,1351,785,1745,710,347,225,1510,510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16617,1364,1062,583,664,409,1605,534,1397,530,2713,932,3192,729,1992,561,1792,593,888,389,1312,587,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2742,597,67,116,128,123,294,215,306,201,203,256,218,177,519,515,853,422,92,133,62,84,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77958,2495,2007,799,1224,524,2664,1026,3761,933,6323,1194,13976,1937,10331,1906,15934,2115,11899,1480,9839,1262,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,81097,3581,3230,1083,3563,1034,4987,1211,3998,928,7413,1446,15169,2321,11138,1361,13160,1771,8299,1562,10140,1713,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54160,2130,1741,623,1449,530,3539,901,3299,695,4950,981,9237,1370,8713,1249,11008,1551,5149,1198,5075,915,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43144,2251,1972,698,2229,950,3519,895,3174,851,4496,978,8631,1771,6050,1108,6595,1246,4545,981,1933,623,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6145,1138,308,363,11,18,495,442,828,509,1177,589,917,505,861,487,1068,613,110,184,370,276,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18480,1777,757,447,753,361,1269,586,1019,533,2509,817,3488,810,1819,593,4378,996,892,369,1596,553,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,6342,911,353,273,41,70,195,192,502,405,1028,524,1491,624,874,403,1023,662,379,263,456,330,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,44931,2623,2086,896,1276,649,3487,952,3783,1008,6550,1203,10252,1658,6626,1118,7580,1455,1437,619,1854,762,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5925,736,241,192,0,257,178,182,400,317,656,310,1086,455,1137,461,887,450,677,341,663,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,183025,3586,4141,911,4206,1260,8156,1540,7158,1379,11077,1605,26648,2584,25436,2843,40554,2895,25492,2173,30157,2398,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5569,944,540,467,84,103,883,552,507,410,517,309,562,320,769,401,1268,601,304,211,135,155,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,325656,5355,16389,2043,14762,2001,33405,3622,28623,2811,42004,3107,52690,3597,37113,3144,49677,3955,25183,2581,25810,2162,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47749,2500,1328,608,1927,833,4657,1417,3387,1096,7178,1405,7267,1239,7377,1418,7644,1283,4178,959,2806,883,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45428,1986,1798,704,882,409,1998,770,2750,779,6428,1156,8212,1629,7106,1219,8467,1391,3269,875,4518,943,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13433,1196,697,407,563,396,1023,455,1539,683,1624,592,3731,814,1319,490,1458,601,399,292,1080,387,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32484,1984,922,414,1112,520,2586,770,2514,883,3471,962,7235,1196,3761,827,5959,1225,2938,896,1986,640,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,77164,2834,3511,873,1741,598,5968,1139,5979,948,8378,1471,14040,1534,9780,1319,13132,1430,6988,1118,7647,1251,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5709,812,329,270,90,156,452,298,923,500,550,295,1191,535,617,313,862,478,342,263,353,271,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12713,1430,570,441,232,278,745,561,843,550,2316,842,3459,804,1813,621,1927,787,546,267,262,226,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21746,1597,1126,684,574,333,1652,774,1862,647,2631,801,4744,1137,2773,927,3425,890,1750,668,1209,441,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,227836,4242,8344,1688,6526,1405,16335,1971,19464,2012,21979,2506,39199,2676,32500,2543,46028,3558,18478,1874,18983,1999,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11776,1194,714,383,489,395,1333,619,668,413,1566,576,1984,609,2000,700,1637,573,975,443,410,241,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,103840,3320,2707,774,919,480,6084,1397,5740,1233,8974,1392,15806,2034,14444,1930,22014,2317,12896,1688,14256,1704,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,109951,3503,3699,887,2602,687,8280,1376,6872,1328,11536,1362,18799,2168,17188,2163,22170,2151,11514,1970,7291,1189,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1770,416,258,248,0,269,100,85,58,77,93,98,336,286,123,124,250,202,58,71,494,318,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26538,1486,2266,688,862,514,2545,937,1841,546,4110,1202,4943,1198,3527,738,3171,880,1750,703,1523,518,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3739,986,1467,668,132,154,925,469,347,257,382,250,437,268,0,285,49,87,0,285,0,285,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
