GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001MA,B19101F_001EA,B19101F_002EA,B19101F_002MA,B19101F_003MA,B19101F_003EA,B19101F_004MA,B19101F_004EA,B19101F_005EA,B19101F_005MA,B19101F_006MA,B19101F_006EA,B19101F_007EA,B19101F_007MA,B19101F_008EA,B19101F_008MA,B19101F_009EA,B19101F_009MA,B19101F_010EA,B19101F_010MA,B19101F_011EA,B19101F_011MA,B19101F_012EA,B19101F_012MA,B19101F_013EA,B19101F_013MA,B19101F_014MA,B19101F_014EA,B19101F_015EA,B19101F_015MA,B19101F_016MA,B19101F_016EA,B19101F_017MA,B19101F_017EA,state
0400000US17,163690,6076,8628,2026,7838,1496,12348,2023,12246,2093,11850,1885,10294,1928,11568,2172,11292,2365,9811,1821,15341,2108,18820,2175,17899,2306,9344,1610,4057,1263,1305,624,1049,593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25997,2565,1998,1109,1705,644,2205,932,2542,873,2637,901,2004,763,2531,981,1596,767,1605,730,2580,908,2251,716,1684,675,355,253,192,167,112,174,0,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8241,1125,926,496,486,445,657,542,421,253,727,539,469,381,834,533,657,343,116,103,552,362,1144,558,922,488,186,221,144,130,0,228,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14101,1651,1102,647,565,412,1322,720,976,527,962,564,1834,709,1029,602,1051,468,898,582,1480,657,1543,612,846,453,192,196,179,183,66,108,56,95,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,6400,1319,721,592,521,494,862,440,1027,685,364,357,771,425,232,244,151,223,234,244,342,260,636,388,375,243,164,136,0,271,0,271,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12001,1928,507,303,60,97,1042,587,913,547,503,363,1241,687,766,539,1070,562,896,662,982,473,1502,680,832,520,859,698,165,155,332,384,331,277,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33202,2391,1224,586,946,528,606,413,2290,918,1783,858,1705,704,2627,990,1897,938,2411,749,3253,1151,3629,1085,5071,1382,2197,811,2229,875,880,470,454,290,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56412,3277,9009,1638,4379,1271,4436,1068,4885,1472,3435,1104,2612,1024,3213,1033,2906,1031,2455,736,3790,977,4590,1123,5279,1497,2991,800,704,407,1383,792,345,270,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,22412,2258,2211,712,1201,708,1329,518,1376,564,1149,519,1747,734,1980,786,1635,697,962,495,2148,820,2095,614,1870,748,1391,573,876,451,254,192,188,186,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,13000,1824,1066,702,227,173,1324,772,2060,978,1176,492,1191,604,904,549,701,400,435,291,872,435,1083,634,927,304,389,341,10,20,306,197,329,342,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11639,1671,1088,573,496,414,1320,638,1543,674,1420,717,588,406,650,363,648,524,619,406,1215,572,824,463,678,383,347,338,74,124,129,164,0,259,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7347,1359,567,380,183,175,389,380,773,359,516,403,1193,546,295,211,583,351,320,261,495,305,827,435,651,515,445,318,60,74,50,82,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34373,3250,3198,905,1354,651,1714,609,3025,869,1842,710,3751,1237,1974,860,2625,866,2299,1076,2405,770,3717,1100,3990,917,1369,704,626,492,283,309,201,190,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116888,4836,10952,2232,8046,1527,7282,1498,8828,1742,6665,1304,7548,1504,5906,1377,6964,1484,6421,1514,11178,1720,8749,1696,12432,1932,6948,1521,2749,1044,3167,911,3053,982,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53721,3668,6294,1577,3087,1091,4652,1322,3457,1104,2925,939,2740,988,3102,872,3361,865,2517,883,3472,1017,5516,1467,6825,1519,2191,682,2180,762,740,453,662,395,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,345889,7475,41791,3383,25446,2846,29271,3062,24861,3114,19871,2636,19867,2919,18283,2325,20516,2492,14659,2150,26768,3253,30357,3151,31603,2945,19328,2598,10367,1725,8457,1738,4444,1083,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61099,4714,8020,1701,6556,1559,6226,1743,5725,1676,5328,1321,4336,1268,4978,1451,2935,1095,2399,805,4557,1262,4326,1467,2672,875,1544,599,540,434,377,277,580,489,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,17993,2042,2453,892,1088,646,1679,660,1546,717,1383,680,2021,666,1296,629,474,327,594,433,827,459,2058,753,934,436,758,478,469,460,148,192,265,329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21005,1945,1395,455,1539,558,1851,670,2776,857,1718,660,1679,663,1619,620,1218,528,1163,543,1967,686,1144,504,1747,824,687,491,196,162,276,212,30,57,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31808,2878,3870,1303,1388,622,3504,1258,2573,887,2925,967,2177,802,2147,900,2422,926,1948,789,2923,942,2602,1084,2120,754,568,439,55,79,62,100,524,370,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47051,3344,8323,1544,3631,993,3900,1266,3997,1041,3495,1194,3031,926,2850,918,2364,889,1337,582,3676,1006,4204,1313,3691,1152,1566,740,416,270,473,298,97,123,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13871,1774,1591,650,1143,469,2337,836,586,456,835,489,877,578,1601,717,514,317,966,509,462,305,680,431,1206,643,419,362,341,363,261,254,52,87,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12915,1726,1450,817,617,560,1383,753,2016,991,1062,609,1051,629,647,440,533,402,744,470,1281,646,1038,516,699,495,157,172,115,199,62,108,60,101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16803,2318,1827,989,1942,854,2035,954,1262,548,2020,755,602,628,958,662,738,417,1166,712,1417,698,1109,616,1004,592,52,86,304,315,55,89,312,282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,411211,9543,36009,3097,29670,3172,35224,3754,36243,2989,28830,2432,35508,4011,27222,2901,24697,2801,20048,2775,39476,3209,35385,3371,33275,3828,16259,2304,5624,1201,5521,1238,2220,668,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,21197,2174,2269,990,1107,603,816,478,2184,939,1948,731,1485,798,1000,512,1572,699,855,449,2326,901,2486,779,1840,763,479,274,459,587,242,212,129,194,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37019,3635,2087,1007,1187,574,1348,704,2198,940,1077,569,3746,1234,2792,1035,1615,812,1938,859,3207,1248,4607,1384,4428,1366,2525,1069,1595,745,1864,990,805,429,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53596,3514,5041,1359,3963,1274,6118,1748,5221,1213,3615,1026,3954,1158,4244,1268,2738,726,2218,896,3860,1106,6140,1553,3467,1063,2225,785,408,291,181,191,203,201,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,17334,2045,1693,702,1430,612,1512,607,1946,823,1275,545,1347,564,589,357,1255,654,911,543,1265,499,1946,571,1208,537,518,319,125,116,109,124,205,175,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,103395,4841,30101,2830,12795,1671,10085,1377,7645,1413,5841,1101,6366,1268,5309,1174,5117,1015,3467,851,4898,928,4785,909,4227,879,1427,561,518,337,360,283,454,299,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
