GEO_ID,B10051D_001E,B10051D_001M,B10051D_002E,B10051D_002M,B10051D_003E,B10051D_003M,B10051D_004E,B10051D_004M,B10051D_005E,B10051D_005M,B10051D_006E,B10051D_006M,B10051D_007E,B10051D_007M,NAME,B10051D_001MA,B10051D_001EA,B10051D_002EA,B10051D_002MA,B10051D_003EA,B10051D_003MA,B10051D_004EA,B10051D_004MA,B10051D_005EA,B10051D_005MA,B10051D_006MA,B10051D_006EA,B10051D_007EA,B10051D_007MA,state
0400000US18,2299,893,676,461,371,316,305,286,1623,715,307,249,1316,633,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1958,774,435,292,218,185,217,168,1523,742,266,257,1257,700,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,9724,1692,1391,645,828,487,563,376,8333,1544,1283,600,7050,1504,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,8654,2112,807,401,575,376,232,192,7847,2037,2515,1105,5332,1497,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7221,1629,506,295,117,194,389,241,6715,1635,2132,708,4583,1455,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,6589,1336,914,433,564,319,350,205,5675,1269,2405,816,3270,917,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3059,948,931,537,373,303,558,497,2128,793,937,583,1191,668,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,998,489,275,289,0,228,275,289,723,368,391,299,332,244,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,8168,1920,1469,656,765,480,704,423,6699,1753,1591,861,5108,1580,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,25561,3183,3081,809,1389,627,1692,642,22480,3077,4482,1533,17998,2340,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,51712,4135,9666,1952,3493,1122,6173,1363,42046,3820,9800,2025,32246,3508,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6811,1359,969,506,518,355,451,348,5842,1306,2108,910,3734,1036,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4595,1297,1107,616,815,526,292,247,3488,1052,994,595,2494,753,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2034,844,257,201,116,157,141,136,1777,861,133,107,1644,839,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3318,977,589,353,65,110,524,337,2729,969,858,660,1871,733,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,13025,1858,2836,1071,1823,887,1013,606,10189,1683,2274,949,7915,1233,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,32325,3653,5088,1589,2536,911,2552,1058,27237,3431,7774,1987,19463,2745,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,16546,2352,3284,999,1598,663,1686,742,13262,2268,3413,1412,9849,1624,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,16284,2526,2259,846,1194,608,1065,496,14025,2317,4114,1368,9911,1805,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4778,1308,577,489,305,396,272,333,4201,1234,1276,658,2925,1089,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
