GEO_ID,B21001G_001E,B21001G_001M,B21001G_002E,B21001G_002M,B21001G_003E,B21001G_003M,B21001G_004E,B21001G_004M,B21001G_005E,B21001G_005M,B21001G_006E,B21001G_006M,B21001G_007E,B21001G_007M,B21001G_008E,B21001G_008M,B21001G_009E,B21001G_009M,B21001G_010E,B21001G_010M,B21001G_011E,B21001G_011M,B21001G_012E,B21001G_012M,B21001G_013E,B21001G_013M,B21001G_014E,B21001G_014M,B21001G_015E,B21001G_015M,B21001G_016E,B21001G_016M,B21001G_017E,B21001G_017M,B21001G_018E,B21001G_018M,B21001G_019E,B21001G_019M,B21001G_020E,B21001G_020M,B21001G_021E,B21001G_021M,B21001G_022E,B21001G_022M,B21001G_023E,B21001G_023M,B21001G_024E,B21001G_024M,B21001G_025E,B21001G_025M,B21001G_026E,B21001G_026M,B21001G_027E,B21001G_027M,B21001G_028E,B21001G_028M,B21001G_029E,B21001G_029M,B21001G_030E,B21001G_030M,B21001G_031E,B21001G_031M,B21001G_032E,B21001G_032M,B21001G_033E,B21001G_033M,NAME,B21001G_001EA,B21001G_001MA,B21001G_002MA,B21001G_002EA,B21001G_003MA,B21001G_003EA,B21001G_004EA,B21001G_004MA,B21001G_005EA,B21001G_005MA,B21001G_006EA,B21001G_006MA,B21001G_007MA,B21001G_007EA,B21001G_008MA,B21001G_008EA,B21001G_009EA,B21001G_009MA,B21001G_010EA,B21001G_010MA,B21001G_011EA,B21001G_011MA,B21001G_012EA,B21001G_012MA,B21001G_013MA,B21001G_013EA,B21001G_014MA,B21001G_014EA,B21001G_015MA,B21001G_015EA,B21001G_016EA,B21001G_016MA,B21001G_017EA,B21001G_017MA,B21001G_018MA,B21001G_018EA,B21001G_019MA,B21001G_019EA,B21001G_020MA,B21001G_020EA,B21001G_021EA,B21001G_021MA,B21001G_022EA,B21001G_022MA,B21001G_023MA,B21001G_023EA,B21001G_024MA,B21001G_024EA,B21001G_025EA,B21001G_025MA,B21001G_026EA,B21001G_026MA,B21001G_027EA,B21001G_027MA,B21001G_028MA,B21001G_028EA,B21001G_029MA,B21001G_029EA,B21001G_030EA,B21001G_030MA,B21001G_031EA,B21001G_031MA,B21001G_032EA,B21001G_032MA,B21001G_033EA,B21001G_033MA,state
0400000US13,83471,6001,37217,3876,17716,2520,684,444,17032,2461,13287,2045,1981,833,11306,1907,3756,986,1613,662,2143,830,1484,595,636,377,848,485,974,713,243,217,731,694,46254,3912,22233,2684,455,313,21778,2706,14901,1811,737,525,14164,1682,4856,1113,89,150,4767,1119,2780,980,0,300,2780,980,1484,659,78,127,1406,650,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192557,8994,96735,5136,39784,3000,2632,886,37152,2894,35628,2888,3909,923,31719,2786,12033,1454,4848,1045,7185,1033,6852,1118,2940,836,3912,845,2438,685,1163,548,1275,503,95822,5036,38739,3000,743,485,37996,2999,34242,2452,568,348,33674,2444,12087,1417,197,186,11890,1417,6670,1199,133,137,6537,1196,4084,719,53,88,4031,728,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19899,2323,9783,1757,5041,1290,399,450,4642,1126,2935,747,401,277,2534,744,1082,524,395,287,687,381,415,251,231,199,184,163,310,319,310,319,0,267,10116,1647,4788,1156,110,159,4678,1169,3099,912,91,118,3008,903,1191,552,0,267,1191,552,566,355,26,47,540,350,472,315,0,267,472,315,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,114483,7662,55426,4487,26186,2516,1451,637,24735,2561,20073,2549,2430,860,17643,2364,5319,1082,1342,460,3977,914,2743,760,989,410,1754,575,1105,453,559,297,546,314,59057,4472,28185,2726,312,319,27873,2662,18285,2368,174,139,18111,2374,6061,1104,52,89,6009,1088,3999,846,0,267,3999,846,2527,663,64,101,2463,682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,57190,4196,29567,2681,15228,2166,220,245,15008,2107,9520,1367,1593,603,7927,1266,3059,724,949,425,2110,653,1199,437,543,252,656,358,561,337,220,172,341,264,27623,2846,12860,1913,78,96,12782,1917,8663,1237,326,272,8337,1219,3418,897,142,156,3276,893,1890,652,61,123,1829,647,792,367,0,267,792,367,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25698,2701,14148,2186,7401,1823,177,196,7224,1795,4589,990,980,466,3609,817,1347,443,468,259,879,411,565,356,401,304,164,149,246,193,30,44,216,179,11550,1601,6408,1375,189,235,6219,1305,3624,863,10,20,3614,864,754,339,48,75,706,316,581,320,95,127,486,285,183,145,0,228,183,145,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,43663,3377,20954,2244,11624,1863,559,514,11065,1795,5924,1014,869,458,5055,971,1601,538,733,333,868,396,1273,450,390,222,883,387,532,310,393,279,139,189,22709,2262,10951,1559,414,298,10537,1570,7487,1356,320,231,7167,1305,2081,604,304,318,1777,549,977,437,13,24,964,430,1213,438,0,248,1213,438,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,30242,2930,15008,2012,5843,1332,512,374,5331,1290,6266,1367,1056,500,5210,1205,1610,587,467,311,1143,529,951,417,473,305,478,288,338,224,249,188,89,147,15234,1857,7264,1449,193,228,7071,1410,4333,934,211,198,4122,894,1548,616,158,244,1390,604,1384,878,0,271,1384,878,705,377,52,85,653,355,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,35625,3268,18079,2383,8572,1642,654,497,7918,1541,6275,1334,1162,433,5113,1172,1821,651,350,205,1471,612,976,392,347,262,629,308,435,284,391,271,44,53,17546,1863,6772,1250,27,40,6745,1247,5885,1090,87,104,5798,1083,2837,774,56,68,2781,780,1134,414,25,45,1109,401,918,411,0,281,918,411,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12426,1485,5743,1023,2383,743,19,30,2364,743,2007,526,526,328,1481,462,523,307,298,167,225,268,606,267,322,175,284,226,224,188,209,183,15,26,6683,953,2503,777,0,230,2503,777,2439,735,314,357,2125,683,1336,421,0,230,1336,421,271,179,0,230,271,179,134,118,0,230,134,118,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,80924,5475,37931,3627,18171,2541,1354,716,16817,2563,13105,2016,2280,847,10825,1910,4335,1039,1511,533,2824,930,1206,495,549,362,657,344,1114,460,648,381,466,287,42993,3224,19160,2314,456,361,18704,2245,14609,1847,1045,654,13564,1753,5473,1332,155,183,5318,1336,2524,668,49,86,2475,666,1227,533,0,289,1227,533,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,110461,7690,52895,4775,27747,3229,868,513,26879,3172,17181,2542,947,506,16234,2544,4763,1239,383,263,4380,1230,2430,742,805,431,1625,582,774,364,205,155,569,340,57566,4604,26720,2705,337,303,26383,2657,20336,2928,136,151,20200,2955,6258,974,55,83,6203,997,2274,749,0,285,2274,749,1978,684,0,285,1978,684,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,117452,5091,58019,2902,27858,2670,879,571,26979,2710,20511,1900,2182,607,18329,1972,5232,893,2102,604,3130,684,3380,823,882,302,2498,774,1038,471,564,255,474,349,59433,4033,26149,2892,87,148,26062,2882,19866,2034,480,340,19386,1995,7022,1090,111,125,6911,1072,3703,982,237,200,3466,936,2693,692,0,244,2693,692,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,56393,4172,25100,2552,13503,1804,432,421,13071,1801,8268,1113,1374,551,6894,1137,1858,703,837,434,1021,499,1199,438,372,223,827,374,272,164,160,122,112,126,31293,2833,15645,1679,124,132,15521,1697,10970,1568,576,397,10394,1526,2693,682,26,33,2667,681,1048,464,0,211,1048,464,937,444,0,211,937,444,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,69459,5055,35453,3179,16429,2465,741,511,15688,2304,13201,1542,2215,761,10986,1431,3478,835,1084,458,2394,772,1337,423,482,225,855,345,1008,461,528,309,480,334,34006,3061,14414,1907,426,394,13988,1813,12544,1847,287,254,12257,1853,3824,996,13,24,3811,993,1549,488,47,77,1502,511,1675,590,116,141,1559,564,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18657,2206,9174,1433,5354,1172,475,355,4879,1101,2959,797,580,391,2379,715,471,283,5,12,466,282,390,254,198,175,192,157,0,228,0,228,0,228,9483,1467,5383,1186,42,70,5341,1177,2974,700,215,200,2759,670,568,316,6,12,562,316,396,237,0,228,396,237,162,142,0,228,162,142,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,55690,4600,26104,3003,13091,2048,652,519,12439,2076,8805,1718,1990,770,6815,1548,3061,1080,745,426,2316,935,944,451,401,264,543,352,203,189,170,161,33,60,29586,2899,14556,1973,213,221,14343,1897,10078,1675,129,158,9949,1651,2653,972,0,309,2653,972,1632,792,318,405,1314,580,667,367,0,309,667,367,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11822,1512,5173,922,1869,661,0,257,1869,661,1976,604,352,239,1624,589,817,430,658,426,159,143,377,255,199,191,178,181,134,106,134,106,0,257,6649,1117,2075,704,0,257,2075,704,2921,705,166,185,2755,716,1042,431,0,257,1042,431,421,273,19,32,402,272,190,145,0,257,190,145,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,133595,8400,66966,5058,30629,3060,581,461,30048,3070,25631,2922,1987,772,23644,2782,5432,1234,641,344,4791,1201,3769,943,552,306,3217,849,1505,489,560,300,945,423,66629,4887,25747,2904,84,103,25663,2890,27050,2612,262,177,26788,2589,6939,1353,0,281,6939,1353,4372,1133,65,109,4307,1138,2521,773,0,281,2521,773,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30101,3077,14728,1797,5578,1206,153,230,5425,1203,5100,976,647,357,4453,964,2117,652,590,351,1527,529,1188,457,462,265,726,356,745,434,616,396,129,146,15373,2245,6468,1733,185,272,6283,1727,5065,1238,104,134,4961,1216,1764,534,48,80,1716,556,1387,529,22,41,1365,526,689,332,0,285,689,332,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,301281,9925,146955,7526,64728,4573,1630,786,63098,4651,53002,4013,3488,1029,49514,3876,15578,2115,2563,795,13015,1992,9244,1732,2402,893,6842,1435,4403,1177,1384,723,3019,850,154326,6180,67220,3673,190,155,67030,3679,53697,3106,219,222,53478,3072,17057,1843,51,83,17006,1855,9617,1599,47,74,9570,1600,6735,1213,0,275,6735,1213,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,104466,6109,49914,3844,25365,2666,1268,587,24097,2610,18436,2632,3263,1198,15173,2247,3823,864,967,420,2856,724,1641,647,489,331,1152,517,649,373,328,249,321,286,54552,4051,24564,2832,436,314,24128,2759,20742,2615,1480,581,19262,2613,4906,1219,186,221,4720,1230,2635,807,0,289,2635,807,1705,746,0,289,1705,746,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,103832,4891,49823,3500,24748,2427,499,269,24249,2387,15417,1950,2958,947,12459,1809,5903,1043,2203,640,3700,801,2757,794,1267,516,1490,592,998,452,654,351,344,224,54009,3114,25248,2386,244,230,25004,2344,18011,1971,611,354,17400,1901,5862,1029,245,205,5617,1018,2932,805,0,269,2932,805,1956,659,0,269,1956,659,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,168562,6499,82930,3543,36033,2871,1513,543,34520,2905,29821,2094,4225,1042,25596,1908,9320,1091,3533,837,5787,1007,5082,726,2359,620,2723,590,2674,487,1888,447,786,274,85632,4427,34045,2879,689,379,33356,2878,31166,2391,838,486,30328,2382,9481,1106,381,304,9100,1056,6770,911,0,253,6770,911,4170,796,145,148,4025,778,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,77260,5216,35773,3100,15006,2261,407,321,14599,2151,13668,1628,2555,759,11113,1598,4852,837,1925,591,2927,771,1393,467,456,287,937,396,854,381,438,255,416,277,41487,3147,18146,2095,373,471,17773,2034,13741,1801,291,248,13450,1766,5829,1125,87,95,5742,1126,2589,655,83,105,2506,643,1182,554,18,34,1164,552,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
