GEO_ID,B17020F_001E,B17020F_001M,B17020F_002E,B17020F_002M,B17020F_003E,B17020F_003M,B17020F_004E,B17020F_004M,B17020F_005E,B17020F_005M,B17020F_006E,B17020F_006M,B17020F_007E,B17020F_007M,B17020F_008E,B17020F_008M,B17020F_009E,B17020F_009M,B17020F_010E,B17020F_010M,B17020F_011E,B17020F_011M,B17020F_012E,B17020F_012M,B17020F_013E,B17020F_013M,B17020F_014E,B17020F_014M,B17020F_015E,B17020F_015M,B17020F_016E,B17020F_016M,B17020F_017E,B17020F_017M,NAME,B17020F_001MA,B17020F_001EA,B17020F_002EA,B17020F_002MA,B17020F_003MA,B17020F_003EA,B17020F_004EA,B17020F_004MA,B17020F_005MA,B17020F_005EA,B17020F_006EA,B17020F_006MA,B17020F_007EA,B17020F_007MA,B17020F_008EA,B17020F_008MA,B17020F_009EA,B17020F_009MA,B17020F_010MA,B17020F_010EA,B17020F_011EA,B17020F_011MA,B17020F_012EA,B17020F_012MA,B17020F_013EA,B17020F_013MA,B17020F_014MA,B17020F_014EA,B17020F_015EA,B17020F_015MA,B17020F_016EA,B17020F_016MA,B17020F_017MA,B17020F_017EA,state
0400000US25,237595,11431,74567,7620,8787,2005,1611,572,8613,2058,8459,2067,44311,4134,1722,684,1064,556,163028,10729,11484,2155,2156,833,12879,2471,14451,2472,115532,7126,3964,1029,2562,824,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,111783,9554,29493,5306,3815,1218,581,495,4966,1503,3421,1088,15963,2898,643,388,104,170,82290,8188,7892,1689,1128,608,8711,1813,9386,2060,52248,5123,1580,540,1345,482,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,64145,6098,14457,3638,1687,699,713,468,1481,671,2009,843,8513,2006,54,90,0,211,49688,5106,5881,1277,1571,617,6142,1467,4882,1131,30388,3078,737,391,87,85,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21645,4138,5441,2207,715,542,271,213,315,239,324,255,3652,1566,77,124,87,107,16204,3481,1984,901,222,229,1181,491,1192,831,11589,2536,36,64,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,55727,5744,18110,5223,2401,1301,557,513,2385,1135,1563,663,11058,3146,146,241,0,259,37617,4746,3891,1204,907,573,3794,1067,2241,819,25051,3103,1225,566,508,334,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33267,4638,6258,2944,1004,622,145,239,1283,809,919,743,2823,1252,70,117,14,19,27009,3937,2070,726,310,225,3015,878,3733,1073,17281,2649,213,171,387,290,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,169062,12745,40857,7162,6700,1744,1413,641,5643,1595,5251,1720,20571,3607,891,685,388,427,128205,11348,11424,2145,2219,975,11286,1909,15831,2865,83124,7373,3005,889,1316,648,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,527246,20986,126508,13448,16733,2717,3317,1023,17640,3437,15090,3155,70552,7248,1885,935,1291,633,400738,19489,30556,3217,5901,1266,32230,3420,33898,3888,279790,14153,13038,2344,5325,1300,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,223465,12630,58734,8987,7335,1853,1580,740,6772,1980,8890,2315,31708,4959,1456,518,993,421,164731,12109,10206,2054,2826,1105,12878,2070,12263,2528,113543,8060,8274,1403,4741,1091,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1545320,27063,415766,17617,43436,3757,8784,1883,50054,4381,54060,5023,238896,10907,13057,1817,7479,1521,1129554,25075,78314,5000,15133,2184,84992,5474,95720,5466,792946,16084,39322,3306,23127,2722,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,293600,14568,107778,10258,19636,3089,3647,1110,16291,2473,12277,2474,55308,5762,450,393,169,190,185822,12560,19551,3231,3658,1195,20412,3246,14122,2205,126046,8322,1355,604,678,407,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,90184,7469,30661,4603,4930,1548,691,359,5184,1319,2395,849,16773,2543,545,427,143,146,59523,6138,4560,1274,861,430,6761,1623,5187,1282,40310,4665,953,415,891,454,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,95278,6961,28613,5130,3713,936,523,390,5087,1549,4330,1359,14362,2582,383,266,215,185,66665,5927,5697,1144,869,490,6944,1557,7081,1695,44315,3782,1208,474,551,305,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,159113,11805,50315,6989,7224,1423,1942,821,7136,1885,7159,2057,25804,3548,886,669,164,268,108798,10795,11053,2491,707,392,10843,2524,11158,2275,72337,6434,1352,607,1348,632,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,219028,11518,85466,8196,9665,1796,3278,954,13091,1985,11181,2411,45878,4724,1733,743,640,541,133562,9840,11780,2168,2035,554,11441,2077,13699,2311,90289,6327,3121,889,1197,494,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,67058,6672,23160,4671,2538,1109,568,390,2817,1289,3945,1255,12237,2596,894,646,161,155,43898,5628,3077,1191,442,414,2986,1126,4627,1070,30727,3948,1463,694,576,434,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,67869,7236,23296,4684,3734,1255,426,330,3433,1206,1870,1020,13659,2589,174,227,0,296,44573,6251,3643,1152,442,385,4062,1094,2185,1034,33116,4710,762,389,363,282,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86514,8376,32565,6281,5797,1640,1138,670,4373,1485,2882,1186,18003,3637,372,541,0,287,53949,7025,4279,1277,1340,602,5180,1470,5069,1530,36810,4782,1271,853,0,287,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1872476,39178,524677,24585,70509,6327,13619,2392,79932,6770,68167,5531,273186,13174,10542,2003,8722,1599,1347799,33900,108050,5966,20882,2889,127626,7431,132275,7547,900310,21216,38187,3327,20469,3014,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,101672,9141,29224,5796,4286,1267,759,479,4961,1281,4090,1612,14717,3190,279,242,132,150,72448,7442,7175,1616,1567,754,6788,1682,5484,1468,49591,4909,1446,786,397,221,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,188161,15645,26608,5371,3656,1521,1570,797,2942,1451,2800,1401,15568,3046,72,102,0,287,161553,13968,15806,2935,3170,1032,15101,3437,16644,2935,108990,9276,1496,812,346,291,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,261004,14197,87134,10125,13932,2748,2316,1028,13734,2473,10104,2191,45294,5238,1202,655,552,506,173870,13298,14720,2305,4211,1285,16990,3197,20150,3415,113681,7850,2272,759,1846,931,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,87293,6527,26285,4669,3949,1412,776,461,3815,1396,2594,982,14725,2579,349,239,77,122,61008,6102,6342,1392,800,456,5577,1496,7164,1671,39355,3572,1094,581,676,283,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,394463,14363,196216,11714,14464,2343,3870,901,19909,2699,23782,2715,115235,7865,10795,1570,8161,1307,198247,10559,7704,1713,2038,773,14033,2057,16506,2708,135164,6750,14220,1741,8582,1593,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
