GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001MA,B25032F_001EA,B25032F_002EA,B25032F_002MA,B25032F_003MA,B25032F_003EA,B25032F_004EA,B25032F_004MA,B25032F_005MA,B25032F_005EA,B25032F_006MA,B25032F_006EA,B25032F_007EA,B25032F_007MA,B25032F_008MA,B25032F_008EA,B25032F_009EA,B25032F_009MA,B25032F_010MA,B25032F_010EA,B25032F_011MA,B25032F_011EA,state
0400000US24,39333,2585,16366,1919,7735,1710,283,238,1047,449,2655,915,8890,1698,1096,656,1004,614,257,267,0,289,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,76225,3542,12530,1809,3761,916,12497,2046,21102,2576,10671,1873,5189,1221,3974,1079,6447,1367,54,87,0,285,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27943,2394,16864,2020,1454,606,1326,556,997,579,1279,518,2561,1107,830,547,159,147,2473,803,0,244,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15903,1987,5590,1199,777,507,945,538,673,453,1173,721,1742,1019,1782,676,1984,839,1237,576,0,211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16316,1984,8572,1450,1186,711,715,465,577,437,1305,682,1355,661,804,469,477,467,1325,664,0,259,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9056,1571,6288,1227,398,319,315,332,270,228,396,246,579,415,97,142,102,184,611,388,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,43393,3528,24148,2450,2517,894,933,558,3112,1032,6073,1748,1229,668,1362,789,1126,525,2893,963,0,309,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,148401,6047,37214,3647,13798,1978,33397,2947,20668,2262,14770,2246,10370,2088,8693,1821,8702,1887,789,544,0,281,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,77366,4311,44073,3465,1474,580,843,483,5682,1375,3315,1131,3289,1106,1426,693,1374,629,15707,1953,183,299,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,446257,7980,62132,4476,14129,1908,61856,4108,47145,3797,35098,3143,29675,3126,85118,5053,109601,5712,1126,480,377,369,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,74382,4474,28363,3025,1688,635,3475,1264,3302,1023,5190,1431,6493,1750,2848,1013,633,488,22390,2744,0,289,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25284,2353,12679,1735,1017,420,2570,987,2004,941,2061,659,1820,752,611,451,897,495,1625,696,0,269,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25358,1923,17989,1610,410,270,611,501,837,515,1294,678,769,503,177,172,432,216,2787,817,52,89,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39015,3102,16991,2086,1401,641,2895,1038,2871,1016,4169,1207,1928,1163,3204,1199,1747,797,3569,1140,240,373,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,60513,3712,10543,1557,30672,2782,5543,1654,3446,1028,4374,1096,2110,836,1225,615,1917,720,683,404,0,246,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18108,2162,3937,1169,409,343,3749,1068,6515,1314,1122,642,977,527,370,294,934,521,95,157,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18938,2350,6868,1627,472,379,717,524,991,549,1403,768,919,510,879,541,261,296,6428,1523,0,296,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21798,2785,10236,2268,1129,577,740,477,1232,670,2219,806,1741,762,1602,622,465,374,2434,889,0,287,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,517910,10066,299462,8179,13245,2152,12341,1861,18496,2721,30188,3385,48429,3695,27492,3024,25535,2537,42253,3404,469,352,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26926,2639,14315,1920,877,413,2109,880,1782,747,1316,699,2096,910,1070,668,774,389,2496,1087,91,152,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44610,3710,17005,2834,9434,2009,283,351,1389,693,4609,1239,5342,1285,1099,534,2997,1114,2452,902,0,287,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,65787,3791,29720,2838,1502,476,2785,1081,4580,1505,6021,1647,4394,1221,2827,1068,3273,961,10357,1792,328,306,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23204,2320,10061,1437,815,337,5290,1077,1897,755,1524,742,1063,503,1092,622,509,473,953,419,0,218,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,137512,4895,94522,4197,16421,2208,5301,1306,4038,1115,5298,1256,6495,1253,1300,674,3974,890,69,112,94,153,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
