GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002EA,B10051F_002MA,B10051F_003MA,B10051F_003EA,B10051F_004MA,B10051F_004EA,B10051F_005MA,B10051F_005EA,B10051F_006EA,B10051F_006MA,B10051F_007MA,B10051F_007EA,state
0400000US25,8102,1800,2874,1338,2544,1338,330,259,5228,1260,3786,1146,1442,559,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4708,1411,1631,701,1071,604,560,346,3077,1194,1689,942,1388,626,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1791,766,446,517,422,519,24,41,1345,576,780,486,565,335,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,6176,1904,1801,932,1198,785,603,501,4375,1792,2952,1391,1423,887,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,18458,3055,4153,1162,3362,1114,791,449,14305,2805,8039,2379,6266,1429,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8080,1761,4059,1266,3152,1206,907,497,4021,1384,2268,1065,1753,954,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,60865,5232,18830,3345,14606,2722,4224,1420,42035,4152,21933,2936,20102,2929,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7355,1740,3803,1388,3205,1293,598,536,3552,1136,2184,896,1368,753,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2435,936,703,604,628,538,75,112,1732,660,869,503,863,389,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3038,859,2072,806,1692,800,380,304,966,517,480,356,486,330,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,5798,1568,2641,1242,2322,1179,319,264,3157,1103,1604,716,1553,756,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,6715,1796,2260,920,1611,679,649,519,4455,1525,2236,858,2219,1179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2532,1077,458,333,232,267,226,282,2074,1038,1078,821,996,622,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,74236,5768,29284,3740,23300,3081,5984,1700,44952,4731,26318,4162,18634,2465,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4214,1740,1798,1073,1048,638,750,862,2416,1357,1889,1313,527,291,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6724,1797,2165,1014,2034,1007,131,156,4559,1665,3268,1512,1291,805,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,8127,1943,2246,1091,1730,1036,516,407,5881,1647,3432,1262,2449,1227,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3464,1317,765,521,612,495,153,136,2699,1287,2249,1242,450,335,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15373,2368,7096,1527,4363,1168,2733,877,8277,1718,4634,1256,3643,1022,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
