GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001MA,B17010I_001EA,B17010I_002EA,B17010I_002MA,B17010I_003MA,B17010I_003EA,B17010I_004EA,B17010I_004MA,B17010I_005MA,B17010I_005EA,B17010I_006EA,B17010I_006MA,B17010I_007EA,B17010I_007MA,B17010I_008EA,B17010I_008MA,B17010I_009EA,B17010I_009MA,B17010I_010EA,B17010I_010MA,B17010I_011MA,B17010I_011EA,B17010I_012MA,B17010I_012EA,B17010I_013MA,B17010I_013EA,B17010I_014MA,B17010I_014EA,B17010I_015EA,B17010I_015MA,B17010I_016MA,B17010I_016EA,B17010I_017EA,B17010I_017MA,B17010I_018MA,B17010I_018EA,B17010I_019EA,B17010I_019MA,B17010I_020MA,B17010I_020EA,B17010I_021EA,B17010I_021MA,B17010I_022MA,B17010I_022EA,B17010I_023EA,B17010I_023MA,B17010I_024EA,B17010I_024MA,B17010I_025EA,B17010I_025MA,B17010I_026MA,B17010I_026EA,B17010I_027EA,B17010I_027MA,B17010I_028MA,B17010I_028EA,B17010I_029EA,B17010I_029MA,B17010I_030EA,B17010I_030MA,B17010I_031MA,B17010I_031EA,B17010I_032EA,B17010I_032MA,B17010I_033MA,B17010I_033EA,B17010I_034MA,B17010I_034EA,B17010I_035MA,B17010I_035EA,B17010I_036MA,B17010I_036EA,B17010I_037EA,B17010I_037MA,B17010I_038MA,B17010I_038EA,B17010I_039MA,B17010I_039EA,B17010I_040MA,B17010I_040EA,B17010I_041MA,B17010I_041EA,state
0400000US13,159490,4762,47145,3526,26957,2957,24515,2818,3912,1326,12955,2218,7648,1426,2442,834,20188,2429,6473,1394,5798,1251,1522,621,2516,1009,1760,690,675,498,13715,1955,12620,1970,1933,828,4178,1221,6509,1343,1095,652,112345,4600,79862,4181,55454,3937,11774,2166,14944,2007,28736,3083,24408,2572,32483,2695,16465,2172,8958,1967,2292,936,2507,1027,4159,1233,7507,1398,16018,2337,13204,2007,2162,882,2093,727,8949,1890,2814,901,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,21096,1804,3337,846,1050,529,658,458,120,196,160,153,378,318,392,424,2287,729,21,39,0,275,0,275,0,275,0,275,21,39,2266,733,1946,692,243,246,745,506,958,408,320,337,17759,1885,12595,1707,7312,1348,1506,569,2523,944,3283,940,5283,1134,5164,1233,1406,703,768,465,240,266,80,102,448,378,638,502,3758,913,2671,762,745,482,678,431,1248,579,1087,500,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36861,1938,9767,1686,4719,1389,4199,1255,1640,882,1384,549,1175,487,520,327,5048,1115,1479,515,1409,512,845,449,342,270,222,179,70,120,3569,951,3523,953,235,313,1116,435,2172,887,46,76,27094,2064,18893,1981,13484,1908,2223,845,4591,1355,6670,1268,5409,1259,8201,1448,3530,1127,1957,791,253,248,792,619,912,501,1573,751,4671,1075,3872,1070,888,526,1180,659,1804,650,799,468,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,406328,5357,74440,4477,36452,3223,33302,3155,3209,889,15009,1872,15084,2219,3150,990,37988,3666,9791,1885,7929,1725,2124,905,2273,812,3532,1178,1862,818,28197,3212,25555,3059,6245,1268,9204,1815,10106,1773,2642,777,331888,5750,227093,5794,155696,5572,23155,2460,43966,3512,88575,4280,71397,3751,104795,4961,42492,3691,24769,3013,7107,1383,6258,1400,11404,2001,17723,2095,62303,3807,44692,3533,6232,1199,8718,1731,29742,2993,17611,2255,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,74624,2787,18374,2189,8406,1620,7599,1522,1823,834,2158,810,3618,994,807,413,9968,1844,2407,781,2081,794,848,416,556,394,677,478,326,272,7561,1621,6616,1551,567,421,3705,1175,2344,871,945,567,56250,2707,38623,2581,24029,2377,3404,953,6384,1164,14241,2054,14594,1671,17627,2147,6584,1436,5050,1189,1085,502,1713,749,2252,665,1534,678,11043,1673,7996,1409,1782,855,1985,785,4229,980,3047,1040,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27076,1732,6296,1368,3026,870,2545,791,534,412,1120,516,891,484,481,423,3270,1099,528,477,528,477,164,210,235,363,129,213,0,228,2742,959,2545,934,391,312,1246,670,908,485,197,288,20780,1869,14344,1657,9785,1429,1475,571,3097,885,5213,1063,4559,846,6436,1260,2934,868,1849,640,713,364,356,299,780,468,1085,586,3502,915,2863,820,360,344,786,437,1717,749,639,301,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,57878,2398,13053,1995,6032,1206,5435,1179,944,564,2725,730,1766,679,597,340,7021,1569,1591,942,1337,811,336,348,424,481,577,628,254,420,5430,1238,5292,1239,1438,677,1715,817,2139,837,138,92,44825,2477,33221,2364,22099,2170,3924,1022,7580,1341,10595,1576,11122,1578,11604,1739,5307,1222,3715,1038,1129,691,1047,600,1539,707,1592,689,6297,1174,5184,1121,1355,631,1385,585,2444,862,1113,431,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22608,2054,6723,1366,3191,920,3053,935,827,582,1485,541,741,441,138,146,3532,1190,1035,534,868,499,671,484,62,69,135,146,167,196,2497,1058,2016,749,191,271,1030,579,795,487,481,605,15885,1819,11569,1553,8076,1346,2111,716,1968,781,3997,1117,3493,1083,4316,1080,2377,817,882,469,327,325,0,271,555,373,1495,626,1939,749,1482,651,234,214,316,313,932,530,457,391,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36864,2630,6369,1262,2827,813,2239,663,676,502,900,426,663,337,588,433,3542,962,384,271,290,227,233,207,8,15,49,87,94,161,3158,926,2754,882,1290,659,621,283,843,536,404,336,30495,2636,23205,2146,13039,1752,3694,1037,2292,663,7053,1412,10166,1735,7290,1413,3422,974,1741,709,524,280,274,298,943,573,1681,644,3868,1072,1362,599,367,298,206,187,789,491,2506,941,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,89187,3119,9875,1768,2837,1026,2499,984,369,344,1427,818,703,415,338,312,7038,1400,1920,773,1779,760,565,382,863,572,351,408,141,199,5118,1203,4769,1162,1041,560,1023,657,2705,872,349,265,79312,3077,53825,3158,36665,2521,8782,1812,11525,1973,16358,2084,17160,1933,25487,2853,15608,2534,9423,1922,2527,901,2459,854,4437,1252,6185,1459,9879,1720,7739,1696,855,495,2063,881,4821,1307,2140,628,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,134267,3356,39870,3136,7373,1520,5238,1418,1062,757,1884,839,2292,861,2135,773,32497,2921,3284,934,2413,881,876,598,702,457,835,569,871,493,29213,2774,26738,2829,6544,1470,7883,1852,12311,1969,2475,783,94397,4286,49824,3591,32426,2946,6528,1391,6985,1624,18913,2270,17398,2237,44573,3322,11688,1910,7683,1842,2420,920,1435,736,3828,1244,4005,1016,32885,2865,23451,2249,3982,1025,5646,1312,13823,2217,9434,1619,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,84649,3286,21227,2169,9119,1375,8109,1318,1616,736,3664,946,2829,861,1010,488,12108,1765,2490,961,2048,821,477,479,776,504,795,511,442,303,9618,1701,8757,1696,1567,729,3593,1266,3597,899,861,409,63422,3042,42511,2911,26458,2374,4728,1451,6766,1201,14964,1622,16053,1680,20911,2155,7306,1783,4515,1321,1232,628,618,402,2665,1029,2791,866,13605,1661,8966,1465,1386,514,1249,574,6331,1392,4639,1090,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,46617,2702,10702,1612,3556,848,3313,816,840,517,1550,592,923,578,243,196,7146,1461,1706,594,1418,551,337,362,450,332,631,355,288,252,5440,1343,5392,1336,1186,595,2459,818,1747,827,48,84,35915,2543,24500,2271,17475,2105,3986,1378,5015,1202,8474,1517,7025,1184,11415,1881,4790,1250,3031,1061,1213,601,665,454,1153,638,1759,743,6625,1442,5619,1372,1363,694,1259,805,2997,822,1006,424,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,12689,1522,3354,972,1827,734,1290,619,268,255,566,425,456,456,537,386,1527,620,333,257,333,257,248,216,85,149,0,287,0,287,1194,549,1106,534,123,163,245,245,738,445,88,150,9335,1338,7539,1251,5095,1065,1569,717,975,538,2551,846,2444,870,1796,543,617,339,460,323,117,134,44,65,299,291,157,156,1179,447,771,382,141,182,382,291,248,190,408,319,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40067,2301,8632,1401,3778,985,3136,873,268,213,1323,652,1545,717,642,361,4854,1123,788,423,788,423,232,187,201,186,355,337,0,259,4066,1043,3791,986,944,568,1496,714,1351,636,275,324,31435,2317,22816,2149,14581,1859,3378,1033,3957,871,7246,1257,8235,1343,8619,1420,2978,802,2020,633,613,382,50,76,1357,552,958,498,5641,1189,3645,956,455,321,816,465,2374,840,1996,636,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33986,2047,9156,1679,4021,1155,3694,1048,654,409,1834,843,1206,607,327,313,5135,1231,1333,795,1333,795,485,441,449,412,399,363,0,228,3802,896,3536,923,398,321,1411,725,1727,833,266,243,24830,2230,17100,2044,11485,1510,1456,633,3203,948,6826,1181,5615,1243,7730,1537,2735,1021,2147,929,164,214,673,625,1310,679,588,373,4995,1033,3990,954,1029,616,559,412,2402,843,1005,451,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
