GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001MA,C21001B_001EA,C21001B_002EA,C21001B_002MA,C21001B_003EA,C21001B_003MA,C21001B_004MA,C21001B_004EA,C21001B_005MA,C21001B_005EA,C21001B_006MA,C21001B_006EA,C21001B_007MA,C21001B_007EA,C21001B_008MA,C21001B_008EA,C21001B_009MA,C21001B_009EA,C21001B_010MA,C21001B_010EA,C21001B_011MA,C21001B_011EA,C21001B_012MA,C21001B_012EA,C21001B_013EA,C21001B_013MA,C21001B_014EA,C21001B_014MA,C21001B_015EA,C21001B_015MA,state
0400000US13,1938504,6347,884536,4447,817321,4863,137074,5614,680247,6863,67215,1523,26370,1596,40845,1931,1053968,3815,936763,4069,32507,3258,904256,4988,117205,2057,764,394,116441,2046,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15877,1703,8158,1185,7405,1191,3601,1019,3804,1223,753,452,635,416,118,161,7719,1015,7018,1068,1703,941,5315,1175,701,334,356,288,345,251,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1315392,4929,591656,3770,526611,3794,72029,4265,454582,5478,65045,1213,30750,2202,34295,2186,723736,3139,619539,2648,11159,1815,608380,3236,104197,1393,771,302,103426,1419,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,376740,3163,173910,1828,156925,1955,29190,2863,127735,3051,16985,767,8426,842,8559,1006,202830,2519,174954,2399,3608,1013,171346,2493,27876,913,242,189,27634,945,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,43871,1837,21990,1466,20540,1402,2119,592,18421,1375,1450,454,657,296,793,358,21881,1318,19040,1407,36,74,19004,1396,2841,659,80,134,2761,650,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,106964,2233,52652,1624,48406,1501,9517,1374,38889,1715,4246,559,1865,605,2381,539,54312,1280,47581,1225,1754,751,45827,1432,6731,641,38,63,6693,653,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,219649,3377,103502,2521,93780,2446,16523,2091,77257,2799,9722,770,4910,840,4812,810,116147,2333,100063,2460,2201,734,97862,2453,16084,1134,0,267,16084,1134,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,932715,2987,424562,2177,381188,2488,50631,3929,330557,4554,43374,1378,15313,1465,28061,1726,508153,2000,436252,2036,6894,1316,429358,2286,71901,1071,272,194,71629,1038,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1174206,4448,530050,2862,477957,2757,87584,3889,390373,4524,52093,856,25713,1845,26380,1986,644156,3228,563694,3230,18202,2207,545492,3825,80462,887,1125,481,79337,941,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,276510,4115,130988,2839,119473,2754,9837,1397,109636,3013,11515,908,3690,780,7825,988,145522,2410,128946,2213,868,519,128078,2326,16576,1101,193,143,16383,1089,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,993269,4663,453845,3408,406151,3146,49471,3219,356680,4171,47694,845,26365,1708,21329,1461,539424,2855,464621,2771,5105,1175,459516,2958,74803,902,667,347,74136,803,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,145932,2163,75885,1650,72345,1733,6199,1120,66146,1995,3540,640,1106,340,2434,701,70047,1450,65760,1469,681,427,65079,1595,4287,265,44,79,4243,270,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,742863,3438,337139,2538,303710,2896,34280,3228,269430,4215,33429,1638,9599,1281,23830,1838,405724,2161,351891,2238,5928,1352,345963,2514,53833,1215,176,150,53657,1202,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,457296,3466,206480,2248,184929,2295,32762,2647,152167,3586,21551,667,9941,957,11610,1217,250816,2326,214845,2159,3858,1093,210987,2274,35971,951,218,213,35753,961,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,47938,1235,23508,836,21624,870,3658,938,17966,1131,1884,150,979,290,905,269,24430,794,21611,796,930,474,20681,887,2819,161,53,86,2766,176,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,126779,2102,63564,1131,56762,1162,12474,1516,44288,1922,6802,397,3770,784,3032,656,63215,1646,55156,1588,1673,741,53483,1628,8059,364,140,155,7919,388,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,850861,5222,389543,3284,348268,3055,39250,3478,309018,4327,41275,1070,17794,1630,23481,1545,461318,3218,395090,3007,5766,1194,389324,3433,66228,1068,801,393,65427,1134,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25793,1364,13358,980,12384,860,3130,956,9254,982,974,441,347,201,627,408,12435,1037,10904,1180,680,313,10224,1225,1531,425,0,279,1531,425,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2152864,11165,957886,6825,851904,6364,66943,4361,784961,7286,105982,1543,32699,2413,73283,2654,1194978,6453,1010808,6392,10098,1676,1000710,6258,184170,1612,642,320,183528,1596,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1344170,5009,606119,3475,544827,3602,96006,5090,448821,6084,61292,1495,23077,1871,38215,2209,738051,2893,633273,2654,17459,2101,615814,3508,104778,1313,761,317,104017,1378,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,944644,3913,434751,3228,384906,3202,60379,4101,324527,4667,49845,1212,26662,1763,23183,2030,509893,2684,431209,2920,6785,1236,424424,2837,78684,1213,202,139,78482,1218,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,182406,2992,89404,2378,80682,2311,13900,1752,66782,2439,8722,978,4923,933,3799,835,93002,2236,80044,2375,3249,1056,76795,2482,12958,828,176,186,12782,824,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43555,1872,22299,1608,20345,1616,3299,909,17046,1616,1954,379,827,361,1127,371,21256,1340,18363,1290,589,391,17774,1303,2893,693,0,269,2893,693,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,908229,4122,415962,2878,368599,3158,50533,3390,318066,4481,47363,1026,22521,1680,24842,1656,492267,2782,413479,2758,5697,1265,407782,2902,78788,1226,540,276,78248,1270,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,37790,2924,19589,2536,18398,2212,1745,583,16653,2243,1191,550,209,223,982,525,18201,1250,16498,1086,653,454,15845,1088,1703,421,63,102,1640,423,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,884823,3077,399926,2180,356289,2839,63664,3694,292625,4843,43637,1658,14959,1483,28678,1926,484897,2056,413359,1993,10627,1712,402732,2534,71538,759,594,393,70944,818,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,706341,4184,321709,3209,293568,3079,43983,3265,249585,4090,28141,1033,10682,1214,17459,1465,384632,2502,334052,2440,7076,1360,326976,2914,50580,1413,459,351,50121,1490,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1891614,7134,884969,5500,810430,5190,131251,5814,679179,7235,74539,1912,33460,2082,41079,2066,1006645,4465,886924,4606,24117,2588,862807,5157,119721,1984,1457,510,118264,1930,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14379,1006,8352,849,7960,802,1560,642,6400,963,392,206,122,132,270,220,6027,644,5579,662,51,93,5528,669,448,269,0,255,448,269,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1071285,5730,494982,4698,443897,4924,105023,5089,338874,6604,51085,1598,24094,2012,26991,1712,576303,3512,493585,3240,21964,2874,471621,4311,82718,1893,612,314,82106,1946,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,148836,3103,80701,2160,74875,2193,18634,1836,56241,2522,5826,410,4096,656,1730,572,68135,1960,61773,1933,1858,604,59915,1990,6362,506,172,159,6190,523,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,46448,1721,23611,1487,21318,1462,3403,861,17915,1454,2293,517,1460,401,833,343,22837,1324,18207,1143,782,484,17425,1148,4630,855,0,261,4630,855,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,212833,2031,102251,1630,94885,1636,10811,1717,84074,2086,7366,446,3140,556,4226,688,110582,1383,99391,1327,1964,691,97427,1460,11191,517,18,30,11173,519,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,236006,8373,115204,4872,100371,4563,5117,1040,95254,4453,14833,1359,3223,593,11610,1152,120802,5728,101096,5357,335,230,100761,5363,19706,1604,0,275,19706,1604,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
