GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001MA,B19101F_001EA,B19101F_002MA,B19101F_002EA,B19101F_003MA,B19101F_003EA,B19101F_004MA,B19101F_004EA,B19101F_005EA,B19101F_005MA,B19101F_006EA,B19101F_006MA,B19101F_007MA,B19101F_007EA,B19101F_008EA,B19101F_008MA,B19101F_009MA,B19101F_009EA,B19101F_010EA,B19101F_010MA,B19101F_011EA,B19101F_011MA,B19101F_012MA,B19101F_012EA,B19101F_013EA,B19101F_013MA,B19101F_014MA,B19101F_014EA,B19101F_015MA,B19101F_015EA,B19101F_016EA,B19101F_016MA,B19101F_017EA,B19101F_017MA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,31277,2999,1239,637,868,529,1086,600,1309,716,1450,742,2130,725,2448,919,1932,740,2038,754,3713,963,2587,861,4499,1254,2743,1000,1965,856,724,476,546,375,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,64306,4100,7611,1371,4792,1200,6394,1460,5509,1242,5069,1477,4634,1258,3898,1235,2751,1058,2469,898,5277,1282,5130,1277,6252,1329,2494,949,750,433,900,531,376,243,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,36707,2505,3121,829,2390,913,3351,1002,2564,806,3001,1121,3739,1073,2167,687,1617,584,1152,480,3117,898,3984,1124,3644,918,1681,583,578,338,368,275,233,272,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16223,1874,1325,601,1150,556,1520,695,1485,678,2221,724,905,547,730,364,960,459,928,432,775,304,1451,548,1486,500,676,443,126,123,365,298,120,117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,13705,1936,2303,934,572,334,1010,599,966,464,952,539,554,378,564,385,1020,531,728,485,1224,550,823,411,1451,621,593,327,262,276,638,527,45,74,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11388,1339,482,286,573,348,416,250,986,437,1158,455,919,453,1009,452,770,391,854,439,1077,453,1959,651,646,344,376,224,31,53,28,47,104,178,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45223,3171,3041,890,1187,569,2739,1017,2997,1037,3481,1133,3401,912,2660,879,3470,954,2239,761,4669,1314,5727,1134,6085,1378,1729,701,848,561,595,333,355,336,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,147336,5282,13223,2155,8128,1499,10299,1698,10580,2047,10090,2296,7638,1808,9976,1949,8648,1463,7871,1693,14641,2265,15889,2448,14539,2034,7644,1369,3685,1067,3209,938,1276,555,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,75525,4221,6769,1562,4373,1003,6302,1222,5229,1246,5618,1284,5889,1111,6185,1471,5033,1271,4107,1065,6392,1298,6715,1266,7563,1478,2895,720,1073,492,937,356,445,279,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,387509,7431,48304,3425,32216,3043,31571,3544,29703,3372,28352,3097,22797,2067,23456,2551,19485,2497,19014,2224,28679,2921,37432,3571,32933,2785,17979,2338,6622,1538,7186,1588,1780,742,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,69646,4127,5060,1263,4894,1422,8562,1987,7353,1513,8225,1739,6486,1375,4203,1234,4449,1137,4179,1272,6184,1222,4895,1228,2830,901,1109,517,617,378,473,344,127,213,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,23291,2293,2574,741,1290,572,1569,720,1547,605,2070,631,1570,598,1513,637,1471,606,1037,432,1469,557,2383,737,2039,643,1414,647,839,571,400,298,106,133,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21216,1655,1998,816,2238,769,2491,799,2574,883,1183,499,1968,782,1766,613,1402,711,862,456,1445,499,1370,494,1291,453,365,240,145,125,66,112,52,88,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25987,2522,2283,898,1809,658,1899,792,1825,762,1783,706,1949,703,2213,824,1799,812,1374,659,2150,785,3086,988,2600,861,478,294,0,269,520,379,219,186,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,58065,3122,8408,1451,4470,1050,4680,990,5594,1128,4346,1160,4029,1029,4877,1323,2723,812,2566,976,3823,900,4155,1215,5522,1464,1454,563,442,257,664,420,312,235,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17784,2049,1642,663,2929,943,1664,637,1089,609,1650,718,815,481,1114,468,965,579,1524,785,913,568,1490,708,1141,494,527,306,175,179,146,240,0,281,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11862,1589,675,406,825,534,1035,672,1605,776,1536,701,1345,689,518,480,480,352,733,463,848,410,723,519,1139,625,155,171,106,129,64,94,75,129,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,14447,1637,550,442,671,505,2465,891,1276,628,1077,507,1204,602,895,546,1197,462,743,427,976,439,879,448,1856,779,132,153,316,285,106,95,104,135,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,678387,9808,62782,4225,54399,3612,57658,3690,56370,4227,58983,4161,53822,3293,45468,4078,37127,3017,34739,3026,61202,3867,60468,4445,54431,3759,22213,2438,10113,1547,4955,1009,3657,953,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24948,2224,1575,741,1367,806,1419,691,2248,911,1745,586,1910,670,2069,689,1767,712,1845,711,2463,717,2166,778,2791,944,833,496,557,412,141,167,52,86,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,38070,2843,2122,884,995,508,1382,645,2229,1023,1563,719,2115,964,2543,926,2076,771,2088,842,4923,1522,4988,1166,4925,1175,2820,1035,780,413,1788,620,733,488,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,60229,3696,5551,1035,4253,1355,5064,1277,7328,1182,5540,1516,4984,1435,3625,949,3019,776,3535,1153,4730,1203,4653,1050,3948,1041,1959,766,995,438,684,537,361,286,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31529,2459,3510,1110,2964,1036,3490,1113,2395,739,2777,1086,2423,943,1530,598,1867,778,1518,602,3596,1067,2854,960,1253,556,566,298,376,298,192,216,218,298,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,112814,4141,33941,2573,14694,1634,11042,1402,10268,1429,7139,1209,7933,1075,4684,926,4227,1033,3102,745,5531,1155,4779,1117,3557,865,828,407,263,187,363,308,463,303,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
