GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001EA,B19101D_001MA,B19101D_002MA,B19101D_002EA,B19101D_003EA,B19101D_003MA,B19101D_004MA,B19101D_004EA,B19101D_005MA,B19101D_005EA,B19101D_006EA,B19101D_006MA,B19101D_007EA,B19101D_007MA,B19101D_008MA,B19101D_008EA,B19101D_009MA,B19101D_009EA,B19101D_010MA,B19101D_010EA,B19101D_011EA,B19101D_011MA,B19101D_012EA,B19101D_012MA,B19101D_013MA,B19101D_013EA,B19101D_014MA,B19101D_014EA,B19101D_015MA,B19101D_015EA,B19101D_016EA,B19101D_016MA,B19101D_017EA,B19101D_017MA,state
0400000US13,57634,2440,2353,910,1246,575,1472,717,1612,816,2351,896,2357,731,2644,769,2586,807,2822,742,5697,1140,7374,1200,9229,1434,5287,1055,3295,760,3927,972,3382,782,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,131933,3888,3269,953,2261,651,3184,850,4299,843,4849,1251,4080,979,4588,992,5048,1038,6341,1381,11071,1674,16894,1791,24089,2045,16719,1728,9761,1433,8988,1333,6492,1144,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,128178,3307,4364,1070,2254,787,3807,1039,3792,1206,4150,1166,4346,1108,4554,1237,3854,887,4853,1118,9382,1734,16938,2105,20749,1840,16144,1935,10427,1317,10268,1501,8296,1232,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,17732,1629,960,506,260,224,553,353,971,518,960,582,880,374,750,373,965,542,726,506,823,434,2533,792,1980,484,1370,493,698,366,1509,571,1794,650,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10968,1069,382,292,258,220,321,228,368,223,630,454,443,246,568,333,400,279,486,412,1108,509,1651,644,1767,644,1242,523,582,382,369,288,393,240,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,15032,1259,366,234,361,272,723,428,1069,591,484,318,695,347,656,334,577,309,1194,532,1025,444,2130,698,2288,613,1433,644,1081,623,575,269,375,239,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9334,1077,747,532,386,240,306,229,496,370,406,338,343,325,378,317,320,337,231,214,840,366,962,501,1518,462,1039,566,444,304,433,263,485,314,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12884,1176,1006,677,540,318,647,333,601,470,147,243,332,280,1127,514,854,516,830,375,1246,543,1239,546,1741,805,679,339,674,326,497,438,724,360,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,69562,2321,1420,566,606,421,1676,709,1729,631,2308,919,2302,663,1542,508,2434,829,1887,612,4566,982,6986,1245,9788,1523,11478,1589,6684,1237,8117,1209,6039,1057,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,77021,2822,4124,1181,3918,1115,3093,1148,1621,588,2097,740,1948,696,3204,953,2585,906,2807,920,5197,1181,9764,1706,9410,1667,6746,1438,6985,1401,6979,1465,6543,1293,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,56149,2301,2066,695,1185,454,678,414,2246,627,1883,638,1378,541,2179,650,2740,838,1707,664,3721,791,6491,1232,10298,1638,6419,1104,3744,950,5759,1114,3655,851,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,39066,1776,1616,604,1618,651,1202,491,1405,596,1552,529,945,416,2262,751,1406,413,1991,601,4422,1107,5450,1051,6045,1030,4198,814,1817,552,1344,639,1793,601,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5015,745,152,180,303,309,263,223,178,215,445,343,81,132,430,496,472,313,347,222,390,273,475,306,674,418,500,310,0,283,185,196,120,149,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20342,1485,827,486,857,543,684,321,514,307,1082,496,1449,679,1132,612,1006,577,741,312,1971,705,2529,633,2676,632,2232,711,810,429,916,386,916,345,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7492,755,285,246,174,214,319,234,114,123,111,126,178,183,603,376,315,282,274,209,780,511,1513,570,1436,481,700,428,360,207,124,137,206,183,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34566,1934,1151,514,757,471,921,489,1661,638,1138,533,1492,514,968,428,2126,698,2230,884,3314,954,4781,869,6206,1208,4171,954,1261,548,992,384,1397,572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,167317,3463,4368,1076,2559,888,2360,698,3444,1068,3775,1013,4498,1057,3865,1033,4925,1131,5001,1076,9915,1426,16396,1920,23666,2323,24090,1988,15248,1679,22791,1961,20416,2186,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6161,767,102,93,126,159,255,249,721,432,459,290,74,127,390,335,78,132,0,279,699,340,689,377,623,411,700,333,505,393,268,194,472,274,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,299948,5128,14179,1820,13008,1778,14082,1958,16155,2268,14645,1995,12023,1956,13830,1859,15620,2285,11947,1605,22469,2178,29335,2825,34988,2919,26401,2713,18556,2176,20747,2444,21963,2016,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38411,1831,2003,663,936,400,1146,609,2303,819,1588,724,1979,678,1439,607,2081,708,2309,903,3011,786,3495,908,5958,1277,4138,1062,2335,681,1891,646,1799,606,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42539,2078,1879,774,1855,816,1224,603,2264,789,1219,529,1653,815,1318,474,2052,717,2294,864,3330,991,4866,1048,4822,971,5155,1037,2409,765,3142,774,3057,775,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13182,1208,747,366,399,294,400,346,460,405,1220,652,453,306,554,373,825,507,1008,521,1008,427,1582,575,2546,912,748,405,162,227,273,299,797,345,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31009,1809,953,434,1430,672,1130,488,2118,832,918,518,1558,533,1100,624,1755,784,762,452,2179,682,4288,995,5002,897,3811,988,1069,507,1565,562,1371,516,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,66019,2924,2480,739,2947,1165,2187,802,2910,845,2055,734,2641,790,3247,864,2787,820,2570,801,5029,1158,7686,1451,8350,1266,5993,1010,4172,874,6179,1158,4786,737,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5367,817,371,357,288,284,271,267,63,105,267,204,174,175,97,121,384,255,262,288,446,306,822,589,431,301,350,214,488,365,218,182,435,280,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11420,1294,638,452,187,153,315,302,160,151,1065,658,604,387,735,499,778,387,761,402,673,343,1602,636,1528,520,1138,550,409,288,542,399,285,279,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17733,1256,530,376,390,431,477,373,1113,633,740,467,1501,764,699,410,1303,686,986,609,1724,588,2166,720,2209,642,1335,568,896,408,614,360,1050,511,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,181633,4282,7291,1499,5598,1271,5541,1381,8833,1654,6306,1436,8223,1408,8667,1319,7037,1432,6950,1408,14726,2117,21671,2611,26091,2280,20127,1936,11156,1576,12675,1630,10741,1639,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,10614,1136,908,478,556,487,214,191,349,324,234,210,53,92,557,384,424,279,731,470,1154,444,1479,473,1591,612,1393,513,488,334,257,198,226,181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83091,2423,2308,694,1124,581,1583,555,1675,583,2128,1046,3349,990,2942,832,2358,712,4005,969,5810,1036,9696,1445,12896,1657,11952,1788,6801,1127,8216,1305,6248,1199,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,97430,3329,3581,935,3078,888,2562,888,4586,1064,4381,1179,3935,1253,4502,1327,3603,997,3646,986,9989,1590,9238,1605,16590,2076,9612,1541,6923,1230,6573,1278,4631,1009,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23963,1817,1215,536,828,386,705,371,978,479,1421,589,953,428,2082,584,1481,627,648,342,2104,745,2691,736,3267,972,1980,573,944,491,644,294,2022,741,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
