GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001EA,B19101B_001MA,B19101B_002EA,B19101B_002MA,B19101B_003MA,B19101B_003EA,B19101B_004MA,B19101B_004EA,B19101B_005MA,B19101B_005EA,B19101B_006EA,B19101B_006MA,B19101B_007EA,B19101B_007MA,B19101B_008MA,B19101B_008EA,B19101B_009MA,B19101B_009EA,B19101B_010MA,B19101B_010EA,B19101B_011EA,B19101B_011MA,B19101B_012EA,B19101B_012MA,B19101B_013MA,B19101B_013EA,B19101B_014MA,B19101B_014EA,B19101B_015EA,B19101B_015MA,B19101B_016MA,B19101B_016EA,B19101B_017EA,B19101B_017MA,state
0400000US24,380330,6954,22127,2322,13207,1848,13729,1968,15593,2025,20251,2718,20759,2545,18528,2394,17955,2139,15171,2025,34838,3350,40881,3310,59046,3474,40062,3233,19886,2169,18507,1878,9790,1661,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,81904,3524,8533,1455,4716,1058,6731,1641,3408,1062,6139,1480,3985,1191,3900,1033,5088,1146,3415,1029,5632,1273,10149,1605,10288,1491,4413,1082,1987,754,1956,699,1564,595,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,315400,6045,43385,3438,23719,2269,22095,2392,22000,2355,21333,2424,19432,2305,17391,2310,17887,2095,13677,1960,23992,2496,28918,2426,28779,2582,15629,1968,7914,1328,6529,1175,2720,762,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,48237,2276,8450,1314,3695,1161,5194,1294,3017,965,2077,872,3379,971,2787,1005,2189,797,2084,744,3118,802,5013,1110,3170,989,1900,729,960,549,516,272,688,367,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,257429,5776,41906,2703,27790,2873,29939,2837,24382,2292,18450,2511,17403,2022,13734,1964,13800,1881,11752,2306,18035,2037,18317,2269,12835,1889,5206,1125,1946,808,1229,489,705,503,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,153601,4445,21036,2141,13828,1792,11282,1578,12524,2117,10585,1753,9155,1582,9186,1559,6769,1076,8492,1439,12197,1660,12273,1924,13566,1734,6841,1386,2739,816,2332,897,796,454,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16996,1376,2680,862,1413,571,897,516,1179,477,1502,514,868,507,1011,553,889,536,767,325,1442,630,1661,584,1152,358,975,430,406,297,154,141,0,213,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41510,2140,3626,1032,1208,581,1840,647,2190,791,2524,791,3089,786,2790,884,2132,767,1325,591,3392,910,4772,1273,6657,1343,3824,932,464,239,1116,496,561,302,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,268416,5188,21327,2787,13780,2123,13207,1758,12749,1734,11663,1877,16015,1657,12470,1958,12589,1967,13049,1979,21618,2465,31185,2584,38425,3428,21248,2250,9739,1399,12615,1904,6737,1277,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8181,1036,1123,620,408,321,335,245,524,356,473,353,427,344,657,458,715,294,165,148,843,377,927,422,555,343,771,472,258,226,0,279,0,279,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,649819,9125,74752,4331,36653,3172,35718,2958,34645,3288,40608,3191,35464,2968,34238,2921,32208,2883,29985,2844,52047,4069,68857,4309,77123,4055,44736,3150,23114,2260,20521,2342,9150,1275,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,459670,8940,55864,4709,35366,3566,35197,3069,38628,3649,35275,3748,31445,3433,29845,3550,25265,2942,22100,2670,39651,3573,42285,3102,38199,3574,17659,2042,6860,1234,3081,888,2950,979,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,313029,6115,46806,3026,25523,2714,23596,2277,22047,2368,25322,2236,22968,2494,15988,2322,17477,2009,13365,2070,21846,2513,25132,2660,27352,2602,11772,1531,7833,1663,4013,947,1989,669,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,57251,2604,8529,1312,5553,1464,5048,1112,6197,1381,3524,993,4185,1266,2658,725,2892,828,2171,695,3825,953,3712,922,4877,1006,2403,799,631,430,747,523,299,215,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13189,1170,1657,689,1767,701,931,640,1072,670,739,396,977,493,747,468,661,470,514,349,752,482,1691,691,1226,482,154,147,222,177,79,129,0,269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,274337,5612,38090,3337,21529,2436,20859,2275,18633,2220,17162,2289,18899,2010,13628,1796,15820,2099,11382,1739,23035,2585,24340,2698,27500,2527,10681,1380,6503,1314,3774,945,2502,804,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11500,1317,1127,542,622,439,108,180,1661,737,571,422,760,562,703,423,402,256,152,171,1323,639,1218,798,1759,580,606,470,228,233,260,299,0,281,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,298611,6024,38174,2960,28019,2753,29473,3165,25221,2794,25010,2393,20848,2050,14722,1740,17289,1982,16212,2114,23554,2700,24794,2417,21011,2966,9198,1627,2603,873,1616,692,867,459,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,240193,5467,34712,3046,18830,2531,17710,2211,21046,2558,20240,2404,15631,2231,13680,2082,11750,2012,11497,1907,18731,2278,18309,2136,20523,2144,9316,1454,4499,1206,2585,929,1134,603,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,609743,8950,71454,4696,43435,3255,44605,3525,45234,3789,40496,2836,38952,3052,32220,3277,30130,2848,29295,2948,48276,3317,58014,3161,59349,3287,35568,3055,13769,1556,11683,1394,7263,1326,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4499,846,648,500,296,273,262,227,201,166,120,146,293,247,589,576,126,142,0,255,599,395,441,315,648,394,173,184,34,52,0,255,69,124,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,365529,7109,25340,2622,19913,2107,20888,2211,22702,2560,24298,2861,23431,2649,20811,2816,21849,2933,21357,2349,34991,3216,37380,3103,39979,3131,22026,2114,12567,1652,10672,1571,7325,1389,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,45747,2671,3473,935,2200,757,4478,1338,3249,978,2130,772,2471,866,1564,493,2478,975,1268,622,4183,964,5017,1066,5585,1308,3598,996,2039,704,1119,613,895,557,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13138,1386,1937,803,997,522,1769,674,916,438,973,489,618,352,1096,455,993,649,472,365,703,357,1129,443,697,367,325,228,294,231,219,216,0,261,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71666,2828,12980,1875,6262,1541,8236,1348,4520,1249,3938,1045,6402,1356,3367,881,3174,816,3120,910,5339,1109,5756,1086,5030,1075,1781,553,735,424,658,413,368,295,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,73728,3196,20948,1965,8611,1231,6910,1109,7241,1159,5777,853,4663,1051,3643,806,3128,717,2157,589,3618,897,3402,733,2056,606,726,341,332,303,215,246,301,256,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
