GEO_ID,C19037B_001E,C19037B_001M,C19037B_002E,C19037B_002M,C19037B_003E,C19037B_003M,C19037B_004E,C19037B_004M,C19037B_005E,C19037B_005M,C19037B_006E,C19037B_006M,C19037B_007E,C19037B_007M,C19037B_008E,C19037B_008M,C19037B_009E,C19037B_009M,C19037B_010E,C19037B_010M,C19037B_011E,C19037B_011M,C19037B_012E,C19037B_012M,C19037B_013E,C19037B_013M,C19037B_014E,C19037B_014M,C19037B_015E,C19037B_015M,C19037B_016E,C19037B_016M,C19037B_017E,C19037B_017M,C19037B_018E,C19037B_018M,C19037B_019E,C19037B_019M,C19037B_020E,C19037B_020M,C19037B_021E,C19037B_021M,C19037B_022E,C19037B_022M,C19037B_023E,C19037B_023M,C19037B_024E,C19037B_024M,C19037B_025E,C19037B_025M,C19037B_026E,C19037B_026M,C19037B_027E,C19037B_027M,C19037B_028E,C19037B_028M,C19037B_029E,C19037B_029M,C19037B_030E,C19037B_030M,C19037B_031E,C19037B_031M,C19037B_032E,C19037B_032M,C19037B_033E,C19037B_033M,C19037B_034E,C19037B_034M,C19037B_035E,C19037B_035M,C19037B_036E,C19037B_036M,C19037B_037E,C19037B_037M,C19037B_038E,C19037B_038M,C19037B_039E,C19037B_039M,C19037B_040E,C19037B_040M,C19037B_041E,C19037B_041M,C19037B_042E,C19037B_042M,C19037B_043E,C19037B_043M,C19037B_044E,C19037B_044M,C19037B_045E,C19037B_045M,NAME,C19037B_001EA,C19037B_001MA,C19037B_002EA,C19037B_002MA,C19037B_003EA,C19037B_003MA,C19037B_004EA,C19037B_004MA,C19037B_005EA,C19037B_005MA,C19037B_006MA,C19037B_006EA,C19037B_007MA,C19037B_007EA,C19037B_008MA,C19037B_008EA,C19037B_009MA,C19037B_009EA,C19037B_010MA,C19037B_010EA,C19037B_011EA,C19037B_011MA,C19037B_012MA,C19037B_012EA,C19037B_013MA,C19037B_013EA,C19037B_014MA,C19037B_014EA,C19037B_015MA,C19037B_015EA,C19037B_016EA,C19037B_016MA,C19037B_017MA,C19037B_017EA,C19037B_018MA,C19037B_018EA,C19037B_019MA,C19037B_019EA,C19037B_020MA,C19037B_020EA,C19037B_021MA,C19037B_021EA,C19037B_022EA,C19037B_022MA,C19037B_023MA,C19037B_023EA,C19037B_024MA,C19037B_024EA,C19037B_025MA,C19037B_025EA,C19037B_026MA,C19037B_026EA,C19037B_027EA,C19037B_027MA,C19037B_028MA,C19037B_028EA,C19037B_029MA,C19037B_029EA,C19037B_030MA,C19037B_030EA,C19037B_031MA,C19037B_031EA,C19037B_032MA,C19037B_032EA,C19037B_033EA,C19037B_033MA,C19037B_034MA,C19037B_034EA,C19037B_035MA,C19037B_035EA,C19037B_036MA,C19037B_036EA,C19037B_037MA,C19037B_037EA,C19037B_038EA,C19037B_038MA,C19037B_039MA,C19037B_039EA,C19037B_040MA,C19037B_040EA,C19037B_041MA,C19037B_041EA,C19037B_042MA,C19037B_042EA,C19037B_043EA,C19037B_043MA,C19037B_044EA,C19037B_044MA,C19037B_045MA,C19037B_045EA,state
0400000US13,967558,8170,54418,3793,16198,2074,8096,1965,10679,1998,6537,1563,8018,1809,3808,1230,920,514,122,197,40,62,0,292,451878,6975,49052,4038,27949,2955,68165,4941,68815,4457,82580,4606,83296,5179,40881,4063,22857,2445,4673,1148,3610,1045,345293,6309,44401,3694,25947,2667,44545,3662,43843,3532,55013,3866,60217,4214,35956,2996,24347,2696,6579,1368,4445,1192,115969,3110,30172,2310,18852,2104,21821,1878,13682,1473,11260,1608,12794,1782,4162,863,2555,673,395,297,276,279,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,650529,6855,30175,3111,11930,1896,3288,976,7635,1612,2927,993,2004,741,2022,811,262,226,107,171,0,261,0,261,263555,4737,40604,3195,18188,2701,35834,2747,31212,3296,42594,3646,49690,4258,22448,2594,16426,1941,4028,1256,2531,797,246263,5107,39833,2734,16034,2091,30282,3159,24769,2726,34844,3390,48316,3364,25117,2323,19263,2009,4940,1142,2865,894,110536,2955,21236,1895,18799,2077,21962,2024,12047,1472,12027,1341,12513,1714,6116,1031,4671,891,552,271,613,303,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,205037,4794,15556,2040,5741,1347,1173,585,4299,1215,1402,698,2199,840,693,574,24,38,25,41,0,263,0,263,89236,3615,16367,2413,7146,1502,16269,2524,13899,1971,12447,2033,11234,1723,7785,1435,2285,755,1108,545,696,497,71368,2541,10561,1672,4791,987,8898,1431,10209,1613,9880,1400,14499,1864,7570,1175,3766,814,1020,574,174,139,28877,1643,5782,1018,3280,538,6211,1112,3475,803,4655,838,3626,852,1122,465,684,329,42,71,0,263,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25076,1581,3066,1177,945,587,235,381,1043,929,506,523,89,124,226,180,0,221,22,37,0,221,0,221,12284,1525,2683,734,334,300,1906,773,2482,907,1777,676,1684,782,715,578,456,398,247,305,0,221,6541,1011,720,470,842,593,706,458,874,510,1170,502,937,471,1024,489,231,217,37,70,0,221,3185,731,525,300,782,403,1099,397,236,250,430,295,113,129,0,221,0,221,0,221,0,221,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60167,2615,5714,1383,2672,1008,505,390,891,598,665,524,456,325,367,412,158,252,0,237,0,237,0,237,24461,1708,3128,895,1716,818,3692,947,3699,996,3857,942,4599,1006,1310,591,1645,611,815,521,0,237,22321,1445,4590,1190,1413,505,2619,742,3556,925,3231,689,3388,806,1919,666,1517,512,52,85,36,57,7671,856,1720,558,1432,573,1308,501,1239,520,1175,421,274,204,313,248,157,161,0,237,53,83,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,122975,3383,9119,1529,2617,849,1519,774,2396,967,1301,636,793,553,442,361,51,97,0,267,0,267,0,267,50567,2601,8128,1685,4512,1150,8284,1278,8221,1410,8142,1609,7932,1226,3437,902,1645,688,266,279,0,267,44959,2264,7285,1390,4373,1105,6528,1341,5963,1089,7313,1228,6707,1209,3229,877,2887,820,354,275,320,248,18330,1341,4964,845,3070,760,3523,667,2141,635,2180,751,1234,455,821,353,325,324,72,115,0,267,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,443547,6389,27804,2749,11777,1944,3862,1237,5294,1524,3680,1279,1602,697,1397,781,123,168,0,267,0,267,69,120,171431,4418,32913,3066,20771,2302,28531,3129,23616,2690,23049,2625,25834,2539,9966,1559,5358,1391,1116,633,277,262,169966,4596,30414,2743,17666,2027,27817,2465,22762,2256,25573,2827,24375,2465,9981,1603,8328,1422,1865,631,1185,701,74346,2671,23242,2098,12095,1668,14557,1597,7373,1303,6561,1217,5593,977,2164,702,2105,522,378,262,278,236,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,579296,6323,24000,2583,3598,996,1535,757,3876,1158,5723,1378,3454,1198,3924,1200,933,642,720,554,237,389,0,277,250769,5018,14724,1929,9159,2009,18781,2447,29754,3411,38800,3181,62107,4137,34964,2968,30498,2584,8235,1555,3747,1056,223898,4608,16127,2299,7399,1591,15965,1778,21499,2432,31780,2916,42046,2916,35509,3175,34606,2444,12367,1525,6600,1209,80629,2281,12514,1261,9284,1219,12504,1535,10988,1657,10460,1510,10779,1342,6565,1132,6007,1080,976,443,552,303,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,130114,3319,7397,1434,2300,823,534,563,1123,514,815,442,926,565,745,505,186,228,297,374,0,277,471,514,58326,2716,5996,1534,3549,994,7669,1710,7023,1496,7664,1473,14527,1986,6680,1206,3949,1169,578,334,691,396,47489,2594,8296,1458,2071,756,4830,1349,5283,1136,5938,1125,8853,1736,6143,1116,3411,784,1530,716,1134,516,16902,1578,4599,1154,2363,700,2771,842,1798,597,1678,606,1319,555,1184,417,779,397,237,212,174,280,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,499864,5741,24570,2662,9080,1910,3658,1020,5286,1282,3389,955,1203,534,1119,851,334,318,266,236,235,262,0,235,206844,4700,35970,3322,16884,2123,30515,2880,28304,2756,33607,3318,31273,2640,15565,2109,11067,1761,2542,768,1117,394,188177,3942,29000,2721,12924,1350,21957,2087,23285,2378,30273,2781,33512,2361,17478,1936,14369,1492,3849,951,1530,630,80273,2620,13826,1594,10593,1466,16917,1985,11942,1426,10599,1561,8990,1057,3692,633,2761,734,531,292,422,234,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,75245,2721,7697,1266,2729,853,953,560,2144,952,608,338,664,411,274,188,325,383,0,208,0,208,0,208,41244,2244,7283,1423,2899,1025,7793,1819,5149,1194,6487,1417,7209,1130,1991,768,1553,685,412,329,468,362,21936,1612,4333,1034,1103,448,2262,783,2389,823,2971,805,3766,907,2467,780,1895,726,357,233,393,346,4368,717,1491,582,275,215,831,357,48,61,880,503,527,301,75,92,211,181,30,45,0,208,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,371634,5142,20921,2603,8991,1880,4317,1344,2993,1058,2866,1068,1357,876,372,401,25,55,0,283,0,283,0,283,149298,4736,26140,2490,17755,2208,30489,2716,21113,2571,22038,2508,21102,2483,7134,1651,2636,876,187,221,704,559,143144,3960,27064,2725,16255,1965,28154,2497,18152,2018,21239,2364,19455,2035,8021,1263,3473,1033,981,468,350,237,58271,2112,17830,1883,10296,1436,12905,1743,6177,1029,5644,973,3379,983,581,352,1151,722,144,173,164,196,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,250716,5229,18275,2211,6018,1462,3323,1040,3826,1405,1966,820,1720,853,1096,656,193,307,58,103,0,253,75,123,104706,4101,16657,2508,8464,1434,17853,2431,16744,1963,17215,2312,15087,1998,6896,1663,4444,1247,1272,689,74,98,87617,2871,13689,1816,6286,1288,12869,1903,10492,1352,13898,1682,15783,2139,7727,1342,5176,975,996,374,701,426,40118,1618,9660,1369,6807,1239,8862,1192,3698,827,4495,745,3798,923,1308,567,1092,550,349,389,49,82,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
