GEO_ID,C19101D_001E,C19101D_001M,C19101D_002E,C19101D_002M,C19101D_003E,C19101D_003M,C19101D_004E,C19101D_004M,C19101D_005E,C19101D_005M,C19101D_006E,C19101D_006M,C19101D_007E,C19101D_007M,C19101D_008E,C19101D_008M,C19101D_009E,C19101D_009M,C19101D_010E,C19101D_010M,C19101D_011E,C19101D_011M,NAME,C19101D_001EA,C19101D_001MA,C19101D_002EA,C19101D_002MA,C19101D_003MA,C19101D_003EA,C19101D_004MA,C19101D_004EA,C19101D_005EA,C19101D_005MA,C19101D_006EA,C19101D_006MA,C19101D_007EA,C19101D_007MA,C19101D_008MA,C19101D_008EA,C19101D_009MA,C19101D_009EA,C19101D_010EA,C19101D_010MA,C19101D_011EA,C19101D_011MA,state
0400000US28,5015,745,152,180,303,309,441,306,526,322,1249,596,865,415,674,418,500,310,185,196,120,149,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20342,1485,827,486,857,543,1198,480,2531,835,2879,849,4500,974,2676,632,3042,803,916,386,916,345,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7492,755,285,246,174,214,433,239,289,219,1192,485,2293,712,1436,481,1060,447,124,137,206,183,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34566,1934,1151,514,757,471,2582,849,2630,706,5324,1110,8095,1231,6206,1208,5432,1085,992,384,1397,572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5984,1056,348,394,65,95,280,381,770,525,575,434,591,382,1075,530,888,487,1003,668,389,232,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,167317,3463,4368,1076,2559,888,5804,1347,8273,1519,13791,1951,26311,2224,23666,2323,39338,2599,22791,1961,20416,2186,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6161,767,102,93,126,159,976,504,533,320,468,360,1388,493,623,411,1205,534,268,194,472,274,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,299948,5128,14179,1820,13008,1778,30237,2744,26668,2710,41397,3136,51804,3480,34988,2919,44957,3266,20747,2444,21963,2016,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,38411,1831,2003,663,936,400,3449,1093,3567,920,5829,1295,6506,1071,5958,1277,6473,1209,1891,646,1799,606,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42539,2078,1879,774,1855,816,3488,986,2872,995,5664,1019,8196,1579,4822,971,7564,1294,3142,774,3057,775,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13182,1208,747,366,399,294,860,526,1673,742,2387,830,2590,701,2546,912,910,453,273,299,797,345,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31009,1809,953,434,1430,672,3248,936,2476,764,3617,1092,6467,1018,5002,897,4880,1090,1565,562,1371,516,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,66019,2924,2480,739,2947,1165,5097,1116,4696,1014,8604,1242,12715,1742,8350,1266,10165,1278,6179,1158,4786,737,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5367,817,371,357,288,284,334,292,441,272,743,345,1268,692,431,301,838,400,218,182,435,280,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11420,1294,638,452,187,153,475,313,1669,745,2274,761,2275,736,1528,520,1547,580,542,399,285,279,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17733,1256,530,376,390,431,1590,713,2241,870,2988,939,3890,927,2209,642,2231,759,614,360,1050,511,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,181633,4282,7291,1499,5598,1271,14374,2274,14529,2109,22654,2323,36397,3366,26091,2280,31283,2647,12675,1630,10741,1639,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,10614,1136,908,478,556,487,563,404,287,228,1712,623,2633,639,1591,612,1881,608,257,198,226,181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,83091,2423,2308,694,1124,581,3258,756,5477,1268,9305,1287,15506,1549,12896,1657,18753,1907,8216,1305,6248,1199,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,97430,3329,3581,935,3078,888,7148,1336,8316,1757,11751,1914,19227,2190,16590,2076,16535,1875,6573,1278,4631,1009,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23963,1817,1215,536,828,386,1683,606,2374,661,4211,880,4795,976,3267,972,2924,801,644,294,2022,741,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2833,745,321,262,506,269,722,436,595,373,230,218,301,269,85,104,73,125,0,275,0,275,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
