GEO_ID,C24010B_001E,C24010B_001M,C24010B_002E,C24010B_002M,C24010B_003E,C24010B_003M,C24010B_004E,C24010B_004M,C24010B_005E,C24010B_005M,C24010B_006E,C24010B_006M,C24010B_007E,C24010B_007M,C24010B_008E,C24010B_008M,C24010B_009E,C24010B_009M,C24010B_010E,C24010B_010M,C24010B_011E,C24010B_011M,C24010B_012E,C24010B_012M,C24010B_013E,C24010B_013M,C24010B_014E,C24010B_014M,C24010B_015E,C24010B_015M,NAME,C24010B_001MA,C24010B_001EA,C24010B_002EA,C24010B_002MA,C24010B_003MA,C24010B_003EA,C24010B_004MA,C24010B_004EA,C24010B_005EA,C24010B_005MA,C24010B_006EA,C24010B_006MA,C24010B_007EA,C24010B_007MA,C24010B_008MA,C24010B_008EA,C24010B_009MA,C24010B_009EA,C24010B_010MA,C24010B_010EA,C24010B_011MA,C24010B_011EA,C24010B_012MA,C24010B_012EA,C24010B_013MA,C24010B_013EA,C24010B_014MA,C24010B_014EA,C24010B_015EA,C24010B_015MA,state
0400000US26,492395,8190,213710,5696,44090,3280,50124,3951,34649,2778,466,407,22871,2514,61510,3819,278685,5814,77903,4050,75255,4032,91294,4697,142,174,3388,1252,30703,2817,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,92339,3524,46816,2840,10662,1523,8931,1586,9919,1797,14,33,4145,1172,13145,2052,45523,2265,13330,1532,13204,2046,15762,1985,122,147,0,208,3105,979,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,387367,7445,177400,5353,19669,2335,29228,2934,22386,2425,5975,1637,30430,2978,69712,4237,209967,4847,48790,3815,66424,3381,61723,4226,877,476,1175,547,30978,2916,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,265044,5761,116189,4553,23472,2690,29897,2640,19244,2026,320,267,11876,2100,31380,2811,148855,3564,41382,3307,39215,2976,55652,3231,43,70,1164,587,11399,1685,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,29953,1863,14529,1301,3179,789,3578,1018,3751,977,0,213,572,415,3449,931,15424,1376,4400,848,4924,1273,4907,1017,0,213,0,213,1193,573,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,81378,3338,40836,2235,8414,1446,11618,1837,9909,1777,268,312,4111,1069,6516,1300,40542,2233,11223,1993,12359,1948,15282,1963,0,292,155,223,1523,617,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7947,1518,3794,942,1165,638,977,749,455,358,0,251,206,212,991,647,4153,1437,636,369,2044,1521,1141,540,0,251,0,251,332,432,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,513647,8539,230396,5683,59143,3748,47867,4269,45904,3120,126,188,23461,2367,53895,3857,283251,5625,97090,5370,69381,4578,102687,4740,0,273,1643,520,12450,1659,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,15943,1487,8666,905,2540,898,2166,734,1577,597,75,165,1649,718,659,377,7277,1241,1992,652,2156,777,2679,710,0,279,272,431,178,226,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1211497,14199,541307,8488,129746,6280,126871,6393,114439,6432,983,497,69817,4110,99451,5241,670190,9123,220414,6782,220107,8683,205317,7481,147,184,3669,872,20536,2043,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,784744,10433,358154,6554,57970,3883,70143,4469,58670,4381,2851,862,53140,3907,115380,5398,426590,7015,130067,5658,114893,5051,125667,6252,789,361,2196,803,52978,3970,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,523106,8133,238413,5178,46607,3647,51531,3955,42546,3599,241,261,25896,2715,71592,4431,284693,6051,81776,4381,78985,4415,91760,5177,0,261,2285,925,29887,3007,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,101592,3818,48896,2961,10411,1406,10644,1666,10785,1551,206,231,4907,1025,11943,1793,52696,2598,14729,1916,15934,2108,18698,2232,0,244,361,357,2974,773,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25136,2112,12922,1509,2320,733,2336,864,3092,1056,307,344,1987,891,2880,858,12214,1623,2688,741,2941,973,5186,1111,193,303,214,221,992,574,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,466829,7506,209684,4854,45932,3560,52107,3941,41433,3443,0,240,22101,3101,48111,3604,257145,6522,80248,4875,68274,3429,94301,5170,60,100,968,550,13294,2142,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25243,2501,13452,2109,3780,1023,2522,669,2444,1022,0,281,1322,642,3384,1150,11791,1270,2574,825,4655,900,3856,1022,0,281,0,281,706,476,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,493494,8451,225190,5621,27671,3099,41222,3568,30274,3506,2843,1138,37522,3377,85658,5324,268304,5896,64103,3415,74597,4642,79706,4336,1054,464,2057,794,46787,3583,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,408235,7593,189303,5980,33477,3361,35847,3326,35454,3897,828,455,19260,2809,64437,4502,218932,5068,59571,3692,53689,3594,71472,4248,149,240,1670,795,32381,2970,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1099856,14317,508726,8793,114659,5776,90530,5915,106343,5888,2036,770,54544,4285,140614,5516,591130,8415,192120,6632,145994,5536,213513,7390,259,308,3448,832,35796,2988,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,10101,1149,6075,879,1511,567,467,345,887,507,53,67,829,568,2328,654,4026,818,1252,478,1065,668,1037,460,0,255,0,255,672,417,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2454,724,1695,552,390,293,570,330,428,417,0,205,40,42,267,237,759,388,225,208,169,124,365,280,0,205,0,205,0,205,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,689062,8353,323687,6261,69319,4265,65015,4949,58649,4594,1574,622,47834,4107,81296,4461,365375,6281,124118,5951,89395,4693,118137,6085,368,326,2389,864,30968,2888,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,91609,4005,50602,2699,15759,2151,9593,1650,9069,1639,197,183,4618,1052,11366,1743,41007,2885,15692,1697,9959,1708,12408,1700,55,90,318,287,2575,1034,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21144,1789,10062,1445,2333,620,2375,790,1926,729,0,261,1217,532,2211,823,11082,1369,3189,837,2976,809,4448,1044,0,261,347,365,122,142,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,115119,3764,50406,2591,10625,1851,13191,1973,8289,1363,125,180,3347,994,14829,1600,64713,2887,16828,1889,21474,2084,20097,2187,26,45,146,142,6142,1128,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,103745,5233,57207,3175,10640,1512,13589,1694,8682,1248,527,339,13481,1719,10288,1559,46538,3734,13456,1661,12332,1618,16944,1987,0,275,429,329,3377,991,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
