GEO_ID,B18020B_001E,B18020B_001M,B18020B_002E,B18020B_002M,B18020B_003E,B18020B_003M,B18020B_004E,B18020B_004M,B18020B_005E,B18020B_005M,B18020B_006E,B18020B_006M,B18020B_007E,B18020B_007M,B18020B_008E,B18020B_008M,B18020B_009E,B18020B_009M,B18020B_010E,B18020B_010M,B18020B_011E,B18020B_011M,B18020B_012E,B18020B_012M,B18020B_013E,B18020B_013M,B18020B_014E,B18020B_014M,B18020B_015E,B18020B_015M,B18020B_016E,B18020B_016M,B18020B_017E,B18020B_017M,B18020B_018E,B18020B_018M,B18020B_019E,B18020B_019M,B18020B_020E,B18020B_020M,B18020B_021E,B18020B_021M,B18020B_022E,B18020B_022M,B18020B_023E,B18020B_023M,B18020B_024E,B18020B_024M,B18020B_025E,B18020B_025M,B18020B_026E,B18020B_026M,B18020B_027E,B18020B_027M,B18020B_028E,B18020B_028M,B18020B_029E,B18020B_029M,B18020B_030E,B18020B_030M,B18020B_031E,B18020B_031M,NAME,B18020B_001MA,B18020B_001EA,B18020B_002MA,B18020B_002EA,B18020B_003EA,B18020B_003MA,B18020B_004EA,B18020B_004MA,B18020B_005EA,B18020B_005MA,B18020B_006EA,B18020B_006MA,B18020B_007EA,B18020B_007MA,B18020B_008MA,B18020B_008EA,B18020B_009MA,B18020B_009EA,B18020B_010EA,B18020B_010MA,B18020B_011EA,B18020B_011MA,B18020B_012EA,B18020B_012MA,B18020B_013EA,B18020B_013MA,B18020B_014MA,B18020B_014EA,B18020B_015MA,B18020B_015EA,B18020B_016EA,B18020B_016MA,B18020B_017EA,B18020B_017MA,B18020B_018EA,B18020B_018MA,B18020B_019MA,B18020B_019EA,B18020B_020MA,B18020B_020EA,B18020B_021EA,B18020B_021MA,B18020B_022EA,B18020B_022MA,B18020B_023EA,B18020B_023MA,B18020B_024EA,B18020B_024MA,B18020B_025MA,B18020B_025EA,B18020B_026MA,B18020B_026EA,B18020B_027EA,B18020B_027MA,B18020B_028EA,B18020B_028MA,B18020B_029EA,B18020B_029MA,B18020B_030MA,B18020B_030EA,B18020B_031MA,B18020B_031EA,state
0400000US13,1798020,7664,260236,9126,117764,5802,28579,2885,9243,1724,19336,2628,89185,5361,27574,3093,61611,4453,142472,5685,26276,2620,9323,1668,16953,2337,116196,5026,33583,3466,82613,4308,1537784,11363,700093,6812,341103,5021,207883,6321,133220,6836,358990,5569,300325,5294,58665,4266,837691,6989,396343,4920,238067,6166,158276,6965,441348,6018,336774,6020,104574,5486,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,14898,1941,1445,947,780,626,0,267,0,267,0,267,780,626,230,367,550,520,665,508,66,118,66,118,0,267,599,495,87,144,512,460,13453,2107,6944,1545,2859,1003,1549,692,1310,757,4085,1027,3409,810,676,610,6509,1022,2771,962,1894,915,877,482,3738,748,2754,765,984,632,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1169257,5544,188134,6879,85127,4961,24369,2376,5627,1451,18742,2119,60758,3859,14742,2378,46016,3416,103007,3981,21566,2816,5717,1482,15849,2364,81441,3465,23646,2277,57795,2801,981123,8178,437785,6362,212319,4627,105396,4250,106923,5269,225466,4673,170347,5228,55119,3635,543338,4555,253516,3867,142499,4642,111017,4614,289822,4098,208805,4322,81017,3589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,339015,3708,54496,4348,25976,2929,7557,1608,2194,877,5363,1374,18419,2489,4524,1257,13895,1990,28520,2956,5883,1385,1148,509,4735,1240,22637,2304,5689,1226,16948,1967,284519,6460,130425,4210,65307,3023,37563,2907,27744,3092,65118,2895,51714,3170,13404,1797,154094,3596,73832,2311,44063,2787,29769,2789,80262,2411,60461,2945,19801,2064,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38626,2081,7952,1350,3194,882,885,470,461,375,424,272,2309,744,494,290,1815,633,4758,860,1805,623,581,451,1224,631,2953,691,842,419,2111,648,30674,2128,15326,1587,8166,1221,5338,1014,2828,776,7160,1111,5291,1021,1869,561,15348,1620,8957,1642,6766,1445,2191,810,6391,1152,5282,1140,1109,554,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,96874,2200,17533,2432,8824,1867,2116,910,293,234,1823,853,6708,1455,1478,546,5230,1370,8709,1558,2145,768,1209,614,936,450,6564,1222,2265,770,4299,865,79341,2930,37845,2089,17754,1599,9819,1440,7935,1393,20091,1707,16496,1514,3595,929,41496,2070,20023,1592,11028,1405,8995,1481,21473,1378,17255,1393,4218,1010,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,196376,3905,36309,2923,16151,1982,3708,905,934,581,2774,815,12443,1654,3527,1070,8916,1290,20158,2173,3770,1179,1218,708,2552,818,16388,2047,5880,1233,10508,1645,160067,4604,75248,2926,36365,2099,21036,1992,15329,1685,38883,2217,33225,2018,5658,1339,84819,3300,41761,2618,25216,2218,16545,1833,43058,2204,34672,2302,8386,1320,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,832061,4306,148713,6456,74598,4268,19269,2251,3384,1207,15885,1869,55329,3587,13111,2038,42218,3334,74115,4616,14816,2141,4019,1239,10797,1680,59299,3879,17264,2246,42035,3290,683348,8329,298608,5174,155836,4340,90594,4087,65242,4382,142772,4168,110627,3843,32145,2883,384740,6309,187618,3916,101743,4039,85875,4489,197122,4165,137956,4652,59166,4182,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,8185,1692,1066,534,514,317,349,289,174,241,175,137,165,169,165,169,0,223,552,385,336,295,0,223,336,295,216,293,216,293,0,223,7119,1878,3283,922,1615,580,1131,453,484,328,1668,609,1648,617,20,39,3836,1188,2341,695,1250,611,1091,518,1495,823,959,518,536,472,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1069087,5146,130426,4938,61827,4180,15097,2447,4840,1541,10257,2171,46730,3342,14643,2313,32087,2343,68599,3904,12157,2019,5421,1663,6736,1412,56442,3550,20361,2606,36081,2720,938661,7057,418327,4810,182357,3697,122493,4363,59864,3731,235970,3695,200637,4132,35333,3455,520334,5244,221228,3008,143109,4788,78119,4319,299106,4273,243064,5242,56042,3649,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,255391,4644,36742,3310,15809,2730,5275,1590,1060,569,4215,1392,10534,1940,3929,1125,6605,1318,20933,2023,4465,1119,2142,746,2323,789,16468,1637,6146,1260,10322,1303,218649,4854,104285,3331,49936,2519,29035,2537,20901,2215,54349,2652,46443,2609,7906,1211,114364,3264,55556,2020,33469,2296,22087,2410,58808,2418,44757,2547,14051,1785,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,892996,5214,180551,6967,85467,4158,23515,2584,4469,1082,19046,2412,61952,3307,11007,1701,50945,3125,95084,4355,19161,2400,4580,1308,14581,1928,75923,3818,18382,1890,57541,3567,712445,7399,315852,4609,154347,3748,81327,3838,73020,4365,161505,3327,112237,4113,49268,3892,396593,4906,191081,3099,100364,3375,90717,3331,205512,4323,149263,4708,56249,3532,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,141124,2869,21517,2109,12034,1686,3341,967,1580,659,1761,657,8693,1356,2366,750,6327,1203,9483,1272,2653,780,1187,547,1466,612,6830,1070,1724,604,5106,1012,119607,3346,58991,2563,32338,2114,19911,1979,12427,1725,26653,1682,22156,1688,4497,1120,60616,2141,34287,1660,22072,1370,12215,1559,26329,1397,20005,1638,6324,1228,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,676458,4475,146268,6482,66828,4546,17548,2455,4006,1250,13542,2179,49280,3502,11038,1499,38242,3141,79440,3782,14863,2194,4283,1355,10580,1807,64577,3110,15798,2074,48779,2705,530190,6569,238723,5013,123478,3114,64337,3642,59141,3366,115245,4268,93427,4146,21818,2438,291467,3696,150992,3328,81757,3773,69235,3788,140475,3223,103898,3194,36577,2654,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,408503,3731,70905,5091,30717,3462,7673,1883,1388,689,6285,1637,23044,2597,6784,1474,16260,2167,40188,2832,7677,1259,3562,885,4115,952,32511,2460,9683,1463,22828,2120,337598,5753,153852,4081,77410,2507,44856,2951,32554,2316,76442,3411,59789,3601,16653,2120,183746,3177,89011,2075,56970,2785,32041,2162,94735,2523,74560,2935,20175,1895,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,44249,1515,8639,1434,4355,940,1292,438,168,171,1124,405,3063,852,1178,528,1885,650,4284,924,1418,520,430,273,988,437,2866,739,976,553,1890,631,35610,1698,17558,1173,8708,795,4872,795,3836,729,8850,864,7795,916,1055,411,18052,1182,8959,833,5927,1026,3032,807,9093,900,7616,876,1477,508,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,113977,2296,14249,2042,7424,1473,2180,824,835,557,1345,627,5244,1007,1897,590,3347,854,6825,1377,1109,610,590,508,519,373,5716,1135,1440,491,4276,1023,99728,2701,49127,1789,22507,1395,14781,1429,7726,1340,26620,1168,21622,1606,4998,1078,50601,1954,22776,1276,15206,1343,7570,1403,27825,1268,22018,1527,5807,1027,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,751176,4907,97771,6058,44822,3466,10946,2061,3880,1390,7066,1562,33876,2755,9342,1629,24534,2269,52949,4166,10043,1885,3375,835,6668,1676,42906,3519,13553,1888,29353,2849,653405,8091,295427,4841,134547,3644,75373,4068,59174,3917,160880,3555,133222,3899,27658,2223,357978,5611,156071,3507,96997,3536,59074,3537,201907,4010,159739,3893,42168,3256,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,23906,1498,4742,1123,2558,682,873,502,485,361,388,335,1685,583,546,334,1139,547,2184,843,573,466,0,279,573,466,1611,666,477,328,1134,597,19164,1536,9585,987,4863,1017,3621,974,1242,512,4722,1023,3698,874,1024,540,9579,1268,5141,1135,3325,981,1816,652,4438,842,3423,778,1015,489,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1908681,11501,254119,9491,113356,5159,34613,3111,7988,1776,26625,2713,78743,4128,17797,1958,60946,4029,140763,6355,27170,3050,8084,1731,19086,2386,113593,5129,32637,2845,80956,4299,1654562,14061,737840,8485,343923,6147,182217,5710,161706,5158,393917,5527,318475,6197,75442,3862,916722,8957,407655,5403,215708,6431,191947,5319,509067,6206,394335,6504,114732,4604,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1209118,5896,223175,7408,102266,5123,23146,2987,7318,1819,15828,2592,79120,4182,22934,2721,56186,3524,120909,4946,24850,2723,9791,1710,15059,2327,96059,3970,26074,2754,69985,3690,985943,8167,447336,6021,210857,5824,125819,6143,85038,4999,236479,4700,191678,5353,44801,3549,538607,5225,243857,3813,150591,4763,93266,4573,294750,4916,232220,5283,62530,4040,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,830797,5099,150126,6735,63668,4098,15233,2229,4798,1296,10435,1848,48435,3215,14363,1863,34072,2895,86458,4318,18046,2137,6338,1330,11708,1825,68412,3414,18470,2059,49942,3130,680671,8033,314347,5267,150833,3705,84290,4231,66543,4168,163514,3746,127927,4186,35587,3138,366324,5108,174230,3395,105200,4304,69030,3674,192094,4421,146745,4437,45349,3380,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,159954,3348,31047,2753,14985,1769,3403,985,778,499,2625,861,11582,1557,3088,782,8494,1467,16062,2158,3254,932,1045,461,2209,768,12808,1799,3725,1009,9083,1412,128907,3215,61572,2530,32903,1935,20082,2003,12821,1693,28669,1647,23307,1850,5362,1266,67335,2844,34592,2020,20946,1750,13646,1969,32743,2016,25476,1880,7267,1695,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39224,2040,6184,1519,3056,997,539,443,157,255,382,390,2517,919,388,326,2129,827,3128,1076,235,229,33,59,202,228,2893,1020,646,426,2247,877,33040,2521,16872,1692,6947,1080,4033,923,2914,937,9925,1298,7861,1263,2064,665,16168,1889,8304,1346,5115,1158,3189,1036,7864,1157,6135,1161,1729,670,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
