GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001MA,B10051G_001EA,B10051G_002EA,B10051G_002MA,B10051G_003EA,B10051G_003MA,B10051G_004EA,B10051G_004MA,B10051G_005MA,B10051G_005EA,B10051G_006MA,B10051G_006EA,B10051G_007EA,B10051G_007MA,state
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3454,965,1820,754,1364,749,456,294,1634,681,996,597,638,394,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1642,669,731,397,570,396,161,158,911,485,600,406,311,272,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,711,317,264,166,99,87,165,146,447,256,117,107,330,237,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1726,754,885,557,822,543,63,80,841,502,480,417,361,297,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1499,689,576,398,390,352,186,165,923,565,457,417,466,353,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1715,675,1086,591,758,503,328,254,629,359,353,257,276,233,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1984,619,1194,523,992,525,202,140,790,312,402,227,388,238,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2087,862,637,512,363,378,274,233,1450,656,325,295,1125,532,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,6253,1701,2157,836,1036,506,1121,591,4096,1256,1868,723,2228,912,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1752,763,1207,635,1173,632,34,59,545,349,256,183,289,252,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2847,843,1613,699,1129,633,484,302,1234,480,919,431,315,193,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3297,1019,2259,869,1846,821,413,251,1038,421,624,348,414,248,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1527,619,885,481,657,405,228,229,642,379,504,318,138,132,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1435,545,757,436,541,340,216,267,678,347,501,286,177,181,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,861,429,589,388,433,370,156,152,272,205,85,103,187,167,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6591,1455,2764,872,1570,601,1194,528,3827,1132,1616,726,2211,733,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1183,499,553,305,419,244,134,164,630,368,127,119,503,301,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2634,881,1184,582,1055,564,129,129,1450,596,1246,541,204,273,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5751,1067,2852,877,1805,661,1047,468,2899,770,1639,652,1260,581,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
