GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001MA,B19001D_001EA,B19001D_002MA,B19001D_002EA,B19001D_003MA,B19001D_003EA,B19001D_004EA,B19001D_004MA,B19001D_005EA,B19001D_005MA,B19001D_006MA,B19001D_006EA,B19001D_007MA,B19001D_007EA,B19001D_008MA,B19001D_008EA,B19001D_009EA,B19001D_009MA,B19001D_010EA,B19001D_010MA,B19001D_011MA,B19001D_011EA,B19001D_012MA,B19001D_012EA,B19001D_013MA,B19001D_013EA,B19001D_014MA,B19001D_014EA,B19001D_015EA,B19001D_015MA,B19001D_016MA,B19001D_016EA,B19001D_017MA,B19001D_017EA,state
0400000US13,76493,2814,5635,1363,2364,715,2494,917,2145,953,3006,838,4338,1137,3225,892,3706,1126,3544,904,7445,1309,9781,1357,10992,1555,6063,1159,4062,917,4225,994,3468,802,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179329,4204,10630,1495,6592,1197,6978,1272,7546,1406,6160,1209,7632,1409,6280,1085,7297,1284,8061,1316,14789,1915,21306,2275,27583,2272,20304,2082,10691,1457,10281,1463,7199,1279,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4845,828,425,318,148,181,87,152,368,298,116,109,514,447,108,202,286,301,0,253,406,302,574,298,656,299,424,278,15,28,387,345,331,327,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,174310,3762,12757,2038,4958,1051,6345,1341,6079,1410,5822,1292,7149,1322,5509,1375,6368,1108,6590,1335,14783,2123,21506,2142,25582,2101,18841,1951,11913,1470,11235,1530,8873,1201,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27109,1656,3260,1000,1323,795,1141,581,1537,717,1049,609,1463,546,870,415,1341,643,1335,620,1770,599,3282,971,2630,613,1603,557,767,368,1686,613,2052,729,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16541,1316,1861,831,611,281,1015,573,637,383,1041,633,927,467,780,422,422,288,947,616,1346,537,2182,720,1870,682,1398,526,649,390,462,309,393,240,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19655,1468,1379,631,692,436,1034,432,1068,588,681,366,1123,629,992,413,965,445,1254,554,1088,441,2964,863,2368,703,1918,705,1081,623,617,289,431,260,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,14336,1355,1348,728,944,422,466,307,720,418,574,361,795,530,828,495,929,558,619,497,1190,490,1419,536,1755,519,1039,566,624,330,433,263,653,334,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16649,1477,1945,822,710,364,1220,562,613,478,367,360,621,337,1334,554,1037,517,795,365,1694,657,1600,646,1823,825,967,399,702,329,497,438,724,360,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,87716,2274,4038,1022,1256,584,2408,830,1851,631,3385,978,3089,694,2651,770,3830,1091,2601,764,5853,1163,9801,1489,11364,1713,12231,1661,7487,1226,9299,1358,6572,1110,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,106767,3073,11103,1877,5052,1165,4401,1325,2265,680,3429,1025,2993,958,4543,1246,3797,1035,4479,1123,8224,1606,11970,1881,13206,1905,9313,1861,7903,1541,7398,1596,6691,1298,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,76401,2660,5962,1114,2638,637,1693,672,4100,1092,3382,777,2270,804,2346,639,3738,877,2417,724,4674,890,8884,1352,12444,1704,6882,1117,4261,1038,6397,1185,4313,988,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49715,2013,3412,936,2021,652,1814,644,1783,646,1928,658,1560,527,2957,799,1710,510,2494,665,5021,1222,7151,1241,7523,1096,4777,879,2152,676,1309,626,2103,683,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7173,982,329,255,635,392,196,195,492,470,540,363,148,167,736,603,472,313,491,319,794,451,570,354,674,418,556,333,0,283,420,344,120,149,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28184,1860,2473,691,1592,643,1165,510,688,367,1521,567,2087,789,1541,663,1419,701,1178,474,3102,1039,3232,757,2982,672,2300,718,595,353,1264,466,1045,347,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9806,862,1020,509,221,219,535,367,229,191,299,230,352,246,757,451,284,250,274,209,974,560,1670,568,1727,545,774,393,360,207,124,137,206,183,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49903,2108,3224,974,1187,583,2363,642,2827,864,1881,683,3106,816,1263,476,3013,936,2557,867,4833,1052,6838,1156,7642,1421,4488,984,1614,583,1296,474,1771,613,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,8207,1240,472,455,65,95,390,421,144,180,427,412,544,403,266,292,198,238,342,421,559,529,734,461,1232,539,1134,600,213,177,1059,669,428,259,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,203339,3320,8385,1375,4584,1228,3767,958,4891,1263,5512,1304,5973,1165,4703,1072,6811,1577,5897,1116,13117,1654,19826,2145,28300,2387,27086,2143,16998,1720,25015,2221,22474,2368,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9163,1034,1069,648,419,416,538,311,813,464,644,351,280,257,636,348,220,232,63,102,699,340,1049,489,675,423,719,334,505,393,303,212,531,323,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,411085,5895,34178,2479,18736,2282,20934,2145,21497,2693,19501,2222,16987,2579,19870,2371,21405,2521,17462,2120,30185,2515,39954,3351,44866,3357,32130,2960,23060,2518,24765,2760,25555,2289,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,50979,2219,4632,1117,2380,754,1505,693,2559,940,2201,851,2763,817,2523,833,2628,811,2459,939,4120,964,5264,1096,6757,1349,4513,1120,2469,681,2102,698,2104,712,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,62465,2229,5776,1550,4088,1252,2117,802,4095,1030,1820,631,2624,924,2222,747,3358,1014,2898,929,4572,1081,6883,1146,6698,1252,5652,1076,2695,800,3628,857,3339,808,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17765,1499,1909,698,804,404,692,467,1362,657,1590,752,881,414,657,398,897,524,1038,525,1275,475,1761,599,2634,950,904,445,162,227,273,299,926,380,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43828,2142,3249,836,1965,740,1742,668,3267,1022,1582,841,2026,580,1945,795,2134,880,1603,652,2959,913,6091,1250,6117,1031,4125,1069,1746,638,1876,629,1401,521,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,92542,2986,8405,1592,5152,1433,3313,932,4560,1170,3719,1022,3790,1026,4267,1046,3882,982,3701,987,7063,1339,9609,1612,10781,1480,7173,1235,4676,1038,6977,1275,5474,744,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8381,1111,970,494,613,418,313,270,141,171,647,450,293,277,205,203,495,268,488,396,727,397,926,597,850,472,414,266,646,398,218,182,435,280,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15492,1394,1084,589,541,324,876,568,256,185,1609,715,719,453,1076,576,1367,607,793,402,985,436,1749,682,1730,574,1264,546,448,302,710,434,285,279,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24216,1797,2071,881,590,396,1174,549,1472,702,1255,612,2205,902,1151,563,1258,635,996,592,2551,830,2523,802,2794,676,1483,567,826,387,684,407,1183,512,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,242234,4832,19937,2149,9089,1427,9301,1855,12594,1977,8802,1666,11029,1652,12296,1830,10840,1657,8542,1424,18137,2386,29706,2896,30709,2624,23298,2099,12611,1623,13890,1864,11453,1690,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14669,1266,1490,654,645,496,528,302,625,386,978,570,257,215,987,520,715,405,862,494,1441,525,1820,540,1757,654,1432,507,488,334,418,329,226,181,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,113304,3496,6275,1482,2911,1005,3656,902,2659,878,2985,1261,3761,1020,4853,1090,3572,944,5342,1156,7346,1180,13971,1968,16405,1786,15137,2141,8191,1169,9514,1458,6726,1160,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,140247,3779,10502,1521,6072,1269,4802,1212,6730,1476,6248,1285,5869,1359,6450,1594,5160,1240,6103,1470,13844,1943,13276,1645,20671,2305,12637,1490,7993,1275,7545,1433,6345,1265,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31441,1928,3248,839,1517,578,897,393,1270,484,2277,866,1184,512,2549,667,1562,646,1147,603,3110,1031,3256,757,3381,954,2198,657,1081,497,709,304,2055,748,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
