GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003MA,B10051I_003EA,B10051I_004EA,B10051I_004MA,B10051I_005EA,B10051I_005MA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US29,2678,868,1260,547,773,403,487,325,1418,731,1085,650,333,276,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,2653,686,1035,536,973,541,62,93,1618,704,634,409,984,540,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,13144,1994,4077,1195,3164,1100,913,425,9067,1635,5321,1359,3746,1024,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41481,4001,10145,1732,6928,1539,3217,958,31336,3579,15536,2366,15800,2503,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25350,3259,12978,2279,9485,2092,3493,864,12372,2064,6922,1772,5450,957,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,102477,5801,32135,3423,24048,2952,8087,1525,70342,4921,34892,3431,35450,3366,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,11520,2442,4107,1758,3834,1694,273,273,7413,1738,4430,1513,2983,837,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5346,1251,1727,716,1235,606,492,336,3619,1058,2347,871,1272,517,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,4396,1120,1466,594,1221,530,245,174,2930,996,1840,795,1090,552,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,8147,1736,2822,1001,1917,884,905,603,5325,1358,3966,1271,1359,561,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11581,2088,4257,1156,3383,987,874,416,7324,1460,3736,1089,3588,992,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1707,746,397,314,397,314,0,281,1310,689,692,505,618,475,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2667,1004,998,561,937,556,61,105,1669,847,1034,710,635,434,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3146,1077,1105,603,880,527,225,289,2041,895,808,606,1233,672,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,297485,10993,121061,7037,88159,6205,32902,3222,176424,9446,101521,7760,74903,5808,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7890,1571,2368,996,1787,870,581,448,5522,1426,4094,1204,1428,643,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8928,1778,1558,575,1147,481,411,316,7370,1674,3971,1379,3399,1167,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,15922,2375,5397,1470,3949,1039,1448,933,10525,2048,6481,1678,4044,1197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5024,1394,2706,1307,2549,1237,157,168,2318,675,1361,513,957,457,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,119194,4663,58823,3730,36367,3012,22456,2409,60371,3360,28957,2175,31414,2799,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
