GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001MA,B17010F_001EA,B17010F_002MA,B17010F_002EA,B17010F_003MA,B17010F_003EA,B17010F_004EA,B17010F_004MA,B17010F_005MA,B17010F_005EA,B17010F_006MA,B17010F_006EA,B17010F_007MA,B17010F_007EA,B17010F_008EA,B17010F_008MA,B17010F_009EA,B17010F_009MA,B17010F_010MA,B17010F_010EA,B17010F_011MA,B17010F_011EA,B17010F_012MA,B17010F_012EA,B17010F_013EA,B17010F_013MA,B17010F_014MA,B17010F_014EA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018EA,B17010F_018MA,B17010F_019EA,B17010F_019MA,B17010F_020MA,B17010F_020EA,B17010F_021MA,B17010F_021EA,B17010F_022MA,B17010F_022EA,B17010F_023MA,B17010F_023EA,B17010F_024EA,B17010F_024MA,B17010F_025MA,B17010F_025EA,B17010F_026MA,B17010F_026EA,B17010F_027MA,B17010F_027EA,B17010F_028MA,B17010F_028EA,B17010F_029EA,B17010F_029MA,B17010F_030EA,B17010F_030MA,B17010F_031MA,B17010F_031EA,B17010F_032MA,B17010F_032EA,B17010F_033EA,B17010F_033MA,B17010F_034MA,B17010F_034EA,B17010F_035EA,B17010F_035MA,B17010F_036MA,B17010F_036EA,B17010F_037MA,B17010F_037EA,B17010F_038EA,B17010F_038MA,B17010F_039MA,B17010F_039EA,B17010F_040EA,B17010F_040MA,B17010F_041EA,B17010F_041MA,state
0400000US13,67548,3990,15426,2526,8024,1806,6806,1654,1188,677,3696,991,1922,984,1218,715,7402,1851,2061,883,1418,788,493,468,190,176,735,626,643,425,5341,1603,5170,1571,1605,788,1769,819,1796,835,171,211,52122,4168,35428,3751,27175,2988,6930,1555,6430,1403,13815,2276,8253,1828,16694,2140,10736,1695,4525,1270,1384,680,763,439,2378,1063,6211,1344,5958,1400,4714,1309,1233,640,1426,688,2055,862,1244,658,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,234232,6590,42069,4085,20116,2864,17818,2750,2054,740,8494,1937,7270,1614,2298,756,21953,2988,4893,1275,4087,1171,1375,657,1130,584,1582,683,806,458,17060,2435,15278,2288,4137,1175,3608,1132,7533,1562,1782,781,192163,6805,137163,6650,100833,5124,17618,2337,31694,2670,51521,3865,36330,3077,55000,3670,24806,2636,12683,1820,3702,947,2829,925,6152,1496,12123,1924,30194,2785,21802,2374,2845,956,3223,1053,15734,1946,8392,1477,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,32116,2527,6780,1202,2796,832,2690,828,586,564,1517,681,587,372,106,109,3984,974,975,476,728,419,313,299,211,236,204,180,247,245,3009,833,2813,790,743,442,1000,401,1070,487,196,240,25336,2210,18876,2046,13936,1800,2127,755,4044,1057,7765,1466,4940,1059,6460,1053,3588,828,1848,574,645,330,144,154,1059,395,1740,638,2872,707,2235,612,507,352,202,208,1526,481,637,433,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21818,1968,4673,1028,1858,743,1784,738,393,293,1054,644,337,260,74,110,2815,933,466,310,379,292,84,131,169,207,126,154,87,126,2349,871,2233,860,412,304,991,613,830,524,116,122,17145,1830,12068,1606,9208,1448,1320,572,2256,883,5632,1107,2860,670,5077,1077,2129,802,1275,639,218,210,255,298,802,458,854,507,2948,928,2141,759,614,461,425,338,1102,488,807,463,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,31277,2999,2567,953,877,548,801,541,246,323,358,323,197,255,76,130,1690,741,443,398,244,291,21,36,187,288,36,61,199,300,1247,609,1036,561,326,222,146,232,564,390,211,243,28710,2789,17980,2392,14116,2254,3440,1051,2464,853,8212,1554,3864,1030,10730,1694,5924,1230,1848,804,1011,582,267,348,570,483,4076,1103,4806,1199,3898,1249,416,370,396,312,3086,1168,908,387,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,64306,4100,15754,2073,1790,626,1227,584,274,321,355,289,598,389,563,278,13964,2047,1380,695,1106,537,229,230,402,391,475,390,274,453,12584,1978,11862,2024,1489,682,3900,1213,6473,1340,722,427,48552,3567,24062,2695,17134,2368,3034,1023,4541,1222,9559,1818,6928,1386,24490,2825,7306,1528,3562,1093,620,425,605,500,2337,881,3744,1136,17184,2478,11990,2126,1983,885,2200,850,7807,1536,5194,1371,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,36707,2505,7972,1476,4095,1138,3626,1126,689,522,1846,879,1091,691,469,457,3877,1014,417,271,417,271,124,198,25,40,268,272,0,235,3460,1019,3423,1002,391,299,1276,732,1756,690,37,62,28735,2394,19979,2318,14137,2064,2214,819,4048,1201,7875,1451,5842,1073,8756,1472,3984,1206,2596,913,775,479,928,556,893,563,1388,680,4772,1145,3484,1081,246,199,1122,743,2116,816,1288,447,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16223,1874,3412,906,1664,640,1577,636,383,387,450,293,744,397,87,141,1748,604,611,398,611,398,47,86,309,314,255,209,0,208,1137,518,1058,501,411,322,245,266,402,247,79,100,12811,1679,7389,1242,5143,1060,970,451,1493,592,2680,757,2246,782,5422,1175,2407,895,1687,807,437,352,839,627,411,261,720,422,3015,813,2729,813,140,132,657,322,1932,767,286,192,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,13705,1936,3823,995,1767,694,1767,694,414,372,648,348,705,477,0,253,2056,867,550,514,550,514,10,19,0,253,540,514,0,253,1506,731,1506,731,555,416,577,489,374,366,0,253,9882,1685,8167,1521,5532,1158,788,435,1360,530,3384,1085,2635,768,1715,676,526,379,214,227,0,253,110,181,104,133,312,299,1189,535,730,431,329,302,261,278,140,146,459,388,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11388,1339,1637,520,973,454,838,428,392,267,310,269,136,133,135,169,664,289,0,213,0,213,0,213,0,213,0,213,0,213,664,289,664,289,39,68,303,229,322,228,0,213,9751,1305,6769,1074,5338,1057,870,442,1462,498,3006,759,1431,470,2982,765,1719,619,981,488,213,182,340,287,428,307,738,457,1263,451,1105,435,48,68,539,359,518,272,158,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,45223,3171,6234,1448,1851,705,1573,640,182,220,1088,548,303,248,278,291,4383,1185,871,603,669,497,214,268,99,166,356,355,202,333,3512,1098,3470,1093,647,409,1001,563,1822,793,42,71,38989,3082,26081,2390,19182,1806,2799,820,4844,1021,11539,1494,6899,1456,12908,1978,6504,1411,4411,1248,734,424,1075,557,2602,970,2093,680,6404,1324,5145,1217,554,402,847,464,3744,1140,1259,572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
