GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002MA,B10051F_002EA,B10051F_003EA,B10051F_003MA,B10051F_004EA,B10051F_004MA,B10051F_005EA,B10051F_005MA,B10051F_006EA,B10051F_006MA,B10051F_007MA,B10051F_007EA,state
0400000US25,5616,1504,1441,612,1360,584,81,97,4175,1334,2372,1022,1803,804,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3961,1220,1361,793,1267,778,94,143,2600,887,1310,638,1290,665,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1883,826,487,428,449,420,38,65,1396,673,820,508,576,364,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1329,654,628,488,574,478,54,90,701,468,345,353,356,278,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,5641,1432,1626,751,1021,604,605,381,4015,1116,2286,1002,1729,634,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,19447,2656,4398,1235,2747,1139,1651,617,15049,2316,8597,1758,6452,1627,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10081,2208,5115,1561,4148,1485,967,500,4966,1264,3009,1036,1957,697,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,64997,5368,20677,2729,15553,2306,5124,1371,44320,4644,21535,2811,22785,3021,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7384,2099,2837,1604,2739,1593,98,142,4547,1374,2728,1046,1819,848,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2146,944,391,276,391,276,0,261,1755,841,1049,602,706,445,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1772,526,642,317,508,265,134,137,1130,480,679,403,451,360,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2505,932,938,547,666,476,272,295,1567,720,944,572,623,405,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7284,1807,2874,909,2305,771,569,378,4410,1308,2154,867,2256,969,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1356,729,221,154,221,154,0,279,1135,725,424,457,711,542,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,114327,8607,48185,4509,36535,3865,11650,2040,66142,6955,37924,4412,28218,4325,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4364,1313,1428,761,1055,632,373,401,2936,1161,2441,1073,495,422,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3732,1205,648,413,616,399,32,56,3084,1193,1972,946,1112,582,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,9001,1997,2709,1092,1932,902,777,694,6292,1793,3961,1383,2331,974,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2417,809,1286,700,1286,700,0,211,1131,515,750,467,381,331,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13285,1923,7581,1386,4088,1026,3493,903,5704,1269,3027,840,2677,783,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
