GEO_ID,C19037D_001E,C19037D_001M,C19037D_002E,C19037D_002M,C19037D_003E,C19037D_003M,C19037D_004E,C19037D_004M,C19037D_005E,C19037D_005M,C19037D_006E,C19037D_006M,C19037D_007E,C19037D_007M,C19037D_008E,C19037D_008M,C19037D_009E,C19037D_009M,C19037D_010E,C19037D_010M,C19037D_011E,C19037D_011M,C19037D_012E,C19037D_012M,C19037D_013E,C19037D_013M,C19037D_014E,C19037D_014M,C19037D_015E,C19037D_015M,C19037D_016E,C19037D_016M,C19037D_017E,C19037D_017M,C19037D_018E,C19037D_018M,C19037D_019E,C19037D_019M,C19037D_020E,C19037D_020M,C19037D_021E,C19037D_021M,C19037D_022E,C19037D_022M,C19037D_023E,C19037D_023M,C19037D_024E,C19037D_024M,C19037D_025E,C19037D_025M,C19037D_026E,C19037D_026M,C19037D_027E,C19037D_027M,C19037D_028E,C19037D_028M,C19037D_029E,C19037D_029M,C19037D_030E,C19037D_030M,C19037D_031E,C19037D_031M,C19037D_032E,C19037D_032M,C19037D_033E,C19037D_033M,C19037D_034E,C19037D_034M,C19037D_035E,C19037D_035M,C19037D_036E,C19037D_036M,C19037D_037E,C19037D_037M,C19037D_038E,C19037D_038M,C19037D_039E,C19037D_039M,C19037D_040E,C19037D_040M,C19037D_041E,C19037D_041M,C19037D_042E,C19037D_042M,C19037D_043E,C19037D_043M,C19037D_044E,C19037D_044M,C19037D_045E,C19037D_045M,NAME,C19037D_001MA,C19037D_001EA,C19037D_002MA,C19037D_002EA,C19037D_003EA,C19037D_003MA,C19037D_004MA,C19037D_004EA,C19037D_005MA,C19037D_005EA,C19037D_006MA,C19037D_006EA,C19037D_007MA,C19037D_007EA,C19037D_008EA,C19037D_008MA,C19037D_009EA,C19037D_009MA,C19037D_010MA,C19037D_010EA,C19037D_011MA,C19037D_011EA,C19037D_012MA,C19037D_012EA,C19037D_013EA,C19037D_013MA,C19037D_014EA,C19037D_014MA,C19037D_015MA,C19037D_015EA,C19037D_016MA,C19037D_016EA,C19037D_017MA,C19037D_017EA,C19037D_018MA,C19037D_018EA,C19037D_019MA,C19037D_019EA,C19037D_020EA,C19037D_020MA,C19037D_021MA,C19037D_021EA,C19037D_022MA,C19037D_022EA,C19037D_023MA,C19037D_023EA,C19037D_024MA,C19037D_024EA,C19037D_025EA,C19037D_025MA,C19037D_026MA,C19037D_026EA,C19037D_027MA,C19037D_027EA,C19037D_028MA,C19037D_028EA,C19037D_029MA,C19037D_029EA,C19037D_030MA,C19037D_030EA,C19037D_031EA,C19037D_031MA,C19037D_032MA,C19037D_032EA,C19037D_033MA,C19037D_033EA,C19037D_034MA,C19037D_034EA,C19037D_035MA,C19037D_035EA,C19037D_036EA,C19037D_036MA,C19037D_037MA,C19037D_037EA,C19037D_038MA,C19037D_038EA,C19037D_039MA,C19037D_039EA,C19037D_040MA,C19037D_040EA,C19037D_041MA,C19037D_041EA,C19037D_042EA,C19037D_042MA,C19037D_043MA,C19037D_043EA,C19037D_044MA,C19037D_044EA,C19037D_045MA,C19037D_045EA,state
0400000US13,76493,2814,2564,666,537,350,98,106,253,192,383,240,611,380,324,276,253,233,105,167,0,292,0,292,42817,2339,2722,1153,847,373,2912,1120,4348,836,5379,1326,10206,1436,6253,1296,5780,1120,2659,839,1711,573,26372,2019,1375,589,909,442,1183,653,2087,871,3802,1034,6196,1225,4109,951,3626,847,1481,590,1604,604,4740,960,1001,455,510,429,291,224,526,399,683,373,500,295,377,267,614,353,85,142,153,239,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,179329,4204,3709,1159,756,479,43,69,1113,690,114,132,305,195,511,483,424,391,194,246,199,303,50,88,46433,2596,1845,752,950,562,3185,1117,3535,956,6712,1490,11299,1918,8110,1568,8312,1600,1302,478,1183,533,71231,2608,2524,735,1367,607,4108,965,3656,953,6692,1068,15566,1580,12169,1369,14154,1525,6691,1197,4304,928,57956,2097,5505,1027,4232,899,6118,1012,6487,1164,7929,1093,8719,1199,6880,1068,8335,1012,2089,633,1662,581,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,174310,3762,7272,1123,2651,772,839,460,989,394,448,311,1188,497,564,388,249,172,245,293,57,99,42,70,90932,3846,5247,1378,1713,629,5128,1433,7466,1472,8630,1464,21898,2225,14290,1650,16474,1726,5375,1050,4711,1112,59581,2310,2522,794,1462,519,4416,1041,3962,893,6794,967,10128,1366,8950,1257,12241,1681,5448,1049,3658,925,16525,1510,2337,659,944,503,1891,658,1095,449,1855,599,3699,772,2093,614,1794,472,355,267,462,286,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27109,1656,2909,812,1606,716,449,483,295,329,209,200,0,263,290,313,60,104,0,263,0,263,0,263,12898,1664,1114,579,352,264,1392,702,1249,600,2197,880,2458,909,1425,467,1188,505,886,377,637,333,9295,1342,248,225,179,277,762,456,854,487,1055,555,2169,710,852,358,961,449,800,478,1415,681,2007,619,292,290,343,443,229,198,200,161,294,248,135,190,293,236,221,185,0,263,0,263,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,16541,1316,2116,647,365,275,232,202,578,445,464,371,284,265,193,189,0,221,0,221,0,221,0,221,9291,1253,1182,749,279,219,608,324,1128,629,1114,556,2348,765,1216,508,1129,474,231,185,56,74,3973,824,205,204,91,137,244,262,239,171,611,354,827,489,616,506,671,282,231,250,238,144,1161,504,109,120,9,18,222,322,137,135,140,140,160,125,38,63,247,217,0,221,99,154,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19655,1468,1287,548,676,461,78,134,147,203,50,75,93,156,166,192,77,106,0,237,0,237,0,237,11543,1204,291,213,310,264,1605,640,1141,604,2050,636,2484,767,1371,554,1913,775,340,222,38,66,5498,911,130,156,66,115,290,236,454,296,744,418,1342,535,755,347,1086,580,277,179,354,250,1327,515,282,308,238,237,60,70,159,153,324,237,60,96,165,223,0,237,0,237,39,66,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,87716,2274,2304,644,556,295,76,95,158,138,374,295,515,355,335,345,60,100,126,154,0,277,104,171,43205,2077,1445,570,352,338,1443,750,2873,797,5063,1043,8670,1294,6253,1374,9561,1502,4969,1073,2576,819,33230,1683,881,437,455,424,1734,628,2170,685,2582,648,5234,1119,4196,810,9060,1215,3815,802,3103,728,8977,1258,1156,536,373,224,924,486,1057,534,922,452,1415,587,855,492,971,483,515,258,789,417,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,106767,3073,6612,1284,2298,871,415,532,498,372,837,517,576,370,974,771,640,434,327,260,47,83,0,277,59436,3006,2948,925,2136,922,2683,1066,3013,935,7911,1646,11859,1746,8809,1614,11281,2118,4975,1207,3821,1012,31532,1943,3088,948,941,462,2484,752,2125,793,3505,762,6130,1421,3176,1154,5267,1103,2211,842,2605,658,9187,1029,2769,770,1560,514,1001,499,447,272,827,374,1231,676,581,312,341,230,165,170,265,230,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,76401,2660,5393,1023,2544,814,565,467,673,497,521,502,565,350,468,380,57,101,0,235,0,235,0,235,43386,2428,1848,612,897,438,2685,878,3374,972,5076,1041,9302,1388,8264,1248,6865,1168,3604,830,1471,589,21993,1283,1089,527,587,268,1494,536,1553,576,2598,726,2596,567,3617,966,3503,661,2573,688,2383,718,5629,923,481,298,589,280,941,550,204,147,262,186,1192,550,506,292,775,302,220,164,459,329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49715,2013,3525,812,519,325,629,410,417,286,317,214,880,420,537,296,153,205,73,118,0,208,0,208,29046,1697,1394,561,902,461,1812,619,1908,609,4282,857,7980,1188,4795,1076,4053,804,770,442,1150,475,14361,1235,790,447,301,299,1322,533,923,489,1723,508,3422,802,2268,551,2277,655,539,378,796,448,2783,531,709,397,189,193,46,68,340,242,276,202,233,165,307,221,526,305,0,208,157,155,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28184,1860,1652,617,911,482,282,227,0,253,91,132,85,128,283,294,0,253,0,253,0,253,0,253,15755,1657,1074,587,759,502,1299,525,2406,794,2436,780,3663,1075,1404,518,1905,655,389,260,420,262,8819,1014,228,191,410,308,490,279,923,359,1433,652,2034,659,1158,450,865,408,776,374,502,231,1958,575,260,247,141,136,64,73,188,133,184,265,354,233,420,269,125,142,99,119,123,147,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
