GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001EA,B25032F_001MA,B25032F_002EA,B25032F_002MA,B25032F_003MA,B25032F_003EA,B25032F_004MA,B25032F_004EA,B25032F_005MA,B25032F_005EA,B25032F_006MA,B25032F_006EA,B25032F_007EA,B25032F_007MA,B25032F_008EA,B25032F_008MA,B25032F_009MA,B25032F_009EA,B25032F_010MA,B25032F_010EA,B25032F_011MA,B25032F_011EA,state
0400000US21,8689,1412,3895,912,180,177,349,327,796,437,302,211,691,397,469,438,23,40,1984,784,0,185,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,13133,1738,5500,920,834,487,1471,670,1283,772,446,332,856,583,415,419,775,458,1553,612,0,201,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45731,2896,16782,2047,8254,1600,425,341,1348,687,5650,1488,10151,1802,1455,666,1425,625,241,276,0,193,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86390,4605,10267,1668,5316,1113,15090,2255,23094,2367,11969,1734,6580,1329,5836,1387,7931,1594,177,212,130,213,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,33523,2618,22450,1978,1291,684,1926,738,2342,1145,1548,596,1216,636,417,404,362,304,1906,718,65,70,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21163,2199,8167,1299,1272,532,1226,572,923,485,584,377,1847,782,2252,906,2425,1116,2467,852,0,141,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19325,1923,12834,1392,840,527,935,453,843,456,932,507,1526,823,555,509,353,283,507,291,0,181,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7765,1101,4782,907,224,226,328,270,223,235,537,301,181,259,271,191,80,120,1139,487,0,153,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71450,3885,37913,2614,1709,690,1577,604,7836,1426,8710,1611,5253,1501,1684,659,2909,897,3859,936,0,203,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,178051,6755,39878,3474,16204,1966,39969,3558,31300,3267,16652,1807,12285,2174,9157,1781,11178,1875,1353,636,75,120,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,70130,4072,41119,3088,2528,1019,1883,712,2661,934,2409,955,2670,1055,980,543,583,372,15097,2214,200,236,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,515934,9513,58752,3516,16168,2292,65789,4109,56867,4376,33960,3399,31155,2936,114570,6077,134877,5801,2717,979,1079,862,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,82878,4537,31786,3397,2841,1135,3283,1186,1789,770,8165,1853,6467,1823,2061,811,947,638,25518,2812,21,38,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28044,2699,15015,1815,1117,519,2515,767,3052,979,1515,585,2355,887,208,163,1020,442,1224,663,23,43,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26561,1691,17998,1582,551,464,1127,481,1069,524,899,494,1246,396,299,165,436,271,2838,501,98,116,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35586,3255,15127,2148,1395,651,1359,674,4284,1242,4044,1394,2284,1031,1964,882,1352,530,3716,1020,61,77,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,65000,4702,12274,1494,28857,2930,6456,1402,5506,1179,4206,1094,2058,747,1631,710,2712,951,1049,658,251,384,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18871,1618,3311,782,881,548,4068,1082,6601,1408,697,404,941,421,827,462,1281,627,0,203,264,403,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18466,2600,5659,1524,768,529,630,652,298,260,1343,615,1260,545,413,340,191,224,7904,1488,0,200,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25142,2447,13042,2005,1237,528,1804,793,949,464,2500,884,2023,834,1237,672,47,76,2303,860,0,198,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,421018,10917,241777,7894,10854,1953,8098,1417,17889,2642,30120,3242,42328,3890,16372,2277,15192,2083,37732,3269,656,367,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32497,2258,17877,2011,1268,668,2140,750,1991,874,1605,733,1847,651,916,507,818,601,4035,1085,0,184,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44315,3964,15257,1987,8261,1851,272,292,3647,1214,4771,1505,5893,1475,553,424,2544,937,3117,994,0,195,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,65442,4232,29682,3274,1620,697,4049,1202,5535,1421,3500,1056,4732,1203,2611,1034,2713,1034,10960,1765,40,69,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27445,2162,9893,1317,1091,465,6410,1351,2583,891,3119,1124,1229,566,1343,583,1237,637,540,287,0,145,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,167012,6299,116777,5546,20040,2466,6069,1259,5075,1310,6361,1514,6980,1223,2198,680,3142,799,370,296,0,220,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
