GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001MA,B19101D_001EA,B19101D_002EA,B19101D_002MA,B19101D_003EA,B19101D_003MA,B19101D_004MA,B19101D_004EA,B19101D_005EA,B19101D_005MA,B19101D_006MA,B19101D_006EA,B19101D_007EA,B19101D_007MA,B19101D_008EA,B19101D_008MA,B19101D_009MA,B19101D_009EA,B19101D_010EA,B19101D_010MA,B19101D_011EA,B19101D_011MA,B19101D_012MA,B19101D_012EA,B19101D_013EA,B19101D_013MA,B19101D_014EA,B19101D_014MA,B19101D_015MA,B19101D_015EA,B19101D_016EA,B19101D_016MA,B19101D_017MA,B19101D_017EA,state
0400000US26,64315,2082,2742,691,1474,608,2071,657,2130,748,1436,562,1981,589,2328,650,2305,605,1615,612,4308,1123,4906,968,8507,1257,7500,1195,5734,1004,5925,1043,9353,979,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53781,2120,1155,439,1655,715,2213,517,1972,615,2185,697,2135,770,2526,925,2256,750,1773,597,3672,783,6783,1087,7137,1198,4818,1008,3270,1078,4827,1104,5404,1097,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4727,1002,90,114,219,281,110,181,166,126,88,121,0,206,308,256,469,375,141,144,224,226,446,294,888,606,457,335,236,197,424,294,461,334,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23235,1502,844,422,424,319,769,401,415,311,868,485,637,356,466,300,1145,513,1406,626,1490,517,1471,489,2408,693,3107,743,1328,573,2479,665,3978,853,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8806,830,362,292,494,412,191,173,450,297,551,420,230,167,552,302,523,395,518,434,682,370,1179,374,1149,399,550,272,493,307,488,245,394,205,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48999,2446,1514,573,1154,595,1406,632,1386,440,1920,731,2719,791,1685,588,2679,912,2403,715,4301,1054,6419,1099,8511,1220,5033,971,3214,738,3009,828,1646,500,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7576,1047,81,147,86,139,487,418,79,130,218,259,207,172,392,300,267,248,107,135,457,369,647,407,1261,483,1048,527,1010,460,666,357,563,311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,207546,3110,4700,1056,3349,840,3501,812,3677,903,3729,734,4424,1052,3978,827,4558,918,3986,954,9805,1254,16669,1947,23968,2137,26611,2263,21140,2284,29178,1969,44273,2651,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7424,903,435,314,147,170,496,316,267,237,187,173,316,345,293,280,331,246,355,403,646,477,1090,451,1114,551,191,152,256,208,572,279,728,296,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,360018,5206,18120,1940,15695,1819,16537,2056,19932,2446,15596,1983,15704,2186,13985,1656,15702,1910,11038,1704,25488,2903,29831,2276,43067,2858,28403,2300,22575,2032,26888,2235,41457,3016,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,59306,2526,2259,701,1083,449,1645,698,2383,915,1984,746,1994,621,1871,525,2659,940,1511,624,4895,1162,6884,1195,8313,1429,6241,1078,3005,838,6862,1112,5717,941,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,53654,2536,2531,756,931,404,1585,627,913,467,1708,623,1209,642,1599,638,2553,686,922,394,3871,943,6076,1253,7253,1289,4622,892,3873,928,5704,1151,8304,1491,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,15631,1518,469,382,425,268,479,240,1009,712,695,308,786,293,852,436,423,276,1122,520,1300,541,1259,492,2262,816,1676,519,1244,582,705,287,925,424,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35873,1717,1813,715,633,281,1290,523,923,560,1130,610,1354,722,1409,750,932,398,1240,565,2856,806,3560,965,4772,979,5513,968,2431,650,2825,658,3192,808,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,90348,2589,4042,843,2268,704,2686,780,3694,1008,3283,863,3386,911,2837,743,3220,837,3398,1004,6275,1118,8289,1561,11806,1614,8524,1775,5695,1183,8462,1183,12483,1545,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6582,735,158,257,88,125,39,68,478,370,134,130,254,303,335,310,332,246,88,120,558,365,782,422,1216,677,984,324,357,270,417,304,362,280,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14957,1444,413,272,455,265,390,238,699,442,1393,779,307,232,1439,682,341,231,525,292,1221,532,1197,488,2553,776,1800,591,939,499,517,327,768,485,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21764,1612,668,400,457,331,876,435,349,259,1159,701,714,324,576,413,978,440,960,613,777,397,2748,774,3242,896,2379,805,1246,450,2281,748,2354,712,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,281280,5634,10283,1481,6122,1522,7667,1386,10838,1745,10398,1756,9131,1367,8389,1463,9201,1710,8023,1532,14961,2046,25888,2677,35534,2845,31180,2582,25292,2506,31483,3114,36890,3031,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14375,1232,715,399,415,351,325,217,369,243,314,254,226,190,351,362,458,278,1238,790,938,387,1741,552,2905,730,1397,496,889,432,1239,401,855,437,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117556,3043,1577,578,1542,576,1838,651,3475,1054,2630,724,3890,930,2743,787,4026,1073,2969,932,8322,1553,10804,1446,15157,1845,13551,1521,9774,1449,16337,1839,18921,1813,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,126663,3513,3646,1010,3376,969,2452,732,3981,1113,3562,838,4333,1035,3089,919,4840,1038,4936,1105,7972,1356,12352,1676,18144,2165,16018,1973,10376,1555,12364,1762,15222,1983,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32287,1590,2413,941,2610,789,1488,634,810,350,1645,655,1915,729,1590,770,999,508,972,419,1733,622,2520,633,4960,1013,2854,720,1736,641,1641,409,2401,667,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
