GEO_ID,B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,NAME,B10051C_001EA,B10051C_001MA,B10051C_002EA,B10051C_002MA,B10051C_003EA,B10051C_003MA,B10051C_004EA,B10051C_004MA,B10051C_005MA,B10051C_005EA,B10051C_006MA,B10051C_006EA,B10051C_007MA,B10051C_007EA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1572,509,689,340,546,275,143,160,883,351,669,314,214,147,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1952,446,1094,375,537,196,557,303,858,306,395,261,463,225,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4135,812,2740,698,1740,495,1000,491,1395,517,1157,476,238,143,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,643,242,493,214,410,205,83,54,150,160,32,34,118,148,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1066,300,704,265,389,237,315,177,362,213,233,199,129,86,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10956,1277,5267,853,3281,768,1986,516,5689,846,2593,569,3096,672,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2350,857,910,382,502,249,408,308,1440,672,890,511,550,469,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4807,941,3112,808,2023,642,1089,518,1695,544,830,331,865,395,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1797,731,740,280,363,176,377,205,1057,605,682,519,375,250,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,9403,1130,4995,697,3075,560,1920,405,4408,894,1968,576,2440,628,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1695,523,1218,456,985,453,233,171,477,313,399,296,78,96,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4306,698,3533,705,1950,505,1583,514,773,244,517,206,256,158,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3474,999,1239,462,686,347,553,328,2235,894,1028,598,1207,600,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1999,583,633,296,395,274,238,166,1366,616,786,593,580,338,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3649,777,2183,617,1274,399,909,465,1466,466,978,377,488,245,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2220,592,1325,448,1178,434,147,80,895,381,596,267,299,194,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,766,443,348,162,140,80,208,130,418,417,330,394,88,69,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
