GEO_ID,B14007C_001E,B14007C_001M,B14007C_002E,B14007C_002M,B14007C_003E,B14007C_003M,B14007C_004E,B14007C_004M,B14007C_005E,B14007C_005M,B14007C_006E,B14007C_006M,B14007C_007E,B14007C_007M,B14007C_008E,B14007C_008M,B14007C_009E,B14007C_009M,B14007C_010E,B14007C_010M,B14007C_011E,B14007C_011M,B14007C_012E,B14007C_012M,B14007C_013E,B14007C_013M,B14007C_014E,B14007C_014M,B14007C_015E,B14007C_015M,B14007C_016E,B14007C_016M,B14007C_017E,B14007C_017M,B14007C_018E,B14007C_018M,B14007C_019E,B14007C_019M,NAME,B14007C_001MA,B14007C_001EA,B14007C_002MA,B14007C_002EA,B14007C_003EA,B14007C_003MA,B14007C_004EA,B14007C_004MA,B14007C_005EA,B14007C_005MA,B14007C_006MA,B14007C_006EA,B14007C_007EA,B14007C_007MA,B14007C_008EA,B14007C_008MA,B14007C_009EA,B14007C_009MA,B14007C_010EA,B14007C_010MA,B14007C_011MA,B14007C_011EA,B14007C_012EA,B14007C_012MA,B14007C_013EA,B14007C_013MA,B14007C_014EA,B14007C_014MA,B14007C_015EA,B14007C_015MA,B14007C_016EA,B14007C_016MA,B14007C_017EA,B14007C_017MA,B14007C_018EA,B14007C_018MA,B14007C_019EA,B14007C_019MA,state
0400000US13,24165,3818,6956,1736,200,244,88,129,118,138,357,315,443,243,175,153,213,220,91,106,765,454,843,568,243,220,625,489,348,278,837,580,1347,813,263,332,17209,2831,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20553,2311,5969,1192,446,263,471,260,520,250,549,307,61,63,368,249,409,238,186,110,114,105,230,139,202,174,156,125,194,195,224,283,1705,701,134,152,14584,1773,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,27023,3342,7564,1689,518,390,260,240,477,345,190,183,329,251,572,325,321,255,262,261,857,537,388,308,336,214,269,197,120,145,425,275,1795,632,445,302,19459,2605,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,9463,1157,2822,641,225,209,67,68,0,155,11,19,275,245,256,257,121,76,211,139,335,186,226,211,67,82,299,240,153,100,96,87,424,304,56,95,6641,960,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23221,2164,6745,1230,269,227,345,250,203,147,156,168,410,291,148,148,440,286,622,407,168,111,569,323,542,249,491,208,319,198,102,105,1852,725,109,127,16476,1800,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25219,2389,6186,1155,434,441,240,213,60,106,46,71,74,101,792,365,395,304,469,371,186,152,485,318,408,244,290,269,663,446,246,200,1122,587,276,296,19033,1846,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,15192,2651,5491,1742,347,297,132,157,168,167,239,232,145,156,621,426,0,198,469,371,559,337,366,357,497,368,225,210,333,255,694,437,487,323,209,179,9701,1574,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54512,2752,16726,1875,1411,438,877,377,982,338,912,371,1094,431,1001,392,969,301,704,259,1037,384,982,437,815,306,917,354,581,185,831,502,3051,705,562,357,37786,2230,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54314,2700,16320,1831,1272,373,1150,398,812,266,1485,412,755,288,997,390,591,193,1245,465,1079,454,808,370,927,247,1251,443,648,255,976,321,1921,564,403,379,37994,1559,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25868,2448,5574,1465,0,181,505,253,344,232,384,237,91,116,259,239,234,169,461,320,253,217,173,155,397,262,372,247,383,253,241,176,1329,666,148,147,20294,1808,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,66166,2190,19995,1445,2132,601,1398,433,1244,376,2007,505,1229,399,1377,484,1014,344,898,326,1662,492,835,335,1203,473,933,363,848,264,785,334,2410,742,20,28,46171,1726,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16595,2287,6172,1246,268,102,278,123,237,100,344,227,289,115,542,294,464,250,458,289,349,237,474,250,373,250,452,243,132,73,449,246,855,337,208,167,10423,1461,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29467,2183,7914,1352,449,256,548,309,236,203,441,261,676,530,348,153,340,216,535,258,189,110,492,212,268,211,261,132,609,235,763,435,1555,480,204,200,21553,1720,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,14395,2175,3942,1023,466,351,485,386,245,233,125,158,243,222,115,147,33,54,420,255,104,141,461,406,53,73,73,109,336,252,105,147,522,308,156,216,10453,1640,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,189692,3756,59939,2379,3111,721,3911,770,4110,751,2402,583,2884,821,3381,744,3008,648,2749,552,4101,876,2670,581,4393,956,2931,633,3237,568,3233,712,12713,1607,1105,468,129753,3478,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,78425,6196,21761,3218,1677,785,713,366,790,406,1424,532,721,385,919,449,1024,549,1024,513,1632,921,1288,479,1169,799,531,254,954,513,1284,588,5622,1605,989,612,56664,4933,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,107505,4015,29681,2274,1602,559,2099,555,2140,645,1178,389,2139,673,1094,352,1577,635,1637,631,1430,494,1477,522,1823,543,2354,673,1512,447,1658,462,4936,839,1025,355,77824,2976,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,37335,1895,12370,1196,1217,513,741,269,843,186,626,224,783,367,799,343,511,208,313,190,738,333,489,302,924,343,916,431,500,219,547,208,2187,729,236,209,24965,1588,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22329,2642,6175,1528,279,295,162,137,174,132,265,202,335,279,529,285,541,333,444,304,214,231,219,196,508,298,624,346,298,284,169,190,1343,699,71,119,16154,1926,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,275403,5136,86657,2975,5595,740,5183,745,4985,575,5380,802,5587,727,4746,694,5121,725,5528,753,4824,713,5501,705,5124,733,5128,653,4714,639,4282,759,13703,1427,1256,385,188746,4032,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,45318,3491,12326,1852,1101,757,635,366,744,330,428,327,738,348,734,389,844,524,593,326,477,174,493,345,1100,499,467,313,629,365,383,285,2750,830,210,132,32992,3061,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,26025,2893,6551,1850,137,193,96,131,201,181,361,241,541,425,233,229,171,132,64,59,586,388,830,552,136,148,488,430,78,75,327,239,1999,791,303,180,19474,1890,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13184,1731,3269,925,84,117,295,270,153,99,163,127,427,285,156,124,145,95,160,126,180,114,38,60,189,167,121,116,51,75,401,263,533,285,173,138,9915,1484,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,67100,2415,25219,1856,2319,559,1618,527,1486,375,1236,324,1584,358,1246,405,1379,409,1720,356,1673,407,2226,471,1862,407,1355,342,1252,513,1165,453,2748,750,350,282,41881,1680,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,117444,8440,35165,4395,1284,486,2548,960,1261,441,1576,586,1660,658,2067,739,1840,671,2099,640,2103,750,2032,668,2177,763,3063,1041,1634,592,1730,644,6926,1736,1165,478,82279,5625,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31718,2677,9662,1403,697,388,322,203,479,249,491,190,638,396,495,281,605,300,653,459,925,407,611,324,602,463,572,314,587,279,607,327,1319,493,59,83,22056,1922,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20925,2339,4385,1081,68,79,160,175,403,288,405,289,127,112,324,240,141,140,432,259,134,128,528,232,161,141,199,155,94,121,149,133,819,419,241,145,16540,1929,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,91351,4861,27952,3015,1894,536,1503,609,1634,517,2058,730,1470,570,1253,410,1498,487,1367,522,1441,615,1508,383,1656,495,1604,444,1550,438,2533,936,4740,1023,243,185,63399,3112,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,48401,2440,15521,1442,910,264,894,331,273,131,829,277,1156,399,1003,345,996,294,863,381,920,294,942,361,1145,448,1131,384,736,320,936,334,2530,696,257,167,32880,1867,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14185,1733,4662,705,242,122,275,120,518,343,171,105,246,118,555,443,425,171,306,133,280,190,135,84,185,117,339,241,200,200,296,208,413,299,76,84,9523,1500,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10710,2044,3189,1149,0,220,272,272,277,274,172,209,206,202,227,223,303,276,333,322,206,205,70,112,0,220,154,177,126,125,142,163,577,341,124,209,7521,1433,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
