GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002MA,B20017E_002EA,B20017E_003EA,B20017E_003MA,B20017E_004EA,B20017E_004MA,B20017E_005EA,B20017E_005MA,B20017E_006EA,B20017E_006MA,B20017E_007MA,B20017E_007EA,state
0400000US32,23015,2228,24503,2374,27193,6530,12857,8956,21008,3777,27969,7172,10983,2109,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,2499,-333333333,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,New Hampshire,***,"2,500-",**,-,-,**,-,**,"2,500-",***,-,**,***,"2,500-",33
0400000US34,21324,31518,35414,28180,35511,25949,22206,46288,10625,39287,45464,55027,9176,2185,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2499,-333333333,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,New Mexico,***,"2,500-",**,-,-,**,-,**,"2,500-",***,-,**,***,"2,500-",35
0400000US36,21579,7863,29348,24234,48181,24194,14695,6864,20595,7924,25872,7848,8571,4965,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22102,7102,22495,7818,27279,14635,16541,8648,21848,9540,33132,6813,18415,11072,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6456,1428,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,6456,1428,-666666666,-222222222,6456,1428,North Dakota,null,null,**,-,-,**,-,**,null,null,-,**,null,null,38
0400000US39,25100,17167,31250,14884,40300,33255,21927,35507,15848,43224,70911,14670,2499,-333333333,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",39
0400000US40,17323,7139,19075,6606,24095,9115,11471,3467,13174,5762,31518,16173,9650,4632,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18956,8851,20337,10198,47351,24617,13998,11795,16023,13919,25024,13006,10649,7071,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31657,26862,45197,41847,76764,65548,6524,5071,16323,13138,17279,33454,13500,5676,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21440,4294,21028,2694,22795,8414,13750,5744,30617,27916,47519,38262,2903,6714,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,35016,38708,41424,31956,46039,44995,-666666666,-222222222,11875,47274,37304,3132,7420,2273,Tennessee,null,null,null,null,null,null,-,**,null,null,null,null,null,null,47
0400000US48,23490,4199,31932,7162,42172,6740,10448,7534,19595,5534,24924,5573,11672,2464,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24818,3501,27256,5335,31239,2531,17469,10776,20955,1668,28910,5674,6878,1850,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4044,478,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,4044,478,-666666666,-222222222,3946,319,Vermont,null,null,**,-,-,**,-,**,null,null,-,**,null,null,50
0400000US51,44762,14382,49207,23656,50096,35681,21620,70938,40133,12500,53034,21189,11568,6929,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,24426,3552,26533,5119,41058,4919,14121,3482,22292,3567,27021,6896,17182,2851,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3953,642,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,3953,642,-666666666,-222222222,-666666666,-222222222,West Virginia,null,null,**,-,-,**,-,**,null,null,-,**,**,-,54
0400000US55,40119,48390,40258,40174,40992,574,-666666666,-222222222,9709,102514,61685,44653,8088,3525,Wisconsin,null,null,null,null,null,null,-,**,null,null,null,null,null,null,55
0400000US56,61450,1188,61786,619,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,2499,-333333333,Wyoming,null,null,null,null,-,**,-,**,"2,500-",***,-,**,***,"2,500-",56
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,**,-,**,-,-,**,-,**,-,**,-,**,**,-,72
