GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001EA,B19001B_001MA,B19001B_002EA,B19001B_002MA,B19001B_003MA,B19001B_003EA,B19001B_004EA,B19001B_004MA,B19001B_005MA,B19001B_005EA,B19001B_006EA,B19001B_006MA,B19001B_007EA,B19001B_007MA,B19001B_008MA,B19001B_008EA,B19001B_009MA,B19001B_009EA,B19001B_010EA,B19001B_010MA,B19001B_011MA,B19001B_011EA,B19001B_012EA,B19001B_012MA,B19001B_013EA,B19001B_013MA,B19001B_014MA,B19001B_014EA,B19001B_015EA,B19001B_015MA,B19001B_016MA,B19001B_016EA,B19001B_017MA,B19001B_017EA,state
0400000US13,1092629,10310,148519,6502,88353,4565,84150,4467,74546,4830,64611,4153,65633,4141,60519,4372,58204,4683,52634,3835,83054,4708,97423,6007,99883,6431,52147,3380,26913,2988,20585,2637,15455,2384,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,11736,1450,286,207,217,184,460,440,769,788,624,447,369,240,805,479,821,454,132,169,743,449,2087,713,1245,625,1609,897,608,399,587,278,374,412,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,661661,7209,116360,5113,55503,3560,47986,3501,46202,3615,37305,3169,36016,3251,29928,2519,28521,2652,26109,3062,47602,3595,48772,3460,59300,3499,34015,2481,19402,2070,17367,2013,11273,1993,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,226349,4885,39619,3126,21799,2519,20706,2480,16413,2388,14204,2133,15176,2104,13219,2085,11301,1586,8815,1797,17693,2188,17022,2416,14277,2000,7752,1560,3490,1045,2576,861,2287,805,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33946,2271,6844,1490,3271,955,2319,862,2072,806,2880,942,2535,982,1204,568,3080,1065,975,469,2189,715,2651,897,2584,986,490,278,461,365,56,69,335,315,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,63351,2777,8488,1243,5985,1497,5386,1298,4230,1127,5195,1238,4402,973,3506,1100,2478,822,2877,894,5970,1313,5598,1322,3885,875,2411,679,953,379,1322,592,665,346,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,135922,4048,24866,2421,12375,1829,15385,2158,11054,2007,10030,1617,6886,1283,7204,1236,6412,1264,6127,1088,9124,1402,8773,1437,9764,1308,3487,909,2224,557,1056,446,1155,504,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,526868,7160,93215,4895,59146,4023,44827,3083,43774,3529,36424,3691,31390,3192,27417,2553,25942,2626,20672,2896,34424,2805,34708,2825,35792,2854,19069,2350,9346,1552,6735,1267,3987,962,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,628779,6983,48063,3634,27321,2735,27186,2264,25587,2851,26156,2828,29991,2754,29350,2843,27829,2709,27733,2827,47538,3461,66837,3619,80117,3826,62083,3665,34280,2675,40025,2994,28683,2331,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,158820,4500,20023,2197,13160,2011,9884,1571,8874,1721,7265,1647,9271,1784,6693,1338,7756,1376,5325,1120,12032,1835,15271,2260,15942,2238,10770,1594,5711,1110,5911,1176,4932,975,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,514391,5687,92614,4438,47540,3178,45609,2949,37552,2657,35790,3182,30442,2691,27029,2148,24107,2313,20525,2491,36423,3071,37992,2925,38058,2743,19503,2013,9253,1407,7216,1197,4738,1064,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,100384,3293,20930,2480,9755,1627,8150,1489,8341,1490,5324,1062,5448,1176,4451,1401,4484,1098,3536,959,9189,1570,4807,1096,7606,1361,2583,634,1950,689,1662,626,2168,728,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,387926,6040,71733,3397,40391,3302,38142,3123,27330,2768,31267,2617,26957,2463,20790,2556,16796,1865,13554,2057,27940,2690,26996,2950,25020,2795,11854,1777,3642,1018,3631,1182,1883,829,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,263420,4730,43346,2854,22822,2513,20572,2464,20020,2383,18100,2240,17816,2197,16903,2430,14623,1757,9367,1599,20097,2581,19586,1900,19277,2217,10833,1618,3986,945,3059,896,3013,821,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31234,1945,4995,1062,2589,706,3248,911,2349,787,1833,676,2327,949,2365,816,1129,459,1329,519,1994,762,2211,665,2129,775,1497,551,713,372,366,216,160,138,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,88985,3194,12325,1763,5956,1191,5685,1266,5593,1265,7292,1409,5952,1312,5511,1338,5474,1372,4491,1091,7449,1408,8124,1500,7865,1497,3265,703,1238,484,1425,594,1340,663,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,422523,6583,47397,3587,28207,3059,22450,2699,22466,2430,22192,2431,23083,2207,21107,2161,19386,2300,15637,1626,30786,2772,39119,3253,48672,3545,32500,2675,20113,2051,17398,2169,12010,1770,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,13725,1414,1971,846,1208,664,1439,709,759,526,563,328,576,352,636,339,376,251,744,577,1070,560,993,589,1245,475,615,408,192,210,682,454,656,500,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1077898,10491,149708,6245,79405,4775,66865,3650,62246,3843,53134,3726,57608,4402,57551,3799,51044,4058,38817,3672,78047,4973,93110,4775,112139,6169,68508,4062,37154,2981,46025,3349,26537,2506,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,806457,7395,108373,5303,78685,4656,63505,4621,61464,5062,55074,3674,50544,3063,45891,3477,45763,3803,37148,3117,63111,3830,68554,3853,60593,3982,30528,3059,16999,2180,12378,1950,7847,1443,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,565976,6278,114938,5526,59908,3759,47745,4072,46555,2903,34444,2798,34031,2914,30736,2840,25367,2207,20474,2110,37795,3075,34308,2470,35584,3126,21437,2323,10305,1531,8032,1434,4317,869,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,107734,2641,17863,1715,8053,1202,9623,1312,9489,1292,8834,1501,6039,1246,5974,1080,5345,1059,3625,825,8329,1111,8230,1107,8365,1121,4655,836,1504,592,867,363,939,347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23615,1495,5532,1246,1475,747,1616,740,1417,617,1485,696,1108,603,1076,719,1155,562,1082,653,1863,632,892,433,2381,667,646,352,512,333,701,383,674,534,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,498715,7113,84908,4607,45170,3091,39649,3067,31254,2974,30081,3140,32463,2962,26590,3011,24887,2640,22183,2474,33984,2679,39494,2998,40953,3537,21118,2383,10657,1807,8443,1405,6881,1488,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,23218,1610,2787,909,1137,564,1034,609,2418,818,2314,930,1755,534,1288,641,853,510,1462,643,1909,792,1670,657,2210,832,812,345,875,450,398,287,296,231,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,469589,6450,72569,4594,47535,4068,37286,3158,40938,3525,33619,2504,34186,3023,27309,2512,23029,2485,19275,2051,34211,2852,34648,3065,31496,2677,15924,2138,9388,1760,4919,1259,3257,780,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,402170,5894,59686,3635,38233,3200,35898,3450,32083,2998,28608,2681,26052,2475,25152,3535,18506,2368,15433,1721,28584,2456,30028,2373,30563,2804,15945,1911,6730,1428,7725,1609,2944,1033,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1161566,10401,140936,6823,95480,5312,76423,5019,76726,4655,69550,4843,66956,4485,62223,4469,56359,4372,50161,4485,84042,5585,113326,5708,110442,4860,67705,4466,36259,3341,35051,3306,19927,2827,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,8995,1316,688,304,345,279,756,514,353,387,809,483,684,500,684,477,500,336,443,340,808,572,569,417,839,612,875,541,382,333,111,180,149,156,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,581308,7387,64904,3766,41437,2903,31575,2783,37322,2971,33812,2891,31554,3201,29150,2787,25454,2512,25334,2823,43747,3344,54097,4180,61831,3287,39961,2951,24330,2319,21316,2076,15484,1710,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,89256,3673,11207,1811,5024,1518,5855,1478,5486,1478,5633,1398,5415,1454,3663,928,3358,977,3938,1099,7278,1516,9880,1629,8125,1435,5197,1095,4023,1001,2925,785,2249,831,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23921,1601,3928,974,2325,672,1483,618,2243,679,1958,713,2135,672,908,438,1359,597,612,305,1583,698,1225,457,1346,493,1140,486,901,577,754,362,21,37,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,126151,3253,22401,2297,14603,1939,11921,1949,11885,1623,8821,1527,8301,1268,6222,1049,5267,1235,5134,1364,8789,1259,8642,1312,7091,1203,3437,849,1927,631,887,371,823,423,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,113895,5375,32732,2697,14232,1973,11784,1606,9298,1289,7780,1194,8010,1279,4923,995,4721,1055,3362,832,3864,695,6111,1333,4260,989,1147,446,854,491,427,277,390,282,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
