GEO_ID,B13002B_001E,B13002B_001M,B13002B_002E,B13002B_002M,B13002B_003E,B13002B_003M,B13002B_004E,B13002B_004M,B13002B_005E,B13002B_005M,B13002B_006E,B13002B_006M,B13002B_007E,B13002B_007M,NAME,B13002B_001EA,B13002B_001MA,B13002B_002MA,B13002B_002EA,B13002B_003MA,B13002B_003EA,B13002B_004MA,B13002B_004EA,B13002B_005EA,B13002B_005MA,B13002B_006EA,B13002B_006MA,B13002B_007EA,B13002B_007MA,state
0400000US24,481908,4294,19655,2059,8735,1443,10920,1636,462253,4548,133582,5724,328671,5960,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,133118,2940,7947,1509,4163,1159,3784,1080,125171,3164,34474,2485,90697,3414,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,363754,3006,24757,2554,5764,1354,18993,2257,338997,4193,66858,3871,272139,5936,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,83300,2445,7422,1332,4000,1037,3422,954,75878,2489,21854,1971,54024,2607,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,306284,3234,15159,2096,3825,1083,11334,1876,291125,3980,80375,4506,210750,6335,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,190187,2833,10857,1852,2737,775,8120,1598,179330,2990,41988,3871,137342,4263,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,978,481,154,149,154,149,0,161,824,470,355,298,469,369,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21562,1110,1496,576,1072,563,424,378,20066,1234,4481,848,15585,1289,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63482,1781,4866,1479,1482,731,3384,1234,58616,2237,13789,1641,44827,2547,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3962,852,362,317,289,283,73,128,3600,898,1215,395,2385,813,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,328970,3811,17870,2426,7613,1511,10257,1775,311100,4341,81975,4345,229125,5451,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8785,1283,785,566,555,549,230,259,8000,1292,2690,880,5310,1360,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,840409,7275,35984,2785,12452,1868,23532,2501,804425,7314,195521,6598,608904,9140,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,581292,5255,28226,2799,9230,1842,18996,2116,553066,6006,149796,4922,403270,7304,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,364952,4968,21189,2583,4939,1267,16250,2292,343763,5644,73889,4264,269874,6448,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,74784,1936,5071,1158,1341,513,3730,1054,69713,2172,17587,2046,52126,2304,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,15978,1675,1125,634,521,449,604,414,14853,1818,5379,1294,9474,1551,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,367674,4656,22066,2897,5876,1364,16190,2421,345608,5374,72907,3766,272701,6016,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18251,1278,650,385,236,177,414,365,17601,1349,4501,922,13100,1253,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,347805,3631,20547,2888,5440,1617,15107,2246,327258,5044,85269,3931,241989,5403,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4271,1041,131,162,131,162,0,151,4140,1032,1125,459,3015,906,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,298137,2857,15395,1923,4853,1491,10542,1531,282742,3307,68446,4253,214296,4651,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,883023,8289,47870,4630,17884,2729,29986,3066,835153,9125,249095,8258,586058,10387,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7457,1188,413,402,146,146,267,362,7044,1228,3098,836,3946,946,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,425478,5407,24661,3028,10521,1802,14140,2196,400817,5810,119206,5047,281611,6383,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,60809,2444,4248,1461,3032,1180,1216,655,56561,2750,17979,1738,38582,3060,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14149,1741,725,473,299,340,426,343,13424,1746,2891,821,10533,1620,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,99519,2202,4201,1058,714,473,3487,993,95318,2345,16897,2203,78421,3193,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,74970,5455,2924,974,683,342,2241,936,72046,5428,21579,2418,50467,4817,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
