GEO_ID,B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,NAME,B08105F_001MA,B08105F_001EA,B08105F_002MA,B08105F_002EA,B08105F_003MA,B08105F_003EA,B08105F_004EA,B08105F_004MA,B08105F_005MA,B08105F_005EA,B08105F_006MA,B08105F_006EA,B08105F_007MA,B08105F_007EA,state
0400000US41,63812,6444,39988,4541,11403,2210,5053,1349,3012,1460,2454,1130,1902,829,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,93435,7842,53443,5579,19845,4172,9994,1913,5517,1524,2461,1095,2175,689,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,23882,3071,16462,2045,4145,1804,1536,742,956,451,305,268,478,331,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,29540,4191,18083,2763,7741,2426,1197,560,812,458,1417,985,290,190,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41970,3976,29496,3675,10864,2387,78,94,365,284,735,431,432,327,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,685446,18804,519055,15543,109125,7223,13298,2458,13466,2613,16232,2814,14270,2458,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62801,5648,44839,4570,12466,2430,1940,796,1304,717,340,285,1912,867,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,89427,7073,60069,5251,14454,2583,6582,1957,3051,1027,2742,1318,2529,1040,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,112686,7605,80010,6591,17400,2548,6407,2173,3925,1124,2480,874,2464,924,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,45418,3412,30496,2849,9528,1782,1545,588,1836,678,905,597,1108,588,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133894,7301,107526,6585,9689,1879,3432,861,6857,1349,3644,1042,2746,966,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
