GEO_ID,B16005C_001E,B16005C_001M,B16005C_002E,B16005C_002M,B16005C_003E,B16005C_003M,B16005C_004E,B16005C_004M,B16005C_005E,B16005C_005M,B16005C_006E,B16005C_006M,B16005C_007E,B16005C_007M,B16005C_008E,B16005C_008M,B16005C_009E,B16005C_009M,B16005C_010E,B16005C_010M,B16005C_011E,B16005C_011M,NAME,B16005C_001EA,B16005C_001MA,B16005C_002EA,B16005C_002MA,B16005C_003EA,B16005C_003MA,B16005C_004EA,B16005C_004MA,B16005C_005MA,B16005C_005EA,B16005C_006EA,B16005C_006MA,B16005C_007EA,B16005C_007MA,B16005C_008EA,B16005C_008MA,B16005C_009EA,B16005C_009MA,B16005C_010MA,B16005C_010EA,B16005C_011MA,B16005C_011EA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,14354,2010,12153,1918,10070,1794,2083,899,1936,887,147,197,2201,893,596,361,1605,774,418,294,1187,666,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,14847,2573,12500,2346,7877,1386,4623,2243,3497,2092,1126,649,2347,879,292,254,2055,800,619,438,1436,654,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,52671,2652,50917,2568,46402,2390,4515,1033,3772,957,743,440,1754,725,984,451,770,487,344,258,426,346,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,52335,2665,50256,2573,43905,2448,6351,1658,5783,1597,568,326,2079,663,1053,456,1026,460,288,244,738,390,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,11740,1712,11331,1576,6911,1498,4420,946,3224,763,1196,764,409,305,144,188,265,260,41,75,224,245,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,63006,2156,62753,2151,55738,2400,7015,1278,6788,1293,227,133,253,172,253,172,0,161,0,161,0,161,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15901,2083,14522,1600,12922,1411,1600,676,1032,414,568,551,1379,1023,0,153,1379,1023,502,440,877,767,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,28456,2037,27448,1796,22213,1744,5235,1418,4582,1397,653,439,1008,656,29,47,979,648,338,400,641,495,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,13953,2027,10614,1691,7628,1503,2986,1148,2563,1099,423,317,3339,1172,675,368,2664,1119,865,566,1799,975,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,183961,3802,183299,3563,79466,4132,103833,3372,87409,3368,16424,1660,662,427,54,64,608,425,306,242,302,248,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,75631,5624,53775,3670,39248,3029,14527,2455,11564,2234,2963,745,21856,4079,4524,1247,17332,3956,4686,1472,12646,3442,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,104101,3863,102502,3753,99406,3591,3096,1109,2672,1057,424,323,1599,631,341,248,1258,610,458,299,800,456,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,35211,1754,35085,1768,33821,1884,1264,427,930,377,334,225,126,99,120,97,6,12,0,147,6,12,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21880,2588,19962,2336,16710,1922,3252,1347,2595,1252,657,524,1918,1053,658,506,1260,779,497,449,763,550,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,266452,5048,265029,5094,247902,5174,17127,2240,14835,2119,2292,666,1423,597,101,109,1322,581,388,259,934,507,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,44138,3403,39616,3090,33952,3120,5664,1531,5070,1534,594,392,4522,2091,371,279,4151,2066,863,445,3288,1893,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,25249,2803,20585,2249,15053,1830,5532,1414,4360,1187,1172,526,4664,1870,1055,542,3609,1738,1170,1082,2439,1025,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16094,2283,14752,2070,14102,1983,650,422,577,433,73,96,1342,1005,143,205,1199,965,460,484,739,569,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,114274,8314,99153,6683,70447,4863,28706,4036,22647,3482,6059,1448,15121,3325,1650,1191,13471,2958,2925,816,10546,2690,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30555,2568,29768,2483,17619,2298,12149,1646,9252,1398,2897,767,787,526,426,344,361,337,251,325,110,128,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20604,2300,17756,2086,15550,1973,2206,769,1782,767,424,381,2848,1149,744,491,2104,971,831,751,1273,609,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,88722,4765,85072,4702,79975,4759,5097,1217,4240,1069,857,438,3650,1369,852,449,2798,1229,754,412,2044,1052,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46937,2403,45952,2317,41232,2224,4720,1072,4286,1021,434,207,985,461,489,324,496,315,189,152,307,203,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10654,2018,9574,1956,815,563,8759,1839,1536,619,7223,1591,1080,524,162,274,918,445,112,144,806,425,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
