GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002EA,B21001D_002MA,B21001D_003EA,B21001D_003MA,B21001D_004MA,B21001D_004EA,B21001D_005MA,B21001D_005EA,B21001D_006EA,B21001D_006MA,B21001D_007EA,B21001D_007MA,B21001D_008EA,B21001D_008MA,B21001D_009MA,B21001D_009EA,B21001D_010MA,B21001D_010EA,B21001D_011EA,B21001D_011MA,B21001D_012EA,B21001D_012MA,B21001D_013EA,B21001D_013MA,B21001D_014EA,B21001D_014MA,B21001D_015MA,B21001D_015EA,B21001D_016EA,B21001D_016MA,B21001D_017EA,B21001D_017MA,B21001D_018EA,B21001D_018MA,B21001D_019EA,B21001D_019MA,B21001D_020MA,B21001D_020EA,B21001D_021MA,B21001D_021EA,B21001D_022EA,B21001D_022MA,B21001D_023EA,B21001D_023MA,B21001D_024EA,B21001D_024MA,B21001D_025MA,B21001D_025EA,B21001D_026MA,B21001D_026EA,B21001D_027EA,B21001D_027MA,B21001D_028EA,B21001D_028MA,B21001D_029EA,B21001D_029MA,B21001D_030EA,B21001D_030MA,B21001D_031MA,B21001D_031EA,B21001D_032MA,B21001D_032EA,B21001D_033EA,B21001D_033MA,state
0400000US13,284218,3555,133507,2541,46695,1709,729,426,45966,1739,57798,2076,1449,778,56349,2018,16422,1076,496,322,15926,1139,9237,976,955,434,8282,959,3355,667,264,278,3091,623,150711,2548,51398,2022,500,315,50898,2007,65122,1768,517,471,64605,1804,17503,1054,99,147,17404,1048,11653,980,72,114,11581,988,5035,708,0,211,5035,708,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450317,6783,202881,3986,44899,2356,1557,559,43342,2367,68310,2452,4802,834,63508,2315,37824,1087,4436,873,33388,1332,27315,1142,9025,1162,18290,1245,24533,617,11897,1072,12636,1053,247436,4028,50680,2278,553,332,50127,2277,78032,2168,537,293,77495,2166,44723,1204,177,142,44546,1197,34369,990,85,100,34284,994,39632,1077,158,164,39474,1073,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18568,1940,7656,1035,3499,946,157,197,3342,944,2368,512,269,246,2099,476,1007,496,31,55,976,496,566,318,128,129,438,297,216,195,113,129,103,138,10912,1315,4016,812,0,190,4016,812,3957,896,71,91,3886,900,1416,575,0,190,1416,575,932,436,0,190,932,436,591,376,17,28,574,373,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,523840,4009,249082,2975,92051,2162,1424,658,90627,2040,93021,1734,2164,781,90857,1872,32866,1235,521,272,32345,1238,21406,748,754,297,20652,807,9738,511,636,358,9102,600,274758,2347,91760,1952,422,287,91338,1918,105570,1493,249,172,105321,1523,38457,1109,93,109,38364,1106,24505,821,73,93,24432,824,14466,650,46,75,14420,626,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98965,2449,47552,1571,23036,1568,287,282,22749,1525,17927,1511,201,212,17726,1489,3138,483,79,86,3059,491,2418,609,95,117,2323,620,1033,419,15,27,1018,419,51413,1851,24481,1657,0,187,24481,1657,18334,1361,0,187,18334,1361,4875,696,66,119,4809,689,2677,673,0,187,2677,673,1046,403,0,187,1046,403,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51862,2231,26252,1838,12273,1297,47,84,12226,1316,10928,925,122,132,10806,931,1502,492,0,155,1502,492,1218,492,44,77,1174,471,331,222,25,43,306,219,25610,1363,10856,1315,48,84,10808,1328,10343,1202,0,155,10343,1202,2571,670,0,155,2571,670,938,445,124,205,814,387,902,442,0,155,902,442,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,57989,1830,26553,1510,11425,1107,248,276,11177,1113,9776,1057,335,227,9441,1050,3125,449,98,113,3027,465,1612,383,296,175,1316,381,615,272,51,63,564,269,31436,1308,14002,1343,62,101,13940,1349,11177,878,0,168,11177,878,3130,458,36,63,3094,459,1660,496,35,58,1625,486,1467,504,0,168,1467,504,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41036,1976,18572,1385,7401,952,0,185,7401,952,7883,995,216,248,7667,929,1689,323,32,58,1657,330,924,286,144,204,780,305,675,463,32,58,643,462,22464,1219,8657,1103,66,114,8591,1105,9538,1168,313,253,9225,1114,2293,530,0,185,2293,530,1444,465,0,185,1444,465,532,276,0,185,532,276,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,61278,1845,29444,1449,11507,1274,366,336,11141,1236,11064,1132,33,49,11031,1123,3980,615,217,178,3763,621,2245,453,248,204,1997,474,648,402,106,170,542,378,31834,1224,11086,1250,0,201,11086,1250,11980,1300,90,141,11890,1358,4807,736,141,216,4666,707,3243,595,0,201,3243,595,718,339,0,201,718,339,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,289268,2866,134134,1834,43025,1319,1304,583,41721,1492,55236,978,1422,808,53814,1149,17907,661,823,324,17084,742,11806,666,561,270,11245,707,6160,589,985,430,5175,686,155134,1806,48183,1428,182,189,48001,1453,63327,1200,751,376,62576,1276,21566,887,0,193,21566,887,14427,798,77,127,14350,832,7631,680,0,193,7631,680,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,326685,2861,154558,1925,63552,1417,677,443,62875,1429,58707,1378,582,337,58125,1338,16878,468,264,228,16614,538,9571,681,439,304,9132,729,5850,463,718,417,5132,599,172127,1895,71580,1517,386,487,71194,1595,62941,1518,84,123,62857,1517,19346,436,111,135,19235,439,10690,579,122,201,10568,564,7570,431,0,198,7570,431,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,213816,2716,102265,1699,40349,1329,317,408,40032,1254,41535,1217,590,341,40945,1320,10643,722,338,278,10305,806,6926,677,274,183,6652,625,2812,438,280,188,2532,433,111551,1776,41148,1364,61,105,41087,1372,44479,1332,172,138,44307,1315,12910,768,20,41,12890,771,8656,637,0,165,8656,637,4358,497,17,31,4341,498,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,178099,2214,84331,1739,39854,1305,439,274,39415,1345,31787,1264,454,261,31333,1291,7446,575,331,208,7115,585,3721,583,55,57,3666,576,1523,408,286,178,1237,445,93768,1618,42798,1378,217,205,42581,1364,33903,986,39,64,33864,983,9110,843,119,201,8991,823,4264,576,14,27,4250,578,3693,746,60,102,3633,750,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,84302,2711,38335,1866,17220,1657,268,229,16952,1696,14705,1115,558,336,14147,1125,3381,469,23,30,3358,469,1688,617,330,286,1358,502,1341,423,177,163,1164,436,45967,2089,17496,1354,0,181,17496,1354,18254,1518,214,162,18040,1512,5709,928,81,147,5628,923,3200,577,0,181,3200,577,1308,440,0,181,1308,440,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28827,1217,13509,703,6413,559,332,302,6081,589,4954,451,155,142,4799,463,1121,304,142,120,979,291,698,285,31,65,667,264,323,210,0,153,323,210,15318,778,6408,586,0,153,6408,586,5861,471,113,130,5748,481,1639,267,0,153,1639,267,957,349,0,153,957,349,453,250,0,153,453,250,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,183745,3606,79646,1876,25516,1441,1287,578,24229,1446,28917,1210,2304,677,26613,1317,12441,406,1222,575,11219,683,8500,354,1145,433,7355,520,4272,217,1440,502,2832,492,104099,2652,28462,1542,84,141,28378,1539,38168,1617,474,380,37694,1631,18690,643,61,127,18629,615,12342,380,213,195,12129,414,6437,297,222,198,6215,317,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,639356,3347,306485,2169,97827,1227,992,513,96835,1280,129776,1453,1185,417,128591,1505,41980,623,628,293,41352,743,25021,909,1169,456,23852,994,11881,791,964,429,10917,841,332871,1982,104161,1653,44,73,104117,1647,137114,1072,52,91,137062,1088,47573,547,97,155,47476,570,28949,1020,130,158,28819,1046,15074,816,30,54,15044,818,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25514,1690,10724,1122,3965,770,254,263,3711,763,4160,680,557,372,3603,711,1476,399,0,190,1476,399,778,333,40,67,738,327,345,228,0,190,345,228,14790,1204,4194,853,343,520,3851,798,5689,847,42,77,5647,838,2622,578,26,52,2596,577,1555,643,0,190,1555,643,730,329,0,190,730,329,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1303158,6227,613281,3696,220052,2691,2493,1056,217559,2737,224310,2212,2350,835,221960,2254,91092,1080,1344,557,89748,1252,49528,946,2431,706,47097,1084,28299,827,1852,637,26447,891,689877,4043,241210,2857,428,360,240782,2834,255584,2453,293,272,255291,2492,98501,1258,257,294,98244,1262,55667,993,0,189,55667,993,38915,936,23,38,38892,943,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,185575,3052,87538,2105,35723,1802,623,470,35100,1845,36896,1308,1050,474,35846,1400,8579,790,242,264,8337,823,4302,676,748,409,3554,632,2038,571,183,135,1855,562,98037,1928,38433,1811,224,270,38209,1818,39348,1531,333,274,39015,1588,12061,1156,26,40,12035,1157,5162,585,315,312,4847,587,3033,700,0,198,3033,700,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,176100,3252,82483,2154,33513,1636,559,520,32954,1580,31628,1580,1069,431,30559,1584,8871,889,303,226,8568,891,5583,798,335,247,5248,754,2888,569,432,287,2456,488,93617,1965,35643,1691,0,185,35643,1691,36670,1372,139,184,36531,1336,11453,852,0,185,11453,852,5985,634,0,185,5985,634,3866,786,54,80,3812,790,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,59578,2124,27539,1496,11988,1290,248,235,11740,1259,10038,838,73,93,9965,844,3023,396,328,271,2695,424,1665,271,160,147,1505,257,825,428,115,99,710,411,32039,1166,12937,879,36,76,12901,890,11264,711,110,139,11154,701,3990,546,0,153,3990,546,2430,549,85,98,2345,548,1418,442,0,153,1418,442,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,127601,2642,56041,1543,20346,1245,406,385,19940,1215,21683,947,528,385,21155,988,7351,628,581,269,6770,700,4080,472,711,409,3369,436,2581,334,476,327,2105,318,71560,2170,23754,1672,42,82,23712,1669,28956,1290,354,295,28602,1285,10161,702,0,197,10161,702,4837,505,0,197,4837,505,3852,532,47,74,3805,539,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
