GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001EA,B23002D_001MA,B23002D_002EA,B23002D_002MA,B23002D_003EA,B23002D_003MA,B23002D_004MA,B23002D_004EA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007EA,B23002D_007MA,B23002D_008EA,B23002D_008MA,B23002D_009MA,B23002D_009EA,B23002D_010MA,B23002D_010EA,B23002D_011MA,B23002D_011EA,B23002D_012EA,B23002D_012MA,B23002D_013EA,B23002D_013MA,B23002D_014EA,B23002D_014MA,B23002D_015MA,B23002D_015EA,B23002D_016MA,B23002D_016EA,B23002D_017EA,B23002D_017MA,B23002D_018EA,B23002D_018MA,B23002D_019EA,B23002D_019MA,B23002D_020MA,B23002D_020EA,B23002D_021MA,B23002D_021EA,B23002D_022MA,B23002D_022EA,B23002D_023EA,B23002D_023MA,B23002D_024EA,B23002D_024MA,B23002D_025MA,B23002D_025EA,B23002D_026MA,B23002D_026EA,B23002D_027MA,B23002D_027EA,B23002D_028EA,B23002D_028MA,B23002D_029EA,B23002D_029MA,B23002D_030MA,B23002D_030EA,B23002D_031MA,B23002D_031EA,B23002D_032MA,B23002D_032EA,B23002D_033MA,B23002D_033EA,B23002D_034EA,B23002D_034MA,B23002D_035EA,B23002D_035MA,B23002D_036MA,B23002D_036EA,B23002D_037MA,B23002D_037EA,B23002D_038MA,B23002D_038EA,B23002D_039EA,B23002D_039MA,B23002D_040EA,B23002D_040MA,B23002D_041EA,B23002D_041MA,B23002D_042MA,B23002D_042EA,B23002D_043EA,B23002D_043MA,B23002D_044MA,B23002D_044EA,B23002D_045EA,B23002D_045MA,B23002D_046EA,B23002D_046MA,B23002D_047EA,B23002D_047MA,B23002D_048MA,B23002D_048EA,B23002D_049MA,B23002D_049EA,B23002D_050EA,B23002D_050MA,B23002D_051EA,B23002D_051MA,B23002D_052EA,B23002D_052MA,B23002D_053MA,B23002D_053EA,B23002D_054MA,B23002D_054EA,B23002D_055MA,B23002D_055EA,B23002D_056EA,B23002D_056MA,B23002D_057EA,B23002D_057MA,B23002D_058EA,B23002D_058MA,B23002D_059MA,B23002D_059EA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062EA,B23002D_062MA,B23002D_063EA,B23002D_063MA,B23002D_064MA,B23002D_064EA,B23002D_065MA,B23002D_065EA,B23002D_066MA,B23002D_066EA,B23002D_067EA,B23002D_067MA,B23002D_068EA,B23002D_068MA,B23002D_069EA,B23002D_069MA,B23002D_070MA,B23002D_070EA,B23002D_071MA,B23002D_071EA,B23002D_072EA,B23002D_072MA,B23002D_073EA,B23002D_073MA,B23002D_074EA,B23002D_074MA,B23002D_075MA,B23002D_075EA,B23002D_076MA,B23002D_076EA,B23002D_077MA,B23002D_077EA,B23002D_078EA,B23002D_078MA,B23002D_079EA,B23002D_079MA,state
0400000US13,294784,3716,140045,2668,10181,1311,1780,721,0,211,1780,721,1464,701,316,280,8401,1266,13594,1224,6603,1346,146,106,6457,1361,5987,1353,470,402,6991,1165,87256,2098,79572,2428,1194,450,78378,2490,76386,2376,1992,805,7684,1661,16422,1076,13138,1445,0,211,13138,1445,12699,1415,439,247,3284,905,5734,1126,2936,925,2898,939,38,65,2798,851,6858,982,901,427,901,427,0,211,5957,985,154739,2612,10003,1315,2453,834,0,211,2453,834,2326,814,127,147,7550,1167,13096,1455,6847,1419,0,211,6847,1419,6017,1473,830,538,6249,1044,97449,1946,66391,3461,6,13,66385,3462,63011,3363,3374,1046,31058,3098,17503,1054,9289,1140,0,211,9289,1140,8888,1152,401,302,8214,1198,6646,984,1617,584,1617,584,0,211,5029,930,10042,994,502,304,502,304,0,211,9540,1025,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,462976,7117,208970,4088,8619,1110,2326,529,6,14,2320,528,1695,512,625,299,6293,1041,13774,1184,10720,1183,318,233,10402,1168,9340,1204,1062,452,3054,631,96905,2975,88110,3028,1307,496,86803,3036,83407,3001,3396,772,8795,1229,37824,1087,27296,1414,0,181,27296,1414,26711,1396,585,421,10528,1207,17193,1176,7176,1117,6935,1092,241,188,10017,1088,34655,1058,4565,836,4547,841,18,29,30090,1163,254006,4245,10848,1020,4198,831,0,181,4198,831,3389,695,809,441,6650,1044,12871,1260,9952,1214,22,51,9930,1211,9795,1202,135,165,2919,747,111537,2800,92432,2929,278,194,92154,2904,90078,3048,2076,711,19105,2126,44749,1203,31432,1579,26,43,31406,1579,30404,1600,1002,493,13317,1462,19856,1375,7029,1061,6823,1047,206,178,12827,1292,54145,1735,4690,830,4569,789,121,135,49455,1782,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,538403,4461,257354,3134,15374,1071,4719,867,384,344,4335,818,2971,767,1364,523,10655,1153,24834,1330,14189,1393,210,237,13979,1377,11691,1450,2288,833,10645,1464,153136,2305,139212,3043,180,199,139032,3084,133702,3212,5330,1204,13924,2539,32866,1235,26256,1592,0,182,26256,1592,24712,1674,1544,595,6610,1084,12876,1103,5240,924,4746,886,494,308,7636,911,18268,1087,2535,642,2512,644,23,39,15733,1094,281049,2561,13774,1211,3685,685,0,182,3685,685,2929,720,756,361,10089,1194,23558,1198,14889,1374,42,97,14847,1371,13054,1484,1793,773,8669,1316,166289,2156,120855,3260,0,182,120855,3260,113889,3372,6966,1467,45434,3027,38457,1109,22485,1635,0,182,22485,1635,20953,1533,1532,569,15972,1765,13945,1405,3868,923,3490,847,378,267,10077,1253,25026,1414,1605,442,1605,442,0,182,23421,1411,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102354,2510,49547,1620,6108,1360,1272,529,0,187,1272,529,1110,558,162,206,4836,1363,6579,1141,3928,1038,0,187,3928,1038,3566,1038,362,252,2651,854,30271,1381,26902,1674,0,187,26902,1674,26485,1716,417,368,3369,1010,3138,483,2401,575,0,187,2401,575,2117,528,284,246,737,398,1594,548,891,399,865,400,26,41,703,345,1857,601,532,411,532,411,0,187,1325,543,52807,1949,4188,775,1081,480,0,187,1081,480,999,460,82,102,3107,731,6920,1601,3013,932,0,187,3013,932,2803,875,210,244,3907,1314,33101,2014,22431,2121,0,187,22431,2121,21018,2101,1413,639,10670,1552,4875,696,2435,643,0,187,2435,643,2424,645,11,20,2440,575,1784,560,463,283,463,283,0,187,1321,522,1939,625,183,163,183,163,0,187,1756,580,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,54116,2220,27468,1859,3198,809,931,439,0,155,931,439,745,453,186,138,2267,753,4590,1201,1591,713,0,155,1591,713,1454,656,137,184,2999,947,16629,1180,14879,1371,0,155,14879,1371,14619,1328,260,216,1750,792,1502,492,1364,432,0,155,1364,432,1364,432,0,155,138,171,741,396,378,282,378,282,0,155,363,272,808,414,153,177,153,177,0,155,655,361,26648,1350,2415,546,1096,402,0,155,1096,402,943,365,153,165,1319,442,3396,835,1982,701,0,155,1982,701,1848,666,134,209,1414,633,16426,1108,11676,1350,0,155,11676,1350,11600,1331,76,99,4750,1076,2571,670,1567,599,0,155,1567,599,1556,601,11,21,1004,433,652,391,236,231,236,231,0,155,416,306,1188,514,0,155,0,155,0,155,1188,514,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60846,1868,28183,1606,2656,740,1551,517,0,168,1551,517,1049,517,502,309,1105,628,3025,900,1774,838,51,78,1723,841,1596,719,127,207,1251,600,17150,1321,15892,1334,561,365,15331,1270,14805,1192,526,274,1258,467,3125,449,2557,484,0,168,2557,484,2325,373,232,339,568,339,1130,411,669,355,669,355,0,168,461,233,1097,330,259,176,259,176,0,168,838,307,32663,1352,2665,619,1275,455,0,168,1275,455,1119,431,156,169,1390,523,4592,942,2783,580,0,168,2783,580,2431,538,352,259,1809,682,19149,1236,13241,1284,65,116,13176,1290,12519,1292,657,437,5908,1355,3130,458,1495,437,0,168,1495,437,1495,437,0,168,1635,424,1158,417,486,351,486,351,0,168,672,246,1969,492,52,91,52,91,0,168,1917,501,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,42907,1971,19614,1403,1492,493,333,172,0,185,333,172,280,156,53,91,1159,505,2359,476,1308,467,0,185,1308,467,1106,450,202,200,1051,486,12475,1337,11263,1255,265,236,10998,1247,10698,1138,300,299,1212,565,1689,323,1334,369,0,185,1334,369,1139,363,195,253,355,270,627,293,536,311,536,311,0,185,91,94,972,481,223,185,223,185,0,185,749,484,23293,1258,1860,721,515,303,0,185,515,303,515,303,0,185,1345,659,2616,745,1401,737,0,185,1401,737,1246,680,155,271,1215,583,14548,1133,9588,1337,0,185,9588,1337,8808,1319,780,393,4960,1099,2293,530,1214,494,0,185,1214,494,1119,479,95,106,1079,419,1209,459,152,128,152,128,0,185,1057,460,767,398,70,142,70,142,0,185,697,321,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,63196,1861,30285,1479,2103,742,500,309,59,127,441,288,335,257,106,125,1603,681,2973,911,1915,804,30,65,1885,806,1871,806,14,26,1058,478,18336,1402,16235,1450,34,47,16201,1455,15128,1533,1073,547,2101,725,3980,615,3273,603,0,201,3273,603,3273,603,0,201,707,313,1354,465,588,326,588,326,0,201,766,378,1539,560,171,182,171,182,0,201,1368,557,32911,1297,2634,911,845,566,0,201,845,566,763,565,82,94,1789,700,2409,568,1474,497,38,67,1436,500,1296,432,140,234,935,414,19100,931,13100,1105,81,99,13019,1108,12514,1186,505,445,6000,1157,4807,736,3245,735,0,201,3245,735,3078,729,167,120,1562,478,1955,548,267,231,267,231,0,201,1688,507,2006,566,126,181,126,181,0,201,1880,552,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,299474,3054,139612,1904,9679,1090,2224,575,46,91,2178,576,1442,427,736,393,7455,967,10597,902,6137,980,313,284,5824,1029,5315,1021,509,340,4460,858,83463,1468,77077,2199,549,335,76528,2237,73097,2256,3431,1116,6386,1453,17907,661,14543,890,0,193,14543,890,13566,1026,977,403,3364,688,6690,923,4367,733,4231,734,136,120,2323,635,11276,1007,1957,531,1863,528,94,112,9319,1047,159862,2052,8188,1029,1598,626,163,182,1435,582,1226,567,209,228,6590,1007,12315,1046,7942,1213,104,131,7838,1213,7117,1088,721,363,4373,939,95735,1714,71362,2103,90,143,71272,2094,67919,2251,3353,849,24373,2204,21566,887,14218,1153,0,193,14218,1153,13716,1176,502,358,7348,1155,8612,874,2828,863,2750,859,78,128,5784,900,13446,1200,1066,387,1028,394,38,62,12380,1151,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,336509,3087,160120,2122,12926,1229,3236,839,0,198,3236,839,2123,677,1113,493,9690,1044,18215,1027,10626,1458,0,198,10626,1458,9110,1299,1516,918,7589,1309,96680,1784,85934,2299,23,37,85911,2293,81129,2435,4782,1330,10746,1737,16878,468,12960,945,0,198,12960,945,11812,930,1148,605,3918,841,5633,778,2133,602,2036,585,97,132,3500,870,9788,833,746,374,746,374,0,198,9042,890,176389,1978,12736,1061,3805,714,0,198,3805,714,3165,724,640,376,8931,1037,18616,986,10965,1256,0,198,10965,1256,9272,1477,1693,874,7651,1081,107431,1772,78923,2751,0,198,78923,2751,74159,2754,4764,1024,28508,2160,19346,436,11212,1191,0,198,11212,1191,10535,1184,677,370,8134,1154,6405,837,1440,534,1280,497,160,203,4965,748,11855,692,1060,529,1060,529,0,198,10795,775,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,221652,2894,106081,1827,9165,1128,2307,560,0,165,2307,560,1900,529,407,249,6858,974,12412,1142,6807,1055,31,86,6776,1057,5841,1048,935,468,5605,945,64123,1648,58481,1803,0,165,58481,1803,56496,1847,1985,743,5642,1170,10643,722,8219,962,0,165,8219,962,8077,966,142,152,2424,637,4000,686,1709,474,1658,481,51,87,2291,524,5738,568,927,411,818,375,109,139,4811,543,115571,1995,9149,1085,2260,598,0,165,2260,598,1769,563,491,296,6889,1056,11848,1123,5300,1133,0,165,5300,1133,4208,1078,1092,536,6548,1021,68650,1527,45634,1950,0,165,45634,1950,43129,2004,2505,931,23016,1585,12910,768,7503,774,0,165,7503,774,7070,743,433,287,5407,801,5366,701,1398,471,1309,449,89,147,3968,635,7648,770,488,262,488,262,0,165,7160,796,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,186088,2335,88808,2143,7979,1069,2560,690,0,141,2560,690,2150,631,410,266,5419,982,11019,797,8310,894,0,141,8310,894,7227,1042,1083,508,2709,634,57120,1526,50575,1745,504,528,50071,1645,48308,1629,1763,701,6545,1257,7446,575,5588,726,0,141,5588,726,5373,765,215,257,1858,450,2267,501,754,348,754,348,0,141,1513,465,2977,621,347,284,347,284,0,141,2630,638,97280,1772,7048,681,3949,757,0,141,3949,757,3259,737,690,389,3099,681,11924,894,9153,1027,0,141,9153,1027,8466,1088,687,499,2771,650,61241,1407,47964,1920,0,141,47964,1920,45536,2016,2428,653,13277,1757,9110,843,5087,927,0,141,5087,927,4858,974,229,308,4023,772,2652,642,523,267,523,267,0,141,2129,584,5305,994,406,358,406,358,0,141,4899,992,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
