GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001MA,B19001F_001EA,B19001F_002EA,B19001F_002MA,B19001F_003MA,B19001F_003EA,B19001F_004MA,B19001F_004EA,B19001F_005MA,B19001F_005EA,B19001F_006MA,B19001F_006EA,B19001F_007EA,B19001F_007MA,B19001F_008EA,B19001F_008MA,B19001F_009MA,B19001F_009EA,B19001F_010MA,B19001F_010EA,B19001F_011EA,B19001F_011MA,B19001F_012MA,B19001F_012EA,B19001F_013EA,B19001F_013MA,B19001F_014MA,B19001F_014EA,B19001F_015MA,B19001F_015EA,B19001F_016EA,B19001F_016MA,B19001F_017MA,B19001F_017EA,state
0400000US28,6179,1403,571,375,142,168,215,147,693,365,259,363,91,131,291,275,477,326,860,743,1156,531,160,178,804,601,149,155,233,319,0,206,78,123,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19325,1923,2599,877,1679,643,1662,617,2641,975,1430,707,1370,675,1050,586,1163,646,676,378,1106,525,1228,537,1502,543,406,277,158,157,347,274,308,225,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7765,1101,443,303,118,116,463,429,627,367,586,355,518,294,452,268,859,343,595,311,506,281,694,331,968,422,423,284,251,215,168,166,94,151,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71450,3885,4584,1128,4886,1168,3156,960,4889,1196,5348,1341,6208,1301,4535,1003,4622,1250,3878,1141,5898,1263,8590,1579,8292,1727,3502,1071,1129,507,1360,626,573,490,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,178051,6755,17159,2211,10026,1539,11823,1418,11401,1983,10161,1608,10420,1660,9133,1623,10687,1757,8975,1909,14286,2165,18622,2010,19036,2268,11984,2041,6780,1549,4284,975,3274,1058,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,70130,4072,11224,2037,4873,1083,6231,1343,5298,1173,4552,1004,5934,1398,2180,688,4344,1186,3631,1303,4064,914,6295,1607,6118,1225,2661,757,977,567,1130,524,618,379,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,515934,9513,75499,3993,40446,3318,41435,4366,35530,3040,31277,2944,25984,2812,31287,3076,27231,2424,20599,2504,38570,3599,43340,3027,46182,4116,24939,2937,14473,1882,12946,2245,6196,1504,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,82878,4537,8934,1799,6416,1412,6101,1555,8124,1646,11899,2080,5969,1341,7066,1305,6103,1390,3965,1205,4709,1170,4629,1264,5651,1471,1582,540,387,348,1081,611,262,252,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,28044,2699,3402,761,1610,679,2369,893,2258,720,2365,737,1800,560,2255,722,1273,581,1203,641,2128,755,2712,895,1915,845,1304,611,616,347,372,305,462,255,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,26561,1691,2174,625,892,329,1871,580,3154,858,1788,574,1918,559,2405,617,1376,411,1865,609,1983,479,2723,705,2689,742,772,384,595,353,157,151,199,281,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35586,3255,1870,787,1572,587,4421,1387,1946,848,3374,1033,3278,1358,2529,843,2659,947,1835,802,3480,986,2874,1035,3909,1221,974,510,439,266,335,288,91,136,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,65000,4702,10845,1586,6056,1682,4580,1016,4097,1060,4416,1023,4260,1162,3256,1031,3565,970,3333,1093,5348,1453,4982,1273,4480,1099,2952,1064,986,501,1106,572,738,396,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18871,1618,2899,722,2143,851,1747,699,925,499,1209,552,1482,753,1545,684,667,355,563,360,1713,716,941,427,1468,676,695,448,414,365,209,204,251,251,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18466,2600,2193,982,1418,681,2601,1098,1352,748,1424,667,1157,630,1899,1047,263,243,948,469,930,526,1073,444,1001,620,1544,858,211,246,241,233,211,186,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25142,2447,3089,1012,2280,811,2157,884,3373,880,2047,729,1533,650,1742,696,1393,622,1085,462,1782,784,1756,619,1898,657,611,525,39,79,220,181,137,215,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,421018,10917,34350,2984,26949,3177,30979,2989,36778,3426,25070,2748,31603,3170,23888,2729,25513,3024,21897,3024,36831,3541,41088,3384,40600,3687,21720,2582,10151,1854,7909,1570,5692,1401,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32497,2258,1819,664,1893,849,1985,835,2907,928,2342,890,1979,802,2384,970,2015,942,2213,1044,3363,890,3254,944,3279,912,1299,642,915,439,652,512,198,246,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44315,3964,2106,880,1688,819,2347,1000,2904,1047,2054,971,2047,772,3702,1273,1382,841,2241,943,4079,1333,4357,1074,6868,1611,3429,1021,2367,936,1688,722,1056,617,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,65442,4232,4442,1248,2447,971,3737,1294,4265,1080,3998,1100,4876,1277,4086,1092,4708,1179,3847,1202,5742,1326,8359,1680,7995,1586,2034,673,2235,846,1500,808,1171,757,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27445,2162,2366,650,1947,689,1442,623,3325,1110,2201,793,2678,812,2283,801,1402,548,2148,699,2469,741,2843,866,1247,494,352,228,267,230,167,180,308,304,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,167012,6299,57487,3442,20916,2194,18259,2326,12636,1862,10785,1797,8911,1541,6608,1335,5209,1345,4283,1148,7524,1300,6653,1226,3796,952,1837,598,906,458,710,397,492,394,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
