GEO_ID,B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,NAME,B14007F_001EA,B14007F_001MA,B14007F_002EA,B14007F_002MA,B14007F_003EA,B14007F_003MA,B14007F_004MA,B14007F_004EA,B14007F_005EA,B14007F_005MA,B14007F_006EA,B14007F_006MA,B14007F_007EA,B14007F_007MA,B14007F_008EA,B14007F_008MA,B14007F_009MA,B14007F_009EA,B14007F_010EA,B14007F_010MA,B14007F_011EA,B14007F_011MA,B14007F_012EA,B14007F_012MA,B14007F_013EA,B14007F_013MA,B14007F_014EA,B14007F_014MA,B14007F_015MA,B14007F_015EA,B14007F_016MA,B14007F_016EA,B14007F_017MA,B14007F_017EA,B14007F_018EA,B14007F_018MA,B14007F_019EA,B14007F_019MA,state
0400000US13,264113,15182,96800,7879,4786,1404,6853,1568,6758,1505,7258,1399,7344,1447,5957,1402,6698,1609,5816,1693,7206,1909,4843,1479,4037,1118,4000,1042,4828,1300,5165,1290,13782,3034,1469,707,167313,9700,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34683,4074,12570,1995,116,127,666,540,821,517,725,451,576,316,1413,754,471,337,1029,485,591,518,957,547,840,425,890,502,929,586,674,460,1538,821,334,326,22113,3004,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,727415,21636,251506,10451,14344,2092,14507,2095,14166,2125,16366,2281,15687,2158,15227,2052,13795,1948,15876,2200,14716,2435,13042,1954,14720,2019,12324,2008,12543,1738,15887,2204,44238,3714,4068,1050,475909,14169,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,136279,9869,47939,4802,2659,1065,2798,955,3290,1039,3154,1144,3644,1083,2213,803,3314,988,3320,1303,1513,602,3310,824,2140,794,2063,736,2220,736,3033,1339,8477,1600,791,402,88340,6671,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28807,3630,9037,1988,254,233,870,542,647,380,318,269,387,361,735,490,352,304,186,198,560,526,258,297,781,383,616,446,253,219,620,327,1799,734,401,353,19770,2493,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60421,5541,20864,2676,1118,522,1221,465,1470,527,1604,587,1247,547,2256,641,1039,461,1012,435,1277,482,1057,540,836,402,1513,582,946,437,887,419,2694,696,687,496,39557,3616,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,39605,4496,14584,2392,738,408,1111,556,803,542,890,598,939,557,616,278,511,466,886,475,943,486,1026,465,1008,441,599,304,738,420,1476,654,2003,544,297,221,25021,3227,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,39454,4864,10847,2237,886,465,992,574,1306,576,477,335,352,237,652,401,548,287,116,103,338,245,265,219,415,237,349,219,538,307,308,244,2690,832,615,416,28607,3582,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,195031,12433,59209,5247,3416,901,4991,1294,3599,1194,2939,1024,3034,948,2558,823,3371,927,3958,1238,3872,1381,2566,862,3374,897,3090,911,2732,837,2712,988,10581,1933,2416,1028,135822,8492,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,266144,13360,88311,6388,5471,1474,4355,945,5934,1323,2958,844,4280,998,4702,1169,4226,1208,4478,1101,4897,1202,4699,1154,5698,1489,5045,1200,2937,815,5892,1521,20221,2355,2518,706,177833,9294,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,115033,9377,41371,4738,1681,597,2312,825,2745,928,1643,643,2573,791,2414,848,3075,997,2077,813,1969,732,2300,807,2331,818,2236,769,2085,668,3251,819,7882,1608,797,475,73662,5994,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,80880,6754,30385,3383,1701,788,1463,587,2667,844,2103,718,1885,601,1614,578,1613,579,2183,762,2008,673,1951,704,1412,553,1578,568,2669,1018,1898,761,3462,901,178,155,50495,4211,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23240,3069,5434,1301,455,250,429,308,513,433,174,177,631,372,365,170,269,264,297,251,70,97,283,256,422,365,149,123,303,323,337,204,707,456,30,59,17806,2339,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,68312,6609,26475,3930,1421,587,2024,840,2079,898,3395,1326,1623,675,1198,636,1209,621,1143,630,768,544,1521,728,1328,596,1075,428,1161,686,1014,474,4688,1272,828,517,41837,3732,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28896,3724,10743,1767,824,338,219,190,601,403,456,242,959,380,690,334,577,321,566,298,735,305,879,459,572,268,339,204,1020,406,617,305,1632,553,57,92,18153,2430,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,254377,12295,82715,6119,2916,1179,5005,1363,3702,1150,4525,1201,4818,1195,3602,985,6025,1341,4348,1156,3964,1055,5234,1270,5470,1111,5996,1249,5033,1207,7100,1404,13860,2334,1117,743,171662,9091,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,589819,20662,170206,8570,13807,2008,11279,2156,9972,1559,11434,2136,9100,1651,9473,1745,7338,1039,10341,1608,8715,1581,9758,1773,8215,1272,10322,1724,9065,1448,8634,1430,30305,3165,2448,729,419613,15518,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,216563,13283,70653,5604,3654,1255,4267,1302,3420,1097,3648,1132,3760,1115,4118,1476,3507,1273,3799,1053,2212,779,3371,1122,4109,1183,3391,905,5002,1191,5278,1284,15465,2517,1652,731,145910,9528,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1664593,32057,494432,14644,29868,3499,30273,2860,26442,2881,27918,3046,27169,3040,28442,2929,23921,2611,22459,2465,25464,2722,25177,3019,27107,2782,26614,2803,21963,2491,33214,3046,105324,6384,13077,2206,1170161,22928,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,300743,13480,108218,7786,5697,1225,8423,1974,7369,1616,6803,1481,5870,1420,6851,1286,6062,1338,7418,1641,5820,1403,6992,1415,6745,1323,5429,1333,4637,1078,6942,1519,14417,1973,2743,1192,192525,8359,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,96628,6943,34774,3958,1458,528,2167,746,1647,612,2136,812,2349,633,1612,548,2422,708,2004,634,1985,656,2766,707,1895,692,1132,434,1525,682,2027,695,6291,1609,1358,667,61854,4668,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88766,4696,28459,2708,1979,494,2409,697,2214,625,1773,710,1607,552,1672,602,1545,434,1567,434,1884,459,1772,433,1098,368,1419,386,1880,653,922,405,4199,982,519,387,60307,3027,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,134525,12290,48281,5749,2241,873,2713,1144,2443,994,2935,1078,2799,1265,2912,1222,3384,1119,3356,1094,2248,866,2128,844,3586,1128,2997,1015,2483,806,2638,836,8433,1725,985,561,86244,7780,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,229342,14233,75047,5861,3667,1215,4334,1027,3912,1037,5084,1187,4618,1169,5459,1231,3718,1026,4042,998,4907,1443,4721,1293,3781,1053,4479,984,4022,1146,3466,1249,13612,2168,1225,503,154295,9985,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,54409,4798,17545,2409,1171,584,830,494,551,364,711,394,1071,532,628,379,753,507,937,558,932,493,735,412,580,367,1007,572,1285,552,1283,819,4797,1353,274,240,36864,3750,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65565,8095,23568,3935,1296,673,1594,668,885,485,1508,744,1231,620,1613,695,1047,596,1602,696,1637,895,1610,753,2113,863,1856,871,1290,673,1052,618,3051,1006,183,142,41997,5397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,91235,7407,33143,3521,1977,691,2765,910,3888,1080,2670,725,1691,789,2325,671,2036,866,2315,738,1754,766,2187,979,1787,713,1528,717,1745,716,1476,788,2723,833,276,235,58092,4976,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1413733,34605,445836,14455,23528,2761,26211,2724,28232,2996,26285,3022,24788,2736,25397,3087,28311,2564,23967,3230,25602,2609,25961,3109,27053,2831,23555,2434,22346,2359,23820,3123,82080,6168,8700,1626,967897,26265,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,129968,9633,44786,4342,2270,960,3641,1081,4458,1302,2929,1000,1773,697,3075,1120,2514,970,2316,824,3836,1341,2786,872,1911,696,2730,768,2057,673,2249,717,5799,1279,442,332,85182,6519,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,163638,11383,56008,5368,2276,831,3195,853,2833,843,2534,850,2813,934,2436,843,3703,1185,2537,793,4152,1215,2842,890,3003,1080,2516,759,1984,786,3386,1182,13753,2247,2045,864,107630,8029,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,233030,13696,78624,5965,2758,974,4200,1064,4490,1204,4906,1239,5099,1345,4545,1051,5426,1163,3975,1160,3985,1216,6677,1255,2808,955,3732,931,3574,1016,6022,1650,14965,2770,1462,839,154406,10159,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,99339,6960,38882,4473,2614,905,2845,775,2494,736,2619,815,1698,725,2123,650,1709,697,2032,712,2296,701,2735,852,1638,682,1770,700,2001,647,3265,1208,6796,1754,247,145,60457,3944,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,468922,17255,137624,8062,7756,1536,5443,1479,5632,1191,6633,1485,7917,1580,5894,1385,7529,1474,7663,1590,7312,1673,8282,1818,7218,1719,5982,1357,6474,1437,6778,1381,36506,3665,4605,1067,331298,12484,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
