GEO_ID,C17010B_001E,C17010B_001M,C17010B_002E,C17010B_002M,C17010B_003E,C17010B_003M,C17010B_004E,C17010B_004M,C17010B_005E,C17010B_005M,C17010B_006E,C17010B_006M,C17010B_007E,C17010B_007M,C17010B_008E,C17010B_008M,C17010B_009E,C17010B_009M,C17010B_010E,C17010B_010M,C17010B_011E,C17010B_011M,C17010B_012E,C17010B_012M,C17010B_013E,C17010B_013M,C17010B_014E,C17010B_014M,C17010B_015E,C17010B_015M,C17010B_016E,C17010B_016M,C17010B_017E,C17010B_017M,NAME,C17010B_001EA,C17010B_001MA,C17010B_002EA,C17010B_002MA,C17010B_003MA,C17010B_003EA,C17010B_004MA,C17010B_004EA,C17010B_005EA,C17010B_005MA,C17010B_006EA,C17010B_006MA,C17010B_007MA,C17010B_007EA,C17010B_008MA,C17010B_008EA,C17010B_009MA,C17010B_009EA,C17010B_010MA,C17010B_010EA,C17010B_011EA,C17010B_011MA,C17010B_012EA,C17010B_012MA,C17010B_013MA,C17010B_013EA,C17010B_014MA,C17010B_014EA,C17010B_015MA,C17010B_015EA,C17010B_016EA,C17010B_016MA,C17010B_017EA,C17010B_017MA,state
0400000US13,694107,10082,162337,6906,26779,2752,18270,2564,135558,6033,15853,2346,12365,2225,119705,5433,103606,5663,531770,9030,294863,9202,141256,6784,236907,7647,44558,3974,22170,2844,192349,7140,116419,5637,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,7520,1302,737,505,343,384,301,379,394,363,35,73,35,73,359,398,359,398,6783,1391,5489,1322,3347,930,1294,745,881,712,558,588,413,260,271,185,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,392618,6145,102686,4608,12190,1535,7324,1371,90496,4297,9621,1600,6347,1279,80875,4088,68015,3926,289932,5826,138304,4926,59374,4074,151628,5843,31916,2739,15805,2136,119712,4881,68836,4255,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,132237,4171,37366,3319,3527,758,1674,511,33839,3208,3600,1040,2783,799,30239,2935,26221,2832,94871,3720,45901,2945,18737,2108,48970,3371,9319,1612,6425,1346,39651,2890,24869,2462,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,19577,1460,6657,1314,1378,658,933,641,5279,1233,702,440,702,440,4577,1213,4221,1208,12920,1389,6459,1194,3811,1007,6461,1161,1506,711,800,553,4955,1102,3914,1077,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35626,2232,7618,1491,891,463,556,360,6727,1395,459,401,410,386,6268,1359,5925,1333,28008,1871,16287,1629,7513,1268,11721,1547,3085,897,2045,768,8636,1304,5488,1264,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,76059,3157,20886,2447,2859,848,1316,577,18027,2400,2943,1019,2176,909,15084,2104,13594,2012,55173,2784,28540,1981,12303,1540,26633,2355,5782,1319,3351,1038,20851,2337,13000,2192,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,326730,5472,93838,4150,14355,2324,7560,1667,79483,3877,8397,1668,6055,1457,71086,3804,60742,3932,232892,6427,118395,5545,46418,3779,114497,4924,26748,2763,13282,2317,87749,4123,50393,3533,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3278,563,1825,730,216,179,124,156,1609,710,173,301,173,301,1436,696,1364,705,1453,579,1077,543,504,386,376,230,158,190,11,22,218,195,93,150,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,401066,6029,45289,3605,6597,1353,4308,1139,38692,3185,5028,1050,3680,914,33664,2979,27658,2667,355777,6208,189407,6203,87303,4621,166370,5670,31941,2728,16273,2174,134429,5830,78758,4604,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,103168,3918,20400,2397,2278,708,1876,672,18122,2329,1881,675,1386,648,16241,2244,14892,2138,82768,3992,40818,2837,23569,2207,41950,3444,10461,2002,4983,1265,31489,2940,19189,2557,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,303239,5369,86722,4208,11358,1762,6443,1106,75364,4280,10541,1524,8187,1462,64823,3959,54894,3694,216517,5019,103859,3785,42572,2734,112658,4800,22419,2293,10859,1782,90239,4340,48980,3189,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,60261,2789,21369,2468,5771,1242,4743,1095,15598,1984,2624,1006,1950,784,12974,1866,12491,1894,38892,2474,20938,1759,14261,1593,17954,2196,4765,1160,2991,912,13189,1665,9455,1551,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,257355,5208,77872,3753,11866,1754,7368,1331,66006,3631,7184,1402,5455,1231,58822,3663,48555,3408,179483,4851,93939,4381,42482,3642,85544,4183,16712,2404,8357,1719,68832,3462,41627,3538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,149285,4390,35287,2847,4572,1217,2978,906,30715,2787,4116,999,3641,927,26599,2646,23242,2353,113998,4206,56526,3264,24735,2635,57472,3379,10456,1947,5174,1357,47016,2680,27643,2673,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17249,1485,4548,1106,543,329,335,294,4005,1114,142,131,58,80,3863,1120,3663,1091,12701,1280,6238,944,3580,876,6463,1169,1300,527,759,447,5163,1048,3278,781,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49263,2173,10287,1398,2168,711,1303,592,8119,1297,1317,658,1122,617,6802,1099,6264,1096,38976,2076,19243,1451,8686,1264,19733,1973,5065,1051,3624,958,14668,1729,9448,1572,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3107,707,475,368,82,112,82,112,393,358,0,182,0,182,393,358,355,348,2632,671,2048,584,871,433,584,348,188,196,126,161,396,263,353,253,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,266299,6023,43694,3512,6081,1135,4208,995,37613,3171,4612,1265,3094,979,33001,2886,28277,2814,222605,4932,112568,4341,55745,3559,110037,4509,21093,2510,11218,1970,88944,4113,52874,3475,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7612,1072,1155,694,462,316,277,258,693,607,42,64,42,64,651,601,585,603,6457,1055,4168,923,1440,601,2289,572,1309,544,557,372,980,451,364,256,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,677778,8760,133543,6098,19501,2330,11853,1814,114042,5995,13150,1925,8182,1736,100892,5339,80150,4884,544235,8002,245750,7099,113469,4698,298485,7967,62216,3917,26713,2708,236269,7010,125925,6120,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,501136,7645,113426,5190,20075,2238,10283,1560,93351,4517,12314,2082,8800,1769,81037,4495,67567,4132,387710,6983,215815,6064,92031,4923,171895,6194,34579,2990,18242,2976,137316,5568,80567,4628,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2673,883,807,601,31,56,31,56,776,601,581,556,581,556,195,218,195,218,1866,817,1016,642,818,626,850,574,532,519,532,519,318,301,306,299,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,320580,6777,98922,4871,11764,1876,7918,1554,87158,4185,11101,1648,7898,1632,76057,3509,65462,3430,221658,5415,109577,5039,44520,3900,112081,5525,19127,1932,9793,1411,92954,4737,55633,3666,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,60732,2097,15396,1449,2359,733,1929,738,13037,1364,1959,697,1546,638,11078,1192,9885,1113,45336,1812,25636,1732,10449,1479,19700,1544,4605,763,2712,710,15095,1323,9641,1294,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13104,1510,3827,1043,1074,648,1049,654,2753,968,617,467,617,467,2136,852,2021,855,9277,1501,5940,1217,3276,956,3337,966,635,311,154,160,2702,957,1569,796,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,284755,6527,71281,4127,10214,1563,5926,1241,61067,3979,7680,1322,6138,1156,53387,3937,46141,3833,213474,5930,97747,4300,44020,3354,115727,5235,24222,3306,12763,2307,91505,4516,54912,3690,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15507,1555,2875,903,404,314,383,314,2471,782,488,476,417,466,1983,620,1841,612,12632,1363,5514,1057,3526,773,7118,1293,1930,732,1224,599,5188,1128,4199,1100,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,299170,6296,72659,4468,9568,1510,5445,1160,63091,4119,6874,1368,4270,1201,56217,4375,47342,3841,226511,6099,124263,5001,47091,3456,102248,4709,20093,2469,8469,2070,82155,4769,43272,3944,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,249884,6026,67167,4170,9323,1576,5957,1372,57844,3752,5489,1373,3592,1171,52355,3268,46576,3080,182717,5784,92963,4344,43352,3657,89754,4316,17595,2564,8326,1789,72159,3955,39943,2937,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,717609,9522,142963,6336,25273,2830,16602,2433,117690,5565,14037,2035,10804,1811,103653,5073,87862,5147,574646,10797,320586,8488,154717,6707,254060,9073,52240,3841,26566,3308,201820,8442,126390,7179,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,5974,995,883,512,586,456,293,294,297,278,174,231,174,231,123,144,123,144,5091,944,2624,727,1435,521,2467,773,685,508,71,87,1782,654,1288,663,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,373192,6744,64461,3752,9413,1530,5263,1267,55048,3331,5185,1255,3939,1071,49863,3398,44144,3342,308731,6278,180409,6016,84287,4785,128322,5599,26768,2649,12958,1942,101554,5058,57746,4207,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,52530,3323,10925,2160,3579,1192,2472,825,7346,1678,1395,820,1395,820,5951,1532,5326,1483,41605,2972,27428,2282,13971,1724,14177,2018,4066,1136,2585,886,10111,1678,5867,1333,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14601,1353,3927,971,739,343,403,279,3188,943,742,359,740,359,2446,817,2369,813,10674,1230,6203,837,2687,742,4471,946,1048,511,784,440,3423,782,1645,602,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,78533,2494,27479,2460,2220,587,1264,517,25259,2442,4006,1181,3787,1143,21253,2229,19392,2108,51054,2413,19697,1465,9012,1357,31357,2356,6792,1236,4222,1138,24565,2084,16979,1750,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,79290,4543,32396,2961,12366,1620,5612,1065,20030,2149,2564,747,1575,564,17466,2120,11455,1591,46894,3021,30704,2594,10572,1498,16190,1763,4523,1178,1299,622,11667,1312,4526,965,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
