GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001MA,C21001B_001EA,C21001B_002EA,C21001B_002MA,C21001B_003EA,C21001B_003MA,C21001B_004MA,C21001B_004EA,C21001B_005MA,C21001B_005EA,C21001B_006MA,C21001B_006EA,C21001B_007MA,C21001B_007EA,C21001B_008EA,C21001B_008MA,C21001B_009EA,C21001B_009MA,C21001B_010EA,C21001B_010MA,C21001B_011MA,C21001B_011EA,C21001B_012MA,C21001B_012EA,C21001B_013MA,C21001B_013EA,C21001B_014MA,C21001B_014EA,C21001B_015EA,C21001B_015MA,state
0400000US13,2299109,8755,1041393,5413,934308,5160,119846,6238,814462,7118,107085,1901,38630,2463,68455,2760,1257716,5601,1088805,5320,33791,3183,1055014,6052,168911,1526,1337,616,167574,1586,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,19739,1754,11424,1552,10659,1512,5354,1164,5305,1599,765,333,294,200,471,269,8315,1036,7628,1075,1637,731,5991,982,687,306,0,181,687,306,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1366254,5727,623480,3835,544318,3817,41551,3341,502767,5317,79162,829,32148,2200,47014,2238,742774,4038,618939,3995,7633,1490,611306,3918,123835,888,595,300,123240,962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,437441,3793,203743,3037,181812,2875,17621,2018,164191,3357,21931,981,10189,1204,11742,1195,233698,2581,199538,2590,3641,991,195897,2838,34160,1322,441,250,33719,1326,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,66601,2434,35128,1958,32882,1822,2723,830,30159,1935,2246,514,935,407,1311,423,31473,1580,28229,1586,669,390,27560,1631,3244,521,66,95,3178,532,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,122083,2672,63525,2183,57210,2111,7260,1168,49950,2102,6315,737,3171,659,3144,732,58558,2004,49172,1857,786,405,48386,1880,9386,571,34,54,9352,580,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,259106,5158,126561,4076,113254,3895,15525,1828,97729,4155,13307,1020,7279,871,6028,1039,132545,2994,113029,3096,2778,826,110251,3148,19516,980,0,185,19516,980,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1081171,4382,498233,2965,439193,2975,38501,2832,400692,4229,59040,1142,18911,1615,40129,1773,582938,2862,494494,2717,7696,1518,486798,2655,88444,1004,729,324,87715,981,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9916,773,5321,517,5166,504,618,268,4548,515,155,156,45,73,110,139,4595,764,4355,738,0,159,4355,738,240,152,0,159,240,152,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1340015,5987,606306,3512,532739,3310,64056,3337,468683,4520,73567,987,30036,2203,43531,2260,733709,3552,620878,3425,15846,1821,605032,3758,112831,1167,1947,569,110884,1263,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,356889,5315,169914,3441,152048,3356,7357,1494,144691,3589,17866,932,4380,881,13486,1030,186975,3039,161510,2908,707,382,160803,2936,25465,861,411,297,25054,970,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1020223,4379,469440,3364,407606,3544,31965,2340,375641,3728,61834,778,24880,1440,36954,1394,550783,2935,458389,2892,4607,1220,453782,3041,92394,803,790,283,91604,865,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,205415,3089,105155,2560,99391,2514,4921,1006,94470,2594,5764,552,1502,448,4262,502,100260,2111,92157,1970,275,197,91882,1944,8103,667,70,110,8033,723,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,812067,3639,370657,2174,328641,2500,26398,2485,302243,3584,42016,1520,11528,1628,30488,1626,441410,2810,376596,2703,5262,1248,371334,2869,64814,1092,324,208,64490,1125,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,516434,3529,237190,2720,208461,2816,21101,2048,187360,3423,28729,920,13271,1271,15458,1306,279244,2806,235454,2904,4526,876,230928,2889,43790,1191,431,244,43359,1210,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,59576,1785,30033,1266,27601,1194,3473,940,24128,1401,2432,342,930,316,1502,346,29543,1103,26094,1113,800,565,25294,1208,3449,331,66,74,3383,341,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,178384,2560,88057,2013,77186,2011,11966,1827,65220,2744,10871,440,6130,875,4741,857,90327,1422,77003,1396,3024,1074,73979,1554,13324,360,266,165,13058,368,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12769,1318,8386,1137,7856,1139,728,466,7128,1210,530,365,235,190,295,295,4383,610,4126,612,113,189,4013,627,257,180,0,182,257,180,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,912009,7340,416457,4337,365846,4076,24864,2198,340982,4597,50611,870,16570,1327,34041,1573,495552,4112,414166,3746,3838,948,410328,3759,81386,956,594,339,80792,957,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31528,1861,18267,1598,15564,1392,2089,641,13475,1531,2703,582,1687,588,1016,375,13261,1261,11000,1162,779,403,10221,1151,2261,518,117,193,2144,548,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2363097,12552,1063552,7913,928558,7818,41818,3322,886740,7849,134994,1785,31263,2694,103731,2815,1299545,7879,1071192,7235,8080,1464,1063112,7278,228353,2395,1196,519,227157,2324,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1602707,6309,723483,4574,629358,4763,84014,4087,545344,6581,94125,1349,35028,2212,59097,2254,879224,3652,736588,3618,18153,2039,718435,3934,142636,1058,1979,671,140657,1274,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1038078,5582,482754,3751,421735,3601,43944,2859,377791,4334,61019,1039,28852,1978,32167,1828,555324,4145,461572,4220,7699,1342,453873,4391,93752,1431,626,334,93126,1440,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,206821,3058,100746,2458,89963,2505,13151,1651,76812,2813,10783,658,5605,692,5178,692,106075,1812,91923,1809,1964,640,89959,1822,14152,830,176,139,13976,849,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52421,2121,29535,1472,26795,1334,2163,760,24632,1489,2740,515,855,429,1885,570,22886,1498,19487,1519,486,312,19001,1500,3399,584,0,197,3399,584,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1046751,5731,493546,4188,435086,4085,34479,2877,400607,4635,58460,971,25472,1885,32988,1916,553205,4145,462539,3906,4804,914,457735,3862,90666,1255,1325,463,89341,1270,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,48411,2255,24766,1374,22714,1366,1109,485,21605,1409,2052,411,803,283,1249,422,23645,1507,20944,1424,118,167,20826,1390,2701,467,0,203,2701,467,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,986012,4393,447997,2742,387431,2891,52600,3533,334831,3874,60566,802,21651,1754,38915,1786,538015,2530,447337,2540,10583,1917,436754,3464,90678,626,474,248,90204,657,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,810253,4595,372431,3302,332602,3469,36719,2915,295883,4501,39829,1286,15749,1574,24080,1517,437822,2961,375706,2728,6927,1460,368779,2881,62116,1443,469,251,61647,1491,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2353728,10661,1112493,7241,1000436,7249,118308,6234,882128,8916,112057,2271,43597,2604,68460,2803,1241235,7299,1078565,6725,31578,2670,1046987,6941,162670,2910,1257,426,161413,2890,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22034,1619,13149,1246,12535,1293,1161,628,11374,1242,614,403,368,328,246,225,8885,958,8061,953,281,397,7780,935,824,321,0,184,824,321,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1200035,7122,552624,4785,484082,4409,83983,4020,400099,5960,68542,1573,30755,2076,37787,2281,647411,4610,543016,4745,25564,2547,517452,5316,104395,1499,1174,432,103221,1531,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,184496,3837,101780,3129,91539,3195,18748,2094,72791,3285,10241,649,5774,953,4467,913,82716,2409,72719,2329,3393,774,69326,2110,9997,615,275,257,9722,639,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,53142,2438,28978,1821,25586,1766,2321,861,23265,1933,3392,609,1786,577,1606,433,24164,1694,18781,1621,359,280,18422,1604,5383,724,60,104,5323,730,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,250300,2796,120318,2117,109878,2106,8869,1339,101009,2177,10440,538,3184,596,7256,816,129982,1858,115670,1788,1538,648,114132,1885,14312,416,144,149,14168,409,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,247756,10562,118360,6023,94778,5248,2958,882,91820,5192,23582,2154,4262,1050,19320,2123,129396,6531,98896,5647,590,385,98306,5571,30500,2813,61,95,30439,2793,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
