GEO_ID,B10051D_001E,B10051D_001M,B10051D_002E,B10051D_002M,B10051D_003E,B10051D_003M,B10051D_004E,B10051D_004M,B10051D_005E,B10051D_005M,B10051D_006E,B10051D_006M,B10051D_007E,B10051D_007M,NAME,B10051D_001EA,B10051D_001MA,B10051D_002EA,B10051D_002MA,B10051D_003EA,B10051D_003MA,B10051D_004EA,B10051D_004MA,B10051D_005MA,B10051D_005EA,B10051D_006EA,B10051D_006MA,B10051D_007EA,B10051D_007MA,state
0400000US25,12205,2037,1766,740,607,417,1159,616,10439,1972,2323,902,8116,1559,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9098,1658,704,397,354,331,350,198,8394,1673,2642,979,5752,1097,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,8383,1553,1136,635,958,623,178,133,7247,1346,3162,956,4085,997,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3697,1246,558,344,185,195,373,282,3139,1130,1064,762,2075,758,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,8747,1910,1862,646,546,364,1316,570,6885,1797,2477,1408,4408,1313,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,30406,2952,2153,860,559,382,1594,671,28253,2928,5238,1223,23015,2524,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,61096,3878,16173,2330,6117,1327,10056,1711,44923,2864,11716,1749,33207,2560,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6984,1439,1080,630,464,429,616,434,5904,1326,1583,812,4321,1090,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5246,1264,147,175,104,165,43,72,5099,1276,1539,625,3560,1080,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2075,844,223,194,67,63,156,187,1852,817,1104,756,748,398,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,5090,1114,246,206,112,138,134,155,4844,1104,902,558,3942,1033,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,15768,2342,2466,986,912,522,1554,766,13302,2332,4856,1192,8446,1863,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1723,789,840,595,216,265,624,540,883,570,225,249,658,515,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3638,1021,713,447,408,303,305,243,2925,892,703,366,2222,747,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,35849,3969,4714,1261,1798,780,2916,944,31135,3827,4809,1334,26326,3534,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20801,2090,2599,996,583,308,2016,886,18202,2077,3953,1000,14249,1772,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,20318,2882,1893,659,1025,480,868,439,18425,2720,3756,1544,14669,2245,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3700,919,851,390,676,326,175,149,2849,796,836,365,2013,757,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
