GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001EA,B14007B_001MA,B14007B_002EA,B14007B_002MA,B14007B_003MA,B14007B_003EA,B14007B_004MA,B14007B_004EA,B14007B_005MA,B14007B_005EA,B14007B_006MA,B14007B_006EA,B14007B_007EA,B14007B_007MA,B14007B_008MA,B14007B_008EA,B14007B_009MA,B14007B_009EA,B14007B_010MA,B14007B_010EA,B14007B_011MA,B14007B_011EA,B14007B_012EA,B14007B_012MA,B14007B_013EA,B14007B_013MA,B14007B_014MA,B14007B_014EA,B14007B_015MA,B14007B_015EA,B14007B_016MA,B14007B_016EA,B14007B_017EA,B14007B_017MA,B14007B_018EA,B14007B_018MA,B14007B_019MA,B14007B_019EA,state
0400000US13,3036531,11495,995813,13493,61217,3887,50522,3606,47787,3922,51106,4015,49070,3854,46488,3866,48974,3511,49346,3724,45422,4267,56391,4324,49272,4030,50103,4183,51224,3894,60299,4555,231816,9599,46776,4422,2040718,12278,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29713,2214,9640,2148,386,374,313,322,442,325,280,207,351,262,211,213,288,200,445,401,286,226,575,377,225,167,143,124,6,16,355,316,4976,1536,358,239,20073,1793,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1767411,9571,544814,9314,36817,3621,26011,2595,25138,2621,27796,2325,26334,2572,22300,2503,26602,2710,22556,2398,27810,2627,29258,2686,26819,2560,27214,2263,32124,2834,35394,2917,125869,6817,26772,2980,1222597,9580,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,586699,6556,196532,6292,11500,1853,10147,1763,9357,1597,11367,2045,11831,1983,8377,1364,9002,1487,11237,1891,9064,1701,10751,1785,10223,1657,8855,1412,10313,1843,11938,1470,44325,3704,8245,1442,390167,5442,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,93370,3327,33809,2631,2244,888,1825,743,1189,561,2229,778,1995,727,1218,634,1696,783,1298,536,1851,539,1609,579,1551,745,1593,562,2617,1018,1968,708,7601,1484,1325,667,59561,2788,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,164427,4264,53283,2844,3114,1016,3524,1069,2686,835,2636,814,2795,931,2670,927,1765,583,2626,834,2038,712,2578,771,2521,624,3215,809,2902,1032,3808,1215,12122,1875,2283,947,111144,3280,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,338417,6605,99685,4475,4831,1270,6172,1397,4499,1015,3927,1007,5706,1377,5368,1262,4170,1106,4064,979,5983,1185,3841,1004,5283,1052,5285,1073,5413,1016,5898,1476,26676,3018,2569,880,238732,5614,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1433956,7816,441957,7972,31489,2617,25480,2943,24180,2858,26243,2573,21565,2594,26645,2658,25879,2912,22065,2368,26910,2698,23876,2440,24375,2862,19284,1814,22211,2427,21371,2567,87328,4938,13056,2224,991999,8973,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15062,1157,7299,1056,290,201,146,93,516,315,858,388,527,231,480,443,618,469,96,74,451,327,161,222,476,261,118,142,139,154,324,215,1645,473,454,385,7763,879,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1709731,7807,507075,7687,32198,2907,25530,2642,22569,1945,23740,2433,23677,3135,22507,2575,22043,2446,25342,3265,25140,2619,26047,2722,24875,2318,23397,2411,25529,2798,26821,2633,123364,6056,34296,2996,1202656,9659,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,458287,7700,151882,5823,9720,1862,8330,1405,5497,1398,6764,1399,5850,1082,7234,1546,5858,1111,8049,1265,6459,1323,7241,1459,5969,1285,6825,1433,7372,1123,6277,1367,46432,2931,8005,1602,306405,5901,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1315553,8340,396247,7389,21036,2034,18669,2366,19565,1984,20495,2219,17152,1924,18767,2266,21443,2289,19553,1912,19739,2258,18546,2254,23292,2490,21569,1776,21143,2274,24107,2211,95560,4547,15611,1811,919306,7264,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,295705,5412,117942,5852,6466,1116,5700,1143,7820,1270,6847,1290,5401,1105,5300,1139,6919,1406,6938,1381,4211,1043,5691,1502,6056,1026,5201,878,5649,1071,6807,1387,29493,3217,3443,1033,177763,3691,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1086597,5201,360169,7525,24633,2630,21951,2724,18146,2261,18069,2138,15941,1750,16760,2155,16401,2308,21771,2651,18945,2402,20702,2247,18932,2247,17471,2119,17163,1751,20660,2134,79728,4926,12896,2135,726428,6528,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,679288,6351,211374,5726,12884,2057,12382,1451,10210,1716,11607,1720,10618,1839,10127,1695,9249,1703,10584,2156,10269,1866,12241,1799,10357,1680,11113,1606,11218,1664,13124,1587,46936,3927,8455,1441,467914,5331,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,83622,2709,29028,2246,1683,775,1981,670,1351,639,2183,688,2347,739,1584,599,1010,395,1086,509,2264,631,605,397,1034,415,1946,511,937,469,1726,674,6257,1359,1034,439,54594,2159,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,231824,4134,65370,3710,2766,1045,4132,1023,4177,1279,3446,1022,4591,977,3820,934,3293,846,2541,712,3552,1083,3643,935,2702,746,4359,923,2998,931,4209,993,13592,2184,1549,535,166454,3265,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1167683,9340,356876,7850,28523,2552,17984,1958,16424,2413,17388,2093,15361,2206,13551,2375,15473,1655,18878,2103,17254,2099,16436,2260,17128,1925,19007,2019,17755,1942,22791,2024,87407,4949,15516,2202,810807,7770,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,39627,2000,11858,1780,583,485,208,240,659,498,287,337,808,359,509,442,251,277,1019,481,358,386,288,327,382,390,858,473,320,361,793,543,3490,1092,1045,599,27769,1751,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2980165,16893,858630,12419,55385,4100,41204,3470,41232,3655,36977,3003,42987,2915,39833,3758,38084,2662,39684,3134,41537,3477,38987,2591,44490,3542,44866,2803,42043,2903,52282,3698,219500,8294,39539,3029,2121535,12777,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2078825,10107,635886,10414,30787,2772,29996,3494,34274,3893,27643,2993,32013,3092,27296,2704,29057,2312,30850,2971,34326,2953,33351,2915,36567,3202,31969,2739,31099,2599,37439,3226,158000,7398,31219,3451,1442939,10256,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1358073,9267,423300,7890,22220,2568,24293,2755,23844,2546,20478,2193,21924,2531,19559,2176,19281,2144,22032,2390,19068,2008,20598,2106,23605,2503,23027,2085,24436,2122,25738,2412,98229,4871,14968,2412,934773,7558,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,272023,4093,88621,4066,4905,1011,4084,749,4767,1116,5681,1274,4605,1024,4613,894,4625,840,3278,720,4064,1015,4351,921,3137,699,5365,1219,4807,975,4367,1107,22545,2762,3427,939,183402,3537,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68214,3257,21726,2846,983,392,1724,659,890,502,1528,719,990,536,603,335,1225,616,595,401,1508,676,1279,482,1230,649,628,468,1121,510,1466,974,4632,1179,1324,662,46488,2273,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1358226,10188,413232,9260,24449,2880,20536,2349,19750,2472,20681,2200,19359,2429,19922,2418,20749,2403,21953,2602,20210,2063,22049,2786,22348,2260,21854,2287,22868,2405,25726,2604,95652,5294,15126,2229,944994,8876,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,67291,3685,24932,2305,1230,619,1532,721,2656,883,1035,512,1523,603,834,391,926,474,1668,832,1471,450,467,298,886,467,917,491,1346,556,1504,586,6015,965,922,491,42359,2666,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1272327,6612,364971,8496,19528,2960,23410,2934,23115,2617,18199,2328,18077,2117,16328,1990,18931,2381,20548,2732,14590,2160,18452,2171,19776,2071,18820,2349,18316,2260,23362,2849,80328,4914,13191,2183,907356,8318,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1057477,7137,320794,6699,17730,2001,16122,2010,16718,2201,15820,2289,12223,1985,17190,2318,14710,2076,17044,2369,13915,1942,17335,2383,18671,2036,16609,2177,17117,2131,20277,2182,75329,4590,13984,2023,736683,6465,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3104649,16631,1006938,12981,56122,4711,48279,4449,51201,3986,45702,3966,50059,3858,50812,4175,51457,4171,47067,3733,50093,4140,55148,4188,49500,3793,50266,3153,48266,3807,55994,4109,247381,10041,49591,4296,2097711,15599,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32151,2308,13211,1734,354,262,830,399,503,470,803,415,153,152,1240,481,847,396,623,391,672,471,784,502,717,449,546,385,701,409,767,443,3403,1092,268,249,18940,1436,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1544103,10063,463321,8974,25850,2145,23670,2632,21952,2422,22231,2752,21762,2508,20079,2063,19081,2492,20512,2119,22991,2168,23765,1952,22733,2412,22719,2103,22851,2433,27988,2628,117589,5348,27548,2956,1080782,10052,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,240693,7081,74928,5739,3239,987,5324,1461,3538,1125,3788,1015,2712,853,3226,849,2874,885,3120,937,3165,1116,3944,1168,3625,1011,3569,948,4672,1100,3465,933,21858,2771,2809,814,165765,3846,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,66645,3255,21890,2731,1989,824,698,351,1256,666,858,476,1119,484,1023,566,885,523,836,555,404,273,722,441,850,389,673,352,805,409,825,463,7690,1637,1257,667,44755,2293,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,348044,4322,125301,4079,2800,869,11796,1840,6220,1070,7159,1304,7400,1167,7104,1317,6199,1241,5352,979,6773,1064,6483,1203,7630,1296,8459,1275,4671,830,6586,1023,27156,2612,3513,951,222743,3824,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,293555,12700,69681,5177,3068,993,2128,899,3135,985,3394,926,2233,748,2529,948,3145,1069,3617,1104,2620,796,3980,1194,2859,855,3453,941,4166,1055,4716,921,21648,2513,2990,943,223874,9901,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
