GEO_ID,B21001F_001E,B21001F_001M,B21001F_002E,B21001F_002M,B21001F_003E,B21001F_003M,B21001F_004E,B21001F_004M,B21001F_005E,B21001F_005M,B21001F_006E,B21001F_006M,B21001F_007E,B21001F_007M,B21001F_008E,B21001F_008M,B21001F_009E,B21001F_009M,B21001F_010E,B21001F_010M,B21001F_011E,B21001F_011M,B21001F_012E,B21001F_012M,B21001F_013E,B21001F_013M,B21001F_014E,B21001F_014M,B21001F_015E,B21001F_015M,B21001F_016E,B21001F_016M,B21001F_017E,B21001F_017M,B21001F_018E,B21001F_018M,B21001F_019E,B21001F_019M,B21001F_020E,B21001F_020M,B21001F_021E,B21001F_021M,B21001F_022E,B21001F_022M,B21001F_023E,B21001F_023M,B21001F_024E,B21001F_024M,B21001F_025E,B21001F_025M,B21001F_026E,B21001F_026M,B21001F_027E,B21001F_027M,B21001F_028E,B21001F_028M,B21001F_029E,B21001F_029M,B21001F_030E,B21001F_030M,B21001F_031E,B21001F_031M,B21001F_032E,B21001F_032M,B21001F_033E,B21001F_033M,NAME,B21001F_001MA,B21001F_001EA,B21001F_002EA,B21001F_002MA,B21001F_003MA,B21001F_003EA,B21001F_004EA,B21001F_004MA,B21001F_005EA,B21001F_005MA,B21001F_006EA,B21001F_006MA,B21001F_007EA,B21001F_007MA,B21001F_008EA,B21001F_008MA,B21001F_009EA,B21001F_009MA,B21001F_010MA,B21001F_010EA,B21001F_011EA,B21001F_011MA,B21001F_012MA,B21001F_012EA,B21001F_013EA,B21001F_013MA,B21001F_014EA,B21001F_014MA,B21001F_015EA,B21001F_015MA,B21001F_016EA,B21001F_016MA,B21001F_017EA,B21001F_017MA,B21001F_018EA,B21001F_018MA,B21001F_019EA,B21001F_019MA,B21001F_020EA,B21001F_020MA,B21001F_021MA,B21001F_021EA,B21001F_022EA,B21001F_022MA,B21001F_023MA,B21001F_023EA,B21001F_024EA,B21001F_024MA,B21001F_025EA,B21001F_025MA,B21001F_026EA,B21001F_026MA,B21001F_027EA,B21001F_027MA,B21001F_028EA,B21001F_028MA,B21001F_029EA,B21001F_029MA,B21001F_030EA,B21001F_030MA,B21001F_031MA,B21001F_031EA,B21001F_032MA,B21001F_032EA,B21001F_033EA,B21001F_033MA,state
0400000US13,173143,9698,91312,5776,45745,4409,1676,1074,44069,4427,39116,3594,1324,572,37792,3555,4818,1112,430,363,4388,1080,1406,638,115,182,1291,601,227,197,178,183,49,87,81831,5140,40133,3314,388,505,39745,3261,34454,3040,164,160,34290,3054,4816,1348,123,151,4693,1318,1772,626,108,172,1664,603,656,498,0,211,656,498,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,515166,14717,268831,8312,114270,5768,1559,720,112711,5706,114232,4597,2353,778,111879,4511,26379,2003,643,312,25736,1965,9219,1004,908,375,8311,995,4731,1045,665,303,4066,1012,246335,8426,102731,4956,846,417,101885,4894,101574,4152,123,150,101451,4143,24870,1923,23,37,24847,1924,11464,1370,36,60,11428,1369,5696,1079,0,182,5696,1079,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,95017,6595,50156,4120,24467,2654,890,633,23577,2692,20651,2427,1468,816,19183,2455,3169,836,634,452,2535,716,1056,490,197,272,859,399,813,342,213,208,600,351,44861,3322,20803,2096,57,100,20746,2104,18108,2050,201,227,17907,2067,3233,937,0,187,3233,937,1864,638,0,187,1864,638,853,320,0,187,853,320,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21502,2564,13025,1707,6249,1033,37,70,6212,1031,4709,978,360,299,4349,950,1451,534,278,237,1173,483,427,188,23,47,404,182,189,150,93,110,96,93,8477,1293,3366,892,0,155,3366,892,4200,693,0,155,4200,693,488,323,0,155,488,323,317,189,0,155,317,189,106,108,0,155,106,108,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41395,3542,22058,2278,8794,1441,128,130,8666,1413,9070,1409,238,286,8832,1323,2436,681,202,202,2234,591,1591,540,296,230,1295,439,167,128,36,52,131,103,19337,1897,7586,1164,70,112,7516,1181,8008,1219,0,168,8008,1219,1730,598,0,168,1730,598,1303,523,14,25,1289,526,710,356,0,168,710,356,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,30464,3647,18504,2405,9634,1713,306,319,9328,1725,6061,1201,128,111,5933,1195,1972,612,204,171,1768,568,559,334,364,271,195,169,278,237,68,112,210,214,11960,1770,4559,1117,0,201,4559,1117,4987,1099,70,77,4917,1096,1520,634,71,104,1449,618,639,461,0,201,639,461,255,208,0,201,255,208,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,142744,8693,77070,5254,34685,3650,1126,632,33559,3770,32769,2982,1594,747,31175,2855,5753,1047,357,453,5396,1173,2811,873,670,517,2141,675,1052,422,50,82,1002,417,65674,4400,27237,2654,104,161,27133,2645,28270,2412,410,448,27860,2331,5716,1022,35,59,5681,1023,3423,976,0,193,3423,976,1028,439,0,193,1028,439,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,198508,9383,94619,5969,47556,4004,357,261,47199,4031,33944,3026,1006,652,32938,3071,8441,1227,358,260,8083,1114,2922,837,357,277,2565,779,1756,516,434,388,1322,391,103889,4693,45746,3194,222,222,45524,3187,38290,3062,44,73,38246,3063,10987,1440,0,198,10987,1440,5338,954,0,198,5338,954,3528,864,0,198,3528,864,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,80112,5424,41190,3325,18393,2102,113,105,18280,2115,16346,1909,893,546,15453,1799,4136,969,329,199,3807,983,1374,415,468,349,906,284,941,384,99,94,842,369,38922,2889,16266,1949,101,132,16165,1954,17687,1922,223,259,17464,1936,2678,622,0,165,2678,622,1537,458,0,165,1537,458,754,342,0,165,754,342,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53885,4448,29219,2780,14328,1826,159,139,14169,1821,12107,1866,348,294,11759,1833,1897,522,133,133,1764,510,783,355,152,172,631,313,104,87,76,92,28,49,24666,2490,10171,1896,43,73,10128,1890,10380,1560,25,37,10355,1561,2596,794,8,19,2588,796,808,481,0,141,808,481,711,529,0,141,711,529,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,44230,4181,24154,2803,11596,2070,329,397,11267,2155,9217,1423,397,306,8820,1371,2428,719,495,367,1933,688,783,407,163,164,620,385,130,127,111,123,19,41,20076,2083,10078,1371,51,86,10027,1362,7325,1020,0,181,7325,1020,1564,644,0,181,1564,644,800,279,0,181,800,279,309,217,2,6,307,216,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,183200,9116,91048,5554,42259,3299,467,357,41792,3298,36791,3341,1206,618,35585,3208,8879,1252,570,307,8309,1245,2461,735,765,523,1696,534,658,436,66,95,592,429,92152,4854,41065,3131,76,126,40989,3131,36952,2419,0,203,36952,2419,8557,1548,0,203,8557,1548,3873,902,39,65,3834,898,1705,702,0,203,1705,702,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,444299,15335,226176,9054,97389,5614,917,552,96472,5641,93337,4907,2136,836,91201,4719,21857,2013,1035,401,20822,2032,10031,1308,924,448,9107,1239,3562,1001,418,283,3144,928,218123,8496,83002,5057,188,233,82814,5055,94378,4646,376,330,94002,4636,22508,2159,194,174,22314,2150,11266,1515,0,195,11266,1515,6969,1189,56,91,6913,1166,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,159912,9163,77732,5474,31105,3191,728,551,30377,3183,28319,2743,1513,699,26806,2654,9973,1567,1504,574,8469,1396,5530,1052,1737,675,3793,818,2805,626,1273,466,1532,516,82180,5044,31523,3275,447,331,31076,3289,29176,2858,121,125,29055,2863,10456,1393,356,390,10100,1422,6498,1276,103,128,6395,1262,4527,1136,0,190,4527,1136,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1269641,23058,619625,13026,270465,7202,2536,884,267929,7347,239345,7530,4922,1453,234423,7556,64166,3351,3272,985,60894,3194,29075,2372,1333,647,27742,2286,16574,2132,2156,1005,14418,1958,650016,13958,255580,7832,553,371,255027,7823,247754,7049,286,190,247468,7007,75262,3291,47,79,75215,3278,42266,2946,116,147,42150,2934,29154,2364,0,189,29154,2364,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,200722,8666,106828,5878,53343,4078,1140,748,52203,3907,45982,3614,1280,618,44702,3672,4786,1087,567,386,4219,997,2572,968,415,411,2157,884,145,140,37,60,108,126,93894,4712,43165,3492,528,476,42637,3523,39484,3191,450,476,39034,3161,6961,1376,148,206,6813,1338,3076,985,0,198,3076,985,1208,471,0,198,1208,471,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,67533,4905,36230,3175,18294,2564,84,100,18210,2548,13865,1669,859,501,13006,1644,2719,743,294,182,2425,737,915,355,64,87,851,357,437,249,253,198,184,167,31303,2551,15874,1950,141,268,15733,1940,10833,1447,183,166,10650,1492,3152,691,41,71,3111,692,802,337,0,185,802,337,642,272,0,185,642,272,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62512,3153,34381,2023,16430,1489,110,97,16320,1482,13238,1247,525,279,12713,1210,2948,708,373,195,2575,644,1257,442,169,139,1088,427,508,246,233,176,275,162,28131,1963,12626,1270,78,122,12548,1258,11163,1276,124,122,11039,1273,2930,622,0,153,2930,622,874,381,54,93,820,361,538,267,0,153,538,267,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,93033,8003,51413,4612,21609,2544,472,285,21137,2536,23693,2874,564,377,23129,2868,3814,1084,205,233,3609,1054,1672,619,211,180,1461,608,625,423,114,127,511,419,41620,4283,18900,2792,6,13,18894,2792,18121,2495,56,70,18065,2506,2653,861,0,197,2653,861,1352,566,0,197,1352,566,594,319,0,197,594,319,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
