GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001EA,C17010D_001MA,C17010D_002MA,C17010D_002EA,C17010D_003EA,C17010D_003MA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007MA,C17010D_007EA,C17010D_008MA,C17010D_008EA,C17010D_009MA,C17010D_009EA,C17010D_010EA,C17010D_010MA,C17010D_011EA,C17010D_011MA,C17010D_012EA,C17010D_012MA,C17010D_013EA,C17010D_013MA,C17010D_014MA,C17010D_014EA,C17010D_015EA,C17010D_015MA,C17010D_016EA,C17010D_016MA,C17010D_017EA,C17010D_017MA,state
0400000US13,88125,2919,8136,1415,5346,1106,3156,775,2790,935,225,154,193,144,2565,923,1666,780,79989,2959,68011,3156,40592,2380,11978,2079,4345,1140,1330,625,7633,1729,4457,1472,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,124997,3775,5889,1286,3459,976,1965,742,2430,745,532,382,267,289,1898,623,1091,506,119108,3834,88334,3072,37543,2426,30774,2290,10223,1377,4241,1035,20551,1853,9252,1222,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,154160,3209,14284,2140,9930,1676,5514,1214,4354,1065,736,330,384,259,3618,970,2683,888,139876,3396,120178,3789,65044,2778,19698,2466,7382,1435,2631,919,12316,1885,5906,1376,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27880,1771,3277,905,2286,672,1708,609,991,504,331,333,230,298,660,362,521,328,24603,1628,21716,1668,13664,1669,2887,742,1253,446,468,288,1634,521,1069,464,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,14542,1152,1768,677,1142,609,697,500,626,328,84,137,0,155,542,317,542,317,12774,1292,11354,1343,7941,1213,1420,574,430,322,182,168,990,485,552,366,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17726,1454,1611,650,1319,569,1041,540,292,273,67,106,52,97,225,249,225,249,16115,1466,13108,1236,7807,1068,3007,873,1079,566,664,505,1928,633,1315,539,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11057,1189,1656,685,1029,582,887,572,627,439,243,276,169,252,384,317,245,154,9401,1051,8400,1005,4763,862,1001,480,631,424,335,299,370,246,226,183,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15984,1461,1449,477,1211,427,857,366,238,183,82,136,82,136,156,152,16,35,14535,1466,12055,1333,6461,1274,2480,664,1217,525,456,267,1263,472,783,427,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,88768,2742,6063,1247,3994,1016,2182,726,2069,747,461,312,167,199,1608,691,1305,627,82705,2823,72157,2890,39755,2060,10548,1599,2570,869,1115,581,7978,1341,3235,836,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,90482,2655,7611,1284,4811,960,2425,810,2800,828,587,375,388,318,2213,731,1777,603,82871,2625,71709,2940,41983,2294,11162,1508,4599,1064,1117,408,6563,1190,3885,1112,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,64315,2082,6610,1036,5191,942,3608,799,1419,540,186,163,119,133,1233,519,785,357,57705,1857,51366,1971,31488,2104,6339,1048,2823,694,1095,460,3516,800,2170,776,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53781,2120,5864,936,3063,769,2411,744,2801,769,608,316,558,299,2193,717,2087,700,47917,2001,35554,1925,23571,1673,12363,1603,4604,1064,3594,1025,7759,1231,4692,1055,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23235,1502,1916,580,1346,482,876,419,570,337,148,107,67,78,422,315,362,300,21319,1558,19097,1596,11033,1527,2222,787,475,345,156,182,1747,659,1354,614,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8806,830,986,479,467,301,301,268,519,411,33,52,0,153,486,402,486,402,7820,819,6178,804,3657,682,1642,634,501,303,111,113,1141,605,943,573,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48999,2446,3504,990,1431,596,451,271,2073,781,571,347,264,213,1502,701,1010,560,45495,2407,35592,2199,15040,1592,9903,1469,2580,778,1318,591,7323,1178,3509,936,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,207546,3110,11711,1607,7971,1232,3947,972,3740,999,987,551,435,380,2753,794,1412,522,195835,3476,173077,3732,99803,3566,22758,2088,8652,1304,1958,579,14106,1780,5853,1000,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7424,903,693,350,377,219,87,107,316,275,10,18,10,18,306,278,306,278,6731,862,5583,836,2174,632,1148,503,345,296,272,276,803,405,336,278,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,360018,5206,55514,3187,38529,3020,23623,2113,16985,1657,4017,919,2136,606,12968,1564,7599,1199,304504,5715,247814,5755,124619,4062,56690,2991,21073,2159,6099,1326,35617,2282,13561,1628,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,59306,2526,5564,1113,3578,892,2724,891,1986,733,257,208,54,71,1729,717,1030,530,53742,2549,46438,2544,29802,2000,7304,1416,2451,778,1104,520,4853,1297,2915,938,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,53654,2536,4823,1019,3269,773,1769,598,1554,768,248,245,104,165,1306,733,1055,646,48831,2486,44146,2250,25672,2417,4685,1144,1362,700,754,485,3323,842,1628,570,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,15631,1518,1311,486,836,440,494,352,475,262,55,65,0,153,420,261,331,220,14320,1499,11752,1281,6716,1022,2568,874,821,412,286,221,1747,768,1285,720,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35873,1717,3700,825,2130,638,1013,486,1570,686,67,121,67,121,1503,666,1038,556,32173,1961,26460,1764,14605,1653,5713,1177,2365,807,1002,531,3348,1020,1755,803,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,90348,2589,9999,1326,6185,1107,4390,922,3814,913,941,495,673,475,2873,799,2267,710,80349,2528,68709,2556,42593,2711,11640,1715,3611,838,1252,491,8029,1396,3699,1110,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,6582,735,354,312,225,167,69,83,129,211,0,203,0,203,129,211,129,211,6228,766,5009,900,3071,770,1219,503,644,377,301,302,575,345,168,171,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14957,1444,1181,485,782,365,415,226,399,290,0,200,0,200,399,290,281,246,13776,1428,11104,1504,6200,1123,2672,845,1025,598,490,414,1647,652,1319,608,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21764,1612,2409,754,1161,563,763,479,1248,533,457,300,241,218,791,393,694,417,19355,1574,15997,1609,9869,1354,3358,1012,1253,515,743,411,2105,838,723,371,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,281280,5634,25240,2460,17116,2156,10090,1672,8124,1548,2116,759,1156,564,6008,1420,5020,1375,256040,5649,223622,5356,133882,4388,32418,2990,12325,2212,4675,1445,20093,2438,10594,1939,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14375,1232,1493,599,1132,490,650,442,361,285,140,198,120,195,221,202,137,169,12882,1249,11226,1129,6656,1052,1656,592,741,400,477,355,915,381,315,245,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117556,3043,5902,1208,4187,969,2654,809,1715,585,352,346,242,277,1363,453,1204,463,111654,3068,95486,2968,55839,2265,16168,1987,6123,1324,2124,765,10045,1647,5388,1387,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,126663,3513,9950,1614,5634,1257,2181,761,4316,1072,860,498,496,368,3456,847,2634,722,116713,3477,96102,3738,51998,3044,20611,2328,6960,1350,2861,898,13651,1837,7180,1309,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32287,1590,6903,1188,3663,836,3123,838,3240,987,1127,606,801,492,2113,748,2056,740,25384,1441,20921,1525,14981,1322,4463,954,1651,542,1033,467,2812,830,1848,708,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
