GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001MA,B10051B_001EA,B10051B_002MA,B10051B_002EA,B10051B_003EA,B10051B_003MA,B10051B_004EA,B10051B_004MA,B10051B_005EA,B10051B_005MA,B10051B_006MA,B10051B_006EA,B10051B_007MA,B10051B_007EA,state
0400000US13,102968,6454,48940,3838,32620,3247,16320,2309,54028,4660,28910,3292,25118,3181,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,55976,3849,25833,2959,15280,2212,10553,1666,30143,2357,15622,1792,14521,1644,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,15508,2408,7466,1529,5658,1348,1808,651,8042,1595,4809,1297,3233,932,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1608,544,751,404,529,332,222,178,857,352,281,195,576,346,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3977,1216,2185,918,1528,767,657,359,1792,676,840,371,952,543,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,8266,1282,4461,981,3214,917,1247,476,3805,902,1948,633,1857,639,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47295,3211,24475,2397,16642,2049,7833,1348,22820,2540,12336,2228,10484,1518,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,56254,4579,19785,2125,12396,1677,7389,1354,36469,3909,15842,2285,20627,2891,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,15080,1998,4388,1160,3134,1095,1254,576,10692,1770,3601,1311,7091,1288,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,36499,3426,14826,2225,8590,1763,6236,1241,21673,2569,11017,1927,10656,1801,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,7141,1477,2954,976,2378,853,576,395,4187,1007,2051,658,2136,674,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,46422,3679,25971,2999,17151,2415,8820,1700,20451,2479,11556,2105,8895,1712,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19418,2276,8665,1598,5650,1340,3015,675,10753,1977,5295,1578,5458,1294,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1285,619,614,388,382,296,232,256,671,454,440,423,231,156,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,6442,1466,2632,837,1621,654,1011,504,3810,1128,2048,909,1762,703,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,38900,3504,12738,2271,7203,1669,5535,1079,26162,2544,12085,2054,14077,1829,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,101506,4669,31365,2642,18798,2275,12567,1664,70141,4313,28503,2966,41638,3385,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,69352,4678,37040,3528,23929,2906,13111,1953,32312,3092,16249,2080,16063,2031,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37374,3599,20447,2884,13926,2452,6521,1235,16927,2326,9262,1823,7665,1279,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,6562,1220,3645,1010,2340,836,1305,433,2917,783,1881,650,1036,407,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,889,420,252,196,56,97,196,172,637,346,249,240,388,250,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,38593,3623,17835,2412,12939,2189,4896,1027,20758,2770,10907,2069,9851,1652,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1931,849,645,456,508,408,137,167,1286,668,573,356,713,493,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,47958,4341,23001,3203,12947,2370,10054,1802,24957,2746,13872,2419,11085,1990,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,36511,3447,15703,2328,9930,1950,5773,1111,20808,2647,13103,2088,7705,1469,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,104191,6596,50850,4532,35378,3746,15472,2138,53341,4312,25406,2649,27935,3336,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,50400,4538,19645,2943,11130,1972,8515,1882,30755,3071,17750,2426,13005,1857,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6594,1516,2375,962,1841,840,534,301,4219,1132,1469,569,2750,876,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2391,833,1111,645,518,406,593,449,1280,560,847,526,433,304,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,8754,1381,3834,1004,2762,826,1072,438,4920,985,3088,803,1832,626,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10712,1932,5895,1426,2655,947,3240,979,4817,1123,1953,735,2864,756,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
