GEO_ID,B14007D_001E,B14007D_001M,B14007D_002E,B14007D_002M,B14007D_003E,B14007D_003M,B14007D_004E,B14007D_004M,B14007D_005E,B14007D_005M,B14007D_006E,B14007D_006M,B14007D_007E,B14007D_007M,B14007D_008E,B14007D_008M,B14007D_009E,B14007D_009M,B14007D_010E,B14007D_010M,B14007D_011E,B14007D_011M,B14007D_012E,B14007D_012M,B14007D_013E,B14007D_013M,B14007D_014E,B14007D_014M,B14007D_015E,B14007D_015M,B14007D_016E,B14007D_016M,B14007D_017E,B14007D_017M,B14007D_018E,B14007D_018M,B14007D_019E,B14007D_019M,NAME,B14007D_001EA,B14007D_001MA,B14007D_002EA,B14007D_002MA,B14007D_003MA,B14007D_003EA,B14007D_004MA,B14007D_004EA,B14007D_005MA,B14007D_005EA,B14007D_006EA,B14007D_006MA,B14007D_007EA,B14007D_007MA,B14007D_008EA,B14007D_008MA,B14007D_009MA,B14007D_009EA,B14007D_010MA,B14007D_010EA,B14007D_011MA,B14007D_011EA,B14007D_012EA,B14007D_012MA,B14007D_013EA,B14007D_013MA,B14007D_014MA,B14007D_014EA,B14007D_015MA,B14007D_015EA,B14007D_016MA,B14007D_016EA,B14007D_017EA,B14007D_017MA,B14007D_018EA,B14007D_018MA,B14007D_019EA,B14007D_019MA,state
0400000US21,52489,2661,17845,1789,627,283,920,488,707,391,772,545,985,501,1220,588,753,318,589,330,789,318,542,305,662,390,622,307,375,281,1429,688,4818,944,2035,842,34644,2004,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,76874,2311,25678,2191,1079,499,884,392,1321,527,1159,535,733,375,1036,688,1795,682,891,421,959,499,838,406,843,394,1039,532,1053,598,1180,407,6507,1145,4361,1143,51196,2258,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14289,1237,5417,875,390,234,61,138,74,70,91,101,188,198,170,149,179,157,401,304,57,67,36,56,671,388,63,90,375,272,335,260,1753,594,573,384,8872,1030,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,356730,4086,102565,3710,4729,863,6028,1064,3897,803,4652,977,5395,987,3409,705,4095,972,5014,895,4926,944,3744,822,4890,871,3372,875,4855,958,4622,977,26214,2236,12723,1656,254165,3298,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,399314,4451,130407,4298,6540,1224,5201,1201,5044,987,4287,908,4676,1013,4889,1048,4957,990,4952,935,6121,1120,5014,1049,3658,739,4798,930,5076,789,3723,1006,38913,2285,22558,3007,268907,4005,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,270818,4016,95855,3144,3991,881,4246,832,3464,893,4043,926,3945,828,4655,917,3184,733,3804,1025,3894,841,3670,878,3950,787,4302,826,3892,695,4128,967,26481,2302,14206,1892,174963,3626,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,238301,3398,82732,3204,4220,953,6030,1212,4607,987,4339,850,4111,919,3459,746,3860,753,4630,1032,2737,806,3006,813,3545,975,4020,747,4148,768,4401,854,19764,1876,5855,1279,155569,3137,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23244,2227,7548,1382,96,89,160,126,53,92,204,180,75,99,114,161,159,146,558,529,185,164,210,191,290,245,420,383,248,273,559,648,2893,967,1324,704,15696,1980,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,103760,3753,36303,3224,1843,694,1260,475,1227,648,1546,551,1701,612,1564,476,1056,437,1088,490,1795,699,1245,435,1382,609,1297,490,700,429,640,324,11912,1382,6047,1298,67457,3055,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36878,1558,13240,1356,1008,457,347,194,705,332,137,173,694,333,730,606,620,337,770,426,524,281,493,261,289,159,508,279,557,268,470,286,4275,730,1113,413,23638,1510,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,217825,4436,51982,3221,1286,575,2192,793,2396,867,1898,689,1851,617,2337,795,1763,667,2138,681,2895,894,2888,781,2111,657,3297,714,2498,859,2623,664,15279,2134,4530,1264,165843,3989,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32359,2162,11274,1647,1042,360,496,324,213,183,286,211,192,154,975,471,426,306,212,161,522,346,123,182,313,332,1305,698,889,562,689,406,2225,581,1366,787,21085,1817,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,797451,4610,222074,4074,16209,1830,10453,1509,9565,1522,11476,1566,9401,1268,11932,1639,12592,1491,10675,1691,10428,1509,8838,1445,10397,1443,10386,1153,10185,1313,10905,1394,47951,2372,20681,2459,575377,5039,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30619,2038,9782,1663,284,193,241,274,390,267,399,295,498,390,99,113,138,118,618,491,534,324,471,285,246,224,90,90,548,382,676,427,2853,814,1697,615,20837,1598,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1558084,8168,422703,6440,20459,2173,15877,1751,14973,1910,17211,1690,16408,2037,18052,1853,16775,1909,17544,1924,16278,1857,15512,1590,17830,1670,18567,1746,16047,1618,18442,1485,128296,4029,54432,3930,1135381,6666,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,237137,4196,76655,3476,3843,893,3178,794,3085,845,4145,924,2925,831,2913,704,3364,874,4000,1090,3992,966,3718,690,3227,1018,3147,647,1969,689,3445,880,21549,1863,8155,1642,160482,3644,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,217942,4735,71394,3397,3573,992,3001,692,2823,917,2695,844,2430,742,3579,934,3557,838,2320,675,2366,764,2202,654,3817,938,2238,617,2032,655,2489,706,19832,2206,12440,1870,146548,3489,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,73196,2672,25086,2277,1078,371,779,352,1022,476,1089,450,827,538,577,273,741,406,780,356,734,400,454,249,1074,479,1078,505,1297,482,884,375,9827,1568,2845,923,48110,1881,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,155727,4102,49616,3243,1729,830,1314,525,2350,669,1996,621,1280,447,2231,743,2640,867,1472,516,1531,564,1326,562,2576,650,2406,751,1283,472,2169,752,17902,2249,5411,1259,106111,2912,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,386142,4932,122189,3865,6937,1184,4582,1054,4491,950,5472,1112,5326,1086,4891,1080,5753,1313,4618,1125,4753,1026,5576,1215,5602,1264,4791,920,4835,844,4168,1063,31383,2553,19011,2060,263953,4425,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,34352,1909,12016,1385,565,376,339,365,323,329,303,340,209,250,410,327,723,480,147,182,600,406,190,157,598,400,194,181,941,443,558,283,5017,772,899,509,22336,1367,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,66788,2406,20638,1841,799,334,628,391,818,401,890,425,1216,482,641,546,1051,458,639,378,855,380,1129,496,1382,498,202,158,693,447,962,393,6966,1473,1767,639,46150,2585,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10519,1148,4839,1047,287,191,233,145,93,96,326,290,219,194,112,96,89,91,139,119,46,63,354,426,499,522,44,54,313,353,584,402,863,427,638,343,5680,1020,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,98222,3886,29365,2610,1462,557,987,492,1595,623,967,400,1130,451,993,421,1868,717,1610,580,1020,460,1585,695,733,367,1351,533,1688,430,1302,591,7791,1449,3283,1093,68857,3062,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1121327,8763,341251,7416,20686,2305,17783,2282,15738,1973,16466,1922,14784,1904,14461,2219,13911,1849,13864,1810,14542,1968,14702,1860,13977,1595,11897,1589,15430,1770,14689,2004,80662,4071,47659,4302,780076,8614,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,63961,2559,21672,2324,651,412,483,286,947,498,801,341,706,373,814,330,1276,554,1039,374,643,347,724,386,647,340,1261,539,817,478,1449,713,7511,1377,1903,657,42289,1813,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,494898,6583,148509,5498,8004,1301,7556,1482,6356,1097,6336,1253,5703,992,8138,1659,6489,916,7843,1333,6564,1259,5478,1054,6239,1076,5932,1185,6231,1025,7155,1215,36281,3310,18204,2167,346389,5653,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,536315,5463,140664,5126,7982,1200,7467,1319,6402,1073,6119,1304,5439,1263,5755,1146,7117,1485,5208,964,5440,1041,6346,1033,5178,970,5717,947,6180,1153,6268,1268,43215,3427,10831,1765,395651,5284,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,143477,3138,54921,2801,2338,643,2928,685,3339,851,2335,601,2536,915,2439,499,2419,769,1982,581,2100,647,2522,630,2058,590,2437,601,2138,614,2646,625,15092,1947,5612,1245,88556,2510,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
