GEO_ID,B17010D_001E,B17010D_001M,B17010D_002E,B17010D_002M,B17010D_003E,B17010D_003M,B17010D_004E,B17010D_004M,B17010D_005E,B17010D_005M,B17010D_006E,B17010D_006M,B17010D_007E,B17010D_007M,B17010D_008E,B17010D_008M,B17010D_009E,B17010D_009M,B17010D_010E,B17010D_010M,B17010D_011E,B17010D_011M,B17010D_012E,B17010D_012M,B17010D_013E,B17010D_013M,B17010D_014E,B17010D_014M,B17010D_015E,B17010D_015M,B17010D_016E,B17010D_016M,B17010D_017E,B17010D_017M,B17010D_018E,B17010D_018M,B17010D_019E,B17010D_019M,B17010D_020E,B17010D_020M,B17010D_021E,B17010D_021M,B17010D_022E,B17010D_022M,B17010D_023E,B17010D_023M,B17010D_024E,B17010D_024M,B17010D_025E,B17010D_025M,B17010D_026E,B17010D_026M,B17010D_027E,B17010D_027M,B17010D_028E,B17010D_028M,B17010D_029E,B17010D_029M,B17010D_030E,B17010D_030M,B17010D_031E,B17010D_031M,B17010D_032E,B17010D_032M,B17010D_033E,B17010D_033M,B17010D_034E,B17010D_034M,B17010D_035E,B17010D_035M,B17010D_036E,B17010D_036M,B17010D_037E,B17010D_037M,B17010D_038E,B17010D_038M,B17010D_039E,B17010D_039M,B17010D_040E,B17010D_040M,B17010D_041E,B17010D_041M,NAME,B17010D_001MA,B17010D_001EA,B17010D_002MA,B17010D_002EA,B17010D_003EA,B17010D_003MA,B17010D_004EA,B17010D_004MA,B17010D_005MA,B17010D_005EA,B17010D_006MA,B17010D_006EA,B17010D_007MA,B17010D_007EA,B17010D_008EA,B17010D_008MA,B17010D_009EA,B17010D_009MA,B17010D_010MA,B17010D_010EA,B17010D_011MA,B17010D_011EA,B17010D_012EA,B17010D_012MA,B17010D_013EA,B17010D_013MA,B17010D_014EA,B17010D_014MA,B17010D_015EA,B17010D_015MA,B17010D_016MA,B17010D_016EA,B17010D_017EA,B17010D_017MA,B17010D_018EA,B17010D_018MA,B17010D_019EA,B17010D_019MA,B17010D_020EA,B17010D_020MA,B17010D_021MA,B17010D_021EA,B17010D_022MA,B17010D_022EA,B17010D_023MA,B17010D_023EA,B17010D_024EA,B17010D_024MA,B17010D_025EA,B17010D_025MA,B17010D_026EA,B17010D_026MA,B17010D_027MA,B17010D_027EA,B17010D_028MA,B17010D_028EA,B17010D_029EA,B17010D_029MA,B17010D_030EA,B17010D_030MA,B17010D_031EA,B17010D_031MA,B17010D_032MA,B17010D_032EA,B17010D_033MA,B17010D_033EA,B17010D_034MA,B17010D_034EA,B17010D_035MA,B17010D_035EA,B17010D_036MA,B17010D_036EA,B17010D_037EA,B17010D_037MA,B17010D_038MA,B17010D_038EA,B17010D_039MA,B17010D_039EA,B17010D_040MA,B17010D_040EA,B17010D_041MA,B17010D_041EA,state
0400000US13,88125,2919,8136,1415,5346,1106,3156,775,665,368,944,475,1547,607,2190,762,2790,935,225,154,193,144,0,211,107,128,86,117,32,71,2565,923,1666,780,324,256,189,209,1153,721,899,458,79989,2959,68011,3156,40592,2380,11118,1614,7759,1407,21715,2248,27419,2301,11978,2079,4345,1140,1330,625,242,236,104,125,984,547,3015,1120,7633,1729,4457,1472,662,481,48,79,3747,1483,3176,968,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,124997,3775,5889,1286,3459,976,1965,742,282,345,356,202,1327,700,1494,519,2430,745,532,382,267,289,87,145,141,235,39,67,265,214,1898,623,1091,506,70,83,105,124,916,489,807,419,119108,3834,88334,3072,37543,2426,6771,1177,6806,1185,23966,1983,50791,2228,30774,2290,10223,1377,4241,1035,980,537,1008,511,2253,728,5982,961,20551,1853,9252,1222,1039,516,1686,645,6527,1006,11299,1472,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,154160,3209,14284,2140,9930,1676,5514,1214,1370,549,1293,563,2851,928,4416,1168,4354,1065,736,330,384,259,47,79,71,117,266,223,352,258,3618,970,2683,888,200,196,750,555,1733,688,935,441,139876,3396,120178,3789,65044,2778,14765,1988,10357,1237,39922,2345,55134,2878,19698,2466,7382,1435,2631,919,189,140,143,188,2299,848,4751,1064,12316,1885,5906,1376,478,249,472,434,4956,1294,6410,1108,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27880,1771,3277,905,2286,672,1708,609,795,489,433,393,480,282,578,332,991,504,331,333,230,298,0,187,189,285,41,75,101,146,660,362,521,328,0,187,102,161,419,296,139,168,24603,1628,21716,1668,13664,1669,3525,1084,2810,953,7329,1200,8052,1006,2887,742,1253,446,468,288,0,187,104,161,364,240,785,443,1634,521,1069,464,314,297,212,162,543,321,565,337,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17726,1454,1611,650,1319,569,1041,540,241,204,209,209,591,474,278,260,292,273,67,106,52,97,0,168,52,97,0,168,15,35,225,249,225,249,0,168,141,235,84,82,0,168,16115,1466,13108,1236,7807,1068,2499,861,989,393,4319,986,5301,959,3007,873,1079,566,664,505,180,229,0,168,484,388,415,269,1928,633,1315,539,163,183,48,82,1104,526,613,270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15984,1461,1449,477,1211,427,857,366,337,279,371,266,149,190,354,271,238,183,82,136,82,136,0,201,0,201,82,136,0,201,156,152,16,35,0,201,0,201,16,35,140,140,14535,1466,12055,1333,6461,1274,1194,539,1237,566,4030,972,5594,893,2480,664,1217,525,456,267,40,71,40,68,376,251,761,459,1263,472,783,427,134,133,248,276,401,298,480,270,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,88768,2742,6063,1247,3994,1016,2182,726,292,353,587,324,1303,570,1812,655,2069,747,461,312,167,199,0,193,98,165,69,112,294,235,1608,691,1305,627,365,344,493,468,447,242,303,294,82705,2823,72157,2890,39755,2060,8524,1349,7352,1187,23879,2156,32402,2592,10548,1599,2570,869,1115,581,194,175,0,193,921,563,1455,528,7978,1341,3235,836,294,209,127,146,2814,805,4743,1058,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,90482,2655,7611,1284,4811,960,2425,810,199,196,411,275,1815,682,2386,722,2800,828,587,375,388,318,0,198,168,220,220,232,199,243,2213,731,1777,603,82,135,696,387,999,488,436,319,82871,2625,71709,2940,41983,2294,10535,1511,7997,1276,23451,1656,29726,2385,11162,1508,4599,1064,1117,408,301,261,261,209,555,306,3482,1020,6563,1190,3885,1112,873,510,810,478,2202,744,2678,734,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,64315,2082,6610,1036,5191,942,3608,799,608,306,1465,635,1535,573,1583,544,1419,540,186,163,119,133,0,165,0,165,119,133,67,92,1233,519,785,357,132,127,0,165,653,320,448,341,57705,1857,51366,1971,31488,2104,7071,1052,5079,907,19338,1756,19878,1633,6339,1048,2823,694,1095,460,45,73,221,251,829,410,1728,506,3516,800,2170,776,195,160,124,190,1851,774,1346,507,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53781,2120,5864,936,3063,769,2411,744,560,352,748,389,1103,497,652,300,2801,769,608,316,558,299,100,150,85,99,373,233,50,75,2193,717,2087,700,312,323,925,512,850,457,106,123,47917,2001,35554,1925,23571,1673,5504,979,5802,1202,12265,1539,11983,1597,12363,1603,4604,1064,3594,1025,453,304,914,558,2227,770,1010,405,7759,1231,4692,1055,988,498,1800,754,1904,631,3067,774,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23235,1502,1916,580,1346,482,876,419,121,148,139,138,616,382,470,339,570,337,148,107,67,78,0,181,0,181,67,78,81,77,422,315,362,300,77,126,0,181,285,270,60,73,21319,1558,19097,1596,11033,1527,2684,761,2163,832,6186,1118,8064,1053,2222,787,475,345,156,182,0,181,0,181,156,182,319,312,1747,659,1354,614,424,381,77,98,853,463,393,229,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48999,2446,3504,990,1431,596,451,271,76,113,98,108,277,228,980,519,2073,781,571,347,264,213,97,162,0,203,167,142,307,263,1502,701,1010,560,79,137,361,324,570,382,492,406,45495,2407,35592,2199,15040,1592,3143,956,2062,618,9835,1415,20552,1612,9903,1469,2580,778,1318,591,188,204,82,98,1048,564,1262,550,7323,1178,3509,936,697,377,512,286,2300,817,3814,787,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
