GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001MA,B10051B_001EA,B10051B_002EA,B10051B_002MA,B10051B_003EA,B10051B_003MA,B10051B_004MA,B10051B_004EA,B10051B_005MA,B10051B_005EA,B10051B_006MA,B10051B_006EA,B10051B_007EA,B10051B_007MA,state
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,58837,4486,22522,2621,13598,2086,8924,1340,36315,2863,18740,2130,17575,2128,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,15793,2234,8064,1466,4721,1136,3343,1020,7729,1477,3944,1260,3785,875,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2912,1002,1524,806,1114,708,410,299,1388,676,747,437,641,473,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3715,959,1934,820,1459,752,475,294,1781,674,873,464,908,439,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,8008,1523,3806,959,2900,832,906,442,4202,949,2005,728,2197,681,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,47483,4467,22353,2770,13723,2239,8630,1345,25130,3192,14015,2323,11115,1766,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,60130,4251,19938,2641,12243,2157,7695,1442,40192,3681,19754,2992,20438,2459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,14683,2196,3952,1020,2431,961,1521,553,10731,1745,3362,1080,7369,1406,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,38118,3444,14769,2632,8560,1695,6209,1504,23349,2397,12086,1792,11263,1733,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5649,1208,1716,817,1066,647,650,464,3933,955,2106,881,1827,619,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,46312,4148,23646,2514,16623,1988,7023,1439,22666,3279,11842,2352,10824,2111,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18353,2718,8190,1640,5596,1579,2594,787,10163,1772,5208,1220,4955,1130,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1535,591,709,427,336,271,373,273,826,398,506,312,320,217,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,6617,1600,3072,972,1568,811,1504,733,3545,1151,1853,1106,1692,543,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,36319,3189,12919,2379,7063,1844,5856,1269,23400,2497,10544,1751,12856,1708,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,97223,5050,29958,3060,16353,2394,13605,1742,67265,4063,26189,2562,41076,3013,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,69444,5072,33143,3406,19481,2630,13662,1836,36301,3477,18524,2736,17777,2554,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,37800,3753,19116,2588,12923,2151,6193,1216,18684,2390,9185,1651,9499,1630,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8070,1314,5148,1046,3563,882,1585,549,2922,793,1497,710,1425,505,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,41141,3514,17059,2019,10322,1632,6737,1168,24082,2949,11667,2114,12415,1853,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2165,743,643,279,463,247,180,135,1522,685,993,606,529,380,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,46777,4175,21332,2656,12703,2136,8629,1780,25445,3117,13423,2370,12022,1963,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,34882,3127,17006,2199,11544,2004,5462,1152,17876,2488,9793,2076,8083,1568,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,101354,6080,46660,4232,28259,3612,18401,2668,54694,4650,26926,3131,27768,3450,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,49332,4490,21190,2700,14184,2355,7006,1471,28142,3545,13504,2353,14638,2183,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5710,1585,2809,1068,1596,796,1213,631,2901,932,1932,808,969,495,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2441,862,1644,733,1120,675,524,364,797,515,390,345,407,405,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,9578,1502,5337,1109,3950,987,1387,474,4241,1078,2469,866,1772,518,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12150,2219,6300,1603,3952,1254,2348,830,5850,1367,2767,1082,3083,830,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
