GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001EA,B19001D_001MA,B19001D_002EA,B19001D_002MA,B19001D_003EA,B19001D_003MA,B19001D_004EA,B19001D_004MA,B19001D_005EA,B19001D_005MA,B19001D_006MA,B19001D_006EA,B19001D_007EA,B19001D_007MA,B19001D_008EA,B19001D_008MA,B19001D_009EA,B19001D_009MA,B19001D_010EA,B19001D_010MA,B19001D_011MA,B19001D_011EA,B19001D_012EA,B19001D_012MA,B19001D_013EA,B19001D_013MA,B19001D_014EA,B19001D_014MA,B19001D_015EA,B19001D_015MA,B19001D_016MA,B19001D_016EA,B19001D_017MA,B19001D_017EA,state
0400000US13,116007,3119,6591,1114,3403,897,2344,819,5687,1442,4137,1274,4580,1189,4243,1024,4145,1251,4355,1108,8042,1435,11881,1511,16636,2140,12109,1772,9069,1632,8287,1576,10498,1327,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,171085,4479,9889,1469,5294,889,5206,1016,5432,1048,3939,770,6030,1081,6198,1268,5757,961,5836,993,11040,1811,19472,1704,23096,1828,20192,1916,13488,1496,16037,1830,14179,1257,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,220140,4762,16989,2057,6348,1288,6037,1197,7741,1466,7256,1507,6999,1110,6807,1455,6631,1278,6095,1087,15607,2022,18264,1926,29696,2610,23193,2429,15604,1663,22154,2060,24719,1853,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40179,2099,5233,1000,1190,511,1242,629,1736,640,1522,645,1920,702,1776,665,950,541,1326,934,2801,829,3693,1105,3529,987,2364,675,2439,789,2618,737,5840,1184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21198,1665,2910,1121,529,352,932,405,1709,648,671,383,1249,499,641,346,671,400,1000,503,1760,640,2704,979,2760,657,1479,681,731,576,524,349,928,523,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23143,1784,1545,664,487,270,1065,607,669,267,782,433,784,316,1070,476,1653,664,915,444,2404,866,1867,597,3324,660,2801,775,1289,487,1262,489,1226,431,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,18527,1672,1038,608,518,394,1161,587,694,374,824,429,592,377,702,363,636,327,1257,473,997,376,2667,824,2325,704,1498,560,697,430,1211,638,1710,580,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23316,1364,2283,846,1231,831,839,406,1115,433,831,442,1502,672,787,407,898,504,487,233,1876,830,2460,735,2263,686,2645,755,1268,543,1001,444,1830,547,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3805,717,71,129,394,361,313,242,213,182,219,248,319,289,0,163,269,243,80,88,109,189,615,495,458,299,188,167,197,193,190,152,170,167,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,119454,3243,5343,1236,2073,686,2842,774,3986,1005,2147,764,3526,988,2923,831,3922,1026,3055,753,7528,1767,9901,1277,14846,1981,14785,1666,10377,1586,15526,1842,16674,1784,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,137446,3545,11774,1782,5223,1049,4711,1230,5176,1320,4160,886,4707,1266,3126,841,3653,964,3445,1070,8611,1665,9520,1527,16986,1798,14790,1716,9756,1470,12016,1734,19792,1857,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,92699,2808,6947,1023,3204,858,3020,838,3544,815,3565,920,2726,641,2631,728,3435,902,3462,856,6096,1143,7302,1328,11953,1872,10281,1438,6333,1185,8103,1198,10097,1143,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,69725,2556,4434,1033,2689,855,1853,712,2921,856,2492,877,2852,782,2716,747,1920,599,2642,808,4279,1085,7017,1101,10667,1380,6693,1370,5048,1178,5348,1178,6154,1237,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,9741,1431,1662,775,444,373,331,291,392,247,291,325,255,185,237,261,373,289,517,369,844,507,742,460,1602,703,625,391,257,240,575,337,594,416,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,36357,1969,4215,959,953,504,1350,565,1441,507,1225,560,1452,502,2022,589,1680,720,1179,527,1998,716,3485,832,5007,1104,3608,927,1393,603,1977,559,3372,873,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,12538,1173,1811,811,347,208,666,365,996,539,662,497,410,263,910,429,416,282,362,221,808,381,883,526,1413,591,845,384,564,428,692,364,753,445,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,75445,3038,4694,1090,2545,717,2816,803,3474,1063,3854,1030,3233,771,4145,1178,3007,905,3348,958,5656,1088,9939,1501,10091,1235,7199,1259,3600,830,4311,1070,3533,901,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10702,1239,661,443,199,220,457,311,458,303,93,100,134,234,592,468,240,215,90,111,476,352,1119,602,1489,573,1140,518,725,415,1148,454,1681,529,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,254868,4024,11396,1621,4487,1065,5378,1129,6541,1013,4456,1076,8038,1663,5496,1116,5084,1145,4811,1145,11332,1534,21116,2109,27872,2312,30170,2583,21923,1879,36727,2606,50041,3570,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,8230,1178,384,255,638,349,78,104,605,403,294,247,763,553,234,254,159,124,429,282,515,241,480,339,993,372,977,407,461,401,641,362,579,386,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,512712,6530,37902,3007,23403,2569,24009,2411,23703,2652,20114,2078,22851,2162,19511,2212,14733,2075,17967,2329,30780,3044,44896,2957,55709,4141,44497,3354,32821,2513,42835,3551,56981,3664,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,80456,3222,4916,1023,1470,594,2837,917,3151,732,2914,878,2304,706,2703,855,3349,848,3401,930,5775,1515,6959,1286,11994,1806,8930,1366,6763,1449,5261,1106,7729,1396,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,76634,2612,7672,1469,2395,735,3456,891,3793,1137,2326,706,3133,935,2702,773,2643,778,1956,735,5092,1224,7713,1614,10040,1494,6576,1201,5018,1055,5239,928,6880,1170,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23543,1496,2241,641,1046,483,722,386,1592,549,781,406,1309,534,1285,589,1113,462,489,268,1564,569,2886,740,3590,794,1749,625,763,519,933,414,1480,556,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,52697,2300,4997,1055,1660,569,1651,575,1101,487,2667,838,1781,618,1788,645,2257,749,1354,562,3089,861,4878,887,7516,1048,5672,1063,3111,808,3670,777,5505,1037,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,127957,3211,11661,1736,4134,1044,5919,1286,5272,1123,4288,988,4853,995,4568,1001,4871,1207,3816,920,10543,1526,12113,1475,14399,1775,11446,1442,6937,1186,9585,1284,13552,1474,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10853,1368,1430,834,286,270,473,410,715,405,394,308,199,196,730,388,360,232,72,130,834,505,1640,793,1103,478,838,497,524,330,546,306,709,381,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20479,1520,2093,837,813,462,536,339,845,435,1550,618,454,252,1074,468,847,391,832,411,1388,570,1822,660,3211,897,1755,652,1278,588,686,382,1295,484,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31141,2086,1454,561,1038,666,1237,597,665,340,1422,692,872,480,2537,924,1473,753,1507,726,2259,859,4540,979,3636,917,3100,717,1052,445,1581,592,2768,919,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,393743,4902,25536,2784,11534,1799,12512,1876,13258,1872,13750,1583,14874,2241,12670,2154,14390,2137,11427,1514,24166,2952,35477,3160,49434,3569,44525,3337,28671,2581,37053,3120,44466,3511,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20517,1394,1250,550,1323,716,481,326,1441,663,1780,816,628,320,723,429,359,248,501,319,1478,601,2086,643,2917,719,1515,603,1213,539,1170,462,1652,577,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,160239,3472,7359,1386,2636,718,3201,1003,4576,1018,3374,744,4441,1016,3519,1032,6727,1351,3292,883,11038,1681,12899,1693,22875,2105,18827,2247,13924,1721,18071,1991,23480,1701,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,192887,4790,14494,1714,5428,1012,5143,1193,5320,1236,5926,1259,6250,1238,5626,1013,5489,1142,6194,1420,10597,1454,15953,2062,24685,2549,22140,2131,16798,1811,18561,1622,24283,2327,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4751,819,387,262,197,210,333,257,188,178,114,114,55,67,86,125,157,174,134,183,81,103,572,384,350,229,542,341,301,241,255,171,999,333,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,44708,1802,2702,701,2069,837,1281,556,1761,678,1654,795,3162,929,2230,821,2679,822,1066,457,3568,843,4712,1061,7130,1135,3799,881,2104,663,1839,545,2952,773,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
