GEO_ID,B28009E_001E,B28009E_001M,B28009E_002E,B28009E_002M,B28009E_003E,B28009E_003M,B28009E_004E,B28009E_004M,B28009E_005E,B28009E_005M,B28009E_006E,B28009E_006M,NAME,B28009E_001MA,B28009E_001EA,B28009E_002MA,B28009E_002EA,B28009E_003MA,B28009E_003EA,B28009E_004MA,B28009E_004EA,B28009E_005MA,B28009E_005EA,B28009E_006EA,B28009E_006MA,state
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5914,1875,5120,1777,0,190,4819,1744,301,301,794,481,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4908,1432,4153,1306,0,200,3481,1266,672,605,755,761,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3172,947,2630,850,0,155,2428,826,202,150,542,501,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13909,2071,12321,2166,289,432,9405,1776,2627,1206,1588,1319,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4253,1249,3545,1186,0,168,2751,1087,794,814,708,398,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2764,1202,2471,1168,0,200,2044,1052,427,451,293,217,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19593,2662,18373,2690,0,214,15555,3034,2818,1437,1220,632,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23005,2808,22456,2831,0,187,17992,3083,4464,2821,549,495,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4631,1000,4398,975,0,197,4050,933,348,360,233,208,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,45678,2407,43859,2710,0,195,41135,3111,2724,1232,1819,1261,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1497,518,1144,458,36,60,976,424,132,159,353,243,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
