GEO_ID,B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,NAME,B08105F_001MA,B08105F_001EA,B08105F_002MA,B08105F_002EA,B08105F_003MA,B08105F_003EA,B08105F_004MA,B08105F_004EA,B08105F_005EA,B08105F_005MA,B08105F_006MA,B08105F_006EA,B08105F_007MA,B08105F_007EA,state
0400000US29,30421,3610,22543,3121,4819,1246,404,391,584,362,613,494,1458,586,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14301,2409,10027,2132,3024,1028,552,460,296,201,302,353,100,110,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,124820,7764,90188,6286,20141,2896,7922,2143,2626,939,2852,1127,1091,523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,284415,12546,155234,8633,38517,4603,48043,4665,19434,2877,18163,2992,5024,1404,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,87367,6029,72791,5429,7629,1835,763,503,1038,571,1616,906,3530,1326,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,769434,17843,213160,8297,55191,4981,393723,15053,66566,5813,17743,3138,23051,2942,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,134126,7769,91266,6573,33662,4476,1931,895,1980,821,2121,1066,3166,1224,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,44368,3716,31280,3090,7414,1526,1469,735,1230,560,1900,1191,1075,528,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,48793,3615,35866,2949,8782,1649,237,177,1142,632,1281,435,1485,1097,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,55123,5163,34040,3959,11038,2146,3442,1243,3542,1299,1701,695,1360,773,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,100765,6687,63261,4834,15926,2552,10919,2194,5928,1387,2786,1115,1945,714,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26798,3669,18196,2747,4494,1332,2228,1339,1132,510,578,567,170,199,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,33331,3696,22597,3120,8946,1927,54,95,612,390,692,478,430,349,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,37585,3616,25988,3370,7081,1664,1021,650,388,275,1059,830,2048,1063,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,701168,19712,536900,15834,108470,8635,12167,2066,9999,1935,17730,2986,15902,2706,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,64734,5467,43819,4167,14384,2619,1774,733,2038,693,858,543,1861,853,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,105225,8223,69891,6291,15201,2601,9629,2273,4962,1503,3184,1317,2358,994,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,128845,6626,88704,5814,24312,3338,6371,1856,4323,1500,1299,546,3836,1283,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,48770,3992,36738,3233,7731,1589,1170,555,1454,775,968,554,709,388,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,171266,7071,142226,6465,9479,1880,3789,975,7018,1371,4401,1295,4353,1259,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
